DistrictName,SchoolName,CountyCode,DistrictKey,SiteCode,FullCode
GROVE,GROVE HS,21,I002,705,21I002705
KANSAS,KANSAS ES,21,I003,105,21I003105
KANSAS,KANSAS MS,21,I003,505,21I003505
KANSAS,KANSAS HS,21,I003,715,21I003715
COLCORD,COLCORD ES,21,I004,105,21I004105
COLCORD,COLCORD HS,21,I004,715,21I004715
OAKS-MISSION,OAKS-MISSION ES,21,I005,105,21I005105
OAKS-MISSION,OAKS-MISSION HS,21,I005,715,21I005715
VICI,VICI ES,22,I005,105,22I005105
VICI,VICI HS,22,I005,705,22I005705
SEILING,SEILING ES,22,I008,105,22I008105
SEILING,SEILING JR-SR HS (JR),22,I008,615,22I008615
SEILING,SEILING JR-SR HS (SR),22,I008,715,22I008715
TALOGA,TALOGA ES,22,I010,105,22I010105
TALOGA,TALOGA HS,22,I010,705,22I010705
FARGO,FARGO ES,23,I002,105,23I002105
FARGO,GAGE ES,23,I002,110,23I002110
FARGO,FARGO HS,23,I002,705,23I002705
FARGO,GAGE HS,23,I002,710,23I002710
ARNETT,ARNETT ES,23,I003,105,23I003105
ARNETT,ARNETT HS,23,I003,705,23I003705
GAGE,GAGE ES,23,I039,105,23I039105
GAGE,GAGE HS,23,I039,705,23I039705
SHATTUCK,SHATTUCK ES,23,I042,105,23I042105
SHATTUCK,SHATTUCK HS,23,I042,705,23I042705
WAUKOMIS,WAUKOMIS ES,24,I001,105,24I001105
WAUKOMIS,WAUKOMIS HS,24,I001,705,24I001705
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE ES,24,I018,105,24I018105
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE HS,24,I018,705,24I018705
CHISHOLM,CHISHOLM ES,24,I042,105,24I042105
CHISHOLM,CHISHOLM MS,24,I042,505,24I042505
CHISHOLM,CHISHOLM HS,24,I042,705,24I042705
GARBER,GARBER ES,24,I047,105,24I047105
GARBER,GARBER HS,24,I047,715,24I047715
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE ES,24,I056,105,24I056105
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE JHS,24,I056,610,24I056610
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE HS,24,I056,705,24I056705
ENID,ADAMS ES,24,I057,105,24I057105
ENID,CARVER EARLY CHILDHOOD CTR,24,I057,115,24I057115
ENID,COOLIDGE ES,24,I057,120,24I057120
ENID,EISENHOWER ES,24,I057,125,24I057125
ENID,GARFIELD ES,24,I057,130,24I057130
ENID,GLENWOOD ES,24,I057,132,24I057132
ENID,HAYES ES,24,I057,137,24I057137
ENID,HOOVER ES,24,I057,140,24I057140
ENID,MCKINLEY ES,24,I057,160,24I057160
ENID,MONROE ES,24,I057,165,24I057165
ENID,PRAIRIE VIEW ES,24,I057,170,24I057170
ENID,TAFT ES,24,I057,175,24I057175
ENID,EMERSON MS,24,I057,505,24I057505
ENID,LONGFELLOW MS,24,I057,510,24I057510
ENID,DEWITT WALLER MS,24,I057,515,24I057515
ENID,ENID HS,24,I057,705,24I057705
DRUMMOND,DRUMMOND ES,24,I085,105,24I085105
DRUMMOND,DRUMMOND HS,24,I085,705,24I085705
COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24,I094,105,24I094105
COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24,I094,705,24I094705
WHITEBEAD,WHITEBEAD PUBLIC SCHOOL,25,C016,105,25C016105
STRATFORD,STRATFORD ES,25,I002,105,25I002105
STRATFORD,STRATFORD MS,25,I002,505,25I002505
STRATFORD,STRATFORD HS,25,I002,715,25I002715
PAOLI,PAOLI ES,25,I005,105,25I005105
PAOLI,PAOLI HS,25,I005,705,25I005705
MAYSVILLE,MAYSVILLE ES,25,I007,105,25I007105
MAYSVILLE,MAYSVILLE HS,25,I007,715,25I007715
LINDSAY,LINDSAY ES,25,I009,105,25I009105
LINDSAY,LINDSAY MS,25,I009,505,25I009505
LINDSAY,LINDSAY HS,25,I009,705,25I009705
PAULS VALLEY,JEFFERSON EARLY LRNING CTR,25,I018,105,25I018105
PAULS VALLEY,JACKSON ES,25,I018,110,25I018110
PAULS VALLEY,LEE ES,25,I018,115,25I018115
PAULS VALLEY,PAULS VALLEY JHS,25,I018,610,25I018610
PAULS VALLEY,PAULS VALLEY HS,25,I018,705,25I018705
WYNNEWOOD,CENTRAL ES,25,I038,105,25I038105
WYNNEWOOD,WYNNEWOOD MS,25,I038,500,25I038500
WYNNEWOOD,WYNNEWOOD HS,25,I038,705,25I038705
ELMORE CITY-PERNELL,ELMORE CITY-PERNELL ES,25,I072,105,25I072105
ELMORE CITY-PERNELL,ELMORE CITY JHS,25,I072,605,25I072605
ELMORE CITY-PERNELL,SENIOR HS,25,I072,715,25I072715
FRIEND,FRIEND PUBLIC SCHOOL,26,C037,105,26C037105
MIDDLEBERG,MIDDLEBERG PUBLIC SCHOOL,26,C096,105,26C096105
PIONEER,PIONEER PUBLIC SCHOOL,26,C131,105,26C131105
CHICKASHA,GRAND AVENUE ES,26,I001,105,26I001105
CHICKASHA,LINCOLN ES,26,I001,115,26I001115
CHICKASHA,BILL WALLACE EC CTR,26,I001,120,26I001120
CHICKASHA,CHICKASHA MS,26,I001,510,26I001510
CHICKASHA,CHICKASHA HS,26,I001,705,26I001705
MINCO,MINCO ES,26,I002,105,26I002105
MINCO,MINCO MS,26,I002,505,26I002505
MINCO,MINCO HS,26,I002,715,26I002715
NINNEKAH,NINNEKAH ES,26,I051,105,26I051105
NINNEKAH,NINNEKAH MS,26,I051,510,26I051510
NINNEKAH,NINNEKAH JHS,26,I051,610,26I051610
NINNEKAH,SENIOR HS,26,I051,705,26I051705
ALEX,ALEX ES,26,I056,105,26I056105
ALEX,ALEX HS,26,I056,715,26I056715
RUSH SPRINGS,RUSH SPRINGS ES,26,I068,105,26I068105
RUSH SPRINGS,RUSH SPRINGS MS,26,I068,505,26I068505
RUSH SPRINGS,RUSH SPRINGS HS,26,I068,705,26I068705
BRIDGE CREEK,BRIDGE CREEK ES,26,I095,105,26I095105
BRIDGE CREEK,BRIDGE CREEK MS,26,I095,505,26I095505
BRIDGE CREEK,BRIDGE CREEK HS,26,I095,705,26I095705
TUTTLE,TUTTLE ES,26,I097,105,26I097105
TUTTLE,TUTTLE INTERMEDIATE ES,26,I097,110,26I097110
TUTTLE,TUTTLE MS,26,I097,505,26I097505
TUTTLE,TUTTLE HS,26,I097,705,26I097705
VERDEN,VERDEN ES,26,I099,105,26I099105
VERDEN,VERDEN HS,26,I099,705,26I099705
AMBER-POCASSET,AMBER-POCASSET ES,26,I128,105,26I128105
AMBER-POCASSET,AMBER-POCASSET JHS,26,I128,615,26I128615
AMBER-POCASSET,AMBER-POCASSET HS,26,I128,715,26I128715
MEDFORD,MEDFORD ES,27,I054,105,27I054105
MEDFORD,MEDFORD HS,27,I054,705,27I054705
POND CREEK-HUNTER,POND CREEK-HUNTER ES,27,I090,105,27I090105
POND CREEK-HUNTER,POND CREEK-HUNTER MS,27,I090,505,27I090505
POND CREEK-HUNTER,POND CREEK-HUNTER HS,27,I090,705,27I090705
DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27,I095,105,27I095105
DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27,I095,705,27I095705
MANGUM,EDISON ES,28,I001,105,28I001105
MANGUM,MANGUM MS,28,I001,510,28I001510
MANGUM,MANGUM HS,28,I001,705,28I001705
GRANITE,GRANITE ES,28,I003,105,28I003105
GRANITE,GRANITE HS,28,I003,715,28I003715
HOLLIS,HOLLIS ES,29,I066,105,29I066105
HOLLIS,HOLLIS MS,29,I066,510,29I066510
HOLLIS,HOLLIS HS,29,I066,705,29I066705
LAVERNE,LAVERNE ES,30,I001,105,30I001105
LAVERNE,LAVERNE HS,30,I001,705,30I001705
BUFFALO,BUFFALO ES,30,I004,105,30I004105
BUFFALO,BUFFALO HS,30,I004,715,30I004715
WHITEFIELD,WHITEFIELD PUBLIC SCHOOL,31,C010,105,31C010105
KINTA,KINTA ES,31,I013,105,31I013105
KINTA,KINTA HS,31,I013,705,31I013705
STIGLER,STIGLER ES,31,I020,105,31I020105
STIGLER,STIGLER MS,31,I020,505,31I020505
STIGLER,STIGLER HS,31,I020,705,31I020705
MCCURTAIN,MCCURTAIN ES,31,I037,105,31I037105
MCCURTAIN,MCCURTAIN HS,31,I037,705,31I037705
KEOTA,KEOTA ES,31,I043,105,31I043105
KEOTA,KEOTA HS,31,I043,705,31I043705
MOSS,MOSS ES,32,I001,105,32I001105
MOSS,MOSS HS,32,I001,705,32I001705
WETUMKA,WETUMKA ES,32,I005,105,32I005105
WETUMKA,WETUMKA HS,32,I005,705,32I005705
HOLDENVILLE,ETHEL REED ES,32,I035,120,32I035120
HOLDENVILLE,THOMAS IES,32,I035,130,32I035130
Holdenville,Thomas MS,32,I035,510,32I035510
HOLDENVILLE,HOLDENVILLE HS,32,I035,705,32I035705
CALVIN,CALVIN ES,32,I048,105,32I048105
CALVIN,CALVIN HS,32,I048,705,32I048705
STUART,STUART ES,32,I054,105,32I054105
STUART,STUART HS,32,I054,705,32I054705
NAVAJO,NAVAJO ES,33,I001,105,33I001105
NAVAJO,NAVAJO JHS,33,I001,610,33I001610
NAVAJO,NAVAJO HS,33,I001,705,33I001705
DUKE,DUKE ES,33,I014,105,33I014105
DUKE,DUKE HS,33,I014,705,33I014705
ALTUS,RIVERS ES,33,I018,105,33I018105
ALTUS,ROOSEVELT ES,33,I018,120,33I018120
ALTUS,SUNSET ES,33,I018,125,33I018125
ALTUS,WASHINGTON ES,33,I018,130,33I018130
ALTUS,WILL ROGERS ES,33,I018,135,33I018135
ALTUS,ALTUS INTERMEDIATE SCHOOL,33,I018,145,33I018145
ALTUS,ALTUS JHS,33,I018,625,33I018625
ALTUS,ALTUS HS,33,I018,705,33I018705
ELDORADO,ELDORADO ES,33,I025,105,33I025105
ELDORADO,ELDORADO HS,33,I025,705,33I025705
OLUSTEE,OLUSTEE ES,33,I035,105,33I035105
OLUSTEE,OLUSTEE HS,33,I035,705,33I035705
BLAIR,BLAIR ES,33,I054,105,33I054105
BLAIR,BLAIR HS,33,I054,705,33I054705
TERRAL,TERRAL PUBLIC SCHOOL,34,C003,105,34C003105
RYAN,RYAN ES,34,I001,105,34I001105
RYAN,RYAN HS,34,I001,705,34I001705
RINGLING,RINGLING ES,34,I014,105,34I014105
RINGLING,RINGLING JHS,34,I014,610,34I014610
RINGLING,RINGLING HS,34,I014,705,34I014705
WAURIKA,WAURIKA ES,34,I023,105,34I023105
WAURIKA,WAURIKA MS,34,I023,510,34I023510
WAURIKA,WAURIKA HS,34,I023,705,34I023705
MANNSVILLE,MANNSVILLE PUBLIC SCHOOL,35,C007,105,35C007105
RAVIA,RAVIA PUBLIC SCHOOL,35,C010,105,35C010105
MILL CREEK,MILL CREEK ES,35,I002,105,35I002105
MILL CREEK,MILL CREEK HS,35,I002,705,35I002705
TISHOMINGO,TISHOMINGO ES,35,I020,105,35I020105
TISHOMINGO,TISHOMINGO MS,35,I020,505,35I020505
TISHOMINGO,TISHOMINGO HS,35,I020,705,35I020705
MILBURN,MILBURN ES,35,I029,105,35I029105
MILBURN,MILBURN HS,35,I029,705,35I029705
COLEMAN,COLEMAN ES,35,I035,105,35I035105
COLEMAN,COLEMAN HS,35,I035,705,35I035705
WAPANUCKA,WAPANUCKA ES,35,I037,105,35I037105
WAPANUCKA,WAPANUCKA HS,35,I037,705,35I037705
PECKHAM,PECKHAM PUBLIC SCHOOL,36,C027,105,36C027105
KILDARE,KILDARE PUBLIC SCHOOL,36,C050,105,36C050105
Blackwell,Huston Ec Ctr,36,I045,105,36I045105
BLACKWELL,BLACKWELL ES,36,I045,125,36I045125
BLACKWELL,BLACKWELL MS,36,I045,505,36I045505
BLACKWELL,BLACKWELL HS,36,I045,705,36I045705
PONCA CITY,LIBERTY ES,36,I071,120,36I071120
PONCA CITY,LINCOLN ES,36,I071,125,36I071125
PONCA CITY,UNION ES,36,I071,130,36I071130
PONCA CITY,ROOSEVELT ES,36,I071,135,36I071135
PONCA CITY,E. M. TROUT ES,36,I071,137,36I071137
Ponca City,E.M.Trout ES,36,I071,137,36I071137
PONCA CITY,WOODLANDS ES,36,I071,145,36I071145
PONCA CITY,GARFIELD ES,36,I071,150,36I071150
PONCA CITY,PONCA CITY WEST MS,36,I071,505,36I071505
PONCA CITY,PONCA CITY EAST MS,36,I071,515,36I071515
PONCA CITY,PONCA CITY HS,36,I071,705,36I071705
TONKAWA,TONKAWA ES,36,I087,105,36I087105
TONKAWA,TONKAWA MS,36,I087,505,36I087505
TONKAWA,TONKAWA HS,36,I087,715,36I087715
NEWKIRK,NEWKIRK ES,36,I125,105,36I125105
NEWKIRK,NEWKIRK-BRAMAN ES,36,I125,110,36I125110
NEWKIRK,NEWKIRK MS,36,I125,505,36I125505
NEWKIRK,NEWKIRK HS,36,I125,705,36I125705
DOVER,DOVER ES,37,I002,105,37I002105
DOVER,DOVER HS,37,I002,705,37I002705
LOMEGA,LOMEGA ES,37,I003,105,37I003105
LOMEGA,LOMEGA HS,37,I003,705,37I003705
KINGFISHER,GILMOUR ES,37,I007,110,37I007110
KINGFISHER,HERITAGE ELEMENTARY,37,I007,120,37I007120
KINGFISHER,KINGFISHER MS,37,I007,505,37I007505
KINGFISHER,KINGFISHER HS,37,I007,705,37I007705
HENNESSEY,HENNESSEY LOWER ES,37,I016,105,37I016105
HENNESSEY,HENNESSEY UPPER ES,37,I016,110,37I016110
HENNESSEY,HENNESSEY HS,37,I016,705,37I016705
CASHION,CASHION ES,37,I089,105,37I089105
CASHION,CASHION MS,37,I089,505,37I089505
CASHION,CASHION HS,37,I089,705,37I089705
OKARCHE,OKARCHE ES,37,I105,105,37I105105
OKARCHE,OKARCHE JHS,37,I105,610,37I105610
OKARCHE,OKARCHE HS,37,I105,705,37I105705
HOBART,HOBART ES,38,I001,115,38I001115
HOBART,HOBART MS,38,I001,505,38I001505
HOBART,HOBART HS,38,I001,705,38I001705
LONE WOLF,LONE WOLF ES,38,I002,105,38I002105
LONE WOLF,LONE WOLF HS,38,I002,705,38I002705
MOUNTAIN VIEW-GOTEBO,MOUNTAIN VIEW-GOTEBO ES,38,I003,110,38I003110
MOUNTAIN VIEW-GOTEBO,MOUNTAIN VIEW-GOTEBO HS,38,I003,715,38I003715
SNYDER,SNYDER ES,38,I004,105,38I004105
SNYDER,SNYDER ES,38,I004,110,38I004110
SNYDER,SNYDER HS,38,I004,705,38I004705
WILBURTON,WILBURTON ES,39,I001,105,39I001105
WILBURTON,WILBURTON MS,39,I001,510,39I001510
WILBURTON,WILBURTON HS,39,I001,705,39I001705
RED OAK,RED OAK ES,39,I002,105,39I002105
RED OAK,RED OAK HS,39,I002,705,39I002705
BUFFALO VALLEY,BUFFALO VALLEY ES,39,I003,105,39I003105
BUFFALO VALLEY,BUFFALO VALLEY HS,39,I003,705,39I003705
PANOLA,PANOLA ES,39,I004,105,39I004105
PANOLA,PANOLA HS,39,I004,705,39I004705
SHADY POINT,SHADY POINT PUBLIC SCHOOL,40,C004,105,40C004105
MONROE,MONROE PUBLIC SCHOOL,40,C011,105,40C011105
HODGEN,HODGEN PUBLIC SCHOOL,40,C014,105,40C014105
FANSHAWE,FANSHAWE PUBLIC SCHOOL,40,C039,105,40C039105
SPIRO,SPIRO ES,40,I002,110,40I002110
SPIRO,SPIRO MS,40,I002,505,40I002505
SPIRO,SPIRO HS,40,I002,705,40I002705
HEAVENER,HEAVENER ES,40,I003,105,40I003105
HEAVENER,HEAVENER HS,40,I003,705,40I003705
POCOLA,POCOLA ES,40,I007,105,40I007105
POCOLA,POCOLA MS,40,I007,505,40I007505
POCOLA,POCOLA HS,40,I007,705,40I007705
LE FLORE,LEFLORE ES,40,I016,105,40I016105
LE FLORE,LEFLORE HS,40,I016,705,40I016705
CAMERON,CAMERON ES,40,I017,105,40I017105
CAMERON,CAMERON HS,40,I017,705,40I017705
PANAMA,PANAMA ES,40,I020,115,40I020115
PANAMA,PANAMA MS,40,I020,505,40I020505
PANAMA,PANAMA HS,40,I020,705,40I020705
BOKOSHE,BOKOSHE ES,40,I026,105,40I026105
BOKOSHE,BOKOSHE JHS,40,I026,615,40I026615
BOKOSHE,BOKOSHE HS,40,I026,715,40I026715
POTEAU,POTEAU UPPER ES,40,I029,115,40I029115
POTEAU,POTEAU PRIMARY ES,40,I029,120,40I029120
POTEAU,PANSY KIDD MS,40,I029,505,40I029505
POTEAU,POTEAU HS,40,I029,705,40I029705
WISTER,WISTER ES,40,I049,105,40I049105
WISTER,WISTER HS,40,I049,715,40I049715
TALIHINA,TALIHINA ES,40,I052,105,40I052105
TALIHINA,TALIHINA JHS,40,I052,610,40I052610
TALIHINA,TALIHINA HS,40,I052,705,40I052705
WHITESBORO,WHITESBORO ES,40,I062,105,40I062105
WHITESBORO,WHITESBORO HS,40,I062,705,40I062705
HOWE,HOWE ES,40,I067,105,40I067105
HOWE,HOWE HS,40,I067,705,40I067705
Arkoma,Singleton ES,40,I091,105,40I091105
ARKOMA,SINGLETON ES,40,I091,205,40I091205
ARKOMA,ARKOMA JHS,40,I091,605,40I091605
ARKOMA,ARKOMA HS,40,I091,715,40I091715
WHITE ROCK,WHITE ROCK PUBLIC SCHOOL,41,C005,105,41C005105
CHANDLER,EAST SIDE ES,41,I001,110,41I001110
CHANDLER,PARK ROAD ES,41,I001,120,41I001120
CHANDLER,CHANDLER JHS,41,I001,610,41I001610
CHANDLER,CHANDLER HS,41,I001,705,41I001705
DAVENPORT,DAVENPORT ES,41,I003,105,41I003105
DAVENPORT,DAVENPORT HS,41,I003,705,41I003705
WELLSTON,WELLSTON ES,41,I004,105,41I004105
WELLSTON,WELLSTON MS,41,I004,505,41I004505
WELLSTON,WELLSTON HS,41,I004,705,41I004705
STROUD,PARKVIEW ES,41,I054,110,41I054110
STROUD,STROUD MS,41,I054,505,41I054505
STROUD,STROUD HS,41,I054,705,41I054705
MEEKER,MEEKER ES,41,I095,105,41I095105
MEEKER,MEEKER MS,41,I095,505,41I095505
MEEKER,MEEKER HS,41,I095,705,41I095705
PRAGUE,PRAGUE ES,41,I103,105,41I103105
PRAGUE,PRAGUE MS,41,I103,505,41I103505
PRAGUE,PRAGUE HS,41,I103,705,41I103705
CARNEY,CARNEY ES,41,I105,105,41I105105
CARNEY,CARNEY HS,41,I105,705,41I105705
AGRA,AGRA ES,41,I134,105,41I134105
AGRA,AGRA HS,41,I134,705,41I134705
GUTHRIE,FOGARTY ES,42,I001,110,42I001110
GUTHRIE,COTTERAL ES,42,I001,120,42I001120
GUTHRIE,GUTHRIE UPPER ES,42,I001,125,42I001125
GUTHRIE,CENTRAL ES,42,I001,130,42I001130
GUTHRIE,GUTHRIE JHS,42,I001,610,42I001610
GUTHRIE,GUTHRIE HS,42,I001,705,42I001705
CRESCENT,CRESCENT ES,42,I002,105,42I002105
CRESCENT,CRESCENT MS,42,I002,515,42I002515
CRESCENT,CRESCENT HS,42,I002,715,42I002715
MULHALL-ORLANDO,MULHALL-ORLANDO ES,42,I003,105,42I003105
MULHALL-ORLANDO,MULHALL-ORLANDO HS,42,I003,705,42I003705
COYLE,COYLE ES,42,I014,105,42I014105
COYLE,COYLE HS,42,I014,705,42I014705
GREENVILLE,GREENVILLE PUBLIC SCHOOL,43,C003,105,43C003105
THACKERVILLE,THACKERVILLE ES,43,I004,105,43I004105
THACKERVILLE,THACKERVILLE HS,43,I004,705,43I004705
TURNER,TURNER ES,43,I005,105,43I005105
TURNER,TURNER HS,43,I005,705,43I005705
MARIETTA,MARIETTA ES,43,I016,105,43I016105
MARIETTA,MARIETTA MS,43,I016,500,43I016500
MARIETTA,MARIETTA HS,43,I016,705,43I016705
RINGWOOD,RINGWOOD ES,44,I001,105,44I001105
RINGWOOD,RINGWOOD HS,44,I001,705,44I001705
ALINE-CLEO,ALINE-CLEO ES,44,I004,105,44I004105
ALINE-CLEO,ALINE-CLEO HS,44,I004,705,44I004705
FAIRVIEW,CORNELSEN ES,44,I084,105,44I084105
FAIRVIEW,CHAMBERLAIN MS,44,I084,510,44I084510
FAIRVIEW,FAIRVIEW HS,44,I084,705,44I084705
CIMARRON,CIMARRON ES,44,I092,105,44I092105
CIMARRON,CIMARRON HS,44,I092,705,44I092705
MADILL,MADILL ES,45,I002,105,45I002105
MADILL,MADILL MS,45,I002,505,45I002505
MADILL,MADILL HS,45,I002,705,45I002705
KINGSTON,KINGSTON ES,45,I003,105,45I003105
KINGSTON,KINGSTON MS,45,I003,505,45I003505
KINGSTON,KINGSTON HS,45,I003,705,45I003705
SPAVINAW,SPAVINAW PUBLIC SCHOOL,46,C021,105,46C021105
WICKLIFFE,WICKLIFFE PUBLIC SCHOOL,46,C035,105,46C035105
OSAGE,OSAGE PUBLIC SCHOOL,46,C043,105,46C043105
PRYOR,LINCOLN ES,46,I001,105,46I001105
PRYOR,JEFFERSON ES,46,I001,110,46I001110
PRYOR,ROOSEVELT ES,46,I001,115,46I001115
PRYOR,PRYOR JHS,46,I001,610,46I001610
PRYOR,PRYOR HS,46,I001,705,46I001705
ADAIR,BERNITA HUGHES ES,46,I002,105,46I002105
ADAIR,ADAIR MS,46,I002,505,46I002505
ADAIR,ADAIR HS,46,I002,705,46I002705
SALINA,SALINA ES,46,I016,105,46I016105
SALINA,SALINA MS,46,I016,505,46I016505
SALINA,SALINA HS,46,I016,705,46I016705
LOCUST GROVE,LOCUST GROVE EARLY LRNING CTR,46,I017,105,46I017105
LOCUST GROVE,LOCUST GROVE UPPER ES,46,I017,110,46I017110
LOCUST GROVE,LOCUST GROVE MS,46,I017,505,46I017505
LOCUST GROVE,LOCUST GROVE HS,46,I017,705,46I017705
CHOUTEAU-MAZIE,CHOUTEAU ES,46,I032,105,46I032105
CHOUTEAU-MAZIE,MAZIE ES,46,I032,110,46I032110
CHOUTEAU-MAZIE,CHOUTEAU-MAZIE EC CTR,46,I032,115,46I032115
CHOUTEAU-MAZIE,CHOUTEAU-MAZIE MS,46,I032,505,46I032505
CHOUTEAU-MAZIE,CHOUTEAU-MAZIE HS,46,I032,705,46I032705
BYARS,BYARS PUBLIC SCHOOL,47,C004,105,47C004105
NEWCASTLE,NEWCASTLE ES,47,I001,105,47I001105
NEWCASTLE,NEWCASTLE EARLY CHILDHOOD CTR,47,I001,110,47I001110
NEWCASTLE,NEWCASTLE MS,47,I001,505,47I001505
NEWCASTLE,NEWCASTLE HS,47,I001,705,47I001705
DIBBLE,DIBBLE ES,47,I002,105,47I002105
DIBBLE,DIBBLE MS,47,I002,515,47I002515
DIBBLE,DIBBLE HS,47,I002,715,47I002715
WASHINGTON,WASHINGTON ES,47,I005,105,47I005105
WASHINGTON,WASHINGTON MS,47,I005,510,47I005510
WASHINGTON,WASHINGTON HS,47,I005,705,47I005705
WAYNE,WAYNE ES,47,I010,105,47I010105
Wayne,Byars-Wayne ES,47,I010,110,47I010110
WAYNE,WAYNE MS,47,I010,505,47I010505
WAYNE,WAYNE HS,47,I010,705,47I010705
PURCELL,PURCELL ES,47,I015,105,47I015105
PURCELL,PURCELL INTERMEDIATE SCHOOL,47,I015,115,47I015115
PURCELL,PURCELL JHS,47,I015,610,47I015610
PURCELL,PURCELL HS,47,I015,705,47I015705
BLANCHARD,BLANCHARD ES,47,I029,105,47I029105
BLANCHARD,BLANCHARD INTERMEDIATE ES,47,I029,110,47I029110
BLANCHARD,BLANCHARD MS,47,I029,510,47I029510
BLANCHARD,BLANCHARD HS,47,I029,705,47I029705
FOREST GROVE,FOREST GROVE PUBLIC SCHOOL,48,C001,105,48C001105
LUKFATA,LUKFATA PUBLIC SCHOOL,48,C009,105,48C009105
GLOVER,GLOVER PUBLIC SCHOOL,48,C023,105,48C023105
DENISON,DENISON PUBLIC SCHOOL,48,C037,105,48C037105
HOLLY CREEK,HOLLY CREEK PUBLIC SCHOOL,48,C072,105,48C072105
IDABEL,CENTRAL ES,48,I005,110,48I005110
Idabel,Idabel Primary ES,48,I005,120,48I005120
IDABEL,IDABEL PRIMARY SOUTH ES,48,I005,120,48I005120
IDABEL,IDABEL MS,48,I005,505,48I005505
IDABEL,IDABEL HS,48,I005,710,48I005710
HAWORTH,HAWORTH ES,48,I006,105,48I006105
HAWORTH,HAWORTH MS,48,I006,510,48I006510
HAWORTH,HAWORTH JHS,48,I006,610,48I006610
HAWORTH,HAWORTH HS,48,I006,705,48I006705
VALLIANT,VALLIANT ES,48,I011,110,48I011110
VALLIANT,VALLIANT MS,48,I011,505,48I011505
VALLIANT,VALLIANT HS,48,I011,705,48I011705
EAGLETOWN,EAGLETOWN ES,48,I013,105,48I013105
EAGLETOWN,EAGLETOWN HS,48,I013,705,48I013705
SMITHVILLE,SMITHVILLE ES,48,I014,105,48I014105
SMITHVILLE,SMITHVILLE MS,48,I014,505,48I014505
SMITHVILLE,SMITHVILLE HS,48,I014,705,48I014705
WRIGHT CITY,WRIGHT CITY ES,48,I039,105,48I039105
WRIGHT CITY,WRIGHT CITY JHS,48,I039,610,48I039610
WRIGHT CITY,WRIGHT CITY HS,48,I039,705,48I039705
BATTIEST,BATTIEST ES,48,I071,105,48I071105
BATTIEST,BATTIEST HS,48,I071,715,48I071715
BROKEN BOW,BENNETT ES,48,I074,110,48I074110
BROKEN BOW,DIERKS ES,48,I074,120,48I074120
BROKEN BOW,RECTOR JOHNSON MS,48,I074,505,48I074505
BROKEN BOW,BROKEN BOW HS,48,I074,705,48I074705
RYAL,RYAL PUBLIC SCHOOL,49,C003,105,49C003105
STIDHAM,STIDHAM PUBLIC SCHOOL,49,C016,105,49C016105
EUFAULA,EUFAULA ES,49,I001,120,49I001120
EUFAULA,EUFAULA MS,49,I001,505,49I001505
EUFAULA,EUFAULA HS,49,I001,710,49I001710
CHECOTAH,MARSHALL ES,49,I019,110,49I019110
CHECOTAH,CHECOTAH INTERMEDIATE ES,49,I019,112,49I019112
CHECOTAH,CHECOTAH MS,49,I019,505,49I019505
CHECOTAH,CHECOTAH HS,49,I019,705,49I019705
MIDWAY,MIDWAY ES,49,I027,105,49I027105
MIDWAY,MIDWAY HS,49,I027,705,49I027705
HANNA,HANNA ES,49,I064,105,49I064105
HANNA,HANNA HS,49,I064,705,49I064705
Hanna,Hanna Virtual,49,i064,999,49i064999
Oklahoma School For The Deaf,Oklahoma School For The Deaf,50,H000,105,50H000105
Oklahoma School For The Deaf,Oklahoma School For The Deaf,50,H000,705,50H000705
SULPHUR,SULPHUR ES,50,I001,105,50I001105
SULPHUR,SULPHUR INTERMEDIATE ES,50,I001,110,50I001110
SULPHUR,SULPHUR MS,50,I001,510,50I001510
SULPHUR,SULPHUR HS,50,I001,705,50I001705
DAVIS,DAVIS ES,50,I010,105,50I010105
DAVIS,DAVIS MS,50,I010,505,50I010505
DAVIS,DAVIS HS,50,I010,705,50I010705
WAINWRIGHT,WAINWRIGHT PUBLIC SCHOOL,51,C009,105,51C009105
Oklahoma School For The Blind,Parkview-Ok.Sch For The Blind,51,H000,105,51H000105
Oklahoma School For The Blind,Parkview-Ok.Sch For The Blind,51,H000,705,51H000705
HASKELL,MARY WHITE ES,51,I002,110,51I002110
HASKELL,HASKELL MS,51,I002,505,51I002505
HASKELL,HASKELL HS,51,I002,715,51I002715
FORT GIBSON,FORT GIBSON INTERMEDIATE ES,51,I003,105,51I003105
FORT GIBSON,FORT GIBSON EARLY LRNING CTR,51,I003,110,51I003110
FORT GIBSON,FORT GIBSON MS,51,I003,505,51I003505
FORT GIBSON,FORT GIBSON HS,51,I003,705,51I003705
WEBBERS FALLS,WEBBERS FALLS ES,51,I006,105,51I006105
WEBBERS FALLS,WEBBERS FALLS HS,51,I006,715,51I006715
OKTAHA,OKTAHA ES,51,I008,110,51I008110
