,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
5708,2014,MCCURTAIN,SMITHVILLE,SMITHVILLE ES,48I014,48I014105,86.0,B
5709,2015,MCCURTAIN,SMITHVILLE,SMITHVILLE ES,48I014,48I014105,75.0,C
5710,2016,MCCURTAIN,SMITHVILLE,SMITHVILLE ES,48I014,48I014105,63.0,D
5711,2013,MCCURTAIN,SMITHVILLE,SMITHVILLE HS,48I014,48I014705,86.0,B
5712,2014,MCCURTAIN,SMITHVILLE,SMITHVILLE HS,48I014,48I014705,88.0,B+
5713,2015,MCCURTAIN,SMITHVILLE,SMITHVILLE HS,48I014,48I014705,89.0,B+
5714,2016,MCCURTAIN,SMITHVILLE,SMITHVILLE HS,48I014,48I014705,83.0,B
5715,2013,MCCURTAIN,SMITHVILLE,SMITHVILLE MS,48I014,48I014505,87.0,B+
5716,2014,MCCURTAIN,SMITHVILLE,SMITHVILLE MS,48I014,48I014505,90.0,A-
5717,2015,MCCURTAIN,SMITHVILLE,SMITHVILLE MS,48I014,48I014505,75.0,C
5718,2016,MCCURTAIN,SMITHVILLE,SMITHVILLE MS,48I014,48I014505,74.0,C
5719,2013,KIOWA,SNYDER,SNYDER ES,38I004,38I004105,75.0,C
5720,2013,KIOWA,SNYDER,SNYDER ES,38I004,38I004110,79.0,C+
5721,2014,KIOWA,SNYDER,SNYDER ES,38I004,38I004105,70.0,C-
5722,2014,KIOWA,SNYDER,SNYDER ES,38I004,38I004110,98.0,A+
5723,2015,KIOWA,SNYDER,SNYDER ES,38I004,38I004105,75.0,C
5724,2015,KIOWA,SNYDER,SNYDER ES,38I004,38I004110,77.0,C+
5725,2016,KIOWA,SNYDER,SNYDER ES,38I004,38I004105,62.0,D-
5726,2016,KIOWA,SNYDER,SNYDER ES,38I004,38I004110,49.0,F
5727,2013,KIOWA,SNYDER,SNYDER HS,38I004,38I004705,93.0,A
5728,2014,KIOWA,SNYDER,SNYDER HS,38I004,38I004705,93.0,A
5729,2015,KIOWA,SNYDER,SNYDER HS,38I004,38I004705,95.0,A
5730,2016,KIOWA,SNYDER,SNYDER HS,38I004,38I004705,75.0,C
5731,2013,CHOCTAW,SOPER,SOPER ES,12I004,12I004105,66.0,D
5732,2014,CHOCTAW,SOPER,SOPER ES,12I004,12I004105,72.0,C-
5733,2015,CHOCTAW,SOPER,SOPER ES,12I004,12I004105,61.0,D-
5734,2016,CHOCTAW,SOPER,SOPER ES,12I004,12I004105,60.0,D-
5735,2013,CHOCTAW,SOPER,SOPER HS,12I004,12I004705,80.0,B-
5736,2014,CHOCTAW,SOPER,SOPER HS,12I004,12I004705,97.0,A+
5737,2015,CHOCTAW,SOPER,SOPER HS,12I004,12I004705,76.0,C
5738,2016,CHOCTAW,SOPER,SOPER HS,12I004,12I004705,85.0,B
5739,2013,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53I051,53I051105,66.0,D
5740,2014,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53I051,53I051105,56.0,F
5741,2015,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53I051,53I051105,58.0,F
5742,2016,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53I051,53I051105,74.0,F
5743,2013,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53I051,53I051705,87.0,B+
5744,2014,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53I051,53I051705,77.0,C+
5745,2015,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53I051,53I051705,77.0,C+
5746,2016,NOWATA,SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53I051,53I051705,74.0,C
5747,2013,POTTAWATOMIE,SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63C032,63C032105,78.0,C+
5748,2014,POTTAWATOMIE,SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63C032,63C032105,77.0,C+
5749,2015,POTTAWATOMIE,SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63C032,63C032105,77.0,C+
5750,2016,POTTAWATOMIE,SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63C032,63C032105,82.0,B-
5751,2013,MAYES,SPAVINAW,SPAVINAW PUBLIC SCHOOL,46C021,46C021105,54.0,F
5752,2014,MAYES,SPAVINAW,SPAVINAW PUBLIC SCHOOL,46C021,46C021105,63.0,D
5753,2015,MAYES,SPAVINAW,SPAVINAW PUBLIC SCHOOL,46C021,46C021105,58.0,F
5754,2016,MAYES,SPAVINAW,SPAVINAW PUBLIC SCHOOL,46C021,46C021105,63.0,D
5755,2013,TULSA,SPERRY,SPERRY ES,72I008,72I008105,83.0,B
5756,2014,TULSA,SPERRY,SPERRY ES,72I008,72I008105,85.0,B
5757,2015,TULSA,SPERRY,SPERRY ES,72I008,72I008105,81.0,B-
5758,2016,TULSA,SPERRY,SPERRY ES,72I008,72I008105,87.0,B+
5759,2013,TULSA,SPERRY,SPERRY HS,72I008,72I008705,78.0,C+
5760,2014,TULSA,SPERRY,SPERRY HS,72I008,72I008705,84.0,B
5761,2015,TULSA,SPERRY,SPERRY HS,72I008,72I008705,75.0,C
5762,2016,TULSA,SPERRY,SPERRY HS,72I008,72I008705,70.0,D-
5763,2013,TULSA,SPERRY,SPERRY MS,72I008,72I008505,70.0,C-
5764,2014,TULSA,SPERRY,SPERRY MS,72I008,72I008505,75.0,C
5765,2015,TULSA,SPERRY,SPERRY MS,72I008,72I008505,63.0,D
5766,2016,TULSA,SPERRY,SPERRY MS,72I008,72I008505,70.0,C-
5767,2013,LE FLORE,SPIRO,SPIRO ES,40I002,40I002110,68.0,D+
5768,2014,LE FLORE,SPIRO,SPIRO ES,40I002,40I002110,70.0,C-
5769,2015,LE FLORE,SPIRO,SPIRO ES,40I002,40I002110,69.0,D+
5770,2016,LE FLORE,SPIRO,SPIRO ES,40I002,40I002110,82.0,B-
5771,2013,LE FLORE,SPIRO,SPIRO HS,40I002,40I002705,76.0,C
5772,2014,LE FLORE,SPIRO,SPIRO HS,40I002,40I002705,85.0,B
5773,2015,LE FLORE,SPIRO,SPIRO HS,40I002,40I002705,73.0,C
5774,2016,LE FLORE,SPIRO,SPIRO HS,40I002,40I002705,68.0,D+
5775,2013,LE FLORE,SPIRO,SPIRO MS,40I002,40I002505,78.0,C+
5776,2014,LE FLORE,SPIRO,SPIRO MS,40I002,40I002505,82.0,B-
5777,2015,LE FLORE,SPIRO,SPIRO MS,40I002,40I002505,78.0,C+
5778,2016,LE FLORE,SPIRO,SPIRO MS,40I002,40I002505,74.0,C
5779,2013,CARTER,SPRINGER,SPRINGER ES,10I021,10I021105,70.0,C-
5780,2014,CARTER,SPRINGER,SPRINGER ES,10I021,10I021105,72.0,C-
5781,2015,CARTER,SPRINGER,SPRINGER ES,10I021,10I021105,58.0,F
5782,2016,CARTER,SPRINGER,SPRINGER ES,10I021,10I021105,64.0,D
5783,2013,CARTER,SPRINGER,SPRINGER HS,10I021,10I021705,92.0,A-
5784,2014,CARTER,SPRINGER,SPRINGER HS,10I021,10I021705,77.0,C+
5785,2015,CARTER,SPRINGER,SPRINGER HS,10I021,10I021705,76.0,C
5786,2016,CARTER,SPRINGER,SPRINGER HS,10I021,10I021705,89.0,B+
5787,2013,COMANCHE,STERLING,STERLING ES,16I003,16I003105,77.0,C+
5788,2014,COMANCHE,STERLING,STERLING ES,16I003,16I003105,82.0,B-
5789,2015,COMANCHE,STERLING,STERLING ES,16I003,16I003105,82.0,B-
5790,2016,COMANCHE,STERLING,STERLING ES,16I003,16I003105,86.0,B
5791,2013,COMANCHE,STERLING,STERLING HS,16I003,16I003705,78.0,C+
5792,2014,COMANCHE,STERLING,STERLING HS,16I003,16I003705,82.0,B-
5793,2015,COMANCHE,STERLING,STERLING HS,16I003,16I003705,70.0,C-
5794,2016,COMANCHE,STERLING,STERLING HS,16I003,16I003705,67.0,D+
5795,2013,MCINTOSH,STIDHAM,STIDHAM PUBLIC SCHOOL,49C016,49C016105,72.0,C-
5796,2014,MCINTOSH,STIDHAM,STIDHAM PUBLIC SCHOOL,49C016,49C016105,59.0,F
5797,2015,MCINTOSH,STIDHAM,STIDHAM PUBLIC SCHOOL,49C016,49C016105,60.0,D-
5798,2016,MCINTOSH,STIDHAM,STIDHAM PUBLIC SCHOOL,49C016,49C016105,68.0,D+
5799,2013,HASKELL,STIGLER,STIGLER ES,31I020,31I020105,79.0,C+
5800,2014,HASKELL,STIGLER,STIGLER ES,31I020,31I020105,76.0,C
5801,2015,HASKELL,STIGLER,STIGLER ES,31I020,31I020105,69.0,D+
5802,2016,HASKELL,STIGLER,STIGLER ES,31I020,31I020105,78.0,C+
5803,2013,HASKELL,STIGLER,STIGLER HS,31I020,31I020705,87.0,B+
5804,2014,HASKELL,STIGLER,STIGLER HS,31I020,31I020705,88.0,B+
5805,2015,HASKELL,STIGLER,STIGLER HS,31I020,31I020705,79.0,C+
5806,2016,HASKELL,STIGLER,STIGLER HS,31I020,31I020705,71.0,C-
5807,2013,HASKELL,STIGLER,STIGLER MS,31I020,31I020505,73.0,C
5808,2014,HASKELL,STIGLER,STIGLER MS,31I020,31I020505,72.0,C-
5809,2015,HASKELL,STIGLER,STIGLER MS,31I020,31I020505,68.0,D+
5810,2016,HASKELL,STIGLER,STIGLER MS,31I020,31I020505,74.0,C
5811,2013,PAYNE,STILLWATER,HIGHLAND PARK ES,60I016,60I016105,76.0,C
5812,2014,PAYNE,STILLWATER,HIGHLAND PARK ES,60I016,60I016105,79.0,C+
5813,2015,PAYNE,STILLWATER,HIGHLAND PARK ES,60I016,60I016105,74.0,C
5814,2016,PAYNE,STILLWATER,HIGHLAND PARK ES,60I016,60I016105,81.0,B-
5815,2013,PAYNE,STILLWATER,RICHMOND ES,60I016,60I016135,87.0,B+
5816,2014,PAYNE,STILLWATER,RICHMOND ES,60I016,60I016135,80.0,B-
5817,2015,PAYNE,STILLWATER,RICHMOND ES,60I016,60I016135,97.0,A+
5818,2016,PAYNE,STILLWATER,RICHMOND ES,60I016,60I016135,90.0,A-
5819,2013,PAYNE,STILLWATER,SANGRE RIDGE ES,60I016,60I016115,90.0,A-
5820,2014,PAYNE,STILLWATER,SANGRE RIDGE ES,60I016,60I016115,91.0,A-
5821,2015,PAYNE,STILLWATER,SANGRE RIDGE ES,60I016,60I016115,92.0,A-
5822,2016,PAYNE,STILLWATER,SANGRE RIDGE ES,60I016,60I016115,98.0,A+
5823,2013,PAYNE,STILLWATER,SKYLINE ES,60I016,60I016120,91.0,A-
5824,2014,PAYNE,STILLWATER,SKYLINE ES,60I016,60I016120,96.0,A
5825,2015,PAYNE,STILLWATER,SKYLINE ES,60I016,60I016120,88.0,B+
5826,2016,PAYNE,STILLWATER,SKYLINE ES,60I016,60I016120,88.0,B+
5827,2013,PAYNE,STILLWATER,STILLWATER HS,60I016,60I016705,98.0,A+
5828,2014,PAYNE,STILLWATER,STILLWATER HS,60I016,60I016705,99.0,A+
5829,2015,PAYNE,STILLWATER,STILLWATER HS,60I016,60I016705,90.0,A-
5830,2016,PAYNE,STILLWATER,STILLWATER HS,60I016,60I016705,87.0,B+
5831,2013,PAYNE,STILLWATER,STILLWATER JHS,60I016,60I016610,91.0,A-
5832,2014,PAYNE,STILLWATER,STILLWATER JHS,60I016,60I016610,89.0,B+
5833,2015,PAYNE,STILLWATER,STILLWATER JHS,60I016,60I016610,83.0,B
5834,2016,PAYNE,STILLWATER,STILLWATER JHS,60I016,60I016610,89.0,B+
5835,2013,PAYNE,STILLWATER,STILLWATER MS,60I016,60I016505,92.0,A-
5836,2014,PAYNE,STILLWATER,STILLWATER MS,60I016,60I016505,86.0,B
5837,2015,PAYNE,STILLWATER,STILLWATER MS,60I016,60I016505,85.0,B
5838,2016,PAYNE,STILLWATER,STILLWATER MS,60I016,60I016505,87.0,B+
5839,2013,PAYNE,STILLWATER,WESTWOOD ES,60I016,60I016125,94.0,A
5840,2014,PAYNE,STILLWATER,WESTWOOD ES,60I016,60I016125,94.0,A
5841,2015,PAYNE,STILLWATER,WESTWOOD ES,60I016,60I016125,97.0,A+
5842,2016,PAYNE,STILLWATER,WESTWOOD ES,60I016,60I016125,100.0,A+
5843,2013,PAYNE,STILLWATER,WILL ROGERS ES,60I016,60I016130,69.0,D+
5844,2014,PAYNE,STILLWATER,WILL ROGERS ES,60I016,60I016130,70.0,C-
5845,2015,PAYNE,STILLWATER,WILL ROGERS ES,60I016,60I016130,80.0,B-
5846,2016,PAYNE,STILLWATER,WILL ROGERS ES,60I016,60I016130,77.0,C+
5847,2013,ADAIR,STILWELL,STILWELL ES,01I025,01I025105,60.0,D-
5848,2014,ADAIR,STILWELL,STILWELL ES,1I025,01I025105,58.0,F
5849,2015,ADAIR,STILWELL,STILWELL ES,01I025,01I025105,70.0,C-
5850,2016,ADAIR,STILWELL,STILWELL ES,01I025,01I025105,74.0,C
5851,2013,ADAIR,STILWELL,STILWELL HS,01I025,01I025705,75.0,C
5852,2014,ADAIR,STILWELL,STILWELL HS,1I025,01I025705,74.0,C
5853,2015,ADAIR,STILWELL,STILWELL HS,01I025,01I025705,67.0,D+
5854,2016,ADAIR,STILWELL,STILWELL HS,01I025,01I025705,67.0,D+
5855,2013,ADAIR,STILWELL,STILWELL MS,01I025,01I025505,60.0,D-
5856,2014,ADAIR,STILWELL,STILWELL MS,1I025,01I025505,65.0,D
5857,2015,ADAIR,STILWELL,STILWELL MS,01I025,01I025505,50.0,F
5858,2016,ADAIR,STILWELL,STILWELL MS,01I025,01I025505,65.0,D
5859,2013,PONTOTOC,STONEWALL,MCLISH MS,62I030,62I030515,79.0,C+
5860,2014,PONTOTOC,STONEWALL,MCLISH MS,62I030,62I030515,80.0,B-
5861,2015,PONTOTOC,STONEWALL,MCLISH MS,62I030,62I030515,68.0,D+
5862,2016,PONTOTOC,STONEWALL,MCLISH MS,62I030,62I030515,61.0,D-
5863,2013,PONTOTOC,STONEWALL,STONEWALL ES,62I030,62I030105,90.0,A-
5864,2014,PONTOTOC,STONEWALL,STONEWALL ES,62I030,62I030105,75.0,C
5865,2015,PONTOTOC,STONEWALL,STONEWALL ES,62I030,62I030105,83.0,B
5866,2016,PONTOTOC,STONEWALL,STONEWALL ES,62I030,62I030105,85.0,B
5867,2013,PONTOTOC,STONEWALL,STONEWALL HS,62I030,62I030705,93.0,A
5868,2014,PONTOTOC,STONEWALL,STONEWALL HS,62I030,62I030705,83.0,B
5869,2015,PONTOTOC,STONEWALL,STONEWALL HS,62I030,62I030705,85.0,B
5870,2016,PONTOTOC,STONEWALL,STONEWALL HS,62I030,62I030705,77.0,C+
5871,2013,TEXAS,STRAIGHT,STRAIGHT PUBLIC SCHOOL,70C080,70C080105,76.0,C
5872,2014,TEXAS,STRAIGHT,STRAIGHT PUBLIC SCHOOL,70C080,70C080105,75.0,C
5873,2015,TEXAS,STRAIGHT,STRAIGHT PUBLIC SCHOOL,70C080,70C080105,89.0,B+
5874,2016,TEXAS,STRAIGHT,STRAIGHT PUBLIC SCHOOL,70C080,70C080105,81.0,B-
5875,2013,GARVIN,STRATFORD,STRATFORD ES,25I002,25I002105,69.0,D+
5876,2014,GARVIN,STRATFORD,STRATFORD ES,25I002,25I002105,70.0,C-
5877,2015,GARVIN,STRATFORD,STRATFORD ES,25I002,25I002105,77.0,C+
5878,2016,GARVIN,STRATFORD,STRATFORD ES,25I002,25I002105,76.0,C
5879,2013,GARVIN,STRATFORD,STRATFORD HS,25I002,25I002715,96.0,A
5880,2014,GARVIN,STRATFORD,STRATFORD HS,25I002,25I002715,90.0,A-
5881,2015,GARVIN,STRATFORD,STRATFORD HS,25I002,25I002715,86.0,B
5882,2016,GARVIN,STRATFORD,STRATFORD HS,25I002,25I002715,77.0,C+
5883,2013,GARVIN,STRATFORD,STRATFORD MS,25I002,25I002505,83.0,B
5884,2014,GARVIN,STRATFORD,STRATFORD MS,25I002,25I002505,77.0,C+
5885,2015,GARVIN,STRATFORD,STRATFORD MS,25I002,25I002505,82.0,B-
5886,2016,GARVIN,STRATFORD,STRATFORD MS,25I002,25I002505,78.0,C+
5887,2013,ATOKA,STRINGTOWN,STRINGTOWN ES,03I007,03I007105,82.0,B-
5888,2014,ATOKA,STRINGTOWN,STRINGTOWN ES,3I007,03I007105,64.0,D
5889,2015,ATOKA,STRINGTOWN,STRINGTOWN ES,03I007,03I007105,72.0,C-
5890,2016,ATOKA,STRINGTOWN,STRINGTOWN ES,03I007,03I007105,89.0,B+
5891,2013,ATOKA,STRINGTOWN,STRINGTOWN HS,03I007,03I007705,70.0,C-
5892,2014,ATOKA,STRINGTOWN,STRINGTOWN HS,3I007,03I007705,73.0,C
5893,2015,ATOKA,STRINGTOWN,STRINGTOWN HS,03I007,03I007705,69.0,D+
5894,2016,ATOKA,STRINGTOWN,STRINGTOWN HS,03I007,03I007705,91.0,B-
5895,2013,SEMINOLE,STROTHER,STROTHER ES,67I014,67I014105,64.0,D
5896,2014,SEMINOLE,STROTHER,STROTHER ES,67I014,67I014105,57.0,F
5897,2015,SEMINOLE,STROTHER,STROTHER ES,67I014,67I014105,61.0,D-
5898,2016,SEMINOLE,STROTHER,STROTHER ES,67I014,67I014105,76.0,C
5899,2013,SEMINOLE,STROTHER,STROTHER HS,67I014,67I014705,71.0,C-
5900,2014,SEMINOLE,STROTHER,STROTHER HS,67I014,67I014705,62.0,D-
5901,2015,SEMINOLE,STROTHER,STROTHER HS,67I014,67I014705,85.0,B
5902,2016,SEMINOLE,STROTHER,STROTHER HS,67I014,67I014705,69.0,D+
5903,2013,LINCOLN,STROUD,PARKVIEW ES,41I054,41I054110,72.0,C-
5904,2014,LINCOLN,STROUD,PARKVIEW ES,41I054,41I054110,73.0,C
5905,2015,LINCOLN,STROUD,PARKVIEW ES,41I054,41I054110,77.0,C+
5906,2016,LINCOLN,STROUD,PARKVIEW ES,41I054,41I054110,83.0,B
5907,2013,LINCOLN,STROUD,STROUD HS,41I054,41I054705,87.0,B+
5908,2014,LINCOLN,STROUD,STROUD HS,41I054,41I054705,86.0,B
5909,2015,LINCOLN,STROUD,STROUD HS,41I054,41I054705,78.0,C+
5910,2016,LINCOLN,STROUD,STROUD HS,41I054,41I054705,83.0,B
5911,2013,LINCOLN,STROUD,STROUD MS,41I054,41I054505,61.0,D-
5912,2014,LINCOLN,STROUD,STROUD MS,41I054,41I054505,71.0,C-
5913,2015,LINCOLN,STROUD,STROUD MS,41I054,41I054505,61.0,D-
5914,2016,LINCOLN,STROUD,STROUD MS,41I054,41I054505,68.0,D+
5915,2013,HUGHES,STUART,STUART ES,32I054,32I054105,65.0,D
5916,2014,HUGHES,STUART,STUART ES,32I054,32I054105,75.0,C
5917,2015,HUGHES,STUART,STUART ES,32I054,32I054105,79.0,C+
5918,2016,HUGHES,STUART,STUART ES,32I054,32I054105,81.0,B-
5919,2013,HUGHES,STUART,STUART HS,32I054,32I054705,96.0,A
5920,2014,HUGHES,STUART,STUART HS,32I054,32I054705,80.0,B-
5921,2015,HUGHES,STUART,STUART HS,32I054,32I054705,78.0,C+
5922,2016,HUGHES,STUART,STUART HS,32I054,32I054705,75.0,C
5923,2013,MURRAY,SULPHUR,SULPHUR ES,50I001,50I001105,81.0,B-
5924,2014,MURRAY,SULPHUR,SULPHUR ES,50I001,50I001105,89.0,B+
5925,2015,MURRAY,SULPHUR,SULPHUR ES,50I001,50I001105,79.0,C+
5926,2016,MURRAY,SULPHUR,SULPHUR ES,50I001,50I001105,82.0,B-
5927,2013,MURRAY,SULPHUR,SULPHUR HS,50I001,50I001705,88.0,B+
5928,2014,MURRAY,SULPHUR,SULPHUR HS,50I001,50I001705,87.0,B+
5929,2015,MURRAY,SULPHUR,SULPHUR HS,50I001,50I001705,81.0,B-
5930,2016,MURRAY,SULPHUR,SULPHUR HS,50I001,50I001705,68.0,D+
5931,2013,MURRAY,SULPHUR,SULPHUR INTERMEDIATE ES,50I001,50I001110,81.0,B-
5932,2014,MURRAY,SULPHUR,SULPHUR INTERMEDIATE ES,50I001,50I001110,89.0,B+
5933,2015,MURRAY,SULPHUR,SULPHUR INTERMEDIATE ES,50I001,50I001110,79.0,C+
5934,2016,MURRAY,SULPHUR,SULPHUR INTERMEDIATE ES,50I001,50I001110,82.0,B-
5935,2013,MURRAY,SULPHUR,SULPHUR MS,50I001,50I001510,81.0,B-
5936,2014,MURRAY,SULPHUR,SULPHUR MS,50I001,50I001510,84.0,B
5937,2015,MURRAY,SULPHUR,SULPHUR MS,50I001,50I001510,76.0,C
5938,2016,MURRAY,SULPHUR,SULPHUR MS,50I001,50I001510,76.0,C
5939,2013,ROGER MILLS,SWEETWATER,SWEETWATER ES,65I015,65I015105,81.0,B-
5940,2014,ROGER MILLS,SWEETWATER,SWEETWATER ES,65I015,65I015105,81.0,B-
5941,2015,ROGER MILLS,SWEETWATER,SWEETWATER ES,65I015,65I015105,78.0,C+
5942,2016,ROGER MILLS,SWEETWATER,SWEETWATER ES,65I015,65I015105,80.0,B-
5943,2013,ROGER MILLS,SWEETWATER,SWEETWATER HS,65I015,65I015705,103.0,A+
5944,2014,ROGER MILLS,SWEETWATER,SWEETWATER HS,65I015,65I015705,92.0,A-
5945,2015,ROGER MILLS,SWEETWATER,SWEETWATER HS,65I015,65I015705,98.0,A+
5946,2016,ROGER MILLS,SWEETWATER,SWEETWATER HS,65I015,65I015705,92.0,A-
5947,2013,CHOCTAW,SWINK,SWINK PUBLIC SCHOOL,12C021,12C021105,66.0,D
5948,2014,CHOCTAW,SWINK,SWINK PUBLIC SCHOOL,12C021,12C021105,73.0,C
5949,2015,CHOCTAW,SWINK,SWINK PUBLIC SCHOOL,12C021,12C021105,78.0,C+
5950,2016,CHOCTAW,SWINK,SWINK PUBLIC SCHOOL,12C021,12C021105,76.0,C
5951,2013,CHEROKEE,TAHLEQUAH,CHEROKEE ES,11I035,11I035110,71.0,C-
5952,2014,CHEROKEE,TAHLEQUAH,CHEROKEE ES,11I035,11I035110,64.0,D
5953,2015,CHEROKEE,TAHLEQUAH,CHEROKEE ES,11I035,11I035210,69.0,D+
5954,2016,CHEROKEE,TAHLEQUAH,CHEROKEE ES,11I035,11I035210,75.0,C
5955,2013,CHEROKEE,TAHLEQUAH,GREENWOOD ES,11I035,11I035112,69.0,D+
5956,2014,CHEROKEE,TAHLEQUAH,GREENWOOD ES,11I035,11I035112,75.0,C
5957,2015,CHEROKEE,TAHLEQUAH,GREENWOOD ES,11I035,11I035212,83.0,B
5958,2016,CHEROKEE,TAHLEQUAH,GREENWOOD ES,11I035,11I035212,82.0,B-
5959,2013,CHEROKEE,TAHLEQUAH,HERITAGE ES,11I035,11I035125,84.0,B
5960,2014,CHEROKEE,TAHLEQUAH,HERITAGE ES,11I035,11I035125,90.0,A-
5961,2015,CHEROKEE,TAHLEQUAH,HERITAGE ES,11I035,11I035225,85.0,B
5962,2016,CHEROKEE,TAHLEQUAH,HERITAGE ES,11I035,11I035225,85.0,B
5967,2013,CHEROKEE,TAHLEQUAH,TAHLEQUAH HS,11I035,11I035705,88.0,B+
5968,2014,CHEROKEE,TAHLEQUAH,TAHLEQUAH HS,11I035,11I035705,82.0,B-
5969,2015,CHEROKEE,TAHLEQUAH,TAHLEQUAH HS,11I035,11I035705,82.0,B-
5970,2016,CHEROKEE,TAHLEQUAH,TAHLEQUAH HS,11I035,11I035705,78.0,C+
5971,2013,CHEROKEE,TAHLEQUAH,TAHLEQUAH MS,11I035,11I035515,65.0,D
5972,2014,CHEROKEE,TAHLEQUAH,TAHLEQUAH MS,11I035,11I035515,71.0,C-
5973,2015,CHEROKEE,TAHLEQUAH,TAHLEQUAH MS,11I035,11I035520,75.0,C
5974,2016,CHEROKEE,TAHLEQUAH,TAHLEQUAH MS,11I035,11I035520,76.0,C
5975,2013,LE FLORE,TALIHINA,TALIHINA ES,40I052,40I052105,70.0,C-
5976,2014,LE FLORE,TALIHINA,TALIHINA ES,40I052,40I052105,64.0,D
5977,2015,LE FLORE,TALIHINA,TALIHINA ES,40I052,40I052105,66.0,D
5978,2016,LE FLORE,TALIHINA,TALIHINA ES,40I052,40I052105,80.0,B-
5979,2013,LE FLORE,TALIHINA,TALIHINA HS,40I052,40I052705,89.0,B+
5980,2014,LE FLORE,TALIHINA,TALIHINA HS,40I052,40I052705,86.0,B
5981,2015,LE FLORE,TALIHINA,TALIHINA HS,40I052,40I052705,68.0,D+
5982,2016,LE FLORE,TALIHINA,TALIHINA HS,40I052,40I052705,74.0,C
5983,2013,LE FLORE,TALIHINA,TALIHINA JHS,40I052,40I052610,74.0,C
5984,2014,LE FLORE,TALIHINA,TALIHINA JHS,40I052,40I052610,59.0,F
5985,2015,LE FLORE,TALIHINA,TALIHINA JHS,40I052,40I052610,59.0,F
5986,2016,LE FLORE,TALIHINA,TALIHINA JHS,40I052,40I052610,52.0,F
5987,2013,DEWEY,TALOGA,TALOGA ES,22I010,22I010105,77.0,C+
5988,2014,DEWEY,TALOGA,TALOGA ES,22I010,22I010105,73.0,C
5989,2015,DEWEY,TALOGA,TALOGA ES,22I010,22I010105,60.0,D-
5990,2016,DEWEY,TALOGA,TALOGA ES,22I010,22I010105,75.0,C
5991,2013,DEWEY,TALOGA,TALOGA HS,22I010,22I010705,70.0,C-
5993,2015,DEWEY,TALOGA,TALOGA HS,22I010,22I010705,61.0,D-
5994,2016,DEWEY,TALOGA,TALOGA HS,22I010,22I010705,76.0,C
5995,2013,PITTSBURG,TANNEHILL,TANNEHILL PUBLIC SCHOOL,61C056,61C056105,69.0,D+
5996,2014,PITTSBURG,TANNEHILL,TANNEHILL PUBLIC SCHOOL,61C056,61C056105,63.0,D
5997,2015,PITTSBURG,TANNEHILL,TANNEHILL PUBLIC SCHOOL,61C056,61C056105,49.0,F
5998,2016,PITTSBURG,TANNEHILL,TANNEHILL PUBLIC SCHOOL,61C056,61C056105,75.0,C
5999,2013,POTTAWATOMIE,TECUMSEH,BARNARD ES,63I092,63I092105,75.0,C
6000,2014,POTTAWATOMIE,TECUMSEH,BARNARD ES,63I092,63I092105,70.0,C-
6001,2015,POTTAWATOMIE,TECUMSEH,BARNARD ES,63I092,63I092105,72.0,C-
6002,2016,POTTAWATOMIE,TECUMSEH,BARNARD ES,63I092,63I092105,71.0,C-
6003,2013,POTTAWATOMIE,TECUMSEH,CROSS TIMBERS ES,63I092,63I092120,75.0,C
6004,2014,POTTAWATOMIE,TECUMSEH,CROSS TIMBERS ES,63I092,63I092120,70.0,C-
6005,2015,POTTAWATOMIE,TECUMSEH,CROSS TIMBERS ES,63I092,63I092120,72.0,C-
6006,2016,POTTAWATOMIE,TECUMSEH,CROSS TIMBERS ES,63I092,63I092120,71.0,C-
6010,2013,POTTAWATOMIE,TECUMSEH,KROUCH ES,63I092,63I092115,75.0,C
6011,2014,POTTAWATOMIE,TECUMSEH,KROUCH ES,63I092,63I092115,70.0,C-
6012,2015,POTTAWATOMIE,TECUMSEH,KROUCH ES,63I092,63I092115,72.0,C-
6013,2016,POTTAWATOMIE,TECUMSEH,KROUCH ES,63I092,63I092115,71.0,C-
6014,2013,POTTAWATOMIE,TECUMSEH,TECUMSEH HS,63I092,63I092710,85.0,B
6015,2014,POTTAWATOMIE,TECUMSEH,TECUMSEH HS,63I092,63I092710,79.0,C+
6016,2015,POTTAWATOMIE,TECUMSEH,TECUMSEH HS,63I092,63I092710,79.0,C+
6017,2016,POTTAWATOMIE,TECUMSEH,TECUMSEH HS,63I092,63I092710,68.0,D+
6018,2013,POTTAWATOMIE,TECUMSEH,TECUMSEH MS,63I092,63I092505,78.0,C+
