,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
4112,2013,CLEVELAND,NORMAN,ALCOTT MS,14I029,14I029501,88.0,B+
4113,2014,CLEVELAND,NORMAN,ALCOTT MS,14I029,14I029501,92.0,A-
4114,2015,CLEVELAND,NORMAN,ALCOTT MS,14I029,14I029501,81.0,B-
4115,2016,CLEVELAND,NORMAN,ALCOTT MS,14I029,14I029501,79.0,C+
4116,2013,CLEVELAND,NORMAN,CLEVELAND ES,14I029,14I029112,95.0,A
4117,2014,CLEVELAND,NORMAN,CLEVELAND ES,14I029,14I029112,91.0,A-
4118,2015,CLEVELAND,NORMAN,CLEVELAND ES,14I029,14I029112,89.0,B+
4119,2016,CLEVELAND,NORMAN,CLEVELAND ES,14I029,14I029112,96.0,A
4122,2014,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029170,27.0,F
4123,2014,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029740,47.0,F
4124,2015,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029170,41.0,F
4125,2015,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029740,63.0,F
4126,2016,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029170,33.0,F
4127,2016,CLEVELAND,NORMAN,DIMENSIONS ACADEMY,14I029,14I029740,32.0,F
4128,2013,CLEVELAND,NORMAN,EISENHOWER ES,14I029,14I029140,78.0,C+
4129,2014,CLEVELAND,NORMAN,EISENHOWER ES,14I029,14I029140,64.0,D
4130,2015,CLEVELAND,NORMAN,EISENHOWER ES,14I029,14I029140,74.0,C
4131,2016,CLEVELAND,NORMAN,EISENHOWER ES,14I029,14I029140,76.0,C
4132,2013,CLEVELAND,NORMAN,IRVING MS,14I029,14I029500,79.0,C+
4133,2014,CLEVELAND,NORMAN,IRVING MS,14I029,14I029500,75.0,C
4134,2015,CLEVELAND,NORMAN,IRVING MS,14I029,14I029500,61.0,D-
4135,2016,CLEVELAND,NORMAN,IRVING MS,14I029,14I029500,59.0,F
4136,2013,CLEVELAND,NORMAN,JACKSON ES,14I029,14I029115,72.0,C-
4137,2014,CLEVELAND,NORMAN,JACKSON ES,14I029,14I029115,69.0,D+
4138,2015,CLEVELAND,NORMAN,JACKSON ES,14I029,14I029115,73.0,C
4139,2016,CLEVELAND,NORMAN,JACKSON ES,14I029,14I029115,68.0,D+
4140,2013,CLEVELAND,NORMAN,JEFFERSON ES,14I029,14I029120,84.0,B
4141,2014,CLEVELAND,NORMAN,JEFFERSON ES,14I029,14I029120,84.0,B
4142,2015,CLEVELAND,NORMAN,JEFFERSON ES,14I029,14I029120,79.0,C+
4143,2016,CLEVELAND,NORMAN,JEFFERSON ES,14I029,14I029120,85.0,B
4144,2013,CLEVELAND,NORMAN,KENNEDY ES,14I029,14I029122,67.0,D+
4145,2014,CLEVELAND,NORMAN,KENNEDY ES,14I029,14I029122,61.0,D-
4146,2015,CLEVELAND,NORMAN,KENNEDY ES,14I029,14I029122,66.0,D
4147,2016,CLEVELAND,NORMAN,KENNEDY ES,14I029,14I029122,56.0,F
4148,2013,CLEVELAND,NORMAN,LAKEVIEW ES,14I029,14I029107,69.0,D+
4149,2014,CLEVELAND,NORMAN,LAKEVIEW ES,14I029,14I029107,69.0,D+
4150,2015,CLEVELAND,NORMAN,LAKEVIEW ES,14I029,14I029107,75.0,C
4151,2016,CLEVELAND,NORMAN,LAKEVIEW ES,14I029,14I029107,80.0,B-
4152,2013,CLEVELAND,NORMAN,LINCOLN ES,14I029,14I029125,84.0,B
4153,2014,CLEVELAND,NORMAN,LINCOLN ES,14I029,14I029125,75.0,C
4154,2015,CLEVELAND,NORMAN,LINCOLN ES,14I029,14I029125,74.0,C
4155,2016,CLEVELAND,NORMAN,LINCOLN ES,14I029,14I029125,70.0,C-
4156,2013,CLEVELAND,NORMAN,LONGFELLOW MS,14I029,14I029502,87.0,B+
4157,2014,CLEVELAND,NORMAN,LONGFELLOW MS,14I029,14I029502,85.0,B
4158,2015,CLEVELAND,NORMAN,LONGFELLOW MS,14I029,14I029502,84.0,B
4159,2016,CLEVELAND,NORMAN,LONGFELLOW MS,14I029,14I029502,82.0,B-
4160,2013,CLEVELAND,NORMAN,MADISON ES,14I029,14I029130,81.0,B-
4161,2014,CLEVELAND,NORMAN,MADISON ES,14I029,14I029130,69.0,D+
4162,2015,CLEVELAND,NORMAN,MADISON ES,14I029,14I029130,81.0,B-
4163,2016,CLEVELAND,NORMAN,MADISON ES,14I029,14I029130,76.0,C
4164,2013,CLEVELAND,NORMAN,MCKINLEY ES,14I029,14I029135,90.0,A-
4165,2014,CLEVELAND,NORMAN,MCKINLEY ES,14I029,14I029135,87.0,B+
4166,2015,CLEVELAND,NORMAN,MCKINLEY ES,14I029,14I029135,94.0,A
4167,2016,CLEVELAND,NORMAN,MCKINLEY ES,14I029,14I029135,94.0,A
4168,2013,CLEVELAND,NORMAN,MONROE ES,14I029,14I029150,76.0,C
4169,2014,CLEVELAND,NORMAN,MONROE ES,14I029,14I029150,75.0,C
4170,2015,CLEVELAND,NORMAN,MONROE ES,14I029,14I029150,74.0,C
4171,2016,CLEVELAND,NORMAN,MONROE ES,14I029,14I029150,80.0,B-
4172,2013,CLEVELAND,NORMAN,NORMAN HS,14I029,14I029705,94.0,A
4173,2014,CLEVELAND,NORMAN,NORMAN HS,14I029,14I029705,86.0,B
4174,2015,CLEVELAND,NORMAN,NORMAN HS,14I029,14I029705,87.0,B+
4175,2016,CLEVELAND,NORMAN,NORMAN HS,14I029,14I029705,80.0,B-
4176,2013,CLEVELAND,NORMAN,NORMAN NORTH HS,14I029,14I029710,90.0,A-
4177,2014,CLEVELAND,NORMAN,NORMAN NORTH HS,14I029,14I029710,90.0,A-
4178,2015,CLEVELAND,NORMAN,NORMAN NORTH HS,14I029,14I029710,88.0,B+
4179,2016,CLEVELAND,NORMAN,NORMAN NORTH HS,14I029,14I029710,83.0,B
4180,2013,CLEVELAND,NORMAN,RONALD REAGAN ES,14I029,14I029151,61.0,D-
4181,2014,CLEVELAND,NORMAN,RONALD REAGAN ES,14I029,14I029151,76.0,C
4182,2015,CLEVELAND,NORMAN,RONALD REAGAN ES,14I029,14I029151,64.0,D
4183,2016,CLEVELAND,NORMAN,RONALD REAGAN ES,14I029,14I029151,72.0,C-
4184,2013,CLEVELAND,NORMAN,ROOSEVELT ES,14I029,14I029153,91.0,A-
4185,2014,CLEVELAND,NORMAN,ROOSEVELT ES,14I029,14I029153,91.0,A-
4186,2015,CLEVELAND,NORMAN,ROOSEVELT ES,14I029,14I029153,92.0,A-
4187,2016,CLEVELAND,NORMAN,ROOSEVELT ES,14I029,14I029153,88.0,B+
4188,2013,CLEVELAND,NORMAN,TRUMAN ES,14I029,14I029155,87.0,B+
4189,2014,CLEVELAND,NORMAN,TRUMAN ES,14I029,14I029155,85.0,B
4190,2015,CLEVELAND,NORMAN,TRUMAN ES,14I029,14I029155,82.0,B-
4191,2016,CLEVELAND,NORMAN,TRUMAN ES,14I029,14I029155,85.0,B
4192,2013,CLEVELAND,NORMAN,TRUMAN PRIMARY SCHOOL,14I029,14I029165,87.0,B+
4193,2014,CLEVELAND,NORMAN,TRUMAN PRIMARY SCHOOL,14I029,14I029165,85.0,B
4194,2015,CLEVELAND,NORMAN,TRUMAN PRIMARY SCHOOL,14I029,14I029165,82.0,B-
4195,2016,CLEVELAND,NORMAN,TRUMAN PRIMARY SCHOOL,14I029,14I029165,85.0,B
4196,2013,CLEVELAND,NORMAN,WASHINGTON ES,14I029,14I029160,87.0,B+
4197,2014,CLEVELAND,NORMAN,WASHINGTON ES,14I029,14I029160,90.0,A-
4198,2015,CLEVELAND,NORMAN,WASHINGTON ES,14I029,14I029160,87.0,B+
4199,2016,CLEVELAND,NORMAN,WASHINGTON ES,14I029,14I029160,84.0,B
4200,2013,CLEVELAND,NORMAN,WHITTIER MS,14I029,14I029504,88.0,B+
4201,2014,CLEVELAND,NORMAN,WHITTIER MS,14I029,14I029504,89.0,B+
4202,2015,CLEVELAND,NORMAN,WHITTIER MS,14I029,14I029504,89.0,B+
4203,2016,CLEVELAND,NORMAN,WHITTIER MS,14I029,14I029504,88.0,B+
4204,2013,CLEVELAND,NORMAN,WILSON ES,14I029,14I029145,80.0,B-
4205,2014,CLEVELAND,NORMAN,WILSON ES,14I029,14I029145,71.0,C-
4206,2015,CLEVELAND,NORMAN,WILSON ES,14I029,14I029145,80.0,B-
4207,2016,CLEVELAND,NORMAN,WILSON ES,14I029,14I029145,68.0,D+
4208,2013,POTTAWATOMIE,NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63C010,63C010105,65.0,D
4209,2014,POTTAWATOMIE,NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63C010,63C010105,68.0,D+
4210,2015,POTTAWATOMIE,NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63C010,63C010105,74.0,C
4211,2016,POTTAWATOMIE,NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63C010,63C010105,72.0,C-
4212,2013,CHEROKEE,NORWOOD,NORWOOD PUBLIC SCHOOL,11C014,11C014105,58.0,F
4213,2014,CHEROKEE,NORWOOD,NORWOOD PUBLIC SCHOOL,11C014,11C014105,61.0,D-
4214,2015,CHEROKEE,NORWOOD,NORWOOD PUBLIC SCHOOL,11C014,11C014105,51.0,F
4215,2016,CHEROKEE,NORWOOD,NORWOOD PUBLIC SCHOOL,11C014,11C014105,78.0,C+
4216,2013,NOWATA,NOWATA,NOWATA ES,53I040,53I040110,67.0,D+
4217,2014,NOWATA,NOWATA,NOWATA ES,53I040,53I040110,83.0,B
4218,2015,NOWATA,NOWATA,NOWATA ES,53I040,53I040110,78.0,C+
4219,2016,NOWATA,NOWATA,NOWATA ES,53I040,53I040110,84.0,B
4220,2013,NOWATA,NOWATA,NOWATA HS,53I040,53I040705,87.0,B+
4221,2014,NOWATA,NOWATA,NOWATA HS,53I040,53I040705,82.0,B-
4222,2015,NOWATA,NOWATA,NOWATA HS,53I040,53I040705,86.0,B
4223,2016,NOWATA,NOWATA,NOWATA HS,53I040,53I040705,74.0,C
4224,2013,NOWATA,NOWATA,NOWATA MS,53I040,53I040505,70.0,C-
4225,2014,NOWATA,NOWATA,NOWATA MS,53I040,53I040505,61.0,D-
4226,2015,NOWATA,NOWATA,NOWATA MS,53I040,53I040505,65.0,D
4227,2016,NOWATA,NOWATA,NOWATA MS,53I040,53I040505,75.0,C
4228,2013,PAYNE,OAK GROVE,OAK GROVE PUBLIC SCHOOL,60C104,60C104105,77.0,C+
4229,2014,PAYNE,OAK GROVE,OAK GROVE PUBLIC SCHOOL,60C104,60C104105,87.0,B+
4230,2015,PAYNE,OAK GROVE,OAK GROVE PUBLIC SCHOOL,60C104,60C104105,90.0,A-
4231,2016,PAYNE,OAK GROVE,OAK GROVE PUBLIC SCHOOL,60C104,60C104105,88.0,B+
4232,2013,OKLAHOMA,OAKDALE,OAKDALE PUBLIC SCHOOL,55C029,55C029105,91.0,A-
4233,2014,OKLAHOMA,OAKDALE,OAKDALE PUBLIC SCHOOL,55C029,55C029105,96.0,A
4234,2015,OKLAHOMA,OAKDALE,OAKDALE PUBLIC SCHOOL,55C029,55C029105,93.0,A
4235,2016,OKLAHOMA,OAKDALE,OAKDALE PUBLIC SCHOOL,55C029,55C029105,96.0,A
4236,2013,DELAWARE,OAKS-MISSION,OAKS-MISSION ES,21I005,21I005105,63.0,D
4237,2014,DELAWARE,OAKS-MISSION,OAKS-MISSION ES,21I005,21I005105,58.0,F
4238,2015,DELAWARE,OAKS-MISSION,OAKS-MISSION ES,21I005,21I005105,69.0,D+
4239,2016,DELAWARE,OAKS-MISSION,OAKS-MISSION ES,21I005,21I005105,53.0,F
4240,2013,DELAWARE,OAKS-MISSION,OAKS-MISSION HS,21I005,21I005715,81.0,B-
4241,2014,DELAWARE,OAKS-MISSION,OAKS-MISSION HS,21I005,21I005715,84.0,B
4242,2015,DELAWARE,OAKS-MISSION,OAKS-MISSION HS,21I005,21I005715,56.0,F
4243,2016,DELAWARE,OAKS-MISSION,OAKS-MISSION HS,21I005,21I005715,46.0,F
4244,2015,CREEK,OILTON,J. F. KENNEDY ES,19I020,19I020105,76.0,C
4245,2016,CREEK,OILTON,J. F. KENNEDY ES,19I020,19I020105,69.0,D+
4246,2013,CREEK,OILTON,J.F.KENNEDY ES,19I020,19I020105,76.0,C
4247,2014,CREEK,OILTON,J.F.KENNEDY ES,19I020,19I020105,81.0,B-
4248,2013,CREEK,OILTON,OILTON HS,19I020,19I020715,94.0,A
4249,2014,CREEK,OILTON,OILTON HS,19I020,19I020715,86.0,B
4250,2015,CREEK,OILTON,OILTON HS,19I020,19I020715,86.0,B
4251,2016,CREEK,OILTON,OILTON HS,19I020,19I020715,66.0,D
4252,2013,KINGFISHER,OKARCHE,OKARCHE ES,37I105,37I105105,89.0,B+
4253,2014,KINGFISHER,OKARCHE,OKARCHE ES,37I105,37I105105,92.0,A-
4254,2015,KINGFISHER,OKARCHE,OKARCHE ES,37I105,37I105105,79.0,C+
4255,2016,KINGFISHER,OKARCHE,OKARCHE ES,37I105,37I105105,86.0,B
4256,2013,KINGFISHER,OKARCHE,OKARCHE HS,37I105,37I105705,100.0,A+
4257,2014,KINGFISHER,OKARCHE,OKARCHE HS,37I105,37I105705,100.0,A+
4258,2015,KINGFISHER,OKARCHE,OKARCHE HS,37I105,37I105705,99.0,A+
4259,2016,KINGFISHER,OKARCHE,OKARCHE HS,37I105,37I105705,101.0,A+
4260,2013,KINGFISHER,OKARCHE,OKARCHE JHS,37I105,37I105610,83.0,B
4261,2014,KINGFISHER,OKARCHE,OKARCHE JHS,37I105,37I105610,83.0,B
4262,2015,KINGFISHER,OKARCHE,OKARCHE JHS,37I105,37I105610,84.0,B
4263,2016,KINGFISHER,OKARCHE,OKARCHE JHS,37I105,37I105610,85.0,B
4264,2013,WAGONER,OKAY,OKAY ES,73I001,73I001105,68.0,D+
4265,2014,WAGONER,OKAY,OKAY ES,73I001,73I001105,72.0,C-
4266,2015,WAGONER,OKAY,OKAY ES,73I001,73I001105,60.0,D-
4267,2016,WAGONER,OKAY,OKAY ES,73I001,73I001105,62.0,D-
4268,2013,WAGONER,OKAY,OKAY HS,73I001,73I001715,84.0,B
4269,2014,WAGONER,OKAY,OKAY HS,73I001,73I001715,79.0,C+
4270,2015,WAGONER,OKAY,OKAY HS,73I001,73I001715,82.0,B-
4271,2016,WAGONER,OKAY,OKAY HS,73I001,73I001715,70.0,C-
4272,2013,OKLAHOMA,OKC CHARTER: ASTEC CHARTERS,ASTEC CHARTER HS,55E004,55E004972,95.0,A
4273,2014,OKLAHOMA,OKC CHARTER: ASTEC CHARTERS,ASTEC CHARTER HS,5.50E+05,55E004983,94.0,A
4274,2013,OKLAHOMA,OKC CHARTER: ASTEC CHARTERS,ASTEC CHARTER MS,55E004,55E004971,69.0,D+
4275,2014,OKLAHOMA,OKC CHARTER: ASTEC CHARTERS,ASTEC CHARTER MS,5.50E+05,55E004974,69.0,D+
4276,2013,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55E005,55E005975,94.0,A
4277,2014,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),5.50E+06,55E005975,99.0,A+
4278,2015,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55E005,55E005975,99.0,A+
4279,2016,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55E005,55E005975,103.0,A+
4280,2013,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55E013,55E013984,87.0,B+
4281,2014,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),5.50E+14,55E013984,94.0,A
4282,2015,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55E013,55E013984,96.0,A
4283,2016,OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55E013,55E013984,91.0,A-
4284,2013,OKLAHOMA,OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55E008,55E008978,107.0,A+
4285,2014,OKLAHOMA,OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,5.50E+09,55E008978,108.0,A+
4286,2015,OKLAHOMA,OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55E008,55E008978,105.0,A+
4287,2016,OKLAHOMA,OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55E008,55E008978,100.0,A+
4288,2013,OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,55E010,55E010980,93.0,A
4289,2014,OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,5.50E+11,55E010980,103.0,A+
4290,2015,OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,55E010,55E010980,102.0,A+
4291,2016,OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,55E010,55E010980,98.0,A+
4293,2015,OKLAHOMA,OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55E016,55E016986,18.0,F
4294,2016,OKLAHOMA,OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55E016,55E016986,12.0,F
4295,2013,OKLAHOMA,OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55E003,55E003973,68.0,D+
4296,2014,OKLAHOMA,OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,5.50E+04,55E003973,79.0,C+
4297,2015,OKLAHOMA,OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55E003,55E003973,71.0,C-
4298,2016,OKLAHOMA,OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55E003,55E003973,83.0,B
4299,2013,OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55E001,55E001971,85.0,B
4300,2014,OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,5.50E+02,55E001971,86.0,B
4301,2015,OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55E001,55E001971,82.0,B-
4302,2016,OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55E001,55E001971,79.0,C+
4303,2013,OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55E012,55E012982,94.0,A
4304,2014,OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,5.50E+13,55E012982,91.0,A-
4305,2015,OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55E012,55E012982,99.0,A+
4306,2016,OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55E012,55E012982,102.0,A+
4307,2016,OKLAHOMA,OKC CHARTER: LIGHTHOUSE OKC,LIGHTHOUSE ACADEMIES OKC INC,55E020,55E020988,69.0,D+
4308,2013,OKLAHOMA,OKC CHARTER: MARCUS GARVEY,MARCUS GARVEY LEADERSHIP CS,55E009,55E009979,40.0,F
4309,2013,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55E022,55E022981,83.0,B
4310,2014,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,5.50E+08,55E007977,89.0,B+
4311,2015,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55E022,55E022981,85.0,B
4312,2016,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55E007,55E007977,74.0,C
4313,2013,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55E023,55E023971,74.0,C
4314,2014,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,5.50E+12,55E011981,71.0,C-
4315,2015,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55E023,55E023971,69.0,D+
4316,2016,OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55E011,55E011981,63.0,D
4317,2015,OKLAHOMA,OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55E002,55E002972,45.0,F
4318,2016,OKLAHOMA,OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55E002,55E002972,42.0,F
4319,2013,OKLAHOMA,OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W.SEEWORTH ACADEMY,55E002,55E002972,50.0,F
4320,2014,OKLAHOMA,OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W.SEEWORTH ACADEMY,5.50E+03,55E002972,36.0,F
4321,2013,BLAINE,OKEENE,OKEENE ES,06I009,06I009105,72.0,C-
4322,2014,BLAINE,OKEENE,OKEENE ES,6I009,06I009105,73.0,C
4323,2015,BLAINE,OKEENE,OKEENE ES,06I009,06I009105,78.0,C+
4324,2016,BLAINE,OKEENE,OKEENE ES,06I009,06I009105,74.0,C
4325,2013,BLAINE,OKEENE,OKEENE JR-SR HS (JR),06I009,06I009615,76.0,C
4326,2014,BLAINE,OKEENE,OKEENE JR-SR HS (JR),6I009,06I009615,88.0,B+
4327,2015,BLAINE,OKEENE,OKEENE JR-SR HS (JR),06I009,06I009615,76.0,C
4328,2016,BLAINE,OKEENE,OKEENE JR-SR HS (JR),06I009,06I009615,60.0,D-
4329,2013,BLAINE,OKEENE,OKEENE JR-SR HS (SR),06I009,06I009715,101.0,A+
4330,2014,BLAINE,OKEENE,OKEENE JR-SR HS (SR),6I009,06I009715,100.0,A+
4331,2015,BLAINE,OKEENE,OKEENE JR-SR HS (SR),06I009,06I009715,93.0,A
4332,2016,BLAINE,OKEENE,OKEENE JR-SR HS (SR),06I009,06I009715,76.0,C
4333,2013,OKFUSKEE,OKEMAH,OAKES ES,54I026,54I026105,83.0,B
4334,2014,OKFUSKEE,OKEMAH,OAKES ES,54I026,54I026105,72.0,C-
4335,2015,OKFUSKEE,OKEMAH,OAKES ES,54I026,54I026105,75.0,C
4336,2016,OKFUSKEE,OKEMAH,OAKES ES,54I026,54I026105,71.0,C-
4337,2013,OKFUSKEE,OKEMAH,OKEMAH HS,54I026,54I026705,82.0,B-
4338,2014,OKFUSKEE,OKEMAH,OKEMAH HS,54I026,54I026705,65.0,D
4339,2015,OKFUSKEE,OKEMAH,OKEMAH HS,54I026,54I026705,73.0,C
4340,2016,OKFUSKEE,OKEMAH,OKEMAH HS,54I026,54I026705,66.0,D
4341,2013,OKFUSKEE,OKEMAH,OKEMAH MS,54I026,54I026505,71.0,C-
4342,2014,OKFUSKEE,OKEMAH,OKEMAH MS,54I026,54I026505,70.0,C-
4343,2015,OKFUSKEE,OKEMAH,OKEMAH MS,54I026,54I026505,60.0,D-
4344,2016,OKFUSKEE,OKEMAH,OKEMAH MS,54I026,54I026505,68.0,D+
4345,2013,OKFUSKEE,OKEMAH,OKEMAH NOBLE CTR,54I026,54I026110,65.0,D
4346,2014,OKFUSKEE,OKEMAH,OKEMAH NOBLE CTR,54I026,54I026110,71.0,C-
4347,2015,OKFUSKEE,OKEMAH,OKEMAH NOBLE CTR,54I026,54I026110,65.0,D
4348,2016,OKFUSKEE,OKEMAH,OKEMAH NOBLE CTR,54I026,54I026110,55.0,F
4349,2013,OKLAHOMA,OKLAHOMA CITY,ADAMS ES,55I089,55I089105,59.0,F
4350,2014,OKLAHOMA,OKLAHOMA CITY,ADAMS ES,55I089,55I089105,55.0,F
4351,2015,OKLAHOMA,OKLAHOMA CITY,ADAMS ES,55I089,55I089105,50.0,F
4352,2016,OKLAHOMA,OKLAHOMA CITY,ADAMS ES,55I089,55I089105,50.0,F
4353,2013,OKLAHOMA,OKLAHOMA CITY,ARTHUR ES,55I089,55I089110,68.0,D+
4354,2014,OKLAHOMA,OKLAHOMA CITY,ARTHUR ES,55I089,55I089110,54.0,F
4355,2015,OKLAHOMA,OKLAHOMA CITY,ARTHUR ES,55I089,55I089110,45.0,F
4356,2016,OKLAHOMA,OKLAHOMA CITY,ARTHUR ES,55I089,55I089110,59.0,F
4357,2013,OKLAHOMA,OKLAHOMA CITY,BELLE ISLE MS,55I089,55I089503,104.0,A+
4358,2014,OKLAHOMA,OKLAHOMA CITY,BELLE ISLE MS,55I089,55I089503,97.0,A+
4359,2015,OKLAHOMA,OKLAHOMA CITY,BELLE ISLE MS,55I089,55I089503,96.0,A
4360,2016,OKLAHOMA,OKLAHOMA CITY,BELLE ISLE MS,55I089,55I089503,101.0,A+
4361,2013,OKLAHOMA,OKLAHOMA CITY,BODINE ES,55I089,55I089123,45.0,F
4362,2014,OKLAHOMA,OKLAHOMA CITY,BODINE ES,55I089,55I089123,47.0,F
4363,2015,OKLAHOMA,OKLAHOMA CITY,BODINE ES,55I089,55I089123,48.0,F
4364,2016,OKLAHOMA,OKLAHOMA CITY,BODINE ES,55I089,55I089123,54.0,F
4365,2013,OKLAHOMA,OKLAHOMA CITY,BRITTON ES,55I089,55I089125,54.0,F
4366,2014,OKLAHOMA,OKLAHOMA CITY,BRITTON ES,55I089,55I089125,57.0,F
4367,2015,OKLAHOMA,OKLAHOMA CITY,BRITTON ES,55I089,55I089125,48.0,F
4368,2016,OKLAHOMA,OKLAHOMA CITY,BRITTON ES,55I089,55I089125,51.0,F
4369,2013,OKLAHOMA,OKLAHOMA CITY,BUCHANAN ES,55I089,55I089135,80.0,B-
4370,2014,OKLAHOMA,OKLAHOMA CITY,BUCHANAN ES,55I089,55I089135,70.0,C-
4371,2015,OKLAHOMA,OKLAHOMA CITY,BUCHANAN ES,55I089,55I089135,67.0,D+
4372,2016,OKLAHOMA,OKLAHOMA CITY,BUCHANAN ES,55I089,55I089135,69.0,D+
4373,2013,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL ES,55I089,55I089166,58.0,F
4374,2014,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL ES,55I089,55I089166,53.0,F
4375,2015,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL ES,55I089,55I089166,54.0,F
4376,2016,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL ES,55I089,55I089166,56.0,F
4377,2013,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL HS,55I089,55I089705,68.0,D+
4378,2014,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL HS,55I089,55I089705,73.0,C
4379,2015,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL HS,55I089,55I089705,73.0,C
4380,2016,OKLAHOMA,OKLAHOMA CITY,CAPITOL HILL HS,55I089,55I089705,64.0,D
4381,2013,OKLAHOMA,OKLAHOMA CITY,CESAR CHAVEZ ES,55I089,55I089150,53.0,F
4382,2014,OKLAHOMA,OKLAHOMA CITY,CESAR CHAVEZ ES,55I089,55I089150,55.0,F
4383,2015,OKLAHOMA,OKLAHOMA CITY,CESAR CHAVEZ ES,55I089,55I089150,66.0,D
