RecordNumber,Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ELA_ExamCount,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCount,Math_GrowthIndex,Math_LetterGrade,OverallExamCount,OverallGrowthIndex,OverallLetterGrade
145,2015,9,I034,130,09I034130,"EL RENO","WEBSTER ES",37,38,"F    ",37,46,"F    ",74,42,"F    "
2401,2014,33,I025,105,33I025105,Eldorado,"Eldorado ES",NULL,NULL,NULL,NULL,NULL,NULL,16,38,"F    "
611,2015,33,I025,105,33I025105,ELDORADO,"ELDORADO ES",,,,,,,10,30,"F    "
4196,2016,33,I025,105,33I025105,ELDORADO,"ELDORADO ES",NULL,NULL,NULL,NULL,NULL,NULL,10,50,"F    "
2402,2014,33,I025,705,33I025705,Eldorado,"Eldorado HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
612,2015,33,I025,705,33I025705,ELDORADO,"ELDORADO HS",,,,,,,,,""
4197,2016,33,I025,705,33I025705,ELDORADO,"ELDORADO HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2152,2014,16,I016,105,16I016105,Elgin,"Elgin ES",29,55,"F    ",29,41,"F    ",58,48,"F    "
361,2015,16,I016,105,16I016105,ELGIN,"ELGIN ES",28,61,"D    ",28,82,"B    ",56,71,"C    "
3944,2016,16,I016,105,16I016105,ELGIN,"ELGIN ES",34,38,"F    ",34,65,"D    ",68,51,"F    "
2154,2014,16,I016,705,16I016705,Elgin,"Elgin HS",24,92,"A    ",32,66,"D    ",56,77,"C    "
363,2015,16,I016,705,16I016705,ELGIN,"ELGIN HS",34,88,"B    ",37,59,"F    ",71,73,"C    "
3946,2016,16,I016,705,16I016705,ELGIN,"ELGIN HS",33,79,"C    ",37,76,"C    ",70,77,"C    "
2153,2014,16,I016,505,16I016505,Elgin,"Elgin MS",122,71,"C    ",115,64,"D    ",237,68,"D    "
362,2015,16,I016,505,16I016505,ELGIN,"ELGIN MS",141,48,"F    ",141,55,"F    ",282,51,"F    "
3945,2016,16,I016,505,16I016505,ELGIN,"ELGIN MS",144,57,"F    ",144,41,"F    ",288,49,"F    "
1842,2014,5,I006,610,05I006610,"Elk City","8th And 9th Grade Ctr",61,70,"C    ",89,74,"C    ",150,73,"C    "
49,2015,5,I006,610,05I006610,"ELK CITY","8TH AND 9TH GRADE CTR",64,52,"F    ",100,49,"F    ",164,50,"F    "
3636,2016,5,I006,610,05I006610,"ELK CITY","8TH AND 9TH GRADE CTR",61,43,"F    ",93,45,"F    ",154,44,"F    "
1843,2014,5,I006,705,05I006705,"Elk City","Elk City HS",26,77,"C    ",NULL,NULL,NULL,26,77,"C    "
50,2015,5,I006,705,05I006705,"ELK CITY","ELK CITY HS",29,86,"B    ",N/A,N/A,N/A,29,86,"B    "
3637,2016,5,I006,705,05I006705,"ELK CITY","ELK CITY HS",29,69,"D    ",NULL,NULL,NULL,29,69,"D    "
1838,2014,5,I006,105,05I006105,"Elk City","Fairview ES",44,27,"F    ",44,34,"F    ",88,31,"F    "
45,2015,5,I006,105,05I006105,"ELK CITY","FAIRVIEW ES",42,60,"D    ",42,64,"D    ",84,62,"D    "
3632,2016,5,I006,105,05I006105,"ELK CITY","FAIRVIEW ES",33,48,"F    ",33,45,"F    ",66,47,"F    "
1840,2014,5,I006,115,05I006115,"Elk City","Grandview 5th/6th Grade Ctr",64,41,"F    ",64,64,"D    ",128,52,"F    "
47,2015,5,I006,115,05I006115,"ELK CITY","GRANDVIEW 5TH/6TH GRADE CTR",72,57,"F    ",72,50,"F    ",144,53,"F    "
3634,2016,5,I006,115,05I006115,"ELK CITY","GRANDVIEW 5TH/6TH GRADE CTR",73,45,"F    ",73,48,"F    ",146,47,"F    "
1841,2014,5,I006,120,05I006120,"Elk City","Northeast ES",44,27,"F    ",44,34,"F    ",88,31,"F    "
48,2015,5,I006,120,05I006120,"ELK CITY","NORTHEAST ES",42,60,"D    ",42,64,"D    ",84,62,"D    "
3635,2016,5,I006,120,05I006120,"ELK CITY","NORTHEAST ES",33,48,"F    ",33,45,"F    ",66,47,"F    "
1839,2014,5,I006,110,05I006110,"Elk City","Pioneer ES",44,27,"F    ",44,34,"F    ",88,31,"F    "
46,2015,5,I006,110,05I006110,"ELK CITY","PIONEER ES",42,60,"D    ",42,64,"D    ",84,62,"D    "
3633,2016,5,I006,110,05I006110,"ELK CITY","PIONEER ES",33,48,"F    ",33,45,"F    ",66,47,"F    "
2315,2014,25,I072,605,25I072605,"Elmore City-Pernell","Elmore City JHS",11,64,"D    ",12,58,"F    ",23,61,"D    "
525,2015,25,I072,605,25I072605,"ELMORE CITY-PERNELL","ELMORE CITY JHS",17,76,"C    ",17,47,"F    ",34,62,"D    "
4110,2016,25,I072,605,25I072605,"ELMORE CITY-PERNELL","ELMORE CITY JHS",14,71,"C    ",14,36,"F    ",28,54,"F    "
2314,2014,25,I072,105,25I072105,"Elmore City-Pernell","Elmore City-Pernell ES",21,52,"F    ",21,38,"F    ",42,45,"F    "
524,2015,25,I072,105,25I072105,"ELMORE CITY-PERNELL","ELMORE CITY-PERNELL ES",25,60,"D    ",25,48,"F    ",50,54,"F    "
4109,2016,25,I072,105,25I072105,"ELMORE CITY-PERNELL","ELMORE CITY-PERNELL ES",29,52,"F    ",29,41,"F    ",58,47,"F    "
2316,2014,25,I072,715,25I072715,"Elmore City-Pernell","Senior HS",NULL,NULL,NULL,NULL,NULL,NULL,13,69,"D    "
526,2015,25,I072,715,25I072715,"ELMORE CITY-PERNELL","SENIOR HS",,,,,,,14,64,"D    "
4111,2016,25,I072,715,25I072715,"ELMORE CITY-PERNELL","SENIOR HS",NULL,NULL,NULL,NULL,NULL,NULL,15,73,"C    "
3297,2014,69,I021,105,69I021105,Empire,"Empire ES",24,25,"F    ",25,32,"F    ",49,29,"F    "
1504,2015,69,I021,105,69I021105,EMPIRE,"EMPIRE ES",26,65,"D    ",26,77,"C    ",52,71,"C    "
5090,2016,69,I021,105,69I021105,EMPIRE,"EMPIRE ES",28,43,"F    ",28,71,"C    ",56,57,"F    "
3299,2014,69,I021,715,69I021715,Empire,"Empire HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1506,2015,69,I021,715,69I021715,EMPIRE,"EMPIRE HS",,,,,,,,,""
5092,2016,69,I021,715,69I021715,EMPIRE,"EMPIRE HS",NULL,NULL,NULL,NULL,NULL,NULL,16,75,"C    "
3298,2014,69,I021,605,69I021605,Empire,"Empire JHS",12,50,"F    ",13,62,"D    ",25,56,"F    "
1505,2015,69,I021,605,69I021605,EMPIRE,"EMPIRE JHS",13,46,"F    ",13,8,"F    ",26,27,"F    "
5091,2016,69,I021,605,69I021605,EMPIRE,"EMPIRE JHS",15,60,"D    ",16,19,"F    ",31,39,"F    "
2276,2014,24,I057,105,24I057105,Enid,"Adams ES",16,31,"F    ",16,50,"F    ",32,41,"F    "
485,2015,24,I057,105,24I057105,ENID,"ADAMS ES",20,55,"F    ",19,58,"F    ",39,56,"F    "
4070,2016,24,I057,105,24I057105,ENID,"ADAMS ES",22,55,"F    ",22,50,"F    ",44,52,"F    "
486,2015,24,I057,115,24I057115,ENID,"CARVER EARLY CHILDHOOD CTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
4071,2016,24,I057,115,24I057115,ENID,"CARVER EARLY CHILDHOOD CTR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2277,2014,24,I057,120,24I057120,Enid,"Coolidge ES",29,28,"F    ",30,27,"F    ",59,27,"F    "
487,2015,24,I057,120,24I057120,ENID,"COOLIDGE ES",31,45,"F    ",32,53,"F    ",63,49,"F    "
4072,2016,24,I057,120,24I057120,ENID,"COOLIDGE ES",32,56,"F    ",33,70,"C    ",65,63,"D    "
2289,2014,24,I057,515,24I057515,Enid,"Dewitt Waller MS",118,51,"F    ",118,34,"F    ",236,42,"F    "
499,2015,24,I057,515,24I057515,ENID,"DEWITT WALLER MS",139,43,"F    ",138,35,"F    ",277,39,"F    "
4084,2016,24,I057,515,24I057515,ENID,"DEWITT WALLER MS",152,52,"F    ",151,50,"F    ",303,51,"F    "
2278,2014,24,I057,125,24I057125,Enid,"Eisenhower ES",NULL,NULL,NULL,NULL,NULL,NULL,12,50,"F    "
488,2015,24,I057,125,24I057125,ENID,"EISENHOWER ES",,,,,,,16,31,"F    "
4073,2016,24,I057,125,24I057125,ENID,"EISENHOWER ES",NULL,NULL,NULL,NULL,NULL,NULL,18,44,"F    "
2287,2014,24,I057,505,24I057505,Enid,"Emerson MS",74,73,"C    ",76,57,"F    ",150,65,"D    "
497,2015,24,I057,505,24I057505,ENID,"EMERSON MS",84,46,"F    ",85,31,"F    ",169,38,"F    "
4082,2016,24,I057,505,24I057505,ENID,"EMERSON MS",88,55,"F    ",89,57,"F    ",177,56,"F    "
2290,2014,24,I057,705,24I057705,Enid,"Enid HS",82,71,"C    ",65,71,"C    ",147,71,"C    "
500,2015,24,I057,705,24I057705,ENID,"ENID HS",79,63,"D    ",93,75,"C    ",172,70,"C    "
4085,2016,24,I057,705,24I057705,ENID,"ENID HS",87,55,"F    ",95,78,"C    ",182,67,"D    "
2279,2014,24,I057,130,24I057130,Enid,"Garfield ES",32,50,"F    ",34,35,"F    ",66,42,"F    "
489,2015,24,I057,130,24I057130,ENID,"GARFIELD ES",40,55,"F    ",41,39,"F    ",81,47,"F    "
4074,2016,24,I057,130,24I057130,ENID,"GARFIELD ES",40,50,"F    ",41,71,"C    ",81,60,"D    "
2280,2014,24,I057,132,24I057132,Enid,"Glenwood ES",25,44,"F    ",25,40,"F    ",50,42,"F    "
490,2015,24,I057,132,24I057132,ENID,"GLENWOOD ES",26,65,"D    ",26,58,"F    ",52,62,"D    "
4075,2016,24,I057,132,24I057132,ENID,"GLENWOOD ES",27,63,"D    ",27,81,"B    ",54,72,"C    "
2281,2014,24,I057,137,24I057137,Enid,"Hayes ES",18,28,"F    ",18,78,"C    ",36,53,"F    "
491,2015,24,I057,137,24I057137,ENID,"HAYES ES",22,50,"F    ",22,59,"F    ",44,55,"F    "
4076,2016,24,I057,137,24I057137,ENID,"HAYES ES",21,57,"F    ",21,52,"F    ",42,55,"F    "
2282,2014,24,I057,140,24I057140,Enid,"Hoover ES",15,67,"D    ",15,93,"A    ",30,80,"B    "
492,2015,24,I057,140,24I057140,ENID,"HOOVER ES",19,74,"C    ",19,58,"F    ",38,66,"D    "
4077,2016,24,I057,140,24I057140,ENID,"HOOVER ES",20,75,"C    ",20,90,"A    ",40,83,"B    "
2288,2014,24,I057,510,24I057510,Enid,"Longfellow MS",82,37,"F    ",84,25,"F    ",166,31,"F    "
498,2015,24,I057,510,24I057510,ENID,"LONGFELLOW MS",98,44,"F    ",101,40,"F    ",199,42,"F    "
4083,2016,24,I057,510,24I057510,ENID,"LONGFELLOW MS",102,50,"F    ",104,55,"F    ",206,52,"F    "
2283,2014,24,I057,160,24I057160,Enid,"McKinley ES",17,24,"F    ",18,50,"F    ",35,37,"F    "
493,2015,24,I057,160,24I057160,ENID,"MCKINLEY ES",19,42,"F    ",19,47,"F    ",38,45,"F    "
4078,2016,24,I057,160,24I057160,ENID,"MCKINLEY ES",20,65,"D    ",20,75,"C    ",40,70,"C    "
2284,2014,24,I057,165,24I057165,Enid,"Monroe ES",22,50,"F    ",23,78,"C    ",45,64,"D    "
494,2015,24,I057,165,24I057165,ENID,"MONROE ES",25,56,"F    ",25,68,"D    ",50,62,"D    "
4079,2016,24,I057,165,24I057165,ENID,"MONROE ES",27,67,"D    ",28,86,"B    ",55,76,"C    "
2285,2014,24,I057,170,24I057170,Enid,"Prairie View ES",28,36,"F    ",29,45,"F    ",57,40,"F    "
495,2015,24,I057,170,24I057170,ENID,"PRAIRIE VIEW ES",28,57,"F    ",28,75,"C    ",56,66,"D    "
4080,2016,24,I057,170,24I057170,ENID,"PRAIRIE VIEW ES",31,71,"C    ",31,58,"F    ",62,65,"D    "
2286,2014,24,I057,175,24I057175,Enid,"Taft ES",16,56,"F    ",16,44,"F    ",32,50,"F    "
496,2015,24,I057,175,24I057175,ENID,"TAFT ES",20,55,"F    ",20,50,"F    ",40,53,"F    "
4081,2016,24,I057,175,24I057175,ENID,"TAFT ES",22,64,"D    ",22,41,"F    ",44,52,"F    "
1173,2015,55,E001,970,54E001970,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER ES",45,38,"F    ",46,54,"F    ",91,46,"F    "
4760,2016,55,Z001,970,55Z001970,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER ES",59,53,"F    ",59,49,"F    ",118,51,"F    "
1175,2015,55,E001,972,54E001970,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER HS",26,81,"B    ",32,63,"D    ",58,71,"C    "
4762,2016,55,Z001,972,55Z001972,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER HS",32,69,"D    ",29,66,"D    ",61,67,"D    "
1174,2015,55,E001,971,54E001971,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER MS",80,33,"F    ",81,37,"F    ",161,35,"F    "
4761,2016,55,Z001,971,55Z001971,"EPIC ONE ON ONE CHARTER SCHOOL","EPIC ONE ON ONE CHARTER MS",116,47,"F    ",115,41,"F    ",231,44,"F    "
1847,2014,5,I051,105,05I051105,Erick,"Erick ES",18,33,"F    ",18,67,"D    ",36,50,"F    "
54,2015,5,I051,105,05I051105,ERICK,"ERICK ES",20,40,"F    ",20,55,"F    ",40,48,"F    "
3641,2016,5,I051,105,05I051105,ERICK,"ERICK ES",20,45,"F    ",20,55,"F    ",40,50,"F    "
1848,2014,5,I051,715,05I051715,Erick,"Erick HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
55,2015,5,I051,715,05I051715,ERICK,"ERICK HS",,,,,,,,,""
3642,2016,5,I051,715,05I051715,ERICK,"ERICK HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2659,2014,49,I001,120,49I001120,Eufaula,"Eufaula ES",37,68,"D    ",37,49,"F    ",74,58,"F    "
870,2015,49,I001,120,49I001120,EUFAULA,"EUFAULA ES",39,64,"D    ",39,49,"F    ",78,56,"F    "
4454,2016,49,I001,120,49I001120,EUFAULA,"EUFAULA ES",38,61,"D    ",38,55,"F    ",76,58,"F    "
2661,2014,49,I001,710,49I001710,Eufaula,"Eufaula HS",16,81,"B    ",15,73,"C    ",31,77,"C    "
872,2015,49,I001,710,49I001710,EUFAULA,"EUFAULA HS",16,88,"B    ",17,76,"C    ",33,82,"B    "
4456,2016,49,I001,710,49I001710,EUFAULA,"EUFAULA HS",16,56,"F    ",19,53,"F    ",35,54,"F    "
2660,2014,49,I001,505,49I001505,Eufaula,"Eufaula MS",42,57,"F    ",42,74,"C    ",84,65,"D    "
871,2015,49,I001,505,49I001505,EUFAULA,"EUFAULA MS",56,54,"F    ",56,54,"F    ",112,54,"F    "
4455,2016,49,I001,505,49I001505,EUFAULA,"EUFAULA MS",57,35,"F    ",58,47,"F    ",115,41,"F    "
3043,2014,58,I031,105,58I031105,Fairland,"Fairland ES",19,63,"D    ",19,79,"C    ",38,71,"C    "
1251,2015,58,I031,105,58I031105,FAIRLAND,"FAIRLAND ES",20,40,"F    ",20,50,"F    ",40,45,"F    "
4840,2016,58,I031,105,58I031105,FAIRLAND,"FAIRLAND ES",21,52,"F    ",21,57,"F    ",42,55,"F    "
3045,2014,58,I031,705,58I031705,Fairland,"Fairland HS",NULL,NULL,NULL,NULL,NULL,NULL,16,69,"D    "
1253,2015,58,I031,705,58I031705,FAIRLAND,"FAIRLAND HS",,,,,,"F    ",18,50,"F    "
4842,2016,58,I031,705,58I031705,FAIRLAND,"FAIRLAND HS",NULL,NULL,"F    ",NULL,NULL,NULL,19,58,"F    "
3044,2014,58,I031,510,58I031510,Fairland,"Fairland MS",27,67,"D    ",28,61,"D    ",55,64,"D    "
1252,2015,58,I031,510,58I031510,FAIRLAND,"FAIRLAND MS",29,66,"D    ",29,59,"F    ",58,62,"D    "
4841,2016,58,I031,510,58I031510,FAIRLAND,"FAIRLAND MS",27,56,"F    ",27,59,"F    ",54,57,"F    "
2573,2014,44,I084,510,44I084510,Fairview,"Chamberlain MS",30,57,"F    ",29,76,"C    ",59,66,"D    "
783,2015,44,I084,510,44I084510,FAIRVIEW,"CHAMBERLAIN MS",35,74,"C    ",35,63,"D    ",70,69,"D    "
4369,2016,44,I084,510,44I084510,FAIRVIEW,"CHAMBERLAIN MS",33,58,"F    ",33,52,"F    ",66,55,"F    "
2572,2014,44,I084,105,44I084105,Fairview,"Cornelsen ES",22,64,"D    ",23,65,"D    ",45,64,"D    "
782,2015,44,I084,105,44I084105,FAIRVIEW,"CORNELSEN ES",23,52,"F    ",23,57,"F    ",46,54,"F    "
4368,2016,44,I084,105,44I084105,FAIRVIEW,"CORNELSEN ES",22,64,"D    ",22,59,"F    ",44,61,"D    "
2574,2014,44,I084,705,44I084705,Fairview,"Fairview HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
784,2015,44,I084,705,44I084705,FAIRVIEW,"FAIRVIEW HS",,,,,,,17,71,"C    "
4370,2016,44,I084,705,44I084705,FAIRVIEW,"FAIRVIEW HS",NULL,NULL,NULL,NULL,NULL,"C    ",18,56,"F    "
2490,2014,40,C039,105,40C039105,Fanshawe,"Fanshawe Public School",NULL,NULL,NULL,NULL,NULL,NULL,12,50,"F    "
699,2015,40,C039,105,40C039105,FANSHAWE,"FANSHAWE PUBLIC SCHOOL",,,,,,,12,25,"F    "
4285,2016,40,C039,105,40C039105,FANSHAWE,"FANSHAWE PUBLIC SCHOOL",NULL,NULL,NULL,NULL,NULL,NULL,12,58,"F    "
2256,2014,23,I002,105,23I002105,Fargo,"Fargo ES",15,87,"B    ",15,80,"B    ",30,83,"B    "
465,2015,23,I002,105,23I002105,FARGO,"FARGO ES",14,50,"F    ",14,71,"C    ",28,61,"D    "
4048,2016,23,I002,105,23I002105,FARGO,"FARGO ES",14,43,"F    ",14,36,"F    ",28,39,"F    "
2257,2014,23,I002,705,23I002705,Fargo,"Fargo HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
466,2015,23,I002,705,23I002705,FARGO,"FARGO HS",,,,,,,,,""
4050,2016,23,I002,705,23I002705,FARGO,"FARGO HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
4049,2016,23,I002,110,23I002110,FARGO,"GAGE ES",NULL,NULL,NULL,NULL,NULL,NULL,10,50,"F    "
4051,2016,23,I002,710,23I002710,FARGO,"GAGE HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2024,2014,13,I010,105,13I010105,Felt,"Felt ES",NULL,NULL,NULL,NULL,NULL,NULL,14,79,"C    "
233,2015,13,I010,105,13I010105,FELT,"FELT ES",,,,,,,14,71,"C    "
3819,2016,13,I010,105,13I010105,FELT,"FELT ES",NULL,NULL,NULL,NULL,NULL,NULL,16,69,"D    "
2025,2014,13,I010,705,13I010705,Felt,"Felt HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
234,2015,13,I010,705,13I010705,FELT,"FELT HS",,,,,,,,,""
3820,2016,13,I010,705,13I010705,FELT,"FELT HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2149,2014,16,I009,105,16I009105,Fletcher,"Fletcher ES",20,45,"F    ",20,50,"F    ",40,48,"F    "
358,2015,16,I009,105,16I009105,FLETCHER,"FLETCHER ES",22,27,"F    ",22,45,"F    ",44,36,"F    "
3941,2016,16,I009,105,16I009105,FLETCHER,"FLETCHER ES",21,33,"F    ",21,29,"F    ",42,31,"F    "
2151,2014,16,I009,715,16I009715,Fletcher,"Fletcher HS",NULL,NULL,NULL,NULL,NULL,NULL,12,100,"A    "
360,2015,16,I009,715,16I009715,FLETCHER,"FLETCHER HS",,,,,,,13,69,"D    "
3943,2016,16,I009,715,16I009715,FLETCHER,"FLETCHER HS",NULL,NULL,NULL,NULL,NULL,NULL,12,58,"F    "
2150,2014,16,I009,615,16I009615,Fletcher,"Fletcher JHS",14,57,"F    ",14,79,"C    ",28,68,"D    "
359,2015,16,I009,615,16I009615,FLETCHER,"FLETCHER JHS",14,43,"F    ",14,21,"F    ",28,32,"F    "
3942,2016,16,I009,615,16I009615,FLETCHER,"FLETCHER JHS",14,64,"D    ",14,21,"F    ",28,43,"F    "
2103,2014,16,C048,105,16C048105,"Flower Mound","Flower Mound Public School",19,68,"D    ",19,100,"A    ",38,84,"B    "
313,2015,16,C048,105,16C048105,"FLOWER MOUND","FLOWER MOUND PUBLIC SCHOOL",19,68,"D    ",19,89,"B    ",38,79,"C    "
3901,2016,16,C048,105,16C048105,"FLOWER MOUND","FLOWER MOUND PUBLIC SCHOOL",18,78,"C    ",18,89,"B    ",36,83,"B    "
2628,2014,48,C001,105,48C001105,"Forest Grove","Forest Grove Public School",14,79,"C    ",15,53,"F    ",29,66,"D    "
839,2015,48,C001,105,48C001105,"FOREST GROVE","FOREST GROVE PUBLIC SCHOOL",17,76,"C    ",17,100,"A    ",34,88,"B    "
4423,2016,48,C001,105,48C001105,"FOREST GROVE","FOREST GROVE PUBLIC SCHOOL",17,71,"C    ",17,47,"F    ",34,59,"F    "
1832,2014,4,I123,105,04I123105,Forgan,"Forgan ES",11,55,"F    ",12,42,"F    ",23,48,"F    "
39,2015,4,I123,105,04I123105,FORGAN,"FORGAN ES",12,67,"D    ",12,42,"F    ",24,54,"F    "
3626,2016,4,I123,105,04I123105,FORGAN,"FORGAN ES",12,50,"F    ",12,67,"D    ",24,58,"F    "
1833,2014,4,I123,705,04I123705,Forgan,"Forgan HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
40,2015,4,I123,705,04I123705,FORGAN,"FORGAN HS",,,,,,,,,""
3627,2016,4,I123,705,04I123705,FORGAN,"FORGAN HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1911,2014,8,I167,705,08I167705,"Fort Cobb-Broxton","Fort Cobb-Broxton HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
118,2015,8,I167,705,08I167705,"FORT COBB-BROXTON","FORT COBB-BROXTON HS",,,,,,,10,60,"D    "
3705,2016,8,I167,705,08I167705,"FORT COBB-BROXTON","FORT COBB-BROXTON HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1909,2014,8,I167,105,08I167105,"Fort Cobb-Broxton","Fort Cobb-Broxton Lower ES",10,50,"F    ",10,60,"D    ",20,55,"F    "
116,2015,8,I167,105,08I167105,"FORT COBB-BROXTON","FORT COBB-BROXTON LOWER ES",,,,,,,18,56,"F    "
3703,2016,8,I167,105,08I167105,"FORT COBB-BROXTON","FORT COBB-BROXTON LOWER ES",10,30,"F    ",10,20,"F    ",20,25,"F    "
1910,2014,8,I167,505,08I167505,"Fort Cobb-Broxton","Fort Cobb-Broxton MS",16,63,"D    ",15,47,"F    ",31,55,"F    "
117,2015,8,I167,505,08I167505,"FORT COBB-BROXTON","FORT COBB-BROXTON MS",16,50,"F    ",16,56,"F    ",32,53,"F    "
3704,2016,8,I167,505,08I167505,"FORT COBB-BROXTON","FORT COBB-BROXTON MS",15,67,"D    ",15,53,"F    ",30,60,"D    "
2687,2014,51,I003,110,51I003110,"Fort Gibson","Fort Gibson Early Lrning Ctr",58,47,"F    ",58,31,"F    ",116,39,"F    "
893,2015,51,I003,110,51I003110,"FORT GIBSON","FORT GIBSON EARLY LRNING CTR",61,36,"F    ",61,31,"F    ",122,34,"F    "
4477,2016,51,I003,110,51I003110,"FORT GIBSON","FORT GIBSON EARLY LRNING CTR",52,54,"F    ",52,38,"F    ",104,46,"F    "
2689,2014,51,I003,705,51I003705,"Fort Gibson","Fort Gibson HS",29,72,"C    ",23,48,"F    ",52,62,"D    "
895,2015,51,I003,705,51I003705,"FORT GIBSON","FORT GIBSON HS",34,65,"D    ",39,46,"F    ",73,55,"F    "
4479,2016,51,I003,705,51I003705,"FORT GIBSON","FORT GIBSON HS",33,85,"B    ",33,42,"F    ",66,64,"D    "
2686,2014,51,I003,105,51I003105,"Fort Gibson","Fort Gibson Intermediate ES",58,47,"F    ",58,31,"F    ",116,39,"F    "
892,2015,51,I003,105,51I003105,"FORT GIBSON","FORT GIBSON INTERMEDIATE ES",61,36,"F    ",61,31,"F    ",122,34,"F    "
4476,2016,51,I003,105,51I003105,"FORT GIBSON","FORT GIBSON INTERMEDIATE ES",52,54,"F    ",52,38,"F    ",104,46,"F    "
2688,2014,51,I003,505,51I003505,"Fort Gibson","Fort Gibson MS",84,76,"C    ",85,76,"C    ",169,76,"C    "
894,2015,51,I003,505,51I003505,"FORT GIBSON","FORT GIBSON MS",94,56,"F    ",94,51,"F    ",188,54,"F    "
4478,2016,51,I003,505,51I003505,"FORT GIBSON","FORT GIBSON MS",95,63,"D    ",95,46,"F    ",190,55,"F    "
3585,2014,77,I005,105,77I005105,"Fort Supply","Fort Supply ES",NULL,NULL,NULL,NULL,NULL,NULL,14,43,"F    "
1791,2015,77,I005,105,77I005105,"FORT SUPPLY","FORT SUPPLY ES",12,58,"F    ",12,58,"F    ",24,58,"F    "
5382,2016,77,I005,105,77I005105,"FORT SUPPLY","FORT SUPPLY ES",12,58,"F    ",12,83,"B    ",24,71,"C    "
3586,2014,77,I005,705,77I005705,"Fort Supply","Fort Supply HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1792,2015,77,I005,705,77I005705,"FORT SUPPLY","FORT SUPPLY HS",,,,,,,,,NULL
5383,2016,77,I005,705,77I005705,"FORT SUPPLY","FORT SUPPLY HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013,2014,12,I002,105,12I002105,"Fort Towson","Fort Towson ES",33,48,"F    ",32,53,"F    ",65,51,"F    "
221,2015,12,I002,105,12I002105,"FORT TOWSON","FORT TOWSON ES",18,50,"F    ",18,33,"F    ",36,42,"F    "
3807,2016,12,I002,105,12I002105,"FORT TOWSON","FORT TOWSON ES",19,53,"F    ",19,63,"D    ",38,58,"F    "
2014,2014,12,I002,705,12I002705,"Fort Towson","Fort Towson HS",NULL,NULL,NULL,NULL,NULL,NULL,15,73,"C    "
223,2015,12,I002,705,12I002705,"FORT TOWSON","FORT TOWSON HS",,,,,,,13,62,"D    "
3809,2016,12,I002,705,12I002705,"FORT TOWSON","FORT TOWSON HS",NULL,NULL,NULL,NULL,NULL,"A    ",17,76,"C    "
222,2015,12,I002,605,12I002605,"FORT TOWSON","FORT TOWSON JHS",15,47,"F    ",14,14,"F    ",29,31,"F    "
3808,2016,12,I002,605,12I002605,"FORT TOWSON","FORT TOWSON JHS",12,42,"F    ",12,50,"F    ",24,46,"F    "
1982,2014,10,I074,105,10I074105,Fox,"Fox ES",19,53,"F    ",20,35,"F    ",39,44,"F    "
190,2015,10,I074,105,10I074105,FOX,"FOX ES",23,30,"F    ",23,57,"F    ",46,43,"F    "
3776,2016,10,I074,105,10I074105,FOX,"FOX ES",24,46,"F    ",24,42,"F    ",48,44,"F    "
1983,2014,10,I074,705,10I074705,Fox,"Fox HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
191,2015,10,I074,705,10I074705,FOX,"FOX HS",,,,,,,,,""
3777,2016,10,I074,705,10I074705,FOX,"FOX HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
