Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetteGrade
2014,Beaver,Beaver,"Beaver ES",4I022,04I022105,79,C+
2015,BEAVER,BEAVER,"BEAVER ES",04I022,04I022105,73,C
2016,BEAVER,BEAVER,"BEAVER ES",04I022,04I022105,77,C+
2013,Beaver,Beaver,"Beaver HS",04I022,04I022705,89,B+
2014,Beaver,Beaver,"Beaver HS",4I022,04I022705,77,C+
2015,BEAVER,BEAVER,"BEAVER HS",04I022,04I022705,84,B
2016,BEAVER,BEAVER,"BEAVER HS",04I022,04I022705,78,C+
2013,Okmulgee,Beggs,"Beggs ES",56I004,56I004105,80,B-
2014,Okmulgee,Beggs,"Beggs ES",56I004,56I004105,74,C
2015,OKMULGEE,BEGGS,"BEGGS ES",56I004,56I004105,77,C+
2016,OKMULGEE,BEGGS,"BEGGS ES",56I004,56I004105,84,B
2013,Okmulgee,Beggs,"Beggs HS",56I004,56I004705,83,B
2014,Okmulgee,Beggs,"Beggs HS",56I004,56I004705,73,C
2015,OKMULGEE,BEGGS,"BEGGS HS",56I004,56I004705,74,C
2016,OKMULGEE,BEGGS,"BEGGS HS",56I004,56I004705,70,C-
2013,Okmulgee,Beggs,"Beggs MS",56I004,56I004505,67,D+
2014,Okmulgee,Beggs,"Beggs MS",56I004,56I004505,59,F
2015,OKMULGEE,BEGGS,"BEGGS MS",56I004,56I004505,58,F
2016,OKMULGEE,BEGGS,"BEGGS MS",56I004,56I004505,68,D+
2013,Okmulgee,Beggs,"Beggs Upper ES",56I004,56I004405,62,D-
2014,Okmulgee,Beggs,"Beggs Upper ES",56I004,56I004405,59,F
2013,Sequoyah,Belfonte,"Belfonte Bell ES (Adair Cnty)",68C050,68C050110,50,F
2014,Sequoyah,Belfonte,"Belfonte Bell ES (Adair Cnty)",68C050,68C050110,84,B
2015,SEQUOYAH,BELFONTE,"BELFONTE BELL ES (ADAIR CNTY)",68C050,68C050110,30,F
2016,SEQUOYAH,BELFONTE,"BELFONTE BELL ES (ADAIR CNTY)",68C050,68C050110,65,D
2013,Sequoyah,Belfonte,"Belfonte Public School",68C050,68C050105,40,F
2014,Sequoyah,Belfonte,"Belfonte Public School",68C050,68C050105,98,A+
2015,SEQUOYAH,BELFONTE,"BELFONTE PUBLIC SCHOOL",68C050,68C050105,64,D
2016,SEQUOYAH,BELFONTE,"BELFONTE PUBLIC SCHOOL",68C050,68C050105,96,A
2013,Bryan,Bennington,"Bennington ES",07I040,07I040105,81,B-
2014,Bryan,Bennington,"Bennington ES",7I040,07I040105,87,B+
2015,BRYAN,BENNINGTON,"BENNINGTON ES",07I040,07I040105,79,C+
2016,BRYAN,BENNINGTON,"BENNINGTON ES",07I040,07I040105,81,B-
2013,Bryan,Bennington,"Bennington HS",07I040,07I040705,87,B+
2014,Bryan,Bennington,"Bennington HS",7I040,07I040705,83,B
2015,BRYAN,BENNINGTON,"BENNINGTON HS",07I040,07I040705,82,B-
2016,BRYAN,BENNINGTON,"BENNINGTON HS",07I040,07I040705,76,C
2013,Tulsa,Berryhill,"Berryhill ES South",72I010,72I010105,81,B-
2014,Tulsa,Berryhill,"Berryhill ES South",72I010,72I010105,77,C+
2015,TULSA,BERRYHILL,"BERRYHILL ES SOUTH",72I010,72I010105,77,C+
2016,TULSA,BERRYHILL,"BERRYHILL ES SOUTH",72I010,72I010105,80,B-
2013,Tulsa,Berryhill,"Berryhill HS",72I010,72I010705,99,A+
2014,Tulsa,Berryhill,"Berryhill HS",72I010,72I010705,90,A-
2015,TULSA,BERRYHILL,"BERRYHILL HS",72I010,72I010705,98,A+
2016,TULSA,BERRYHILL,"BERRYHILL HS",72I010,72I010705,89,B+
2013,Tulsa,Berryhill,"Berryhill MS",72I010,72I010510,90,A-
2014,Tulsa,Berryhill,"Berryhill MS",72I010,72I010510,87,B+
2015,TULSA,BERRYHILL,"BERRYHILL MS",72I010,72I010510,87,B+
2016,TULSA,BERRYHILL,"BERRYHILL MS",72I010,72I010510,90,A-
2013,Oklahoma,Bethany,"Bethany HS",55I088,55I088705,105,A+
2014,Oklahoma,Bethany,"Bethany HS",55I088,55I088705,100,A+
2015,OKLAHOMA,BETHANY,"BETHANY HS",55I088,55I088705,92,A-
2016,OKLAHOMA,BETHANY,"BETHANY HS",55I088,55I088705,80,B-
2013,Oklahoma,Bethany,"Bethany MS",55I088,55I088505,89,B+
2014,Oklahoma,Bethany,"Bethany MS",55I088,55I088505,98,A+
2015,OKLAHOMA,BETHANY,"BETHANY MS",55I088,55I088505,91,A-
2016,OKLAHOMA,BETHANY,"BETHANY MS",55I088,55I088505,89,B+
2013,Oklahoma,Bethany,"Children'S Ctr",55I088,55I088110,0,N/
2014,Oklahoma,Bethany,"Children'S Ctr",55I088,55I088110,69,D+
2015,OKLAHOMA,BETHANY,"CHILDREN'S CTR",55I088,55I088110,NULL,N/
2016,OKLAHOMA,BETHANY,"CHILDREN'S CTR",55I088,55I088110,N/A,N/
2013,Oklahoma,Bethany,"Earl Harris ES",55I088,55I088105,97,A+
2014,Oklahoma,Bethany,"Earl Harris ES",55I088,55I088105,96,A
2015,OKLAHOMA,BETHANY,"EARL HARRIS ES",55I088,55I088105,98,A+
2016,OKLAHOMA,BETHANY,"EARL HARRIS ES",55I088,55I088105,96,A
2013,Pottawatomie,Bethel,"Bethel ES",63I003,63I003105,85,B
2014,Pottawatomie,Bethel,"Bethel ES",63I003,63I003105,82,B-
2015,POTTAWATOMIE,BETHEL,"BETHEL ES",63I003,63I003105,76,C
2016,POTTAWATOMIE,BETHEL,"BETHEL ES",63I003,63I003105,87,B+
2013,Pottawatomie,Bethel,"Bethel HS",63I003,63I003705,91,A-
2014,Pottawatomie,Bethel,"Bethel HS",63I003,63I003705,91,A-
2015,POTTAWATOMIE,BETHEL,"BETHEL HS",63I003,63I003705,94,A
2016,POTTAWATOMIE,BETHEL,"BETHEL HS",63I003,63I003705,85,B
2013,Pottawatomie,Bethel,"Bethel MS",63I003,63I003505,82,B-
2014,Pottawatomie,Bethel,"Bethel MS",63I003,63I003505,80,B-
2015,POTTAWATOMIE,BETHEL,"BETHEL MS",63I003,63I003505,78,C+
2016,POTTAWATOMIE,BETHEL,"BETHEL MS",63I003,63I003505,81,B-
2013,Cotton,"Big Pasture","Big Pasture ES",17I333,17I333105,90,A-
2014,Cotton,"Big Pasture","Big Pasture ES",17I333,17I333105,87,B+
2015,COTTON,"BIG PASTURE","BIG PASTURE ES",17I333,17I333105,90,A-
2016,COTTON,"BIG PASTURE","BIG PASTURE ES",17I333,17I333105,92,A-
2013,Cotton,"Big Pasture","Big Pasture HS",17I333,17I333705,105,A+
2014,Cotton,"Big Pasture","Big Pasture HS",17I333,17I333705,104,A+
2015,COTTON,"BIG PASTURE","BIG PASTURE HS",17I333,17I333705,96,A
2016,COTTON,"BIG PASTURE","BIG PASTURE HS",17I333,17I333705,87,B+
2013,Noble,Billings,"Billings ES",52I002,52I002105,65,D
2014,Noble,Billings,"Billings ES",52I002,52I002105,78,C+
2015,NOBLE,BILLINGS,"BILLINGS ES",52I002,52I002105,65,D
2016,NOBLE,BILLINGS,"BILLINGS ES",52I002,52I002105,53,F
2013,Noble,Billings,"Billings HS",52I002,52I002705,40,F
2014,Noble,Billings,"Billings HS",52I002,52I002705,69,D+
2015,NOBLE,BILLINGS,"BILLINGS HS",52I002,52I002705,79,C+
2016,NOBLE,BILLINGS,"BILLINGS HS",52I002,52I002705,70,D-
2013,Caddo,Binger-Oney,"Binger-Oney ES",08I168,08I168105,65,D
2014,Caddo,Binger-Oney,"Binger-Oney ES",8I168,08I168105,67,D+
2015,CADDO,BINGER-ONEY,"BINGER-ONEY ES",08I168,08I168105,62,D-
2016,CADDO,BINGER-ONEY,"BINGER-ONEY ES",08I168,08I168105,74,C
2013,Caddo,Binger-Oney,"Binger-Oney HS",08I168,08I168705,89,B+
2014,Caddo,Binger-Oney,"Binger-Oney HS",8I168,08I168705,80,B-
2015,CADDO,BINGER-ONEY,"BINGER-ONEY HS",08I168,08I168705,64,D
2016,CADDO,BINGER-ONEY,"BINGER-ONEY HS",08I168,08I168705,65,D
2013,Comanche,Bishop,"Bishop Public School",16C049,16C049105,95,A
2014,Comanche,Bishop,"Bishop Public School",16C049,16C049105,98,A+
2015,COMANCHE,BISHOP,"BISHOP PUBLIC SCHOOL",16C049,16C049105,98,A+
2016,COMANCHE,BISHOP,"BISHOP PUBLIC SCHOOL",16C049,16C049105,98,A+
2013,Tulsa,Bixby,"Bixby HS",72I004,72I004705,99,A+
2014,Tulsa,Bixby,"Bixby HS",72I004,72I004705,100,A+
2015,TULSA,BIXBY,"BIXBY HS",72I004,72I004705,96,A
2016,TULSA,BIXBY,"BIXBY HS",72I004,72I004705,88,B+
2013,Tulsa,Bixby,"Bixby MS",72I004,72I004505,91,A-
2014,Tulsa,Bixby,"Bixby MS",72I004,72I004505,94,A
2015,TULSA,BIXBY,"BIXBY MS",72I004,72I004505,94,A
2016,TULSA,BIXBY,"BIXBY MS",72I004,72I004505,91,A-
2013,Tulsa,Bixby,"Bixby North ES",72I004,72I004120,95,A
2014,Tulsa,Bixby,"Bixby North ES",72I004,72I004120,98,A+
2015,TULSA,BIXBY,"BIXBY NORTH ES",72I004,72I004120,102,A+
2016,TULSA,BIXBY,"BIXBY NORTH ES",72I004,72I004120,102,A+
2013,Tulsa,Bixby,"Central ES",72I004,72I004110,93,A
2014,Tulsa,Bixby,"Central ES",72I004,72I004110,96,A
2015,TULSA,BIXBY,"CENTRAL ES",72I004,72I004110,90,A-
2016,TULSA,BIXBY,"CENTRAL ES",72I004,72I004110,89,B+
2013,Tulsa,Bixby,"Central Intermediate School",72I004,72I004140,86,B
2014,Tulsa,Bixby,"Central Intermediate School",72I004,72I004140,91,A-
2015,TULSA,BIXBY,"CENTRAL INTERMEDIATE SCHOOL",72I004,72I004140,86,B
2016,TULSA,BIXBY,"CENTRAL INTERMEDIATE SCHOOL",72I004,72I004140,88,B+
2013,Tulsa,Bixby,"North Intermediate School",72I004,72I004130,91,A-
2014,Tulsa,Bixby,"North Intermediate School",72I004,72I004130,95,A
2015,TULSA,BIXBY,"NORTH INTERMEDIATE SCHOOL",72I004,72I004130,90,A-
2016,TULSA,BIXBY,"NORTH INTERMEDIATE SCHOOL",72I004,72I004130,93,A
2014,Tulsa,Bixby,"Northeast ES And Is",72I004,72I004150,85,B
2015,TULSA,BIXBY,"NORTHEAST ES AND IS",72I004,72I004150,85,B
2016,TULSA,BIXBY,"NORTHEAST ES AND IS",72I004,72I004150,84,B
2013,Kay,Blackwell,"Blackwell ES",36I045,36I045125,78,C+
2014,Kay,Blackwell,"Blackwell ES",36I045,36I045125,75,C
2015,KAY,BLACKWELL,"BLACKWELL ES",36I045,36I045125,81,B-
2016,KAY,BLACKWELL,"BLACKWELL ES",36I045,36I045125,76,C
2013,Kay,Blackwell,"Blackwell HS",36I045,36I045705,88,B+
2014,Kay,Blackwell,"Blackwell HS",36I045,36I045705,67,D+
2015,KAY,BLACKWELL,"BLACKWELL HS",36I045,36I045705,73,C
2016,KAY,BLACKWELL,"BLACKWELL HS",36I045,36I045705,63,D
2013,Kay,Blackwell,"Blackwell MS",36I045,36I045505,83,B
2014,Kay,Blackwell,"Blackwell MS",36I045,36I045505,82,B-
2015,KAY,BLACKWELL,"BLACKWELL MS",36I045,36I045505,72,C-
2016,KAY,BLACKWELL,"BLACKWELL MS",36I045,36I045505,81,B-
2013,Kay,Blackwell,"Huston Ec Ctr",36I045,36I045105,78,C+
2014,Kay,Blackwell,"Huston Ec Ctr",36I045,36I045105,75,C
2013,Jackson,Blair,"Blair ES",33I054,33I054105,68,D+
2014,Jackson,Blair,"Blair ES",33I054,33I054105,59,F
2015,JACKSON,BLAIR,"BLAIR ES",33I054,33I054105,69,D+
2016,JACKSON,BLAIR,"BLAIR ES",33I054,33I054105,61,D-
2013,Jackson,Blair,"Blair HS",33I054,33I054705,96,A
2014,Jackson,Blair,"Blair HS",33I054,33I054705,79,C+
2015,JACKSON,BLAIR,"BLAIR HS",33I054,33I054705,82,B-
2016,JACKSON,BLAIR,"BLAIR HS",33I054,33I054705,81,B-
2013,McClain,Blanchard,"Blanchard ES",47I029,47I029105,76,C
2014,McClain,Blanchard,"Blanchard ES",47I029,47I029105,83,B
2015,MCCLAIN,BLANCHARD,"BLANCHARD ES",47I029,47I029105,78,C+
2016,MCCLAIN,BLANCHARD,"BLANCHARD ES",47I029,47I029105,82,B-
2013,McClain,Blanchard,"Blanchard HS",47I029,47I029705,93,A
2014,McClain,Blanchard,"Blanchard HS",47I029,47I029705,89,B+
2015,MCCLAIN,BLANCHARD,"BLANCHARD HS",47I029,47I029705,87,B+
2016,MCCLAIN,BLANCHARD,"BLANCHARD HS",47I029,47I029705,81,B-
2013,McClain,Blanchard,"Blanchard Intermediate ES",47I029,47I029110,76,C
2014,McClain,Blanchard,"Blanchard Intermediate ES",47I029,47I029110,83,B
2015,MCCLAIN,BLANCHARD,"BLANCHARD INTERMEDIATE ES",47I029,47I029110,78,C+
2016,MCCLAIN,BLANCHARD,"BLANCHARD INTERMEDIATE ES",47I029,47I029110,82,B-
2013,McClain,Blanchard,"Blanchard MS",47I029,47I029510,92,A-
2014,McClain,Blanchard,"Blanchard MS",47I029,47I029510,93,A
2015,MCCLAIN,BLANCHARD,"BLANCHARD MS",47I029,47I029510,84,B
2016,MCCLAIN,BLANCHARD,"BLANCHARD MS",47I029,47I029510,89,B+
2013,Craig,Bluejacket,"Bluejacket ES",18I020,18I020105,79,C+
2014,Craig,Bluejacket,"Bluejacket ES",18I020,18I020105,84,B
2015,CRAIG,BLUEJACKET,"BLUEJACKET ES",18I020,18I020105,81,B-
2016,CRAIG,BLUEJACKET,"BLUEJACKET ES",18I020,18I020105,85,B
2013,Craig,Bluejacket,"Bluejacket HS",18I020,18I020705,80,B-
2014,Craig,Bluejacket,"Bluejacket HS",18I020,18I020705,76,C
2015,CRAIG,BLUEJACKET,"BLUEJACKET HS",18I020,18I020705,83,B
2016,CRAIG,BLUEJACKET,"BLUEJACKET HS",18I020,18I020705,81,B-
2013,Craig,Bluejacket,"Bluejacket MS",18I020,18I020505,75,C
2014,Craig,Bluejacket,"Bluejacket MS",18I020,18I020505,79,C+
2015,CRAIG,BLUEJACKET,"BLUEJACKET MS",18I020,18I020505,67,D+
2016,CRAIG,BLUEJACKET,"BLUEJACKET MS",18I020,18I020505,58,F
2013,Cimarron,"Boise City","Boise City ES",13I002,13I002105,63,D
2014,Cimarron,"Boise City","Boise City ES",13I002,13I002105,73,C
2015,CIMARRON,"BOISE CITY","BOISE CITY ES",13I002,13I002105,76,C
2016,CIMARRON,"BOISE CITY","BOISE CITY ES",13I002,13I002105,88,B+
2013,Cimarron,"Boise City","Boise City HS",13I002,13I002705,82,B-
2014,Cimarron,"Boise City","Boise City HS",13I002,13I002705,79,C+
2015,CIMARRON,"BOISE CITY","BOISE CITY HS",13I002,13I002705,69,D+
2016,CIMARRON,"BOISE CITY","BOISE CITY HS",13I002,13I002705,74,C
2014,Cimarron,"Boise City","Boise City JHS",13I002,13I002505,71,C-
2015,CIMARRON,"BOISE CITY","BOISE CITY JHS",13I002,13I002505,74,C
2016,CIMARRON,"BOISE CITY","BOISE CITY JHS",13I002,13I002505,70,C-
2013,"Le Flore",Bokoshe,"Bokoshe ES",40I026,40I026105,65,D
2014,"Le Flore",Bokoshe,"Bokoshe ES",40I026,40I026105,73,C
2015,"LE FLORE",BOKOSHE,"BOKOSHE ES",40I026,40I026105,74,C
2016,"LE FLORE",BOKOSHE,"BOKOSHE ES",40I026,40I026105,50,F
2013,"Le Flore",Bokoshe,"Bokoshe HS",40I026,40I026715,92,A-
2014,"Le Flore",Bokoshe,"Bokoshe HS",40I026,40I026715,64,D
2015,"LE FLORE",BOKOSHE,"BOKOSHE HS",40I026,40I026715,78,C+
2016,"LE FLORE",BOKOSHE,"BOKOSHE HS",40I026,40I026715,61,D-
2013,"Le Flore",Bokoshe,"Bokoshe JHS",40I026,40I026615,70,C-
2014,"Le Flore",Bokoshe,"Bokoshe JHS",40I026,40I026615,76,C
2015,"LE FLORE",BOKOSHE,"BOKOSHE JHS",40I026,40I026615,53,F
2016,"LE FLORE",BOKOSHE,"BOKOSHE JHS",40I026,40I026615,76,C
2013,Caddo,Boone-Apache,"Apache ES",08I056,08I056105,66,D
2014,Caddo,Boone-Apache,"Apache ES",8I056,08I056105,62,D-
2015,CADDO,BOONE-APACHE,"APACHE ES",08I056,08I056105,76,C
2016,CADDO,BOONE-APACHE,"APACHE ES",08I056,08I056105,75,C
2013,Caddo,Boone-Apache,"Apache HS",08I056,08I056705,85,B
2014,Caddo,Boone-Apache,"Apache HS",8I056,08I056705,77,C+
2015,CADDO,BOONE-APACHE,"APACHE HS",08I056,08I056705,75,C
2016,CADDO,BOONE-APACHE,"APACHE HS",08I056,08I056705,82,B-
2013,Caddo,Boone-Apache,"Apache MS",08I056,08I056505,71,C-
2014,Caddo,Boone-Apache,"Apache MS",8I056,08I056505,63,D
2015,CADDO,BOONE-APACHE,"APACHE MS",08I056,08I056505,75,C
2016,CADDO,BOONE-APACHE,"APACHE MS",08I056,08I056505,65,D
2013,Choctaw,Boswell,"Boswell ES",12I001,12I001105,75,C
2014,Choctaw,Boswell,"Boswell ES",12I001,12I001105,68,D+
2015,CHOCTAW,BOSWELL,"BOSWELL ES",12I001,12I001105,80,B-
2016,CHOCTAW,BOSWELL,"BOSWELL ES",12I001,12I001105,80,B-
2013,Choctaw,Boswell,"Boswell HS",12I001,12I001715,103,A+
2014,Choctaw,Boswell,"Boswell HS",12I001,12I001715,96,A
2015,CHOCTAW,BOSWELL,"BOSWELL HS",12I001,12I001715,95,A
2016,CHOCTAW,BOSWELL,"BOSWELL HS",12I001,12I001715,79,C+
2013,Choctaw,Boswell,"Boswell MS",12I001,12I001515,77,C+
2014,Choctaw,Boswell,"Boswell MS",12I001,12I001515,86,B
2015,CHOCTAW,BOSWELL,"BOSWELL MS",12I001,12I001515,63,D
2016,CHOCTAW,BOSWELL,"BOSWELL MS",12I001,12I001515,74,C
2013,Seminole,Bowlegs,"Bowlegs ES",67I003,67I003105,65,D
2014,Seminole,Bowlegs,"Bowlegs ES",67I003,67I003105,69,D+
2015,SEMINOLE,BOWLEGS,"BOWLEGS ES",67I003,67I003105,79,C+
2016,SEMINOLE,BOWLEGS,"BOWLEGS ES",67I003,67I003105,74,C
2013,Seminole,Bowlegs,"Bowlegs HS",67I003,67I003705,72,C-
2014,Seminole,Bowlegs,"Bowlegs HS",67I003,67I003705,69,D+
2015,SEMINOLE,BOWLEGS,"BOWLEGS HS",67I003,67I003705,73,C
2016,SEMINOLE,BOWLEGS,"BOWLEGS HS",67I003,67I003705,62,D-
2013,Osage,Bowring,"Bowring Public School",57C007,57C007105,92,A-
2014,Osage,Bowring,"Bowring Public School",57C007,57C007105,84,B
2015,OSAGE,BOWRING,"BOWRING PUBLIC SCHOOL",57C007,57C007105,72,C-
2016,OSAGE,BOWRING,"BOWRING PUBLIC SCHOOL",57C007,57C007105,75,C
2013,Muskogee,Braggs,"Braggs ES",51I046,51I046105,75,C
2014,Muskogee,Braggs,"Braggs ES",51I046,51I046105,81,B-
2015,MUSKOGEE,BRAGGS,"BRAGGS ES",51I046,51I046105,73,C
2016,MUSKOGEE,BRAGGS,"BRAGGS ES",51I046,51I046105,80,B-
2013,Muskogee,Braggs,"Braggs HS",51I046,51I046705,68,D+
2014,Muskogee,Braggs,"Braggs HS",51I046,51I046705,89,B+
2015,MUSKOGEE,BRAGGS,"BRAGGS HS",51I046,51I046705,92,A-
2016,MUSKOGEE,BRAGGS,"BRAGGS HS",51I046,51I046705,72,C-
2013,Stephens,Bray-Doyle,"Bray-Doyle ES",69I042,69I042105,79,C+
2014,Stephens,Bray-Doyle,"Bray-Doyle ES",69I042,69I042105,65,D
2015,STEPHENS,BRAY-DOYLE,"BRAY-DOYLE ES",69I042,69I042105,65,D
2016,STEPHENS,BRAY-DOYLE,"BRAY-DOYLE ES",69I042,69I042105,69,D+
2013,Stephens,Bray-Doyle,"Bray-Doyle HS",69I042,69I042705,90,A-
2014,Stephens,Bray-Doyle,"Bray-Doyle HS",69I042,69I042705,78,D+
2015,STEPHENS,BRAY-DOYLE,"BRAY-DOYLE HS",69I042,69I042705,84,B
2016,STEPHENS,BRAY-DOYLE,"BRAY-DOYLE HS",69I042,69I042705,78,C+
2013,Grady,"Bridge Creek","Bridge Creek ES",26I095,26I095105,84,B
2014,Grady,"Bridge Creek","Bridge Creek ES",26I095,26I095105,76,C
2015,GRADY,"BRIDGE CREEK","BRIDGE CREEK ES",26I095,26I095105,78,C+
2016,GRADY,"BRIDGE CREEK","BRIDGE CREEK ES",26I095,26I095105,77,C+
2013,Grady,"Bridge Creek","Bridge Creek HS",26I095,26I095705,83,B
2014,Grady,"Bridge Creek","Bridge Creek HS",26I095,26I095705,79,C+
2015,GRADY,"BRIDGE CREEK","BRIDGE CREEK HS",26I095,26I095705,80,B-
2016,GRADY,"BRIDGE CREEK","BRIDGE CREEK HS",26I095,26I095705,79,C+
2013,Grady,"Bridge Creek","Bridge Creek MS",26I095,26I095505,98,A+
2014,Grady,"Bridge Creek","Bridge Creek MS",26I095,26I095505,91,A-
2015,GRADY,"BRIDGE CREEK","BRIDGE CREEK MS",26I095,26I095505,93,A
2016,GRADY,"BRIDGE CREEK","BRIDGE CREEK MS",26I095,26I095505,93,A
2013,Cherokee,Briggs,"Briggs Public School",11C044,11C044105,73,C
2014,Cherokee,Briggs,"Briggs Public School",11C044,11C044105,58,F
2015,CHEROKEE,BRIGGS,"BRIGGS PUBLIC SCHOOL",11C044,11C044105,66,D
2016,CHEROKEE,BRIGGS,"BRIGGS PUBLIC SCHOOL",11C044,11C044105,70,C-
2013,Creek,Bristow,"Bristow HS",19I002,19I002705,75,C
2014,Creek,Bristow,"Bristow HS",19I002,19I002705,77,C+
2015,CREEK,BRISTOW,"BRISTOW HS",19I002,19I002705,69,D+
2016,CREEK,BRISTOW,"BRISTOW HS",19I002,19I002705,68,D+
2013,Creek,Bristow,"Bristow MS",19I002,19I002505,75,C
2014,Creek,Bristow,"Bristow MS",19I002,19I002505,67,D+
2015,CREEK,BRISTOW,"BRISTOW MS",19I002,19I002505,75,C
2016,CREEK,BRISTOW,"BRISTOW MS",19I002,19I002505,76,C
2013,Creek,Bristow,"Collins ES",19I002,19I002115,80,B-
2014,Creek,Bristow,"Collins ES",19I002,19I002115,82,B-
2015,CREEK,BRISTOW,"COLLINS ES",19I002,19I002115,84,B
2016,CREEK,BRISTOW,"COLLINS ES",19I002,19I002115,86,B
2013,Creek,Bristow,"Edison ES",19I002,19I002110,80,B-
2014,Creek,Bristow,"Edison ES",19I002,19I002110,82,B-
2015,CREEK,BRISTOW,"EDISON ES",19I002,19I002110,84,B
2016,CREEK,BRISTOW,"EDISON ES",19I002,19I002110,86,B
2015,TULSA,"BROKEN ARROW","ARROW SPRINGS EARLY CHILDHOOD",72I003,72I003103,NULL,N/
2016,TULSA,"BROKEN ARROW","ARROW SPRINGS EARLY CHILDHOOD",72I003,72I003103,N/A,N/
2013,Tulsa,"Broken Arrow","Arrow Springs ES",72I003,72I003145,78,C+
2013,Tulsa,"Broken Arrow","Arrowhead ES",72I003,72I003120,82,B-
2014,Tulsa,"Broken Arrow","Arrowhead ES",72I003,72I003120,71,C-
2015,TULSA,"BROKEN ARROW","ARROWHEAD ES",72I003,72I003120,74,C
2016,TULSA,"BROKEN ARROW","ARROWHEAD ES",72I003,72I003120,78,C+
2014,Tulsa,"Broken Arrow","Aspen Creek Ec Center",72I003,72I003105,NULL,NULL
2015,TULSA,"BROKEN ARROW","ASPEN CREEK EC CENTER",72I003,72I003105,NULL,N/
2016,TULSA,"BROKEN ARROW","ASPEN CREEK EC CENTER",72I003,72I003105,N/A,N/
2014,Tulsa,"Broken Arrow","Aspen Creek ES",72I003,72I003205,80,B-
2015,TULSA,"BROKEN ARROW","ASPEN CREEK ES",72I003,72I003205,76,C
2016,TULSA,"BROKEN ARROW","ASPEN CREEK ES",72I003,72I003205,77,C+
2015,TULSA,"BROKEN ARROW","BROKEN ARROW FRESHMAN ACADEMY",72I003,72I003700,92,A-
2016,TULSA,"BROKEN ARROW","BROKEN ARROW FRESHMAN ACADEMY",72I003,72I003700,89,B+
2013,Tulsa,"Broken Arrow","Broken Arrow HS",72I003,72I003705,99,A+
2014,Tulsa,"Broken Arrow","Broken Arrow HS",72I003,72I003705,88,B+
2015,TULSA,"BROKEN ARROW","BROKEN ARROW HS",72I003,72I003720,85,B
2016,TULSA,"BROKEN ARROW","BROKEN ARROW HS",72I003,72I003720,71,C-
2013,Tulsa,"Broken Arrow","Broken Arrow N Intermediate HS",72I003,72I003715,96,A
2014,Tulsa,"Broken Arrow","Broken Arrow N Intermediate HS",72I003,72I003715,91,A-
2013,Tulsa,"Broken Arrow","Broken Arrow S Intermediate HS",72I003,72I003710,95,A
2014,Tulsa,"Broken Arrow","Broken Arrow S Intermediate HS",72I003,72I003710,91,A-
2013,Tulsa,"Broken Arrow","Centennial MS",72I003,72I003505,77,C+
2014,Tulsa,"Broken Arrow","Centennial MS",72I003,72I003505,76,C
2015,TULSA,"BROKEN ARROW","CENTENNIAL MS",72I003,72I003505,75,C
2016,TULSA,"BROKEN ARROW","CENTENNIAL MS",72I003,72I003505,75,C
2013,Tulsa,"Broken Arrow","Childers MS",72I003,72I003520,80,B-
2014,Tulsa,"Broken Arrow","Childers MS",72I003,72I003520,75,C
2015,TULSA,"BROKEN ARROW","CHILDERS MS",72I003,72I003520,75,C
2016,TULSA,"BROKEN ARROW","CHILDERS MS",72I003,72I003520,75,C
2013,Tulsa,"Broken Arrow","Country Lane Intermediate ES",72I003,72I003180,86,B
2014,Tulsa,"Broken Arrow","Country Lane Intermediate ES",72I003,72I003180,83,B
2015,TULSA,"BROKEN ARROW","COUNTRY LANE INTERMEDIATE ES",72I003,72I003180,83,B
2016,TULSA,"BROKEN ARROW","COUNTRY LANE INTERMEDIATE ES",72I003,72I003180,84,B
2013,Tulsa,"Broken Arrow","Country Lane Primary ES",72I003,72I003170,86,B
2014,Tulsa,"Broken Arrow","Country Lane Primary ES",72I003,72I003170,83,B
2015,TULSA,"BROKEN ARROW","COUNTRY LANE PRIMARY ES",72I003,72I003170,83,B
2016,TULSA,"BROKEN ARROW","COUNTRY LANE PRIMARY ES",72I003,72I003170,84,B
2014,Tulsa,"Broken Arrow","Creekwood Early Childhood Ctr",72I003,72I003100,NULL,NULL
2015,TULSA,"BROKEN ARROW","CREEKWOOD EARLY CHILDHOOD CTR",72I003,72I003100,NULL,N/
2016,TULSA,"BROKEN ARROW","CREEKWOOD EARLY CHILDHOOD CTR",72I003,72I003100,N/A,N/
2014,Tulsa,"Broken Arrow","Creekwood ES",72I003,72I003200,80,B-
2015,TULSA,"BROKEN ARROW","CREEKWOOD ES",72I003,72I003200,80,B-
2016,TULSA,"BROKEN ARROW","CREEKWOOD ES",72I003,72I003200,76,C
2013,Tulsa,"Broken Arrow","Haskell MS",72I003,72I003515,69,D+
2013,Tulsa,"Broken Arrow","Highland Park ES",72I003,72I003135,79,C+
2014,Tulsa,"Broken Arrow","Highland Park ES",72I003,72I003135,75,C
2015,TULSA,"BROKEN ARROW","HIGHLAND PARK ES",72I003,72I003135,89,B+
2016,TULSA,"BROKEN ARROW","HIGHLAND PARK ES",72I003,72I003135,90,A-
2013,Tulsa,"Broken Arrow","Indian Springs ES",72I003,72I003130,80,B-
2013,Tulsa,"Broken Arrow","Leisure Park ES",72I003,72I003150,86,B
2014,Tulsa,"Broken Arrow","Leisure Park ES",72I003,72I003150,76,C
