Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetteGrade
2016,GARVIN,LINDSAY,"LINDSAY HS",25I009,25I009705,77,C+
2013,Garvin,Lindsay,"Lindsay MS",25I009,25I009505,85,B
2014,Garvin,Lindsay,"Lindsay MS",25I009,25I009505,80,B-
2015,GARVIN,LINDSAY,"LINDSAY MS",25I009,25I009505,79,C+
2016,GARVIN,LINDSAY,"LINDSAY MS",25I009,25I009505,78,C+
2013,Cleveland,"Little Axe","Little Axe ES",14I070,14I070105,62,D-
2014,Cleveland,"Little Axe","Little Axe ES",14I070,14I070105,78,C+
2015,CLEVELAND,"LITTLE AXE","LITTLE AXE ES",14I070,14I070105,79,C+
2016,CLEVELAND,"LITTLE AXE","LITTLE AXE ES",14I070,14I070105,77,C+
2013,Cleveland,"Little Axe","Little Axe HS",14I070,14I070715,89,B+
2014,Cleveland,"Little Axe","Little Axe HS",14I070,14I070715,87,B+
2015,CLEVELAND,"LITTLE AXE","LITTLE AXE HS",14I070,14I070715,82,B-
2016,CLEVELAND,"LITTLE AXE","LITTLE AXE HS",14I070,14I070715,84,B
2013,Cleveland,"Little Axe","Little Axe MS",14I070,14I070505,67,D+
2014,Cleveland,"Little Axe","Little Axe MS",14I070,14I070505,77,C+
2015,CLEVELAND,"LITTLE AXE","LITTLE AXE MS",14I070,14I070505,72,C-
2016,CLEVELAND,"LITTLE AXE","LITTLE AXE MS",14I070,14I070505,65,D
2013,Mayes,"Locust Grove","Locust Grove Early Lrning Ctr",46I017,46I017105,63,D
2014,Mayes,"Locust Grove","Locust Grove Early Lrning Ctr",46I017,46I017105,65,D
2015,MAYES,"LOCUST GROVE","LOCUST GROVE EARLY LRNING CTR",46I017,46I017105,68,D+
2016,MAYES,"LOCUST GROVE","LOCUST GROVE EARLY LRNING CTR",46I017,46I017105,66,D
2013,Mayes,"Locust Grove","Locust Grove HS",46I017,46I017705,90,A-
2014,Mayes,"Locust Grove","Locust Grove HS",46I017,46I017705,85,B
2015,MAYES,"LOCUST GROVE","LOCUST GROVE HS",46I017,46I017705,76,C
2016,MAYES,"LOCUST GROVE","LOCUST GROVE HS",46I017,46I017705,69,D+
2013,Mayes,"Locust Grove","Locust Grove MS",46I017,46I017505,78,C+
2014,Mayes,"Locust Grove","Locust Grove MS",46I017,46I017505,74,C
2015,MAYES,"LOCUST GROVE","LOCUST GROVE MS",46I017,46I017505,73,C
2016,MAYES,"LOCUST GROVE","LOCUST GROVE MS",46I017,46I017505,63,D
2013,Mayes,"Locust Grove","Locust Grove Upper ES",46I017,46I017110,73,C
2014,Mayes,"Locust Grove","Locust Grove Upper ES",46I017,46I017110,65,D
2015,MAYES,"LOCUST GROVE","LOCUST GROVE UPPER ES",46I017,46I017110,68,D+
2016,MAYES,"LOCUST GROVE","LOCUST GROVE UPPER ES",46I017,46I017110,66,D
2013,Kingfisher,Lomega,"Lomega ES",37I003,37I003105,84,B
2014,Kingfisher,Lomega,"Lomega ES",37I003,37I003105,90,A-
2015,KINGFISHER,LOMEGA,"LOMEGA ES",37I003,37I003105,92,A-
2016,KINGFISHER,LOMEGA,"LOMEGA ES",37I003,37I003105,89,B+
2013,Kingfisher,Lomega,"Lomega HS",37I003,37I003705,105,A+
2014,Kingfisher,Lomega,"Lomega HS",37I003,37I003705,95,A
2015,KINGFISHER,LOMEGA,"LOMEGA HS",37I003,37I003705,93,A
2016,KINGFISHER,LOMEGA,"LOMEGA HS",37I003,37I003705,91,A-
2013,Carter,"Lone Grove","Lone Grove HS",10I032,10I032705,92,A-
2014,Carter,"Lone Grove","Lone Grove HS",10I032,10I032705,91,A-
2015,CARTER,"LONE GROVE","LONE GROVE HS",10I032,10I032705,94,A
2016,CARTER,"LONE GROVE","LONE GROVE HS",10I032,10I032705,86,B
2013,Carter,"Lone Grove","Lone Grove Intermediate School",10I032,10I032105,86,B
2014,Carter,"Lone Grove","Lone Grove Intermediate School",10I032,10I032105,90,A-
2015,CARTER,"LONE GROVE","LONE GROVE INTERMEDIATE SCHOOL",10I032,10I032105,86,B
2016,CARTER,"LONE GROVE","LONE GROVE INTERMEDIATE SCHOOL",10I032,10I032105,85,B
2013,Carter,"Lone Grove","Lone Grove MS",10I032,10I032505,79,C+
2014,Carter,"Lone Grove","Lone Grove MS",10I032,10I032505,69,D+
2015,CARTER,"LONE GROVE","LONE GROVE MS",10I032,10I032505,78,C+
2016,CARTER,"LONE GROVE","LONE GROVE MS",10I032,10I032505,72,C-
2013,Carter,"Lone Grove","Lone Grove Primary ES",10I032,10I032110,86,B
2014,Carter,"Lone Grove","Lone Grove Primary ES",10I032,10I032110,90,A-
2015,CARTER,"LONE GROVE","LONE GROVE PRIMARY ES",10I032,10I032110,86,B
2016,CARTER,"LONE GROVE","LONE GROVE PRIMARY ES",10I032,10I032110,85,B
2013,Creek,"Lone Star","Lone Star Public School",19C008,19C008105,78,C+
2014,Creek,"Lone Star","Lone Star Public School",19C008,19C008105,82,B-
2015,CREEK,"LONE STAR","LONE STAR PUBLIC SCHOOL",19C008,19C008105,83,B
2016,CREEK,"LONE STAR","LONE STAR PUBLIC SCHOOL",19C008,19C008105,80,B-
2013,Kiowa,"Lone Wolf","Lone Wolf ES",38I002,38I002105,67,D+
2014,Kiowa,"Lone Wolf","Lone Wolf ES",38I002,38I002105,75,C
2015,KIOWA,"LONE WOLF","LONE WOLF ES",38I002,38I002105,73,C
2016,KIOWA,"LONE WOLF","LONE WOLF ES",38I002,38I002105,71,C-
2013,Kiowa,"Lone Wolf","Lone Wolf HS",38I002,38I002705,0,N/
2014,Kiowa,"Lone Wolf","Lone Wolf HS",38I002,38I002705,40,F
2015,KIOWA,"LONE WOLF","LONE WOLF HS",38I002,38I002705,NULL,N/
2016,KIOWA,"LONE WOLF","LONE WOLF HS",38I002,38I002705,89,B+
2013,Caddo,"Lookeba Sickles","Lookeba-Sickles ES",08I012,08I012105,88,B+
2014,Caddo,"Lookeba Sickles","Lookeba-Sickles ES",8I012,08I012105,78,C+
2015,CADDO,"LOOKEBA SICKLES","LOOKEBA-SICKLES ES",08I012,08I012105,87,B+
2016,CADDO,"LOOKEBA SICKLES","LOOKEBA-SICKLES ES",08I012,08I012105,77,C+
2013,Caddo,"Lookeba Sickles","Lookeba-Sickles HS",08I012,08I012705,91,A-
2014,Caddo,"Lookeba Sickles","Lookeba-Sickles HS",8I012,08I012705,72,C-
2015,CADDO,"LOOKEBA SICKLES","LOOKEBA-SICKLES HS",08I012,08I012705,71,C-
2016,CADDO,"LOOKEBA SICKLES","LOOKEBA-SICKLES HS",08I012,08I012705,81,B-
2013,Cherokee,Lowrey,"Lowrey Public School",11C010,11C010105,58,F
2014,Cherokee,Lowrey,"Lowrey Public School",11C010,11C010105,48,F
2015,CHEROKEE,LOWREY,"LOWREY PUBLIC SCHOOL",11C010,11C010105,70,C-
2016,CHEROKEE,LOWREY,"LOWREY PUBLIC SCHOOL",11C010,11C010105,55,F
2013,McCurtain,Lukfata,"Lukfata Public School",48C009,48C009105,86,B
2014,McCurtain,Lukfata,"Lukfata Public School",48C009,48C009105,80,B-
2015,MCCURTAIN,LUKFATA,"LUKFATA PUBLIC SCHOOL",48C009,48C009105,80,B-
2016,MCCURTAIN,LUKFATA,"LUKFATA PUBLIC SCHOOL",48C009,48C009105,82,B-
2013,Oklahoma,Luther,"Luther ES",55I003,55I003105,75,C
2014,Oklahoma,Luther,"Luther ES",55I003,55I003105,53,F
2015,OKLAHOMA,LUTHER,"LUTHER ES",55I003,55I003105,75,C
2016,OKLAHOMA,LUTHER,"LUTHER ES",55I003,55I003105,84,B
2013,Oklahoma,Luther,"Luther HS",55I003,55I003705,76,C
2014,Oklahoma,Luther,"Luther HS",55I003,55I003705,57,F
2015,OKLAHOMA,LUTHER,"LUTHER HS",55I003,55I003705,81,B-
2016,OKLAHOMA,LUTHER,"LUTHER HS",55I003,55I003705,66,D
2013,Oklahoma,Luther,"Luther MS",55I003,55I003505,72,C-
2014,Oklahoma,Luther,"Luther MS",55I003,55I003505,72,C-
2015,OKLAHOMA,LUTHER,"LUTHER MS",55I003,55I003505,70,C-
2016,OKLAHOMA,LUTHER,"LUTHER MS",55I003,55I003505,78,C+
2013,Pottawatomie,Macomb,"Macomb ES",63I004,63I004110,60,D-
2014,Pottawatomie,Macomb,"Macomb ES",63I004,63I004110,46,F
2015,POTTAWATOMIE,MACOMB,"MACOMB ES",63I004,63I004110,42,F
2016,POTTAWATOMIE,MACOMB,"MACOMB ES",63I004,63I004110,45,F
2013,Pottawatomie,Macomb,"Macomb HS",63I004,63I004705,92,A-
2014,Pottawatomie,Macomb,"Macomb HS",63I004,63I004705,70,C-
2015,POTTAWATOMIE,MACOMB,"MACOMB HS",63I004,63I004705,66,D
2016,POTTAWATOMIE,MACOMB,"MACOMB HS",63I004,63I004705,62,D-
2013,Marshall,Madill,"Madill ES",45I002,45I002105,73,C
2014,Marshall,Madill,"Madill ES",45I002,45I002105,76,C
2015,MARSHALL,MADILL,"MADILL ES",45I002,45I002105,79,C+
2016,MARSHALL,MADILL,"MADILL ES",45I002,45I002105,79,C+
2013,Marshall,Madill,"Madill HS",45I002,45I002705,82,B-
2014,Marshall,Madill,"Madill HS",45I002,45I002705,83,B
2015,MARSHALL,MADILL,"MADILL HS",45I002,45I002705,73,C
2016,MARSHALL,MADILL,"MADILL HS",45I002,45I002705,74,C
2013,Marshall,Madill,"Madill MS",45I002,45I002505,64,D
2014,Marshall,Madill,"Madill MS",45I002,45I002505,71,C-
2015,MARSHALL,MADILL,"MADILL MS",45I002,45I002505,72,C-
2016,MARSHALL,MADILL,"MADILL MS",45I002,45I002505,75,C
2013,Greer,Mangum,"Edison ES",28I001,28I001105,77,C+
2014,Greer,Mangum,"Edison ES",28I001,28I001105,74,C
2015,GREER,MANGUM,"EDISON ES",28I001,28I001105,88,B+
2016,GREER,MANGUM,"EDISON ES",28I001,28I001105,68,D+
2013,Greer,Mangum,"Mangum HS",28I001,28I001705,69,D+
2014,Greer,Mangum,"Mangum HS",28I001,28I001705,90,A-
2015,GREER,MANGUM,"MANGUM HS",28I001,28I001705,73,C
2016,GREER,MANGUM,"MANGUM HS",28I001,28I001705,69,D+
2013,Greer,Mangum,"Mangum MS",28I001,28I001510,83,B
2014,Greer,Mangum,"Mangum MS",28I001,28I001510,78,C+
2015,GREER,MANGUM,"MANGUM MS",28I001,28I001510,76,C
2016,GREER,MANGUM,"MANGUM MS",28I001,28I001510,70,C-
2013,Creek,Mannford,"Mannford Ec Ctr",19I003,19I003115,86,B
2014,Creek,Mannford,"Mannford Ec Ctr",19I003,19I003115,71,C-
2015,CREEK,MANNFORD,"MANNFORD EC CTR",19I003,19I003115,86,B
2016,CREEK,MANNFORD,"MANNFORD EC CTR",19I003,19I003115,87,B+
2013,Creek,Mannford,"Mannford HS",19I003,19I003705,97,A+
2014,Creek,Mannford,"Mannford HS",19I003,19I003705,91,A-
2015,CREEK,MANNFORD,"MANNFORD HS",19I003,19I003705,95,A
2016,CREEK,MANNFORD,"MANNFORD HS",19I003,19I003705,94,A
2013,Creek,Mannford,"Mannford Lower ES",19I003,19I003105,86,B
2014,Creek,Mannford,"Mannford Lower ES",19I003,19I003105,81,B-
2015,CREEK,MANNFORD,"MANNFORD LOWER ES",19I003,19I003105,86,B
2016,CREEK,MANNFORD,"MANNFORD LOWER ES",19I003,19I003105,87,B+
2013,Creek,Mannford,"Mannford MS",19I003,19I003500,87,B+
2014,Creek,Mannford,"Mannford MS",19I003,19I003500,85,B
2015,CREEK,MANNFORD,"MANNFORD MS",19I003,19I003500,78,C+
2016,CREEK,MANNFORD,"MANNFORD MS",19I003,19I003500,82,B-
2013,Creek,Mannford,"Mannford Upper ES",19I003,19I003110,64,D
2014,Creek,Mannford,"Mannford Upper ES",19I003,19I003110,72,C-
2015,CREEK,MANNFORD,"MANNFORD UPPER ES",19I003,19I003110,76,C
2016,CREEK,MANNFORD,"MANNFORD UPPER ES",19I003,19I003110,71,C-
2013,Johnston,Mannsville,"Mannsville Public School",35C007,35C007105,50,F
2014,Johnston,Mannsville,"Mannsville Public School",35C007,35C007105,33,F
2015,JOHNSTON,MANNSVILLE,"MANNSVILLE PUBLIC SCHOOL",35C007,35C007105,60,D-
2016,JOHNSTON,MANNSVILLE,"MANNSVILLE PUBLIC SCHOOL",35C007,35C007105,49,F
2013,Canadian,Maple,"Maple Public School",09C162,09C162105,83,B
2014,Canadian,Maple,"Maple Public School",9C162,09C162105,86,B
2015,CANADIAN,MAPLE,"MAPLE PUBLIC SCHOOL",09C162,09C162105,88,B+
2016,CANADIAN,MAPLE,"MAPLE PUBLIC SCHOOL",09C162,09C162105,94,A
2013,Sequoyah,"Marble City","Marble City Public School",68C035,68C035105,61,D-
2014,Sequoyah,"Marble City","Marble City Public School",68C035,68C035105,60,D-
2015,SEQUOYAH,"MARBLE CITY","MARBLE CITY PUBLIC SCHOOL",68C035,68C035105,70,C-
2016,SEQUOYAH,"MARBLE CITY","MARBLE CITY PUBLIC SCHOOL",68C035,68C035105,71,D-
2013,Love,Marietta,"Marietta ES",43I016,43I016105,66,D
2014,Love,Marietta,"Marietta ES",43I016,43I016105,67,D+
2015,LOVE,MARIETTA,"MARIETTA ES",43I016,43I016105,78,C+
2016,LOVE,MARIETTA,"MARIETTA ES",43I016,43I016105,72,C-
2013,Love,Marietta,"Marietta HS",43I016,43I016705,76,C
2014,Love,Marietta,"Marietta HS",43I016,43I016705,71,C-
2015,LOVE,MARIETTA,"MARIETTA HS",43I016,43I016705,72,C-
2016,LOVE,MARIETTA,"MARIETTA HS",43I016,43I016705,68,D+
2013,Love,Marietta,"Marietta MS",43I016,43I016500,68,D+
2014,Love,Marietta,"Marietta MS",43I016,43I016500,73,C
2015,LOVE,MARIETTA,"MARIETTA MS",43I016,43I016500,70,C-
2016,LOVE,MARIETTA,"MARIETTA MS",43I016,43I016500,62,D-
2013,Stephens,Marlow,"Marlow ES",69I003,69I003105,90,A-
2014,Stephens,Marlow,"Marlow ES",69I003,69I003105,86,B
2015,STEPHENS,MARLOW,"MARLOW ES",69I003,69I003105,80,B-
2016,STEPHENS,MARLOW,"MARLOW ES",69I003,69I003105,81,B-
2013,Stephens,Marlow,"Marlow HS",69I003,69I003705,90,A-
2014,Stephens,Marlow,"Marlow HS",69I003,69I003705,87,B+
2015,STEPHENS,MARLOW,"MARLOW HS",69I003,69I003705,77,C+
2016,STEPHENS,MARLOW,"MARLOW HS",69I003,69I003705,87,B+
2013,Stephens,Marlow,"Marlow MS",69I003,69I003505,81,B-
2014,Stephens,Marlow,"Marlow MS",69I003,69I003505,77,C+
2015,STEPHENS,MARLOW,"MARLOW MS",69I003,69I003505,83,B
2016,STEPHENS,MARLOW,"MARLOW MS",69I003,69I003505,82,B-
2013,Adair,Maryetta,"Maryetta Public School",01C022,01C022105,64,D
2014,Adair,Maryetta,"Maryetta Public School",1C022,01C022105,76,C
2015,ADAIR,MARYETTA,"MARYETTA PUBLIC SCHOOL",01C022,01C022105,68,D+
2016,ADAIR,MARYETTA,"MARYETTA PUBLIC SCHOOL",01C022,01C022105,72,C-
2013,Okfuskee,Mason,"Mason ES",54I002,54I002105,57,F
2014,Okfuskee,Mason,"Mason ES",54I002,54I002105,64,D
2015,OKFUSKEE,MASON,"MASON ES",54I002,54I002105,55,F
2016,OKFUSKEE,MASON,"MASON ES",54I002,54I002105,49,F
2013,Okfuskee,Mason,"Mason HS",54I002,54I002705,93,A
2014,Okfuskee,Mason,"Mason HS",54I002,54I002705,90,A-
2015,OKFUSKEE,MASON,"MASON HS",54I002,54I002705,84,B
2016,OKFUSKEE,MASON,"MASON HS",54I002,54I002705,58,F
2013,Pottawatomie,Maud,"Maud ES",63I117,63I117105,57,F
2014,Pottawatomie,Maud,"Maud ES",63I117,63I117105,59,F
2015,POTTAWATOMIE,MAUD,"MAUD ES",63I117,63I117105,68,D+
2016,POTTAWATOMIE,MAUD,"MAUD ES",63I117,63I117105,58,F
2013,Pottawatomie,Maud,"Maud HS",63I117,63I117705,82,B-
2014,Pottawatomie,Maud,"Maud HS",63I117,63I117705,70,C-
2015,POTTAWATOMIE,MAUD,"MAUD HS",63I117,63I117705,72,C-
2016,POTTAWATOMIE,MAUD,"MAUD HS",63I117,63I117705,76,C
2013,Garvin,Maysville,"Maysville ES",25I007,25I007105,72,C-
2014,Garvin,Maysville,"Maysville ES",25I007,25I007105,74,C
2015,GARVIN,MAYSVILLE,"MAYSVILLE ES",25I007,25I007105,70,C-
2016,GARVIN,MAYSVILLE,"MAYSVILLE ES",25I007,25I007105,68,D+
2013,Garvin,Maysville,"Maysville HS",25I007,25I007715,84,B
2014,Garvin,Maysville,"Maysville HS",25I007,25I007715,88,B+
2015,GARVIN,MAYSVILLE,"MAYSVILLE HS",25I007,25I007715,69,D+
2016,GARVIN,MAYSVILLE,"MAYSVILLE HS",25I007,25I007715,84,B
2013,Pittsburg,McAlester,"Edmond Doyle ES",61I080,61I080105,101,A+
2014,Pittsburg,McAlester,"Edmond Doyle ES",61I080,61I080105,100,A+
2015,PITTSBURG,MCALESTER,"EDMOND DOYLE ES",61I080,61I080105,101,A+
2016,PITTSBURG,MCALESTER,"EDMOND DOYLE ES",61I080,61I080105,95,A
2013,Pittsburg,McAlester,"Emerson ES",61I080,61I080110,69,D+
2014,Pittsburg,McAlester,"Emerson ES",61I080,61I080110,67,D+
2015,PITTSBURG,MCALESTER,"EMERSON ES",61I080,61I080110,78,C+
2016,PITTSBURG,MCALESTER,"EMERSON ES",61I080,61I080110,87,B+
2013,Pittsburg,McAlester,"Jefferson Ec Ctr",61I080,61I080125,0,N/
2014,Pittsburg,McAlester,"Jefferson Ec Ctr",61I080,61I080125,NULL,NULL
2015,PITTSBURG,MCALESTER,"JEFFERSON EC CTR",61I080,61I080125,NULL,N/
2016,PITTSBURG,MCALESTER,"JEFFERSON EC CTR",61I080,61I080125,N/A,N/
2013,Pittsburg,McAlester,"McAlester HS",61I080,61I080705,93,A
2014,Pittsburg,McAlester,"McAlester HS",61I080,61I080705,83,B
2015,PITTSBURG,MCALESTER,"MCALESTER HS",61I080,61I080705,77,C+
2016,PITTSBURG,MCALESTER,"MCALESTER HS",61I080,61I080705,76,C
2013,Pittsburg,McAlester,"Parker Intermediate Ctr",61I080,61I080150,79,C+
2014,Pittsburg,McAlester,"Parker Intermediate Ctr",61I080,61I080150,75,C
2015,PITTSBURG,MCALESTER,"PARKER INTERMEDIATE CTR",61I080,61I080150,72,C-
2016,PITTSBURG,MCALESTER,"PARKER INTERMEDIATE CTR",61I080,61I080150,74,C
2013,Pittsburg,McAlester,"Puterbaugh MS",61I080,61I080510,77,C+
2014,Pittsburg,McAlester,"Puterbaugh MS",61I080,61I080510,67,D+
2015,PITTSBURG,MCALESTER,"PUTERBAUGH MS",61I080,61I080510,71,C-
2016,PITTSBURG,MCALESTER,"PUTERBAUGH MS",61I080,61I080510,64,D
2013,Pittsburg,McAlester,"Washington Ec Ctr",61I080,61I080135,0,N/
2014,Pittsburg,McAlester,"Washington Ec Ctr",61I080,61I080135,84,B
2015,PITTSBURG,MCALESTER,"WASHINGTON EC CTR",61I080,61I080135,NULL,N/
2016,PITTSBURG,MCALESTER,"WASHINGTON EC CTR",61I080,61I080135,N/A,N/
2013,Pittsburg,McAlester,"Will Rogers ES",61I080,61I080130,76,C
2014,Pittsburg,McAlester,"Will Rogers ES",61I080,61I080130,84,B
2015,PITTSBURG,MCALESTER,"WILL ROGERS ES",61I080,61I080130,74,C
2016,PITTSBURG,MCALESTER,"WILL ROGERS ES",61I080,61I080130,81,B-
2013,Pittsburg,McAlester,"William Gay Ec Ctr",61I080,61I080120,0,N/
2014,Pittsburg,McAlester,"William Gay Ec Ctr",61I080,61I080120,NULL,NULL
2015,PITTSBURG,MCALESTER,"WILLIAM GAY EC CTR",61I080,61I080120,NULL,N/
2016,PITTSBURG,MCALESTER,"WILLIAM GAY EC CTR",61I080,61I080120,N/A,N/
2013,Osage,McCord,"McCord Public School",57C077,57C077105,102,A+
2014,Osage,McCord,"McCord Public School",57C077,57C077105,97,A+
2015,OSAGE,MCCORD,"MCCORD PUBLIC SCHOOL",57C077,57C077105,92,A-
2016,OSAGE,MCCORD,"MCCORD PUBLIC SCHOOL",57C077,57C077105,95,A
2013,Haskell,McCurtain,"McCurtain ES",31I037,31I037105,69,D+
2014,Haskell,McCurtain,"McCurtain ES",31I037,31I037105,69,D+
2015,HASKELL,MCCURTAIN,"MCCURTAIN ES",31I037,31I037105,68,D+
2016,HASKELL,MCCURTAIN,"MCCURTAIN ES",31I037,31I037105,67,D+
2013,Haskell,McCurtain,"McCurtain HS",31I037,31I037705,87,B+
2014,Haskell,McCurtain,"McCurtain HS",31I037,31I037705,83,B
2015,HASKELL,MCCURTAIN,"MCCURTAIN HS",31I037,31I037705,80,B-
2016,HASKELL,MCCURTAIN,"MCCURTAIN HS",31I037,31I037705,60,D-
2013,Pottawatomie,McLoud,"McLoud ES",63I001,63I001105,60,D-
2014,Pottawatomie,McLoud,"McLoud ES",63I001,63I001105,73,C
2015,POTTAWATOMIE,MCLOUD,"MCLOUD ES",63I001,63I001105,73,C
2016,POTTAWATOMIE,MCLOUD,"MCLOUD ES",63I001,63I001105,70,C-
2013,Pottawatomie,McLoud,"McLoud HS",63I001,63I001705,87,B+
2014,Pottawatomie,McLoud,"McLoud HS",63I001,63I001705,85,B
2015,POTTAWATOMIE,MCLOUD,"MCLOUD HS",63I001,63I001705,79,C+
2016,POTTAWATOMIE,MCLOUD,"MCLOUD HS",63I001,63I001705,77,C+
2013,Pottawatomie,McLoud,"McLoud JHS",63I001,63I001610,59,F
2014,Pottawatomie,McLoud,"McLoud JHS",63I001,63I001610,74,C
2015,POTTAWATOMIE,MCLOUD,"MCLOUD JHS",63I001,63I001610,71,C-
2016,POTTAWATOMIE,MCLOUD,"MCLOUD JHS",63I001,63I001610,69,D+
2013,Grant,Medford,"Medford ES",27I054,27I054105,70,C-
2014,Grant,Medford,"Medford ES",27I054,27I054105,64,D
2015,GRANT,MEDFORD,"MEDFORD ES",27I054,27I054105,69,D+
2016,GRANT,MEDFORD,"MEDFORD ES",27I054,27I054105,70,C-
2013,Grant,Medford,"Medford HS",27I054,27I054705,95,A
2014,Grant,Medford,"Medford HS",27I054,27I054705,84,B
2015,GRANT,MEDFORD,"MEDFORD HS",27I054,27I054705,91,A-
2016,GRANT,MEDFORD,"MEDFORD HS",27I054,27I054705,80,B-
2013,Lincoln,Meeker,"Meeker ES",41I095,41I095105,76,C
2014,Lincoln,Meeker,"Meeker ES",41I095,41I095105,74,C
2015,LINCOLN,MEEKER,"MEEKER ES",41I095,41I095105,77,C+
2016,LINCOLN,MEEKER,"MEEKER ES",41I095,41I095105,76,C
2013,Lincoln,Meeker,"Meeker HS",41I095,41I095705,92,A-
2014,Lincoln,Meeker,"Meeker HS",41I095,41I095705,80,B-
2015,LINCOLN,MEEKER,"MEEKER HS",41I095,41I095705,82,B-
2016,LINCOLN,MEEKER,"MEEKER HS",41I095,41I095705,80,B-
2013,Lincoln,Meeker,"Meeker MS",41I095,41I095505,73,C
2014,Lincoln,Meeker,"Meeker MS",41I095,41I095505,70,C-
2015,LINCOLN,MEEKER,"MEEKER MS",41I095,41I095505,62,D-
2016,LINCOLN,MEEKER,"MEEKER MS",41I095,41I095505,68,D+
2013,Beckham,Merritt,"Merritt ES",05I002,05I002105,73,C
2014,Beckham,Merritt,"Merritt ES",5I002,05I002105,78,C+
2015,BECKHAM,MERRITT,"MERRITT ES",05I002,05I002105,83,B
2016,BECKHAM,MERRITT,"MERRITT ES",05I002,05I002105,84,B
2013,Beckham,Merritt,"Merritt HS",05I002,05I002705,101,A+
2014,Beckham,Merritt,"Merritt HS",5I002,05I002705,100,A+
2015,BECKHAM,MERRITT,"MERRITT HS",05I002,05I002705,100,A+
2016,BECKHAM,MERRITT,"MERRITT HS",05I002,05I002705,90,A-
2013,Ottawa,Miami,"Miami HS",58I023,58I023705,87,B+
2014,Ottawa,Miami,"Miami HS",58I023,58I023705,78,C+
2015,OTTAWA,MIAMI,"MIAMI HS",58I023,58I023705,69,D+
2016,OTTAWA,MIAMI,"MIAMI HS",58I023,58I023705,75,C
2013,Ottawa,Miami,"Nichols ES",58I023,58I023110,74,C
2014,Ottawa,Miami,"Nichols ES",58I023,58I023110,79,C+
2015,OTTAWA,MIAMI,"NICHOLS ES",58I023,58I023110,73,C
2016,OTTAWA,MIAMI,"NICHOLS UPPER ES",58I023,58I023140,79,C+
2013,Ottawa,Miami,"Rockdale ES",58I023,58I023115,84,B
2014,Ottawa,Miami,"Rockdale ES",58I023,58I023115,74,C
2015,OTTAWA,MIAMI,"ROCKDALE ES",58I023,58I023115,75,C
2016,OTTAWA,MIAMI,"ROCKDALE ES",58I023,58I023115,87,B+
2013,Ottawa,Miami,"Roosevelt ES",58I023,58I023120,73,C
2014,Ottawa,Miami,"Roosevelt ES",58I023,58I023120,62,D-
2015,OTTAWA,MIAMI,"ROOSEVELT ES",58I023,58I023120,88,B+
2016,OTTAWA,MIAMI,"ROOSEVELT ES",58I023,58I023120,91,A-
2013,Ottawa,Miami,"Washington ES",58I023,58I023130,91,A-
2014,Ottawa,Miami,"Washington ES",58I023,58I023130,91,A-
2015,OTTAWA,MIAMI,"WASHINGTON ES",58I023,58I023130,81,B-
2016,OTTAWA,MIAMI,"WASHINGTON ES",58I023,58I023130,71,C-
2013,Ottawa,Miami,"Will Rogers MS",58I023,58I023505,73,C
2014,Ottawa,Miami,"Will Rogers MS",58I023,58I023505,65,D
2015,OTTAWA,MIAMI,"WILL ROGERS MS",58I023,58I023505,69,D+
2016,OTTAWA,MIAMI,"WILL ROGERS MS",58I023,58I023505,69,D+
2013,Ottawa,Miami,"Wilson ES",58I023,58I023135,68,D+
2014,Ottawa,Miami,"Wilson ES",58I023,58I023135,63,D
2015,OTTAWA,MIAMI,"WILSON ES",58I023,58I023135,55,F
2016,OTTAWA,MIAMI,"WILSON ES",58I023,58I023135,55,F
2013,Grady,Middleberg,"Middleberg Public School",26C096,26C096105,88,B+
2014,Grady,Middleberg,"Middleberg Public School",26C096,26C096105,84,B
2015,GRADY,MIDDLEBERG,"MIDDLEBERG PUBLIC SCHOOL",26C096,26C096105,84,B
2016,GRADY,MIDDLEBERG,"MIDDLEBERG PUBLIC SCHOOL",26C096,26C096105,86,B
2013,McIntosh,Midway,"Midway ES",49I027,49I027105,85,B
2014,McIntosh,Midway,"Midway ES",49I027,49I027105,86,B
2015,MCINTOSH,MIDWAY,"MIDWAY ES",49I027,49I027105,83,B
2016,MCINTOSH,MIDWAY,"MIDWAY ES",49I027,49I027105,64,D
2013,McIntosh,Midway,"Midway HS",49I027,49I027705,92,A-
2014,McIntosh,Midway,"Midway HS",49I027,49I027705,68,D+
2015,MCINTOSH,MIDWAY,"MIDWAY HS",49I027,49I027705,63,D
2016,MCINTOSH,MIDWAY,"MIDWAY HS",49I027,49I027705,81,B-
2013,Oklahoma,"Midwest City-Del City","Barnes ES",55I052,55I052105,85,B
2014,Oklahoma,"Midwest City-Del City","Barnes ES",55I052,55I052105,85,B
2015,OKLAHOMA,"MIDWEST CITY-DEL CITY","BARNES ES",55I052,55I052105,78,C+
2016,OKLAHOMA,"MIDWEST CITY-DEL CITY","BARNES ES",55I052,55I052105,82,B-
2013,Oklahoma,"Midwest City-Del City","Carl Albert HS",55I052,55I052705,98,A+
2014,Oklahoma,"Midwest City-Del City","Carl Albert HS",55I052,55I052705,97,A+
2015,OKLAHOMA,"MIDWEST CITY-DEL CITY","CARL ALBERT HS",55I052,55I052705,96,A
2016,OKLAHOMA,"MIDWEST CITY-DEL CITY","CARL ALBERT HS",55I052,55I052705,92,A-
