Year,DistrictName,SchoolName,DistrictKey,DistrictCode,SiteCode,FullCode,DropOutRate,AP_participationIndex,AP_PerformanceIndex,GradRate,LowPerfm_Grade8,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,EOIPerformanceRate,AchievedGrowthTarget,OverallParticipation_County
2014,Mannford,Mannford Upper ES,I003,,110,19I003110,,,,,,,,,,725
2015,MANNFORD,MANNFORD UPPER ES,I003,19I003,110,19I003110,,,,,0,,0,0,0,739
2016,MANNFORD,MANNFORD UPPER ES,I003,,110,19I003110,,,,,0,,0,0,0,660
2013,Mannsville,Mannsville Public School,C007,,105,,0.05,0.05,,,,,,,,118
2014,Mannsville,Mannsville Public School,C007,,105,35C007105,0.05,0.05,,,,,,,,148
2015,MANNSVILLE,MANNSVILLE PUBLIC SCHOOL,C007,35C007,105,35C007105,0.05,0.05,,,0,,0,0,0,192
2016,MANNSVILLE,MANNSVILLE PUBLIC SCHOOL,C007,,105,35C007105,0.05,0.05,,,0,,0,0,0,160
2013,Maple,Maple Public School,C162,,105,,0.05,0.17,,,,,,,,260
2014,Maple,Maple Public School,C162,,105,09C162105,0.05,0.05,,,,,,,,241
2015,MAPLE,MAPLE PUBLIC SCHOOL,C162,09C162,105,09C162105,0.05,0.13,,,0,,0,0,0,258
2016,MAPLE,MAPLE PUBLIC SCHOOL,C162,,105,09C162105,0.05,0.28,,,0,,0,0,0,206
2013,Marble City,Marble City Public School,C035,,105,,0.05,0.05,,,,,,,,175
2014,Marble City,Marble City Public School,C035,,105,68C035105,0.05,0.24,,,,,,,,168
2015,MARBLE CITY,MARBLE CITY PUBLIC SCHOOL,C035,68C035,105,68C035105,0.05,0.26,,,0,,0,0,0,237
2016,MARBLE CITY,MARBLE CITY PUBLIC SCHOOL,C035,,105,68C035105,0.05,0.05,,,0,,0,0,0,212
2013,Marietta,Marietta ES,I016,,105,,,,,,,,,,,590
2014,Marietta,Marietta ES,I016,,105,43I016105,,,,,,,,,,674
2015,MARIETTA,MARIETTA ES,I016,43I016,105,43I016105,,,,,0,,0,0,0,636
2016,MARIETTA,MARIETTA ES,I016,,105,43I016105,,,,,0,,0,0,0,616
2013,Marietta,Marietta HS,I016,,705,,,0.75,0.88,0.95,0.95,0.74,0.4,0.7,,440
2014,Marietta,Marietta HS,I016,,705,43I016705,,0.66,0.95,0.89,0.95,0.62,0.38,0.7,2,492
2015,MARIETTA,MARIETTA HS,I016,43I016,705,43I016705,,0.58,0.95,0.81,0.76,0.95,0.27,0.46,2,522
2016,MARIETTA,MARIETTA HS,I016,,705,43I016705,,0.47,0.95,0.84,0.59,0.6,0.27,0.58,4,503
2013,Marietta,Marietta MS,I016,,500,,0.05,0.2,,,,,,,,573
2014,Marietta,Marietta MS,I016,,500,43I016500,0.05,0.13,,,,,,,,600
2015,MARIETTA,MARIETTA MS,I016,43I016,500,43I016500,0.05,0.24,,,0,,0,0,0,782
2016,MARIETTA,MARIETTA MS,I016,,500,43I016500,0.05,0.28,,,0,,0,0,0,668
2013,Marlow,Marlow ES,I003,,105,,,,,,,,,,,811
2014,Marlow,Marlow ES,I003,,105,69I003105,,,,,,,,,,817
2015,MARLOW,MARLOW ES,I003,69I003,105,69I003105,,,,,0,,0,0,0,1028
2016,MARLOW,MARLOW ES,I003,,105,69I003105,,,,,0,,0,0,0,778
2013,Marlow,Marlow HS,I003,,705,,,0.8,0.73,0.72,0.76,0.81,0.7,0.79,,598
2014,Marlow,Marlow HS,I003,,705,69I003705,,0.32,0.57,0.88,0.71,0.79,0.52,0.79,3,607
2015,MARLOW,MARLOW HS,I003,69I003,705,69I003705,,0.19,0.95,0.86,0.79,0.81,0.5,0.7,3,621
2016,MARLOW,MARLOW HS,I003,,705,69I003705,,0.42,0.95,0.95,0.94,0.76,0.62,0.73,5,552
2013,Marlow,Marlow MS,I003,,505,,0.05,0.55,,,,,,,,808
2014,Marlow,Marlow MS,I003,,505,69I003505,0.05,0.88,,,,,,,,880
2015,MARLOW,MARLOW MS,I003,69I003,505,69I003505,0.05,0.67,,,0,,0,0,0,1003
2016,MARLOW,MARLOW MS,I003,,505,69I003505,0.05,0.95,,,0,,0,0,0,909
2013,Maryetta,Maryetta Public School,C022,,105,,0.05,0.05,,,,,,,,962
2014,Maryetta,Maryetta Public School,C022,,105,01C022105,0.05,0.05,,,,,,,,1089
2015,MARYETTA,MARYETTA PUBLIC SCHOOL,C022,01C022,105,01C022105,0.05,0.05,,,0,,0,0,0,1128
2016,MARYETTA,MARYETTA PUBLIC SCHOOL,C022,,105,01C022105,0.05,0.3,,,0,,0,0,0,1074
2013,Mason,Mason ES,I002,,105,,0.05,0.05,,,,,,,,308
2014,Mason,Mason ES,I002,,105,54I002105,0.05,0.05,,,,,,,,350
2015,MASON,MASON ES,I002,54I002,105,54I002105,0.05,0.05,,,0,,0,0,0,390
2016,MASON,MASON ES,I002,,105,54I002105,0.05,0.05,,,0,,0,0,0,319
2013,Mason,Mason HS,I002,,705,,,0.08,0.12,0.95,0.95,0.75,0.2,0.67,,139
2014,Mason,Mason HS,I002,,705,54I002705,,0.31,0.95,0.9,0.86,0.73,0.36,0.94,5,166
2015,MASON,MASON HS,I002,54I002,705,54I002705,,0.4,0.95,0.8,0,0.76,0.38,0.75,3,153
2016,MASON,MASON HS,I002,,705,54I002705,,0.25,0.73,0.81,0.67,0.82,0.26,0.82,2,137
2013,Maud,Maud ES,I117,,105,,0.05,0.05,,,,,,,,359
2014,Maud,Maud ES,I117,,105,63I117105,0.05,0.05,,,,,,,,427
2015,MAUD,MAUD ES,I117,63I117,105,63I117105,0.05,0.05,,,0,,0,0,0,465
2016,MAUD,MAUD ES,I117,,105,63I117105,0.05,0.05,,,0,,0,0,0,373
2013,Maud,Maud HS,I117,,705,,,0.36,0.95,0.91,0.95,0.56,0.5,0.38,,204
2014,Maud,Maud HS,I117,,705,63I117705,,0.61,0.95,0.94,0.91,0.35,0.22,0.38,3,123
2015,MAUD,MAUD HS,I117,63I117,705,63I117705,,0.46,0.95,0.79,0.8,0.78,0.24,0.27,2,130
2016,MAUD,MAUD HS,I117,,705,63I117705,,0.33,0.95,0.9,0.94,0.52,0.55,0.37,5,141
2013,Maysville,Maysville ES,I007,,105,,0.05,0.32,,,,,,,,395
2014,Maysville,Maysville ES,I007,,105,25I007105,0.05,0.09,,,,,,,,465
2015,MAYSVILLE,MAYSVILLE ES,I007,25I007,105,25I007105,0.05,0.33,,,0,,0,0,0,462
2016,MAYSVILLE,MAYSVILLE ES,I007,,105,25I007105,0.05,0.47,,,0,,0,0,0,358
2013,Maysville,Maysville HS,I007,,715,,,0.77,0.91,0.61,0.83,0.48,0.5,0.76,,174
2014,Maysville,Maysville HS,I007,,715,25I007715,,0.51,0.87,0.71,0.65,0.95,0.24,0.76,3,168
2015,MAYSVILLE,MAYSVILLE HS,I007,25I007,715,25I007715,,0.38,0.95,0.77,0.84,0.81,0.33,0.5,4,203
2016,MAYSVILLE,MAYSVILLE HS,I007,,715,25I007715,,0.53,0.92,0.95,0,0.67,0.21,0.5,4,156
2013,McAlester,Edmond Doyle ES,I080,,105,,,,,,,,,,,128
2014,McAlester,Edmond Doyle ES,I080,,105,61I080105,,,,,,,,,,98
2015,MCALESTER,EDMOND DOYLE ES,I080,61I080,105,61I080105,,,,,0,,0,0,0,142
2016,MCALESTER,EDMOND DOYLE ES,I080,,105,61I080105,,,,,0,,0,0,0,188
2013,McAlester,Emerson ES,I080,,110,,,,,,,,,,,256
2014,McAlester,Emerson ES,I080,,110,61I080110,,,,,,,,,,277
2015,MCALESTER,EMERSON ES,I080,61I080,110,61I080110,,,,,0,,0,0,0,235
2016,MCALESTER,EMERSON ES,I080,,110,61I080110,,,,,0,,0,0,0,275
2013,McAlester,Jefferson Ec Ctr,I080,,125,,,,,,,,,,,
2014,McAlester,Jefferson Ec Ctr,I080,,125,61I080125,,,,,,,,,,
2015,MCALESTER,JEFFERSON EC CTR,I080,61I080,125,61I080125,,,,,0,,0,0,0,0
2016,MCALESTER,JEFFERSON EC CTR,I080,,125,61I080125,,,,,0,,0,0,0,0
2013,McAlester,McAlester HS,I080,,705,,,0.95,0.85,0.68,0.68,0.8,0.55,0.74,,1273
2014,McAlester,McAlester HS,I080,,705,61I080705,,0.95,0.52,0.83,0.7,0.76,0.53,0.74,3,1374
2015,MCALESTER,MCALESTER HS,I080,61I080,705,61I080705,,0.95,0.94,0.81,0.72,0.84,0.63,0.73,2,1353
2016,MCALESTER,MCALESTER HS,I080,,705,61I080705,,0.95,0.95,0.79,0.59,0.69,0.51,0.72,2,1255
2013,McAlester,Parker Intermediate Ctr,I080,,150,,,,,,,,,,,1069
2014,McAlester,Parker Intermediate Ctr,I080,,150,61I080150,,,,,,,,,,1455
2015,MCALESTER,PARKER INTERMEDIATE CTR,I080,61I080,150,61I080150,,,,,0,,0,0,0,1491
2016,MCALESTER,PARKER INTERMEDIATE CTR,I080,,150,61I080150,,,,,0,,0,0,0,1194
2013,McAlester,Puterbaugh MS,I080,,510,,0.05,0.61,,,,,,,,1263
2014,McAlester,Puterbaugh MS,I080,,510,61I080510,0.05,0.54,,,,,,,,1301
2015,MCALESTER,PUTERBAUGH MS,I080,61I080,510,61I080510,0.05,0.52,,,0,,0,0,0,1553
2016,MCALESTER,PUTERBAUGH MS,I080,,510,61I080510,0.05,0.05,,,0,,0,0,0,1547
2013,McAlester,Washington Ec Ctr,I080,,135,,,,,,,,,,,
2014,McAlester,Washington Ec Ctr,I080,,135,61I080135,,,,,,,,,,
2015,MCALESTER,WASHINGTON EC CTR,I080,61I080,135,61I080135,,,,,0,,0,0,0,480
2016,MCALESTER,WASHINGTON EC CTR,I080,,135,61I080135,,,,,0,,0,0,0,0
2013,McAlester,Will Rogers ES,I080,,130,,,,,,,,,,,511
2014,McAlester,Will Rogers ES,I080,,130,61I080130,,,,,,,,,,458
2015,MCALESTER,WILL ROGERS ES,I080,61I080,130,61I080130,,,,,0,,0,0,0,480
2016,MCALESTER,WILL ROGERS ES,I080,,130,61I080130,,,,,0,,0,0,0,506
2013,McAlester,William Gay Ec Ctr,I080,,120,,,,,,,,,,,
2014,McAlester,William Gay Ec Ctr,I080,,120,61I080120,,,,,,,,,,
2015,MCALESTER,WILLIAM GAY EC CTR,I080,61I080,120,61I080120,,,,,0,,0,0,0,0
2016,MCALESTER,WILLIAM GAY EC CTR,I080,,120,61I080120,,,,,0,,0,0,0,0
2013,McCord,McCord Public School,C077,,105,,,,,,,,,,,256
2014,McCord,McCord Public School,C077,,105,57C077105,,,,,,,,,,320
2015,MCCORD,MCCORD PUBLIC SCHOOL,C077,57C077,105,57C077105,,,,,0,,0,0,0,343
2016,MCCORD,MCCORD PUBLIC SCHOOL,C077,,105,57C077105,,,,,0,,0,0,0,346
2013,McCurtain,McCurtain ES,I037,,105,,0.05,0.4,,,,,,,,286
2014,McCurtain,McCurtain ES,I037,,105,31I037105,0.05,0.22,,,,,,,,311
2015,MCCURTAIN,MCCURTAIN ES,I037,31I037,105,31I037105,0.05,0.28,,,0,,0,0,0,325
2016,MCCURTAIN,MCCURTAIN ES,I037,,105,31I037105,0.05,0.37,,,0,,0,0,0,274
2013,McCurtain,McCurtain HS,I037,,705,,,0.14,0.95,0.86,0.95,0.69,0.18,0.13,,109
2014,McCurtain,McCurtain HS,I037,,705,31I037705,,0.87,0.95,0.94,0.9,0.57,0.42,0.13,4,108
2015,MCCURTAIN,MCCURTAIN HS,I037,31I037,705,31I037705,,0.95,0.95,0.9,0.71,0.75,0.5,0.5,4,125
2016,MCCURTAIN,MCCURTAIN HS,I037,,705,31I037705,,0.26,0.95,0.73,0.33,0.44,0.25,0.5,2,131
2013,McLoud,McLoud ES,I001,,105,,,,,,,,,,,1282
2014,McLoud,McLoud ES,I001,,105,63I001105,,,,,,,,,,1548
2015,MCLOUD,MCLOUD ES,I001,63I001,105,63I001105,,,,,0,,0,0,0,1523
2016,MCLOUD,MCLOUD ES,I001,,105,63I001105,,,,,0,,0,0,0,1436
2013,McLoud,McLoud HS,I001,,705,,,0.49,0.84,0.75,0.78,0.51,0.54,0.74,,855
2014,McLoud,McLoud HS,I001,,705,63I001705,,0.54,0.49,0.84,0.77,0.51,0.55,0.74,2,707
2015,MCLOUD,MCLOUD HS,I001,63I001,705,63I001705,,0.56,0.95,0.8,0.73,0.47,0.58,0.62,1,804
2016,MCLOUD,MCLOUD HS,I001,,705,63I001705,,0.64,0.95,0.76,0.8,0.9,0.31,0.54,3,739
2013,McLoud,McLoud JHS,I001,,610,,0.05,0.56,,,,,,,,789
2014,McLoud,McLoud JHS,I001,,610,63I001610,0.05,0.35,,,,,,,,790
2015,MCLOUD,MCLOUD JHS,I001,63I001,610,63I001610,0.05,0.38,,,0,,0,0,0,1100
2016,MCLOUD,MCLOUD JHS,I001,,610,63I001610,0.05,0.56,,,0,,0,0,0,981
2013,Medford,Medford ES,I054,,105,,0.05,0.08,,,,,,,,367
2014,Medford,Medford ES,I054,,105,27I054105,0.05,0.05,,,,,,,,406
2015,MEDFORD,MEDFORD ES,I054,27I054,105,27I054105,0.05,0.1,,,0,,0,0,0,395
2016,MEDFORD,MEDFORD ES,I054,,105,27I054105,0.05,0.73,,,0,,0,0,0,339
2013,Medford,Medford HS,I054,,705,,,0.32,0.95,0.91,0.95,0.65,0.46,0.84,,103
2014,Medford,Medford HS,I054,,705,27I054705,,0.05,,0.83,0.92,0.68,0.23,0.84,2,96
2015,MEDFORD,MEDFORD HS,I054,27I054,705,27I054705,,0.33,0.95,0.82,0.91,0.82,0.33,0.5,3,118
2016,MEDFORD,MEDFORD HS,I054,,705,27I054705,,0.81,0.95,0.75,0.75,0.95,0.61,0.56,3,123
2013,Meeker,Meeker ES,I095,,105,,,,,,,,,,,441
2014,Meeker,Meeker ES,I095,,105,41I095105,,,,,,,,,,500
2015,MEEKER,MEEKER ES,I095,41I095,105,41I095105,,,,,0,,0,0,0,494
2016,MEEKER,MEEKER ES,I095,,105,41I095105,,,,,0,,0,0,0,438
2013,Meeker,Meeker HS,I095,,705,,,0.95,0.95,0.91,0.89,0.54,0.47,0.63,,507
2014,Meeker,Meeker HS,I095,,705,41I095705,,0.9,0.63,0.86,0.81,0.66,0.57,0.63,2,418
2015,MEEKER,MEEKER HS,I095,41I095,705,41I095705,,0.95,0.95,0.81,0.71,0.64,0.39,0.58,1,440
2016,MEEKER,MEEKER HS,I095,,705,41I095705,,0.88,0.95,0.85,0.75,0.59,0.61,0.56,4,443
2013,Meeker,Meeker MS,I095,,505,,0.05,0.05,,,,,,,,498
2014,Meeker,Meeker MS,I095,,505,41I095505,0.05,0.27,,,,,,,,492
2015,MEEKER,MEEKER MS,I095,41I095,505,41I095505,0.05,0.3,,,0,,0,0,0,571
2016,MEEKER,MEEKER MS,I095,,505,41I095505,0.05,0.42,,,0,,0,0,0,492
2013,Merritt,Merritt ES,I002,,105,,0.05,0.63,,,,,,,,761
2014,Merritt,Merritt ES,I002,,105,05I002105,0.05,0.47,,,,,,,,961
2015,MERRITT,MERRITT ES,I002,05I002,105,05I002105,0.05,0.41,,,0,,0,0,0,984
2016,MERRITT,MERRITT ES,I002,,105,05I002105,0.05,0.65,,,0,,0,0,0,919
2013,Merritt,Merritt HS,I002,,705,,,0.92,0.95,0.94,0.83,0.53,0.67,0.68,,222
2014,Merritt,Merritt HS,I002,,705,05I002705,,0.62,0.95,0.91,0.95,0.57,0.6,0.68,3,222
2015,MERRITT,MERRITT HS,I002,05I002,705,05I002705,,0.43,0.95,0.91,0.89,0.26,0.5,0.8,4,232
2016,MERRITT,MERRITT HS,I002,,705,05I002705,,0.46,0.95,0.95,0,0.95,0.39,0.59,4,263
2013,Miami,Miami HS,I023,,705,,,0.95,0.43,0.85,0.77,0.64,0.6,0.58,,1174
2014,Miami,Miami HS,I023,,705,58I023705,,0.9,0.43,0.86,0.8,0.61,0.68,0.58,3,1107
2015,MIAMI,MIAMI HS,I023,58I023,705,58I023705,,0.84,0.95,0.83,0.83,0.58,0.54,0.59,2,1078
2016,MIAMI,MIAMI HS,I023,,705,58I023705,,0.95,0.95,0.78,0.79,0.72,0.61,0.65,3,887
2013,Miami,Nichols ES,I023,,110,,,,,,,,,,,370
2014,Miami,Nichols ES,I023,,110,58I023110,,,,,,,,,,391
2015,MIAMI,NICHOLS ES,I023,58I023,110,58I023110,,,,,0,,0,0,0,424
2016,MIAMI,NICHOLS UPPER ES,I023,,140,58I023140,,,,,0,,0,0,0,957
2013,Miami,Rockdale ES,I023,,115,,,,,,,,,,,156
2014,Miami,Rockdale ES,I023,,115,58I023115,,,,,,,,,,165
2015,MIAMI,ROCKDALE ES,I023,58I023,115,58I023115,,,,,0,,0,0,0,195
2016,MIAMI,ROCKDALE ES,I023,,115,58I023115,,,,,0,,0,0,0,94
2013,Miami,Roosevelt ES,I023,,120,,,,,,,,,,,326
2014,Miami,Roosevelt ES,I023,,120,58I023120,,,,,,,,,,349
2015,MIAMI,ROOSEVELT ES,I023,58I023,120,58I023120,,,,,0,,0,0,0,228
2016,MIAMI,ROOSEVELT ES,I023,,120,58I023120,,,,,0,,0,0,0,118
2013,Miami,Washington ES,I023,,130,,,,,,,,,,,342
2014,Miami,Washington ES,I023,,130,58I023130,,,,,,,,,,342
2015,MIAMI,WASHINGTON ES,I023,58I023,130,58I023130,,,,,0,,0,0,0,412
2016,MIAMI,WASHINGTON ES,I023,,130,58I023130,,,,,0,,0,0,0,88
2013,Miami,Will Rogers MS,I023,,505,,0.05,0.05,,,,,,,,1564
2014,Miami,Will Rogers MS,I023,,505,58I023505,0.05,0.73,,,,,,,,1584
2015,MIAMI,WILL ROGERS MS,I023,58I023,505,58I023505,0.05,0.9,,,0,,0,0,0,1700
2016,MIAMI,WILL ROGERS MS,I023,,505,58I023505,0.05,0.89,,,0,,0,0,0,1457
2013,Miami,Wilson ES,I023,,135,,,,,,,,,,,332
2014,Miami,Wilson ES,I023,,135,58I023135,,,,,,,,,,319
2015,MIAMI,WILSON ES,I023,58I023,135,58I023135,,,,,0,,0,0,0,267
2016,MIAMI,WILSON ES,I023,,135,58I023135,,,,,0,,0,0,0,82
2013,Middleberg,Middleberg Public School,C096,,105,,0.05,0.26,,,,,,,,320
2014,Middleberg,Middleberg Public School,C096,,105,26C096105,0.05,0.52,,,,,,,,374
2015,MIDDLEBERG,MIDDLEBERG PUBLIC SCHOOL,C096,26C096,105,26C096105,0.05,0.69,,,0,,0,0,0,387
2016,MIDDLEBERG,MIDDLEBERG PUBLIC SCHOOL,C096,,105,26C096105,0.05,0.85,,,0,,0,0,0,349
2013,Midway,Midway ES,I027,,105,,0.05,0.05,,,,,,,,279
2014,Midway,Midway ES,I027,,105,49I027105,0.05,0.05,,,,,,,,375
2015,MIDWAY,MIDWAY ES,I027,49I027,105,49I027105,0.05,0.05,,,0,,0,0,0,314
2016,MIDWAY,MIDWAY ES,I027,,105,49I027105,0.05,0.05,,,0,,0,0,0,330
2013,Midway,Midway HS,I027,,705,,,0.2,0.95,0.92,0.95,0.94,0.53,0.56,,95
2014,Midway,Midway HS,I027,,705,49I027705,,0.19,0.95,0.95,0.95,0.7,0.57,0.56,3,105
2015,MIDWAY,MIDWAY HS,I027,49I027,705,49I027705,,0.16,0.8,0.9,0,0.59,0.6,0.78,3,134
2016,MIDWAY,MIDWAY HS,I027,,705,49I027705,,0.2,0.86,0.95,0,0.73,0.25,0.28,4,130
2013,Midwest City-Del City,Barnes ES,I052,,105,,,,,,,,,,,511
2014,Midwest City-Del City,Barnes ES,I052,,105,55I052105,,,,,,,,,,548
2015,MIDWEST CITY-DEL CITY,BARNES ES,I052,55I052,105,55I052105,,,,,0,,0,0,0,494
2016,MIDWEST CITY-DEL CITY,BARNES ES,I052,,105,55I052105,,,,,0,,0,0,0,450
2013,Midwest City-Del City,Carl Albert HS,I052,,705,,,0.95,0.46,0.94,0.87,0.77,0.55,0.8,,1757
2014,Midwest City-Del City,Carl Albert HS,I052,,705,55I052705,,0.95,0.48,0.95,0.89,0.84,0.56,0.8,5,1500
2015,MIDWEST CITY-DEL CITY,CARL ALBERT HS,I052,55I052,705,55I052705,,0.95,0.95,0.95,0.89,0.78,0.61,0.79,4,1547
2016,MIDWEST CITY-DEL CITY,CARL ALBERT HS,I052,,705,55I052705,,0.95,0.95,0.95,0.93,0.83,0.58,0.73,4,1442
2013,Midwest City-Del City,Carl Albert MS,I052,,505,,0.05,0.95,,,,,,,,2371
2014,Midwest City-Del City,Carl Albert MS,I052,,505,55I052505,0.05,0.95,,,,,,,,2514
2015,MIDWEST CITY-DEL CITY,CARL ALBERT MS,I052,55I052,505,55I052505,0.05,0.95,,,0,,0,0,0,2806
2016,MIDWEST CITY-DEL CITY,CARL ALBERT MS,I052,,505,55I052505,0.05,0.95,,,0,,0,0,0,2539
2013,Midwest City-Del City,Cleveland Bailey ES,I052,,110,,,,,,,,,,,392
2014,Midwest City-Del City,Cleveland Bailey ES,I052,,110,55I052110,,,,,,,,,,402
2015,MIDWEST CITY-DEL CITY,CLEVELAND BAILEY ES,I052,55I052,110,55I052110,,,,,0,,0,0,0,434
2016,MIDWEST CITY-DEL CITY,CLEVELAND BAILEY ES,I052,,110,55I052110,,,,,0,,0,0,0,370
2013,Midwest City-Del City,Country Estates ES,I052,,115,,,,,,,,,,,396
2014,Midwest City-Del City,Country Estates ES,I052,,115,55I052115,,,,,,,,,,451
2015,MIDWEST CITY-DEL CITY,COUNTRY ESTATES ES,I052,55I052,115,55I052115,,,,,0,,0,0,0,505
2016,MIDWEST CITY-DEL CITY,COUNTRY ESTATES ES,I052,,115,55I052115,,,,,0,,0,0,0,468
2013,Midwest City-Del City,Del City ES,I052,,120,,,,,,,,,,,436
2014,Midwest City-Del City,Del City ES,I052,,120,55I052120,,,,,,,,,,490
2015,MIDWEST CITY-DEL CITY,DEL CITY ES,I052,55I052,120,55I052120,,,,,0,,0,0,0,880
2016,MIDWEST CITY-DEL CITY,DEL CITY ES,I052,,120,55I052120,,,,,0,,0,0,0,734
2013,Midwest City-Del City,Del City HS,I052,,710,,,0.65,0.51,0.82,0.8,0.72,0.33,0.58,,2144
2014,Midwest City-Del City,Del City HS,I052,,710,55I052710,,0.82,0.36,0.81,0.78,0.64,0.38,0.58,1,1787
2015,MIDWEST CITY-DEL CITY,DEL CITY HS,I052,55I052,710,55I052710,,0.88,0.95,0.86,0.78,0.66,0.36,0.6,2,1801
2016,MIDWEST CITY-DEL CITY,DEL CITY HS,I052,,710,55I052710,,0.8,0.95,0.9,0.83,0.59,0.37,0.55,4,2017
2013,Midwest City-Del City,Del Crest MS,I052,,510,,0.05,0.72,,,,,,,,1494
2014,Midwest City-Del City,Del Crest MS,I052,,510,55I052510,0.05,0.85,,,,,,,,1606
2015,MIDWEST CITY-DEL CITY,DEL CREST MS,I052,55I052,510,55I052510,0.05,0.7,,,0,,0,0,0,1703
2016,MIDWEST CITY-DEL CITY,DEL CREST MS,I052,,510,55I052510,0.05,0.91,,,0,,0,0,0,1631
2013,Midwest City-Del City,East Side ES,I052,,125,,,,,,,,,,,486
2014,Midwest City-Del City,East Side ES,I052,,125,55I052125,,,,,,,,,,574
2013,Midwest City-Del City,Epperly Heights ES,I052,,130,,,,,,,,,,,801
2014,Midwest City-Del City,Epperly Heights ES,I052,,130,55I052130,,,,,,,,,,1009
2015,MIDWEST CITY-DEL CITY,EPPERLY HEIGHTS ES,I052,55I052,130,55I052130,,,,,0,,0,0,0,886
2016,MIDWEST CITY-DEL CITY,EPPERLY HEIGHTS ES,I052,,130,55I052130,,,,,0,,0,0,0,862
2013,Midwest City-Del City,Highland Park ES,I052,,140,,,,,,,,,,,647
2014,Midwest City-Del City,Highland Park ES,I052,,140,55I052140,,,,,,,,,,761
2015,MIDWEST CITY-DEL CITY,HIGHLAND PARK ES,I052,55I052,140,55I052140,,,,,0,,0,0,0,760
2016,MIDWEST CITY-DEL CITY,HIGHLAND PARK ES,I052,,140,55I052140,,,,,0,,0,0,0,615
2013,Midwest City-Del City,Jarman MS,I052,,515,,0.05,0.48,,,,,,,,1434
2014,Midwest City-Del City,Jarman MS,I052,,515,55I052515,0.05,0.71,,,,,,,,1633
2015,MIDWEST CITY-DEL CITY,JARMAN MS,I052,55I052,515,55I052515,0.05,0.72,,,0,,0,0,0,1794
2016,MIDWEST CITY-DEL CITY,JARMAN MS,I052,,515,55I052515,0.05,0.75,,,0,,0,0,0,1595
2013,Midwest City-Del City,Kerr MS,I052,,520,,0.05,0.92,,,,,,,,1703
2014,Midwest City-Del City,Kerr MS,I052,,520,55I052520,0.05,0.8,,,,,,,,1892
2015,MIDWEST CITY-DEL CITY,KERR MS,I052,55I052,520,55I052520,0.05,0.76,,,0,,0,0,0,2015
2016,MIDWEST CITY-DEL CITY,KERR MS,I052,,520,55I052520,0.05,0.8,,,0,,0,0,0,1763
2015,MIDWEST CITY-DEL CITY,MIDWEST CITY ES,I052,55I052,195,55I052195,,,,,0,,0,0,0,1068
2016,MIDWEST CITY-DEL CITY,MIDWEST CITY ES,I052,,195,55I052195,,,,,0,,0,0,0,1000
2013,Midwest City-Del City,Midwest City HS,I052,,715,,,0.75,0.5,0.86,0.88,0.63,0.41,0.6,,2237
2014,Midwest City-Del City,Midwest City HS,I052,,715,55I052715,,0.88,0.3,0.9,0.87,0.61,0.44,0.6,3,1879
2015,MIDWEST CITY-DEL CITY,MIDWEST CITY HS,I052,55I052,715,55I052715,,0.85,0.95,0.9,0.9,0.64,0.44,0.56,3,1997
2016,MIDWEST CITY-DEL CITY,MIDWEST CITY HS,I052,,715,55I052715,,0.77,0.95,0.91,0.84,0.6,0.4,0.64,4,2013
2013,Midwest City-Del City,Monroney MS,I052,,525,,0.05,0.78,,,,,,,,1613
2014,Midwest City-Del City,Monroney MS,I052,,525,55I052525,0.05,0.72,,,,,,,,1823
2015,MIDWEST CITY-DEL CITY,MONRONEY MS,I052,55I052,525,55I052525,0.05,0.75,,,0,,0,0,0,1973
2016,MIDWEST CITY-DEL CITY,MONRONEY MS,I052,,525,55I052525,0.05,0.95,,,0,,0,0,0,1714
2013,Midwest City-Del City,Parkview ES,I052,,185,,,,,,,,,,,873
2014,Midwest City-Del City,Parkview ES,I052,,185,55I052185,,,,,,,,,,940
2015,MIDWEST CITY-DEL CITY,PARKVIEW ES,I052,55I052,185,55I052185,,,,,0,,0,0,0,873
2016,MIDWEST CITY-DEL CITY,PARKVIEW ES,I052,,185,55I052185,,,,,0,,0,0,0,810
2013,Midwest City-Del City,Pleasant Hill Ec Ctr,I052,,135,,,,,,,,,,,214
2014,Midwest City-Del City,Pleasant Hill Ec Ctr,I052,,135,55I052135,,,,,,,,,,229
2015,MIDWEST CITY-DEL CITY,PLEASANT HILL EC CTR,I052,55I052,135,55I052135,,,,,0,,0,0,0,210
2016,MIDWEST CITY-DEL CITY,PLEASANT HILL EC CTR,I052,,135,55I052135,,,,,0,,0,0,0,222
2013,Midwest City-Del City,Ridgecrest ES,I052,,145,,,,,,,,,,,484
2014,Midwest City-Del City,Ridgecrest ES,I052,,145,55I052145,,,,,,,,,,509
2015,MIDWEST CITY-DEL CITY,RIDGECREST ES,I052,55I052,145,55I052145,,,,,0,,0,0,0,495
2016,MIDWEST CITY-DEL CITY,RIDGECREST ES,I052,,145,55I052145,,,,,0,,0,0,0,478
2013,Midwest City-Del City,Schwartz ES,I052,,190,,,,,,,,,,,358
2014,Midwest City-Del City,Schwartz ES,I052,,190,55I052190,,,,,,,,,,370
2015,MIDWEST CITY-DEL CITY,SCHWARTZ ES,I052,55I052,190,55I052190,,,,,0,,0,0,0,397
2016,MIDWEST CITY-DEL CITY,SCHWARTZ ES,I052,,190,55I052190,,,,,0,,0,0,0,394
