RecordNumber,Yr,County,DistrictName,DistrictCode,DistrictPop,AvgIncome,AvgPropVal,Unemployment,Poverty,SingleParentFam,StdntOffdr,OffnsOffdr,NCNTGang,CollegeEd,HSDiploma,BelowHS,FRL
4336,2016,CREEK,DEPEW,19I021,1948,59587.90,78745.79,0.04,0.11,0.17,180.5,1.0,0.00,0.16,0.71,0.14,0.665
3819,2015,CREEK,DEPEW,19I021,1975,56443.67,70260.66,0.05,0.12,0.23,0.1,0.7,0.16,190.00,1.00,0.00,0.584
3822,2015,CREEK,DRUMRIGHT,19I039,3512,51092.66,33201.90,0.10,0.19,0.41,0.1,0.7,0.17,48.75,1.58,0.00,0.762
3304,2014,CREEK,DRUMRIGHT,19I039,3512,48815.35,30286.44,0.10,0.18,0.38,100.8,1.7,0.00,0.68,0.17,0.15,0.788
4339,2016,CREEK,DRUMRIGHT,19I039,3528,52615.62,35121.47,0.06,0.15,0.44,93.3,4.5,0.00,0.17,0.67,0.15,0.820
4327,2016,CREEK,GYPSY,19C012,763,51802.55,58289.91,0.04,0.12,0.24,0.0,0.0,0.00,0.11,0.73,0.16,0.939
3810,2015,CREEK,GYPSY,19C012,805,49630.28,48387.33,0.10,0.11,0.28,0.1,0.8,0.14,0.00,0.00,0.00,0.891
3292,2014,CREEK,GYPSY,19C012,713,47626.09,38477.24,0.16,0.12,0.26,0.0,0.0,0.00,0.74,0.13,0.13,0.898
3302,2014,CREEK,KELLYVILLE,19I031,6034,57088.06,28595.79,0.08,0.14,0.27,188.5,1.0,0.00,0.75,0.18,0.07,0.702
4337,2016,CREEK,KELLYVILLE,19I031,6368,60259.22,34080.97,0.04,0.17,0.32,121.0,2.4,0.00,0.11,0.72,0.18,0.703
3820,2015,CREEK,KELLYVILLE,19I031,6339,60747.88,29917.37,0.06,0.16,0.29,0.1,0.7,0.18,85.69,1.77,0.00,0.732
3817,2015,CREEK,KIEFER,19I018,2939,65458.92,49594.33,0.06,0.10,0.20,0.2,0.7,0.14,353.00,1.50,0.00,0.480
3299,2014,CREEK,KIEFER,19I018,2955,62524.81,43797.97,0.07,0.12,0.20,220.0,1.0,0.00,0.68,0.15,0.17,0.502
4334,2016,CREEK,KIEFER,19I018,3037,72051.62,57572.06,0.05,0.13,0.28,731.0,2.0,0.00,0.20,0.68,0.12,0.509
4326,2016,CREEK,"LONE STAR",19C008,4857,53354.60,7983.86,0.04,0.22,0.36,904.0,2.0,0.00,0.07,0.78,0.15,0.553
3809,2015,CREEK,"LONE STAR",19C008,4759,53883.39,7846.79,0.05,0.20,0.33,0.1,0.8,0.13,455.00,2.00,0.00,0.497
3291,2014,CREEK,"LONE STAR",19C008,4441,54873.38,7454.14,0.08,0.21,0.28,223.5,1.8,0.00,0.75,0.12,0.14,0.529
3296,2014,CREEK,MANNFORD,19I003,7661,59539.18,24095.47,0.06,0.12,0.29,312.4,1.4,0.00,0.73,0.14,0.13,0.657
4331,2016,CREEK,MANNFORD,19I003,7212,58558.02,28034.24,0.05,0.13,0.40,147.5,2.6,0.00,0.14,0.70,0.15,0.665
3814,2015,CREEK,MANNFORD,19I003,7652,60463.32,25339.09,0.05,0.13,0.39,0.1,0.7,0.13,131.17,3.25,0.00,0.626
3815,2015,CREEK,MOUNDS,19I005,3547,59458.06,27573.34,0.06,0.14,0.47,0.2,0.7,0.14,292.50,1.00,0.00,0.696
3297,2014,CREEK,MOUNDS,19I005,3689,61683.70,26139.41,0.06,0.12,0.38,118.6,2.2,0.00,0.69,0.13,0.18,0.695
4332,2016,CREEK,MOUNDS,19I005,3546,58156.77,28463.49,0.05,0.15,0.46,587.0,4.0,0.00,0.17,0.70,0.13,0.731
4335,2016,CREEK,OILTON,19I020,1568,45553.12,18593.90,0.06,0.20,0.39,285.0,4.0,0.00,0.11,0.74,0.14,0.800
3818,2015,CREEK,OILTON,19I020,1774,48584.80,18357.54,0.11,0.17,0.34,0.1,0.7,0.17,0.00,0.00,0.00,0.799
3300,2014,CREEK,OILTON,19I020,1750,47162.76,19374.04,0.13,0.20,0.31,256.0,1.0,0.00,0.71,0.20,0.10,0.898
3298,2014,CREEK,OLIVE,19I017,2273,52954.52,26198.86,0.07,0.12,0.20,187.5,3.0,0.00,0.76,0.13,0.11,0.699
4333,2016,CREEK,OLIVE,19I017,2520,60251.10,31836.77,0.03,0.17,0.20,360.0,9.0,0.00,0.12,0.76,0.12,0.633
3816,2015,CREEK,OLIVE,19I017,2452,57100.91,27281.96,0.07,0.15,0.24,0.1,0.8,0.11,372.00,1.00,0.00,0.605
3811,2015,CREEK,"PRETTY WATER",19C034,1859,68545.89,31836.58,0.05,0.07,0.26,0.1,0.8,0.15,0.00,0.00,0.00,0.563
3293,2014,CREEK,"PRETTY WATER",19C034,1675,69835.20,33632.44,0.07,0.06,0.26,0.0,0.0,0.00,0.75,0.16,0.10,0.563
4328,2016,CREEK,"PRETTY WATER",19C034,1934,67403.34,34207.51,0.04,0.09,0.24,0.0,0.0,0.00,0.11,0.76,0.14,0.660
4338,2016,CREEK,SAPULPA,19I033,21592,62074.99,44933.66,0.06,0.15,0.29,80.9,2.1,0.00,0.18,0.68,0.15,0.681
3821,2015,CREEK,SAPULPA,19I033,21363,61292.85,42647.64,0.08,0.15,0.33,0.2,0.7,0.15,99.22,2.00,1.00,0.675
3303,2014,CREEK,SAPULPA,19I033,21871,60659.08,39995.29,0.10,0.15,0.38,108.3,1.9,3.00,0.66,0.15,0.20,0.660
3305,2014,CUSTER,ARAPAHO-BUTLER,20I005,1859,63155.51,69164.69,0.01,0.07,0.17,391.0,3.0,0.00,0.76,0.10,0.14,0.399
4340,2016,CUSTER,ARAPAHO-BUTLER,20I005,1713,63223.37,65598.56,0.00,0.14,0.22,108.5,1.5,0.00,0.16,0.72,0.11,0.431
3823,2015,CUSTER,ARAPAHO-BUTLER,20I005,1628,68109.83,69639.22,0.01,0.08,0.30,0.2,0.7,0.11,0.00,0.00,0.00,0.400
3826,2015,CUSTER,CLINTON,20I099,10314,63335.39,33304.77,0.04,0.13,0.42,0.2,0.6,0.21,62.08,3.03,1.00,0.818
3308,2014,CUSTER,CLINTON,20I099,10216,63479.53,32508.80,0.04,0.18,0.41,58.7,2.5,0.00,0.56,0.23,0.21,0.858
4343,2016,CUSTER,CLINTON,20I099,10517,62330.60,32998.56,0.04,0.15,0.41,64.3,2.1,0.00,0.21,0.60,0.19,0.820
4341,2016,CUSTER,THOMAS-FAY-CUSTER,20I007,2849,67156.76,99465.11,0.01,0.19,0.20,94.0,2.4,2.00,0.25,0.63,0.12,0.500
3824,2015,CUSTER,THOMAS-FAY-CUSTER,20I007,2848,62842.23,91757.24,0.03,0.20,0.20,0.3,0.6,0.13,81.83,1.67,0.00,0.491
3306,2014,CUSTER,THOMAS-FAY-CUSTER,20I007,2772,56897.81,91733.53,0.02,0.17,0.16,118.3,2.3,0.00,0.64,0.13,0.23,0.522
3307,2014,CUSTER,WEATHERFORD,20I026,13581,59218.63,44082.86,0.04,0.22,0.31,86.4,1.5,0.00,0.53,0.08,0.39,0.490
4342,2016,CUSTER,WEATHERFORD,20I026,14201,59883.17,44082.80,0.04,0.18,0.30,151.2,1.5,0.00,0.35,0.56,0.09,0.541
3825,2015,CUSTER,WEATHERFORD,20I026,14001,59017.72,43701.96,0.05,0.20,0.30,0.4,0.5,0.09,84.11,1.63,0.00,0.501
3827,2015,DELAWARE,CLEORA,21C006,2084,62863.48,340526.95,0.08,0.21,0.29,0.2,0.7,0.11,0.00,0.00,0.00,0.557
3309,2014,DELAWARE,CLEORA,21C006,2064,65809.69,344366.78,0.05,0.20,0.21,113.0,1.0,0.00,0.70,0.10,0.20,0.558
4344,2016,DELAWARE,CLEORA,21C006,1981,60048.70,348975.76,0.06,0.17,0.37,0.0,0.0,0.00,0.21,0.69,0.10,0.575
4351,2016,DELAWARE,COLCORD,21I004,2951,42311.08,15583.73,0.09,0.21,0.22,67.4,1.8,0.00,0.07,0.72,0.21,0.913
3834,2015,DELAWARE,COLCORD,21I004,2876,40280.94,15678.82,0.08,0.22,0.28,0.1,0.7,0.19,59.30,2.20,0.00,0.803
3316,2014,DELAWARE,COLCORD,21I004,2978,40915.38,13972.80,0.08,0.22,0.26,48.1,2.1,0.00,0.72,0.19,0.10,0.798
3314,2014,DELAWARE,GROVE,21I002,17140,55567.78,75626.04,0.08,0.18,0.36,62.7,2.6,0.00,0.68,0.12,0.20,0.626
4349,2016,DELAWARE,GROVE,21I002,17183,58219.93,84958.67,0.07,0.15,0.37,49.2,1.7,0.00,0.22,0.67,0.11,0.621
3832,2015,DELAWARE,GROVE,21I002,16954,57377.31,79227.47,0.09,0.18,0.40,0.2,0.7,0.12,47.49,1.68,0.00,0.629
3831,2015,DELAWARE,JAY,21I001,9749,44368.63,29388.64,0.13,0.30,0.38,0.1,0.7,0.21,48.77,1.77,0.00,0.783
3313,2014,DELAWARE,JAY,21I001,9642,45314.79,27201.37,0.12,0.28,0.35,45.8,1.9,0.00,0.64,0.22,0.14,0.780
4348,2016,DELAWARE,JAY,21I001,9706,43602.44,31146.59,0.11,0.31,0.37,40.6,1.8,0.00,0.11,0.68,0.21,0.788
4350,2016,DELAWARE,KANSAS,21I003,4146,48605.39,15275.00,0.14,0.22,0.21,218.3,1.8,0.00,0.11,0.72,0.17,0.794
3833,2015,DELAWARE,KANSAS,21I003,4118,49757.63,14645.32,0.11,0.17,0.24,0.1,0.8,0.14,147.00,1.33,0.00,0.848
3315,2014,DELAWARE,KANSAS,21I003,3929,49159.87,14276.26,0.09,0.18,0.23,222.3,2.0,0.00,0.76,0.14,0.10,0.808
3311,2014,DELAWARE,KENWOOD,21C030,548,43882.21,5739.18,0.23,0.27,0.54,0.0,0.0,0.00,0.53,0.30,0.17,0.874
4346,2016,DELAWARE,KENWOOD,21C030,477,40163.16,6569.73,0.18,0.25,0.33,0.0,0.0,0.00,0.15,0.61,0.24,0.782
3829,2015,DELAWARE,KENWOOD,21C030,536,38831.17,6689.93,0.28,0.24,0.56,0.1,0.6,0.28,0.00,0.00,0.00,0.856
3828,2015,DELAWARE,LEACH,21C014,917,42487.09,17276.99,0.06,0.22,0.30,0.2,0.7,0.15,156.00,1.00,0.00,0.763
3310,2014,DELAWARE,LEACH,21C014,954,37617.53,17181.93,0.06,0.27,0.42,0.0,0.0,0.00,0.67,0.15,0.18,0.750
4345,2016,DELAWARE,LEACH,21C014,813,47607.97,19575.10,0.08,0.18,0.29,0.0,0.0,0.00,0.20,0.66,0.14,0.752
4347,2016,DELAWARE,MOSELEY,21C034,2092,44645.17,38360.61,0.09,0.14,0.29,244.0,1.0,0.00,0.09,0.67,0.25,0.672
3830,2015,DELAWARE,MOSELEY,21C034,2257,41375.25,39167.78,0.09,0.17,0.23,0.1,0.7,0.23,113.00,2.00,0.00,0.814
3312,2014,DELAWARE,MOSELEY,21C034,2068,37918.50,37138.59,0.09,0.17,0.25,0.0,0.0,0.00,0.71,0.21,0.08,0.834
3317,2014,DELAWARE,OAKS-MISSION,21I005,1621,46814.77,19169.36,0.07,0.22,0.22,128.0,2.0,0.00,0.65,0.18,0.17,0.848
4352,2016,DELAWARE,OAKS-MISSION,21I005,1699,49149.25,17976.64,0.09,0.20,0.30,0.0,0.0,0.00,0.17,0.68,0.15,0.678
3835,2015,DELAWARE,OAKS-MISSION,21I005,1593,46649.17,19768.14,0.09,0.24,0.20,0.2,0.7,0.17,87.00,1.33,0.00,0.789
3837,2015,DEWEY,SEILING,22I008,1665,68110.44,214472.76,0.04,0.13,0.33,0.2,0.7,0.13,226.00,2.00,0.00,0.487
3319,2014,DEWEY,SEILING,22I008,1652,68316.62,119882.27,0.05,0.13,0.41,412.0,4.0,0.00,0.68,0.14,0.18,0.461
4354,2016,DEWEY,SEILING,22I008,1550,71952.99,221673.59,0.03,0.14,0.36,87.2,2.2,0.00,0.18,0.69,0.13,0.516
4355,2016,DEWEY,TALOGA,22I010,1027,87871.35,618737.10,0.01,0.12,0.23,0.0,0.0,0.00,0.25,0.68,0.07,0.688
3838,2015,DEWEY,TALOGA,22I010,1046,84469.58,824541.28,0.01,0.11,0.19,0.3,0.6,0.07,86.00,2.00,0.00,0.640
3320,2014,DEWEY,TALOGA,22I010,1015,86002.78,639162.88,0.01,0.15,0.16,0.0,0.0,0.00,0.65,0.10,0.24,0.657
3318,2014,DEWEY,VICI,22I005,1776,54643.39,55582.11,0.03,0.16,0.23,112.7,1.0,0.00,0.66,0.12,0.22,0.530
4353,2016,DEWEY,VICI,22I005,1752,59549.66,57622.49,0.04,0.16,0.27,68.6,1.4,0.00,0.24,0.65,0.10,0.499
3836,2015,DEWEY,VICI,22I005,1819,59646.02,55848.81,0.04,0.17,0.26,0.2,0.7,0.12,175.00,1.00,0.00,0.466
3840,2015,ELLIS,ARNETT,23I003,910,87059.21,177633.55,0.04,0.10,0.16,0.3,0.6,0.11,104.50,1.50,0.00,0.455
3322,2014,ELLIS,ARNETT,23I003,940,75768.66,154290.61,0.04,0.07,0.12,101.5,4.5,0.00,0.64,0.10,0.27,0.384
4357,2016,ELLIS,ARNETT,23I003,963,87313.33,138362.72,0.04,0.09,0.26,70.7,1.0,0.00,0.25,0.63,0.12,0.481
4356,2016,ELLIS,FARGO,23I002,1066,67476.96,200557.18,0.06,0.09,0.08,191.0,1.0,0.00,0.17,0.74,0.09,0.754
3839,2015,ELLIS,FARGO,23I002,1108,63572.30,170534.20,0.05,0.09,0.08,0.2,0.8,0.08,197.00,1.00,0.00,0.655
3321,2014,ELLIS,FARGO,23I002,1060,63313.76,161641.18,0.01,0.11,0.06,216.0,5.0,0.00,0.79,0.08,0.13,0.644
3323,2014,ELLIS,GAGE,23I039,692,52084.72,102176.04,0.02,0.14,0.15,15.2,1.5,0.00,0.57,0.16,0.28,0.725
4358,2016,ELLIS,GAGE,23I039,778,50675.08,14398.63,0.03,0.21,0.43,93.0,3.0,0.00,0.20,0.62,0.19,0.763
3841,2015,ELLIS,GAGE,23I039,730,58085.49,123245.44,0.02,0.14,0.18,0.3,0.6,0.15,26.00,4.00,0.00,0.705
3842,2015,ELLIS,SHATTUCK,23I042,1659,62864.61,86237.83,0.05,0.23,0.33,0.3,0.7,0.10,64.17,2.17,0.00,0.434
3324,2014,ELLIS,SHATTUCK,23I042,1720,63513.00,76076.04,0.04,0.23,0.36,46.0,1.6,0.00,0.64,0.12,0.24,0.432
4359,2016,ELLIS,SHATTUCK,23I042,1551,62731.73,87850.11,0.06,0.18,0.31,353.0,4.0,0.00,0.24,0.67,0.09,0.518
4362,2016,GARFIELD,CHISHOLM,24I042,4781,89661.59,64523.51,0.03,0.07,0.18,341.0,4.3,1.00,0.27,0.66,0.07,0.303
3845,2015,GARFIELD,CHISHOLM,24I042,5154,87154.52,63427.88,0.04,0.07,0.21,0.3,0.6,0.09,208.00,3.00,0.00,0.315
3327,2014,GARFIELD,CHISHOLM,24I042,4882,82731.13,61555.62,0.06,0.06,0.26,46.4,1.2,1.00,0.66,0.10,0.24,0.307
3332,2014,GARFIELD,COVINGTON-DOUGLAS,24I094,1901,60271.82,100932.21,0.04,0.12,0.24,278.0,3.0,0.00,0.62,0.13,0.25,0.601
4367,2016,GARFIELD,COVINGTON-DOUGLAS,24I094,1713,56866.77,101810.47,0.03,0.17,0.34,266.0,1.0,0.00,0.20,0.69,0.12,0.699
3850,2015,GARFIELD,COVINGTON-DOUGLAS,24I094,1714,55028.81,98744.84,0.04,0.14,0.30,0.2,0.7,0.12,0.00,0.00,0.00,0.581
3849,2015,GARFIELD,DRUMMOND,24I085,1220,62772.48,41575.39,0.06,0.12,0.27,0.2,0.7,0.17,79.00,2.00,0.00,0.449
3331,2014,GARFIELD,DRUMMOND,24I085,1225,65863.83,35285.08,0.07,0.08,0.19,37.0,1.7,0.00,0.64,0.16,0.19,0.423
4366,2016,GARFIELD,DRUMMOND,24I085,1202,64025.05,42484.66,0.04,0.18,0.23,307.0,1.0,0.00,0.19,0.65,0.15,0.489
4365,2016,GARFIELD,ENID,24I057,45136,59926.04,36582.45,0.06,0.14,0.33,44.9,2.1,2.00,0.22,0.64,0.15,0.725
3848,2015,GARFIELD,ENID,24I057,44519,58949.32,34706.02,0.06,0.14,0.34,0.2,0.6,0.15,49.70,2.38,7.00,0.711
3330,2014,GARFIELD,ENID,24I057,44238,56810.36,33322.61,0.06,0.16,0.35,40.5,2.1,4.00,0.63,0.15,0.22,0.743
3328,2014,GARFIELD,GARBER,24I047,2031,60404.30,64055.68,0.05,0.11,0.42,118.3,1.3,0.00,0.73,0.07,0.20,0.594
4363,2016,GARFIELD,GARBER,24I047,1954,63599.37,123214.80,0.04,0.09,0.16,31.4,1.4,0.00,0.19,0.72,0.09,0.515
3846,2015,GARFIELD,GARBER,24I047,1927,63242.52,65380.40,0.04,0.11,0.27,0.2,0.7,0.08,94.50,1.75,0.00,0.571
3844,2015,GARFIELD,KREMLIN-HILLSDALE,24I018,1408,75328.01,121711.52,0.03,0.04,0.07,0.3,0.6,0.08,0.00,0.00,0.00,0.373
3326,2014,GARFIELD,KREMLIN-HILLSDALE,24I018,1444,81095.64,101208.34,0.04,0.04,0.08,314.0,1.0,0.00,0.63,0.10,0.27,0.398
4361,2016,GARFIELD,KREMLIN-HILLSDALE,24I018,1305,98632.41,100553.96,0.04,0.05,0.07,317.0,1.0,0.00,0.29,0.63,0.08,0.391
4364,2016,GARFIELD,"PIONEER-PLEASANT VALE",24I056,2681,54854.50,177150.61,0.06,0.19,0.42,39.0,1.4,0.00,0.13,0.68,0.19,0.597
3847,2015,GARFIELD,"PIONEER-PLEASANT VALE",24I056,2649,54897.68,156279.45,0.07,0.19,0.39,0.1,0.7,0.21,178.67,1.67,0.00,0.608
3329,2014,GARFIELD,"PIONEER-PLEASANT VALE",24I056,2390,53417.41,135647.96,0.06,0.17,0.40,192.3,9.3,0.00,0.73,0.14,0.13,0.622
3325,2014,GARFIELD,WAUKOMIS,24I001,2147,62181.26,44722.20,0.04,0.09,0.29,360.0,7.0,0.00,0.66,0.13,0.21,0.531
4360,2016,GARFIELD,WAUKOMIS,24I001,2441,60584.33,48210.54,0.06,0.14,0.30,416.0,1.0,0.00,0.18,0.72,0.10,0.553
3843,2015,GARFIELD,WAUKOMIS,24I001,2391,60802.41,51645.85,0.05,0.09,0.25,0.2,0.7,0.13,396.00,1.00,0.00,0.533
3858,2015,GARVIN,"ELMORE CITY-PERNELL",25I072,3083,61711.23,59589.46,0.03,0.16,0.20,0.2,0.7,0.12,82.83,2.17,0.00,0.608
3340,2014,GARVIN,"ELMORE CITY-PERNELL",25I072,2990,61274.16,59962.09,0.03,0.14,0.23,125.5,1.0,0.00,0.70,0.13,0.18,0.639
4375,2016,GARVIN,"ELMORE CITY-PERNELL",25I072,3322,63596.60,59418.67,0.04,0.15,0.22,173.3,2.7,0.00,0.16,0.70,0.14,0.594
4372,2016,GARVIN,LINDSAY,25I009,6123,59504.84,63678.71,0.05,0.16,0.25,180.0,2.9,0.00,0.12,0.74,0.14,0.557
3855,2015,GARVIN,LINDSAY,25I009,6082,57411.86,50113.55,0.06,0.18,0.30,0.1,0.7,0.16,99.23,2.00,0.00,0.500
3337,2014,GARVIN,LINDSAY,25I009,5838,63746.53,42367.56,0.05,0.17,0.33,103.3,3.7,0.00,0.71,0.15,0.13,0.572
3336,2014,GARVIN,MAYSVILLE,25I007,2558,46446.31,42402.68,0.04,0.21,0.25,60.8,2.7,0.00,0.73,0.19,0.08,0.732
4371,2016,GARVIN,MAYSVILLE,25I007,2261,44954.50,43523.61,0.03,0.22,0.30,50.1,2.0,0.00,0.08,0.71,0.21,0.752
3854,2015,GARVIN,MAYSVILLE,25I007,2177,46483.45,42010.46,0.03,0.22,0.26,0.1,0.7,0.19,376.00,2.00,0.00,0.707
3853,2015,GARVIN,PAOLI,25I005,1206,59637.85,27273.44,0.04,0.14,0.22,0.2,0.7,0.09,130.50,1.50,0.00,0.782
3335,2014,GARVIN,PAOLI,25I005,1149,58890.25,25880.33,0.05,0.13,0.22,36.7,1.1,0.00,0.69,0.09,0.22,0.813
4370,2016,GARVIN,PAOLI,25I005,1159,53007.21,29663.59,0.02,0.15,0.18,77.3,1.7,0.00,0.19,0.71,0.10,0.741
4373,2016,GARVIN,"PAULS VALLEY",25I018,7036,52454.32,31592.89,0.06,0.21,0.35,38.6,2.1,1.00,0.18,0.64,0.18,0.671
3856,2015,GARVIN,"PAULS VALLEY",25I018,7081,51561.93,30955.34,0.06,0.22,0.37,0.1,0.7,0.20,42.84,1.94,2.00,0.662
3338,2014,GARVIN,"PAULS VALLEY",25I018,7020,49579.35,30749.95,0.06,0.24,0.40,72.6,2.5,0.00,0.64,0.21,0.15,0.674
3334,2014,GARVIN,STRATFORD,25I002,3597,46636.44,19350.51,0.09,0.23,0.27,172.0,3.3,0.00,0.67,0.16,0.17,0.673
4369,2016,GARVIN,STRATFORD,25I002,3553,46285.38,20848.15,0.03,0.23,0.23,39.9,2.1,0.00,0.17,0.69,0.14,0.694
3852,2015,GARVIN,STRATFORD,25I002,3552,46185.44,21331.56,0.08,0.21,0.25,0.2,0.7,0.14,119.83,1.17,0.00,0.641
3851,2015,GARVIN,WHITEBEAD,25C016,1657,67767.22,32787.90,0.01,0.10,0.24,0.2,0.6,0.15,403.00,1.00,0.00,0.526
3333,2014,GARVIN,WHITEBEAD,25C016,1574,65744.51,30397.64,0.02,0.11,0.19,0.0,0.0,0.00,0.61,0.15,0.25,0.553
4368,2016,GARVIN,WHITEBEAD,25C016,1524,67694.02,33936.83,0.02,0.13,0.29,0.0,0.0,0.00,0.18,0.68,0.14,0.582
4374,2016,GARVIN,WYNNEWOOD,25I038,4582,54912.53,133734.25,0.04,0.16,0.31,50.8,1.4,0.00,0.16,0.71,0.12,0.589
3857,2015,GARVIN,WYNNEWOOD,25I038,4526,52713.61,134139.84,0.04,0.16,0.21,0.2,0.7,0.15,77.56,2.56,0.00,0.620
3339,2014,GARVIN,WYNNEWOOD,25I038,4535,54376.04,120568.47,0.05,0.13,0.20,141.4,1.4,0.00,0.68,0.15,0.18,0.555
3347,2014,GRADY,ALEX,26I056,1610,55048.44,78467.86,0.04,0.20,0.36,0.0,0.0,0.00,0.71,0.18,0.11,0.761
4382,2016,GRADY,ALEX,26I056,1461,61468.19,281649.03,0.04,0.15,0.14,0.0,0.0,0.00,0.14,0.72,0.13,0.777
3865,2015,GRADY,ALEX,26I056,1495,56637.56,190339.27,0.04,0.19,0.21,0.1,0.7,0.18,0.00,0.00,0.00,0.780
3870,2015,GRADY,AMBER-POCASSET,26I128,1775,75419.63,65279.89,0.03,0.10,0.17,0.2,0.6,0.15,0.00,0.00,0.00,0.463
3352,2014,GRADY,AMBER-POCASSET,26I128,1755,68700.30,65983.68,0.04,0.10,0.18,510.0,1.0,0.00,0.63,0.17,0.21,0.526
4387,2016,GRADY,AMBER-POCASSET,26I128,1903,67741.83,62023.08,0.03,0.11,0.16,0.0,0.0,0.00,0.21,0.68,0.10,0.610
4384,2016,GRADY,"BRIDGE CREEK",26I095,7900,74057.32,27332.16,0.04,0.07,0.27,498.0,2.0,0.00,0.14,0.76,0.10,0.463
3867,2015,GRADY,"BRIDGE CREEK",26I095,8398,69838.53,25161.56,0.06,0.11,0.31,0.1,0.8,0.10,0.00,0.00,0.00,0.488
3349,2014,GRADY,"BRIDGE CREEK",26I095,8517,69001.50,24412.97,0.03,0.12,0.29,243.5,2.3,0.00,0.77,0.11,0.13,0.455
3344,2014,GRADY,CHICKASHA,26I001,16466,50431.78,33324.24,0.06,0.17,0.35,55.0,2.4,0.00,0.64,0.16,0.20,0.664
4379,2016,GRADY,CHICKASHA,26I001,16572,53210.11,35495.39,0.05,0.17,0.34,61.6,2.2,2.00,0.19,0.64,0.16,0.742
3862,2015,GRADY,CHICKASHA,26I001,16492,52458.69,33845.36,0.06,0.18,0.33,0.2,0.6,0.17,56.04,1.76,3.00,0.717
3859,2015,GRADY,FRIEND,26C037,1115,67066.13,59106.86,0.05,0.10,0.17,0.2,0.7,0.11,0.00,0.00,0.00,0.524
3341,2014,GRADY,FRIEND,26C037,1166,65013.00,51226.10,0.06,0.08,0.16,224.0,2.0,0.00,0.68,0.14,0.17,0.513
4376,2016,GRADY,FRIEND,26C037,1086,83346.89,51415.65,0.01,0.07,0.26,0.0,0.0,0.00,0.21,0.68,0.11,0.637
4377,2016,GRADY,MIDDLEBERG,26C096,1551,82860.83,68871.96,0.01,0.09,0.18,0.0,0.0,0.00,0.24,0.66,0.10,0.490
3860,2015,GRADY,MIDDLEBERG,26C096,1437,79876.87,85698.15,0.02,0.08,0.16,0.2,0.7,0.10,0.00,0.00,0.00,0.456
3342,2014,GRADY,MIDDLEBERG,26C096,1429,81571.25,74928.69,0.03,0.08,0.23,0.0,0.0,0.00,0.63,0.11,0.26,0.483
3345,2014,GRADY,MINCO,26I002,2320,57643.73,79662.36,0.06,0.09,0.20,587.0,1.0,0.00,0.76,0.11,0.13,0.525
4380,2016,GRADY,MINCO,26I002,2217,57835.20,114376.45,0.05,0.12,0.23,554.0,1.0,0.00,0.16,0.72,0.12,0.569
3863,2015,GRADY,MINCO,26I002,2324,60009.75,77403.15,0.05,0.10,0.25,0.1,0.8,0.11,571.00,1.00,0.00,0.524
3864,2015,GRADY,NINNEKAH,26I051,2918,66385.83,50698.28,0.04,0.15,0.35,0.1,0.7,0.15,278.50,1.50,0.00,0.684
3346,2014,GRADY,NINNEKAH,26I051,2813,61208.71,45452.83,0.05,0.16,0.41,267.0,1.0,0.00,0.71,0.17,0.12,0.697
4381,2016,GRADY,NINNEKAH,26I051,2894,69559.60,47098.07,0.04,0.17,0.39,77.9,2.7,0.00,0.13,0.72,0.15,0.686
4378,2016,GRADY,PIONEER,26C131,1373,62588.89,26647.71,0.07,0.21,0.22,193.0,1.0,0.00,0.13,0.66,0.21,0.472
3861,2015,GRADY,PIONEER,26C131,1219,61157.91,29853.22,0.07,0.20,0.23,0.1,0.6,0.24,0.00,0.00,0.00,0.432
3343,2014,GRADY,PIONEER,26C131,1276,68067.36,18575.85,0.06,0.18,0.25,392.0,1.0,0.00,0.67,0.21,0.12,0.475
3348,2014,GRADY,"RUSH SPRINGS",26I068,2715,40374.36,37170.05,0.03,0.23,0.34,121.6,1.2,0.00,0.60,0.27,0.13,0.630
4383,2016,GRADY,"RUSH SPRINGS",26I068,2885,47222.90,48456.97,0.04,0.16,0.32,286.5,2.0,0.00,0.15,0.65,0.20,0.630
3866,2015,GRADY,"RUSH SPRINGS",26I068,2645,42954.52,44058.66,0.05,0.17,0.35,0.1,0.6,0.25,191.33,1.33,0.00,0.585
3868,2015,GRADY,TUTTLE,26I097,8885,76942.34,37335.22,0.04,0.09,0.21,0.2,0.7,0.10,305.83,3.33,0.00,0.234
3350,2014,GRADY,TUTTLE,26I097,8502,75130.75,35009.24,0.03,0.11,0.25,257.0,2.3,0.00,0.74,0.09,0.16,0.235
4385,2016,GRADY,TUTTLE,26I097,9015,81664.29,41140.66,0.03,0.07,0.19,619.3,2.0,0.00,0.18,0.74,0.08,0.271
4386,2016,GRADY,VERDEN,26I099,1385,61581.23,35417.29,0.04,0.08,0.18,0.0,0.0,0.00,0.17,0.65,0.18,0.715
3869,2015,GRADY,VERDEN,26I099,1260,58702.51,34889.80,0.03,0.08,0.17,0.2,0.6,0.21,265.00,2.00,0.00,0.630
3351,2014,GRADY,VERDEN,26I099,1385,49108.95,41210.77,0.02,0.08,0.11,83.3,2.0,0.00,0.62,0.19,0.19,0.612
3355,2014,GRANT,"DEER CREEK-LAMONT",27I095,820,79761.47,150796.22,0.05,0.07,0.32,167.0,1.0,0.00,0.71,0.13,0.16,0.575
