Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2015,19,I031,110,19I031110,KELLYVILLE,"KELLYVILLE UPPER ES",Elementary,50,"KELLYVILLE UPPER ES",58,34,"F    ",58,48,"F    ",116,41,"F    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,769,1.00,238,58,F,238,69,D,84,48,F,84,64,D,0,0,N/,644,62,D,Elementary,50,25,25,10,69,D+,19I031,D
2016,19,I031,110,19I031110,KELLYVILLE,"KELLYVILLE UPPER ES",NULL,NULL,"KELLYVILLE UPPER ES",54,33,"F    ",54,57,"F    ",108,45,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,644,0.99,219,68,D,219,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,438,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,21,C030,105,21C030105,KENWOOD,"KENWOOD PUBLIC SCHOOL",NULL,NULL,"Kenwood Public School",13,54,"F    ",13,77,"C    ",26,65,"D    ",0.93,0,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196,0.99,60,47,F,60,38,F,23,30,F,23,57,F,NULL,NULL,NULL,166,43,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,21,C030,105,21C030105,KENWOOD,"KENWOOD PUBLIC SCHOOL","Middle School",50,"KENWOOD PUBLIC SCHOOL",,,,,,,18,17,"F    ",0.93,0,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,172,0.99,50,56,F,50,38,F,13,23,F,25,16,F,0,0,N/,138,39,F,"Middle School",50,25,25,2,38,F,21C030,F
2016,21,C030,105,21C030105,KENWOOD,"KENWOOD PUBLIC SCHOOL",NULL,NULL,"KENWOOD PUBLIC SCHOOL",10,60,"D    ",10,60,"D    ",20,60,"D    ",0.94,6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,168,1.00,40,60,D,40,40,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,80,50,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,31,I043,105,31I043105,KEOTA,"KEOTA ES",NULL,NULL,"Keota ES",25,56,"F    ",25,52,"F    ",50,54,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,502,1.00,153,57,F,153,51,F,54,44,F,NULL,NULL,F,NULL,NULL,NULL,415,53,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,31,I043,105,31I043105,KEOTA,"KEOTA ES","Middle School",50,"KEOTA ES",29,55,"F    ",29,66,"D    ",58,60,"D    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,487,1.00,153,58,F,153,56,F,44,43,F,74,46,F,0,0,N/,424,54,F,"Middle School",50,25,25,8,67,D+,31I043,D
2016,31,I043,105,31I043105,KEOTA,"KEOTA ES",NULL,NULL,"KEOTA ES",30,53,"F    ",30,57,"F    ",60,55,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,458,1.00,126,77,C,126,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,252,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,31,I043,705,31I043705,KEOTA,"KEOTA HS",NULL,NULL,"Keota HS",NULL,NULL,NULL,NULL,NULL,NULL,11,64,"D    ",NULL,NULL,NULL,NULL,0.21,0.92,1,0.95,5,0.95,1,0.53,0.24,0,0.05,0,4,1,194,0.95,47,83,B,72,65,D,33,30,F,19,84,B,NULL,NULL,NULL,171,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,31,I043,705,31I043705,KEOTA,"KEOTA HS","High School",50,"KEOTA HS",,,,,,,10,80,"B    ",,0,,0,0.13,0.86,0,0.81,0,0.81,0,"> 0.95",0.32,1,0.42,0,2,0,198,1.00,54,80,B,75,64,D,28,14,F,23,43,F,0,0,N/,180,58,F,"High School",50,50,0,1,75,C,31I043,C
2016,31,I043,705,31I043705,KEOTA,"KEOTA HS",NULL,NULL,"KEOTA HS",NULL,NULL,NULL,NULL,NULL,NULL,13,77,"C    ",N/A,0,N/A,0,0.11,"> 0.95",1,0.78,0,0.76,0,"> 0.95",0.23,1,0.34,0,2,0,196,0.99,25,72,C,30,90,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,55,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,18,I006,105,18I006105,KETCHUM,"KETCHUM ES",NULL,NULL,"Ketchum ES",13,69,"D    ",14,64,"D    ",27,67,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,346,1.00,102,69,D,102,71,C,40,65,D,40,98,A,NULL,NULL,NULL,284,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,18,I006,105,18I006105,KETCHUM,"KETCHUM ES",Elementary,50,"KETCHUM ES",15,27,"F    ",15,53,"F    ",30,40,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,307,1.00,90,68,D,90,69,D,33,55,F,33,79,C,0,0,N/,246,68,D,Elementary,50,25,25,10,74,C,18I006,C
2016,18,I006,105,18I006105,KETCHUM,"KETCHUM ES",NULL,NULL,"KETCHUM ES",14,50,"F    ",14,71,"C    ",28,61,"D    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,284,0.99,58,84,B,58,91,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,116,88,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,18,I006,705,18I006705,KETCHUM,"KETCHUM HS",NULL,NULL,"Ketchum HS",NULL,NULL,"C    ",NULL,NULL,NULL,18,67,"D    ",NULL,NULL,NULL,NULL,0.95,0.95,1,0.81,0,0.55,0,0.9,0.40,1,0.77,0,2,0,320,1.00,94,81,B,121,79,C,50,64,D,42,93,A,NULL,NULL,NULL,307,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,18,I006,705,18I006705,KETCHUM,"KETCHUM HS","High School",50,"KETCHUM HS",,,"D    ",,,,21,71,"C    ",,0,,0,0.66,"> 0.95",1,"> 0.95",5,0.00,1,0.72,0.35,0,0.88,1,4,1,331,0.98,99,85,B,123,65,D,59,42,F,44,75,C,0,0,N/,325,68,D,"High School",50,25,25,9,83,B,18I006,B
2016,18,I006,705,18I006705,KETCHUM,"KETCHUM HS",NULL,NULL,"KETCHUM HS",NULL,NULL,NULL,NULL,NULL,NULL,14,64,"D    ",N/A,0,N/A,0,0.79,0.94,1,0.88,0,0.72,0,0.81,0.39,1,0.74,0,2,0,225,0.99,36,86,B,22,77,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,58,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,18,I006,505,18I006505,KETCHUM,"KETCHUM MS",NULL,NULL,"Ketchum MS",27,44,"F    ",27,41,"F    ",54,43,"F    ",0.95,6,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,403,1.00,123,75,C,123,67,D,42,50,F,NULL,NULL,C,NULL,NULL,NULL,331,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,18,I006,505,18I006505,KETCHUM,"KETCHUM MS","Middle School",50,"KETCHUM MS",28,25,"F    ",28,32,"F    ",56,29,"F    ","> 0.95",6,"< 0.05",2,"> 0.95",,2,,0,0.00,0,,0.00,0,0.00,0,0,0,438,1.00,122,69,D,123,46,F,41,51,F,82,60,D,0,0,N/,368,57,F,"Middle School",50,25,25,10,61,D-,18I006,D
2016,18,I006,505,18I006505,KETCHUM,"KETCHUM MS",NULL,NULL,"KETCHUM MS",27,37,"F    ",27,44,"F    ",54,41,"F    ","> 0.95",6,"< 0.05",2,0.52,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,409,1.00,109,65,D,109,60,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,218,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,13,I011,105,13I011105,KEYES,"KEYES ES",NULL,NULL,"Keyes ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,1.00,23,70,C,20,50,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,58,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,13,I011,105,13I011105,KEYES,"KEYES ES","Middle School",50,"KEYES ES",,,,,,,,,"","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,65,1.00,22,50,F,22,27,F,0,0,**,0,0,**,0,0,N/,58,38,F,"Middle School",50,50,0,8,53,F,13I011,F
2016,13,I011,105,13I011105,KEYES,"KEYES ES",NULL,NULL,"KEYES ES",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,112,1.00,21,76,C,21,67,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,42,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,13,I011,705,13I011705,KEYES,"KEYES HS",NULL,NULL,"Keyes HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.05,NULL,0,0.95,5,0.95,1,0.67,0.05,0,0.33,0,3,1,35,0.97,NULL,NULL,NULL,13,85,B,10,50,F,NULL,NULL,NULL,NULL,NULL,NULL,31,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,13,I011,705,13I011705,KEYES,"KEYES HS","High School",50,"KEYES HS",,,,,,,,,"",,0,,0,"< 0.05",,0,"> 0.95",5,0.00,1,0.75,0.33,1,0.33,0,3,1,38,0.87,0,0,A,13,69,D,0,0,N/,0,0,**,0,0,N/,33,79,C,"High School",50,50,0,8,93,F,13I011,F
2016,13,I011,705,13I011705,KEYES,"KEYES HS",NULL,NULL,"KEYES HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,"< 0.05",N/A,0,"> 0.95",5,0.00,1,"> 0.95",0.50,1,0.80,1,4,1,36,0.94,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,11,I006,105,11I006105,KEYS,"KEYS ES",NULL,NULL,"Keys ES",58,69,"D    ",53,34,"F    ",111,52,"F    ",0.95,6,0.05,2,0.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1026,1.00,315,72,C,298,56,F,109,50,F,109,78,C,NULL,NULL,NULL,831,64,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,11,I006,105,11I006105,KEYS,"KEYS ES","Middle School",50,"KEYS ES",62,48,"F    ",61,33,"F    ",123,41,"F    ","> 0.95",6,"< 0.05",2,0.08,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1047,1.00,320,72,C,317,57,F,108,57,F,152,53,F,0,0,N/,897,62,D,"Middle School",50,25,25,8,67,D+,11I006,D
2016,11,I006,105,11I006105,KEYS,"KEYS ES",NULL,NULL,"KEYS ES",58,45,"F    ",58,48,"F    ",116,47,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,870,1.00,233,78,C,232,71,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,465,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,11,I006,705,11I006705,KEYS,"KEYS HS",NULL,NULL,"Keys HS",19,84,"B    ",12,83,"B    ",31,84,"B    ",NULL,NULL,NULL,NULL,0.42,0.82,0,0.9,5,0.79,0,0.67,0.52,0,0.69,0,3,1,528,0.99,155,86,B,181,95,A,85,41,F,72,86,B,NULL,NULL,NULL,493,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,11,I006,705,11I006705,KEYS,"KEYS HS","High School",50,"KEYS HS",17,82,"B    ",18,83,"B    ",35,83,"B    ",,0,,0,0.65,"> 0.95",1,0.92,5,0.89,1,0.64,0.58,0,0.71,0,4,1,525,0.99,155,92,A,190,92,A,84,51,F,77,84,B,0,0,N/,506,84,B,"High School",50,25,25,8,94,A,11I006,A
2016,11,I006,705,11I006705,KEYS,"KEYS HS",NULL,NULL,"KEYS HS",20,65,"D    ",22,55,"F    ",42,60,"D    ",N/A,0,N/A,0,0.33,0.94,1,0.83,0,0.74,0,0.63,0.60,0,0.67,0,2,0,519,1.00,81,85,B,89,75,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,170,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,C015,105,72C015105,KEYSTONE,"KEYSTONE PUBLIC SCHOOL",NULL,NULL,"Keystone Public School",33,58,"F    ",34,21,"F    ",67,39,"F    ",0.94,6,0.05,2,0.11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,629,1.00,181,65,D,181,56,F,65,46,F,65,51,F,NULL,NULL,NULL,492,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,C015,105,72C015105,KEYSTONE,"KEYSTONE PUBLIC SCHOOL","Middle School",50,"KEYSTONE PUBLIC SCHOOL",37,59,"F    ",37,43,"F    ",74,51,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,596,0.99,185,64,D,185,60,D,60,53,F,78,68,D,0,0,N/,508,62,D,"Middle School",50,25,25,8,70,C-,72C015,C
2016,72,C015,105,72C015105,KEYSTONE,"KEYSTONE PUBLIC SCHOOL",NULL,NULL,"KEYSTONE PUBLIC SCHOOL",35,60,"D    ",35,54,"F    ",70,57,"F    ",0.95,6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,507,1.00,142,82,B,142,72,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,284,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I018,105,19I018105,KIEFER,"KIEFER ES",NULL,NULL,"Kiefer ES",30,63,"D    ",31,65,"D    ",61,64,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,507,1.00,173,72,C,172,78,C,45,56,F,45,69,D,NULL,NULL,NULL,435,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I018,105,19I018105,KIEFER,"KIEFER ES",Elementary,50,"KIEFER ES",30,57,"F    ",30,53,"F    ",60,55,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,529,1.00,177,79,C,177,75,C,43,65,D,43,93,A,0,0,N/,440,78,C,Elementary,50,25,25,10,84,B,19I018,B
2016,19,I018,105,19I018105,KIEFER,"KIEFER ES",NULL,NULL,"KIEFER ES",38,53,"F    ",38,58,"F    ",76,55,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,492,1.00,153,84,B,153,80,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,306,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I018,705,19I018705,KIEFER,"KIEFER HS",NULL,NULL,"Kiefer HS",NULL,NULL,"C    ",NULL,NULL,NULL,16,63,"D    ",NULL,NULL,NULL,NULL,0.95,0.36,1,0.93,5,0.94,1,0.72,0.29,0,0.55,0,4,1,316,1.00,87,83,B,120,80,B,38,32,F,58,84,B,NULL,NULL,NULL,303,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I018,705,19I018705,KIEFER,"KIEFER HS","High School",50,"KIEFER HS",,,,,,"D    ",20,75,"C    ",,0,,0,"> 0.95",0.92,1,0.91,5,0.89,1,0.6,0.27,0,0.60,0,4,1,294,1.00,86,83,B,138,75,C,41,27,F,38,68,D,0,0,N/,303,70,C,"High School",50,25,25,8,85,B,19I018,B
2016,19,I018,705,19I018705,KIEFER,"KIEFER HS",NULL,NULL,"KIEFER HS",13,46,"F    ",14,43,"F    ",27,44,"F    ",N/A,0,N/A,0,"> 0.95",0.89,1,0.92,5,0.90,1,0.69,0.49,0,0.56,0,4,1,360,0.99,52,75,C,58,84,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,110,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I018,505,19I018505,KIEFER,"RONGEY MS",NULL,NULL,"Rongey MS",18,78,"C    ",17,71,"C    ",35,74,"C    ",0.95,6,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312,1.00,82,78,C,81,79,C,46,46,F,46,54,F,NULL,NULL,NULL,255,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I018,505,19I018505,KIEFER,"RONGEY MS","Middle School",50,"RONGEY MS",20,65,"D    ",20,50,"F    ",40,57,"F    ","> 0.95",6,"< 0.05",2,0.84,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,353,1.00,84,89,B,84,77,C,40,65,D,84,70,C,0,0,N/,292,77,C,"Middle School",50,25,25,10,84,B,19I018,B
2016,19,I018,505,19I018505,KIEFER,"RONGEY MS",NULL,NULL,"RONGEY MS",21,52,"F    ",21,52,"F    ",42,52,"F    ","> 0.95",6,"< 0.05",0,0.54,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,336,1.00,87,82,B,86,85,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,173,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,36,C050,105,36C050105,KILDARE,"KILDARE PUBLIC SCHOOL",NULL,NULL,"Kildare Public School",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,1.00,33,52,F,33,58,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,36,C050,105,36C050105,KILDARE,"KILDARE PUBLIC SCHOOL",Elementary,50,"KILDARE PUBLIC SCHOOL",,,,,,,12,50,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,105,1.00,36,39,F,36,64,D,0,0,**,0,0,**,0,0,N/,90,51,F,Elementary,50,50,0,10,67,D+,36C050,D
2016,36,C050,105,36C050105,KILDARE,"KILDARE PUBLIC SCHOOL",NULL,NULL,"KILDARE PUBLIC SCHOOL",NULL,NULL,NULL,NULL,NULL,NULL,12,67,"D    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,88,1.00,25,76,C,25,60,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,50,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I007,110,37I007110,KINGFISHER,"GILMOUR ES",NULL,NULL,"Gilmour ES",19,42,"F    ",19,26,"F    ",38,34,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,171,77,C,171,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I007,110,37I007110,KINGFISHER,"GILMOUR ES",Elementary,50,"GILMOUR ES",21,71,"C    ",21,57,"F    ",42,64,"D    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,402,1.00,185,86,B,186,81,B,0,0,N/,0,0,N/,0,0,N/,371,84,B,Elementary,50,25,25,10,90,A-,37I007,A
2016,37,I007,110,37I007110,KINGFISHER,"GILMOUR ES",NULL,NULL,"GILMOUR ES",24,50,"F    ",24,63,"D    ",48,56,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,414,1.00,97,81,B,97,90,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,194,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I007,120,37I007120,KINGFISHER,"HERITAGE ELEMENTARY",NULL,NULL,"Heritage Elementary",19,42,"F    ",19,26,"F    ",38,34,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,1.00,171,77,C,171,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I007,120,37I007120,KINGFISHER,"HERITAGE ELEMENTARY",Elementary,50,"HERITAGE ELEMENTARY",21,71,"C    ",21,57,"F    ",42,64,"D    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,402,1.00,185,86,B,186,81,B,0,0,N/,0,0,N/,0,0,N/,371,84,B,Elementary,50,25,25,10,90,A-,37I007,A
2016,37,I007,120,37I007120,KINGFISHER,"HERITAGE ELEMENTARY",NULL,NULL,"HERITAGE ELEMENTARY",24,50,"F    ",24,63,"D    ",48,56,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,414,1.00,97,81,B,97,90,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,194,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I007,705,37I007705,KINGFISHER,"KINGFISHER HS",NULL,NULL,"Kingfisher HS",25,100,"A    ",16,56,"F    ",41,83,"B    ",NULL,NULL,NULL,NULL,0.95,0.84,1,0.95,5,0.92,1,0.8,0.61,1,0.75,0,4,1,728,1.00,204,89,B,288,82,B,111,50,F,123,79,C,NULL,NULL,NULL,726,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I007,705,37I007705,KINGFISHER,"KINGFISHER HS","High School",50,"KINGFISHER HS",21,86,"B    ",21,71,"C    ",42,79,"C    ",,0,,0,0.92,"> 0.95",1,0.87,0,0.80,0,0.84,0.55,1,0.81,1,3,1,671,0.99,208,92,A,265,81,B,97,47,F,100,69,D,0,0,N/,670,78,C,"High School",50,25,25,4,86,B,37I007,B
2016,37,I007,705,37I007705,KINGFISHER,"KINGFISHER HS",NULL,NULL,"KINGFISHER HS",21,33,"F    ",21,43,"F    ",42,38,"F    ",N/A,0,N/A,0,"> 0.95","> 0.95",1,0.92,5,0.86,1,"> 0.95",0.50,1,0.66,0,4,1,619,0.99,88,78,C,85,84,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,173,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I007,505,37I007505,KINGFISHER,"KINGFISHER MS",NULL,NULL,"Kingfisher MS",81,70,"C    ",81,49,"F    ",162,60,"D    ",0.95,6,0.05,2,0.06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317,1.00,368,80,B,368,71,C,175,58,F,NULL,NULL,B,NULL,NULL,NULL,1088,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I007,505,37I007505,KINGFISHER,"KINGFISHER MS","Middle School",50,"KINGFISHER MS",89,55,"F    ",89,54,"F    ",178,54,"F    ","> 0.95",6,"< 0.05",2,0.07,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1435,1.00,361,82,B,363,75,C,173,55,F,282,77,C,0,0,N/,1179,75,C,"Middle School",50,25,25,8,80,B-,37I007,B
2016,37,I007,505,37I007505,KINGFISHER,"KINGFISHER MS",NULL,NULL,"KINGFISHER MS",88,53,"F    ",89,51,"F    ",177,52,"F    ","> 0.95",6,"< 0.05",2,0.07,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1295,1.00,357,85,B,360,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,717,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,45,I003,105,45I003105,KINGSTON,"KINGSTON ES",NULL,NULL,"Kingston ES",37,62,"D    ",38,50,"F    ",75,56,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,792,0.99,236,79,C,236,80,B,83,70,C,82,95,A,NULL,NULL,NULL,637,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,45,I003,105,45I003105,KINGSTON,"KINGSTON ES",Elementary,50,"KINGSTON ES",36,58,"F    ",36,58,"F    ",72,58,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,745,1.00,225,74,C,225,80,B,76,59,F,76,89,B,0,0,N/,602,76,C,Elementary,50,25,25,10,84,B,45I003,B
