Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2014,MCINTOSH,49I027,MIDWAY,"MIDWAY ES",105,49I027105,"Elementary School",0,47,0,25,0,107,7,186
2015,MCINTOSH,49I027,MIDWAY,"MIDWAY ES",105,49I027105,"Elementary School",0,48,0,16,0,82,4,150
2016,MCINTOSH,49I027,MIDWAY,"MIDWAY ES",105,49I027105,"Elementary School",0,41,0,20,0,92,6,159
2014,MCINTOSH,49I027,MIDWAY,"MIDWAY HS",705,49I027705,"High School",1,16,0,7,0,37,11,72
2015,MCINTOSH,49I027,MIDWAY,"MIDWAY HS",705,49I027705,"High School",2,17,0,7,0,36,10,72
2016,MCINTOSH,49I027,MIDWAY,"MIDWAY HS",705,49I027705,"High School",2,20,0,6,0,39,9,76
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","BARNES ES",105,55I052105,"Elementary School",25,17,1,18,1,280,34,376
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","BARNES ES",105,55I052105,"Elementary School",34,11,1,15,0,262,40,363
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","BARNES ES",105,55I052105,"Elementary School",33,14,1,20,1,281,39,389
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT HS",705,55I052705,"High School",68,96,21,241,4,559,91,1080
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT HS",705,55I052705,"High School",74,108,20,232,8,568,68,1078
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT HS",705,55I052705,"High School",78,104,16,231,8,587,50,1074
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT MS",505,55I052505,"Middle School",50,83,12,162,5,470,43,825
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT MS",505,55I052505,"Middle School",59,84,11,193,5,480,20,852
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CARL ALBERT MS",505,55I052505,"Middle School",68,64,13,197,8,469,32,851
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CLEVELAND BAILEY ES",110,55I052110,"Elementary School",23,12,9,85,0,157,36,322
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CLEVELAND BAILEY ES",110,55I052110,"Elementary School",27,13,3,84,2,152,44,325
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","CLEVELAND BAILEY ES",110,55I052110,"Elementary School",33,10,1,84,2,168,40,338
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","COUNTRY ESTATES ES",115,55I052115,"Elementary School",58,19,2,59,0,207,53,398
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","COUNTRY ESTATES ES",115,55I052115,"Elementary School",58,15,1,72,0,228,48,422
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","COUNTRY ESTATES ES",115,55I052115,"Elementary School",59,18,1,71,0,222,42,413
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY ES",120,55I052120,"Elementary School",54,46,0,59,0,203,33,395
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY ES",120,55I052120,"Elementary School",100,55,0,151,2,323,45,676
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY ES",120,55I052120,"Elementary School",100,47,3,152,3,296,51,652
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY HS",710,55I052710,"High School",118,63,34,550,3,492,103,1363
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY HS",710,55I052710,"High School",126,64,39,513,4,469,139,1354
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CITY HS",710,55I052710,"High School",138,58,30,508,7,454,129,1324
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CREST MS",510,55I052510,"Middle School",74,22,1,188,3,189,57,534
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CREST MS",510,55I052510,"Middle School",78,22,1,175,2,188,58,524
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","DEL CREST MS",510,55I052510,"Middle School",77,21,1,188,2,200,59,548
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","EAST SIDE ES",125,55I052125,"Elementary School",50,32,9,61,1,248,55,456
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","EPPERLY HEIGHTS ES",130,55I052130,"Elementary School",100,25,0,180,0,303,79,687
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","EPPERLY HEIGHTS ES",130,55I052130,"Elementary School",91,25,0,166,0,288,83,653
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","EPPERLY HEIGHTS ES",130,55I052130,"Elementary School",113,22,1,182,1,276,98,693
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","HIGHLAND PARK ES",140,55I052140,"Elementary School",73,24,2,288,3,125,63,578
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","HIGHLAND PARK ES",140,55I052140,"Elementary School",70,17,3,292,5,133,61,581
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","HIGHLAND PARK ES",140,55I052140,"Elementary School",64,20,3,261,3,119,57,527
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","JARMAN MS",515,55I052515,"Middle School",58,39,9,168,6,247,34,561
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","JARMAN MS",515,55I052515,"Middle School",63,49,8,169,3,254,21,567
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","JARMAN MS",515,55I052515,"Middle School",66,44,15,181,1,247,17,571
2014,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","KERR MS",520,55I052520,"Middle School",59,47,27,245,4,207,42,631
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","KERR MS",520,55I052520,"Middle School",56,43,25,255,5,189,46,619
2016,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","KERR MS",520,55I052520,"Middle School",59,37,23,263,3,169,31,585
2015,OKLAHOMA,55I052,"MIDWEST CITY-DEL CITY","MIDWEST CITY ES",195,55I052195,"Elementary School",97,64,18,158,3,456,113,909
