Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2014,"LE FLORE",40I017,CAMERON,"CAMERON HS",705,40I017705,"High School",6,31,1,0,1,76,0,115
2015,"LE FLORE",40I017,CAMERON,"CAMERON HS",705,40I017705,"High School",3,31,2,0,1,68,0,105
2016,"LE FLORE",40I017,CAMERON,"CAMERON HS",705,40I017705,"High School",4,31,4,0,1,55,0,95
2014,PITTSBURG,61I002,CANADIAN,"CANADIAN ES",105,61I002105,"Elementary School",6,185,1,2,0,97,4,295
2015,PITTSBURG,61I002,CANADIAN,"CANADIAN ES",105,61I002105,"Elementary School",7,172,0,3,0,123,1,306
2016,PITTSBURG,61I002,CANADIAN,"CANADIAN ES",105,61I002105,"Elementary School",9,168,0,2,0,146,1,326
2014,PITTSBURG,61I002,CANADIAN,"CANADIAN HS",705,61I002705,"High School",3,85,0,2,0,56,2,148
2015,PITTSBURG,61I002,CANADIAN,"CANADIAN HS",705,61I002705,"High School",2,96,1,2,0,55,2,158
2016,PITTSBURG,61I002,CANADIAN,"CANADIAN HS",705,61I002705,"High School",1,91,1,1,0,48,1,143
2014,PITTSBURG,61I002,CANADIAN,"CARLTON LANDING ACADEMY ES",110,61I002110,"Elementary School",2,13,0,0,0,22,0,37
2014,ATOKA,03I026,CANEY,"CANEY ES",105,03I026105,"Elementary School",12,65,0,3,0,95,1,176
2015,ATOKA,03I026,CANEY,"CANEY ES",105,03I026105,"Elementary School",9,55,0,2,0,94,8,168
2016,ATOKA,03I026,CANEY,"CANEY ES",105,03I026105,"Elementary School",8,54,0,2,0,109,6,179
2014,ATOKA,03I026,CANEY,"CANEY HS",705,03I026705,"High School",4,50,0,0,0,27,0,81
2015,ATOKA,03I026,CANEY,"CANEY HS",705,03I026705,"High School",5,43,0,1,0,29,0,78
2016,ATOKA,03I026,CANEY,"CANEY HS",705,03I026705,"High School",5,40,0,1,0,28,0,74
2014,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY ES",110,74I018110,"Elementary School",12,149,8,3,2,196,13,383
2015,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY ES",110,74I018110,"Elementary School",18,147,5,2,2,202,23,399
2016,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY ES",110,74I018110,"Elementary School",18,139,3,2,0,206,43,411
2014,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY HS",705,74I018705,"High School",8,77,7,2,0,114,2,210
2015,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY HS",705,74I018705,"High School",6,73,5,1,0,134,3,222
2016,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY HS",705,74I018705,"High School",5,72,6,1,0,118,26,228
2014,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY MS",510,74I018510,"Middle School",4,62,2,0,1,89,6,164
2015,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY MS",510,74I018510,"Middle School",2,67,4,1,1,69,5,149
2016,WASHINGTON,74I018,"CANEY VALLEY","CANEY VALLEY MS",510,74I018510,"Middle School",3,50,2,1,0,81,17,154
2014,BLAINE,06I105,CANTON,"CANTON ES",105,06I105105,"Elementary School",28,91,0,0,0,145,15,279
2015,BLAINE,06I105,CANTON,"CANTON ES",105,06I105105,"Elementary School",26,89,0,0,0,170,20,305
2016,BLAINE,06I105,CANTON,"CANTON ES",105,06I105105,"Elementary School",24,78,1,0,0,171,15,289
2014,BLAINE,06I105,CANTON,"CANTON HS",705,06I105705,"High School",5,22,0,1,0,72,8,108
2015,BLAINE,06I105,CANTON,"CANTON HS",705,06I105705,"High School",2,28,0,0,0,66,6,102
2016,BLAINE,06I105,CANTON,"CANTON HS",705,06I105705,"High School",9,29,0,0,0,62,7,107
2014,WASHITA,75I011,CANUTE,"CANUTE ES",105,75I011105,"Elementary School",26,21,1,7,0,228,6,289
2015,WASHITA,75I011,CANUTE,"CANUTE ES",105,75I011105,"Elementary School",25,17,1,3,0,234,11,291
2016,WASHITA,75I011,CANUTE,"CANUTE ES",105,75I011105,"Elementary School",24,14,3,9,0,242,4,296
2014,WASHITA,75I011,CANUTE,"CANUTE HS",705,75I011705,"High School",16,12,0,23,2,98,0,151
2015,WASHITA,75I011,CANUTE,"CANUTE HS",705,75I011705,"High School",14,16,2,18,0,108,2,160
2016,WASHITA,75I011,CANUTE,"CANUTE HS",705,75I011705,"High School",11,17,0,23,0,95,1,147
2014,CADDO,08I033,CARNEGIE,"CARNEGIE ES",105,08I033105,"Elementary School",49,107,2,3,0,117,14,292
2015,CADDO,08I033,CARNEGIE,"CARNEGIE ES",105,08I033105,"Elementary School",50,93,2,2,0,104,34,285
2016,CADDO,08I033,CARNEGIE,"CARNEGIE ES",105,08I033105,"Elementary School",57,94,1,1,0,90,57,300
2014,CADDO,08I033,CARNEGIE,"CARNEGIE HS",705,08I033705,"High School",22,56,0,1,0,65,1,145
2015,CADDO,08I033,CARNEGIE,"CARNEGIE HS",705,08I033705,"High School",18,56,0,1,0,66,2,143
2016,CADDO,08I033,CARNEGIE,"CARNEGIE HS",705,08I033705,"High School",21,54,0,1,0,63,7,146
2014,CADDO,08I033,CARNEGIE,"CARNEGIE MS",510,08I033510,"Middle School",18,50,1,0,0,47,4,120
2015,CADDO,08I033,CARNEGIE,"CARNEGIE MS",510,08I033510,"Middle School",23,56,0,1,0,47,8,135
2016,CADDO,08I033,CARNEGIE,"CARNEGIE MS",510,08I033510,"Middle School",21,53,1,2,0,37,11,125
2014,LINCOLN,41I105,CARNEY,"CARNEY ES",105,41I105105,"Elementary School",0,31,0,2,0,119,0,152
2015,LINCOLN,41I105,CARNEY,"CARNEY ES",105,41I105105,"Elementary School",1,23,0,2,0,121,0,147
2016,LINCOLN,41I105,CARNEY,"CARNEY ES",105,41I105105,"Elementary School",1,29,0,3,0,134,0,167
2014,LINCOLN,41I105,CARNEY,"CARNEY HS",705,41I105705,"High School",0,17,0,0,0,45,1,63
2015,LINCOLN,41I105,CARNEY,"CARNEY HS",705,41I105705,"High School",2,23,0,0,0,48,1,74
2016,LINCOLN,41I105,CARNEY,"CARNEY HS",705,41I105705,"High School",3,24,0,0,0,43,1,71
2014,KINGFISHER,37I089,CASHION,"CASHION ES",105,37I089105,"Elementary School",13,31,0,2,1,304,3,354
2015,KINGFISHER,37I089,CASHION,"CASHION ES",105,37I089105,"Elementary School",11,22,0,3,1,308,3,348
2016,KINGFISHER,37I089,CASHION,"CASHION ES",105,37I089105,"Elementary School",12,10,0,5,1,212,3,243
2014,KINGFISHER,37I089,CASHION,"CASHION HS",705,37I089705,"High School",9,11,1,0,0,125,6,152
2015,KINGFISHER,37I089,CASHION,"CASHION HS",705,37I089705,"High School",9,15,0,0,0,126,6,156
2016,KINGFISHER,37I089,CASHION,"CASHION HS",705,37I089705,"High School",11,15,0,0,0,120,4,150
2016,KINGFISHER,37I089,CASHION,"CASHION MS",505,37I089505,"Middle School",4,8,0,2,0,106,4,124
2014,ROGERS,66I002,CATOOSA,"CATOOSA HS",705,66I002705,"High School",73,147,7,3,0,292,85,607
2015,ROGERS,66I002,CATOOSA,"CATOOSA HS",705,66I002705,"High School",77,129,8,6,1,296,81,598
2016,ROGERS,66I002,CATOOSA,"CATOOSA HS",705,66I002705,"High School",79,139,9,7,1,330,59,624
2014,ROGERS,66I002,CATOOSA,"CHEROKEE ES",110,66I002110,"Elementary School",54,88,4,7,1,130,11,295
2015,ROGERS,66I002,CATOOSA,"CHEROKEE ES",110,66I002110,"Elementary School",52,81,4,3,1,142,10,293
2016,ROGERS,66I002,CATOOSA,"CHEROKEE ES",110,66I002110,"Elementary School",39,70,9,8,2,159,7,294
2014,ROGERS,66I002,CATOOSA,"HELEN PAUL LEARNING CTR",115,66I002115,"Elementary School",77,81,2,7,1,195,60,423
2015,ROGERS,66I002,CATOOSA,"HELEN PAUL LEARNING CTR",115,66I002115,"Elementary School",80,84,2,7,1,201,73,448
2016,ROGERS,66I002,CATOOSA,"HELEN PAUL LEARNING CTR",115,66I002115,"Elementary School",79,64,4,1,1,187,83,419
2014,ROGERS,66I002,CATOOSA,"J. W. SAM ES",105,66I002105,"Elementary School",48,80,6,7,1,170,6,318
2015,ROGERS,66I002,CATOOSA,"J. W. SAM ES",105,66I002105,"Elementary School",50,85,6,12,3,160,0,316
2016,ROGERS,66I002,CATOOSA,"J. W. SAM ES",105,66I002105,"Elementary School",58,63,7,3,1,128,31,291
2014,ROGERS,66I002,CATOOSA,"WELLS MS",510,66I002510,"Middle School",62,143,7,8,1,248,23,492
2015,ROGERS,66I002,CATOOSA,"WELLS MS",510,66I002510,"Middle School",72,155,9,6,1,237,21,501
2016,ROGERS,66I002,CATOOSA,"WELLS MS",510,66I002510,"Middle School",79,145,10,6,2,224,14,480
2014,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS ES",105,01I030105,"Elementary School",2,65,0,1,0,11,0,79
2015,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS ES",105,01I030105,"Elementary School",2,69,0,1,0,9,0,81
2016,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS ES",105,01I030105,"Elementary School",0,27,0,1,0,4,0,32
2014,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS HS",705,01I030705,"High School",1,90,0,0,0,5,1,97
2015,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS HS",705,01I030705,"High School",1,96,0,0,0,4,0,101
2016,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS HS",705,01I030705,"High School",0,100,0,0,0,7,0,107
2016,ADAIR,01I030,"CAVE SPRINGS","CAVE SPRINGS MS",505,01I030505,"Middle School",2,31,0,0,0,4,0,37
2014,CADDO,08I160,CEMENT,"CEMENT ES",105,08I160105,"Elementary School",13,22,0,0,0,141,2,178
2015,CADDO,08I160,CEMENT,"CEMENT ES",105,08I160105,"Elementary School",16,22,0,2,0,133,2,175
2016,CADDO,08I160,CEMENT,"CEMENT ES",105,08I160105,"Elementary School",16,36,0,1,0,135,2,190
2014,CADDO,08I160,CEMENT,"CEMENT HS",715,08I160715,"High School",4,6,0,1,0,55,0,66
2015,CADDO,08I160,CEMENT,"CEMENT HS",715,08I160715,"High School",4,6,0,0,0,50,0,60
2016,CADDO,08I160,CEMENT,"CEMENT HS",715,08I160715,"High School",4,8,1,0,0,50,2,65
2014,SEQUOYAH,68I007,CENTRAL,"CENTRAL ES",105,68I007105,"Elementary School",24,129,1,2,0,68,97,321
2015,SEQUOYAH,68I007,CENTRAL,"CENTRAL ES",105,68I007105,"Elementary School",33,132,2,3,0,74,100,344
2016,SEQUOYAH,68I007,CENTRAL,"CENTRAL ES",105,68I007105,"Elementary School",37,132,2,3,0,67,85,326
2014,SEQUOYAH,68I007,CENTRAL,"CENTRAL HS",705,68I007705,"High School",4,58,1,1,2,57,74,197
2015,SEQUOYAH,68I007,CENTRAL,"CENTRAL HS",705,68I007705,"High School",5,60,0,1,2,50,62,180
2016,SEQUOYAH,68I007,CENTRAL,"CENTRAL HS",705,68I007705,"High School",4,69,0,0,1,44,61,179
2014,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH ES",105,69I034105,"Elementary School",14,16,0,2,0,200,10,242
2015,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH ES",105,69I034105,"Elementary School",13,15,0,3,0,199,14,244
2016,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH ES",105,69I034105,"Elementary School",13,12,0,5,0,186,18,234
2014,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH HS",705,69I034705,"High School",6,4,0,6,0,90,1,107
2015,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH HS",705,69I034705,"High School",5,5,0,5,0,90,1,106
2016,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH HS",705,69I034705,"High School",4,6,0,3,0,77,2,92
2014,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH JHS",600,69I034600,"Middle School",2,8,0,2,0,67,3,82
2015,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH JHS",600,69I034600,"Middle School",7,7,0,2,0,61,5,82
2016,STEPHENS,69I034,"CENTRAL HIGH","CENTRAL HIGH JHS",600,69I034600,"Middle School",10,9,0,2,1,54,11,87
2014,LINCOLN,41I001,CHANDLER,"CHANDLER HS",705,41I001705,"High School",7,61,4,16,2,208,5,303
2015,LINCOLN,41I001,CHANDLER,"CHANDLER HS",705,41I001705,"High School",7,69,2,11,2,223,5,319
2016,LINCOLN,41I001,CHANDLER,"CHANDLER HS",705,41I001705,"High School",7,62,3,3,2,175,61,313
2014,LINCOLN,41I001,CHANDLER,"CHANDLER JHS",610,41I001610,"Middle School",2,31,3,6,1,122,5,170
2015,LINCOLN,41I001,CHANDLER,"CHANDLER JHS",610,41I001610,"Middle School",3,25,2,4,0,136,5,175
2016,LINCOLN,41I001,CHANDLER,"CHANDLER JHS",610,41I001610,"Middle School",2,24,0,2,0,91,66,185
2014,LINCOLN,41I001,CHANDLER,"EAST SIDE ES",110,41I001110,"Elementary School",13,6,0,14,0,289,33,355
2015,LINCOLN,41I001,CHANDLER,"EAST SIDE ES",110,41I001110,"Elementary School",19,11,0,7,0,282,50,369
2016,LINCOLN,41I001,CHANDLER,"EAST SIDE ES",110,41I001110,"Elementary School",15,9,0,5,0,244,89,362
2014,LINCOLN,41I001,CHANDLER,"PARK ROAD ES",120,41I001120,"Elementary School",6,37,2,16,0,262,17,340
2015,LINCOLN,41I001,CHANDLER,"PARK ROAD ES",120,41I001120,"Elementary School",7,21,2,13,0,277,24,344
2016,LINCOLN,41I001,CHANDLER,"PARK ROAD ES",120,41I001120,"Elementary School",10,17,0,10,0,215,105,357
2014,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA ES",105,16I132105,"Elementary School",3,9,2,0,0,127,9,150
2015,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA ES",105,16I132105,"Elementary School",8,7,2,0,0,121,12,150
2016,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA ES",105,16I132105,"Elementary School",5,9,1,0,0,130,8,153
2014,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA HS",705,16I132705,"High School",2,4,1,0,2,65,3,77
2015,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA HS",705,16I132705,"High School",3,4,1,0,1,57,5,71
2016,COMANCHE,16I132,CHATTANOOGA,"CHATTANOOGA HS",705,16I132705,"High School",3,8,2,0,1,53,4,71
2014,MCINTOSH,49I019,CHECOTAH,"CHECOTAH HS",705,49I019705,"High School",13,159,2,16,0,223,37,450
2015,MCINTOSH,49I019,CHECOTAH,"CHECOTAH HS",705,49I019705,"High School",13,173,2,14,0,223,33,458
2016,MCINTOSH,49I019,CHECOTAH,"CHECOTAH HS",705,49I019705,"High School",13,176,3,17,0,215,34,458
2014,MCINTOSH,49I019,CHECOTAH,"CHECOTAH INTERMEDIATE ES",112,49I019112,"Elementary School",7,92,0,11,0,155,31,296
2015,MCINTOSH,49I019,CHECOTAH,"CHECOTAH INTERMEDIATE ES",112,49I019112,"Elementary School",5,92,2,13,0,155,34,301
2016,MCINTOSH,49I019,CHECOTAH,"CHECOTAH INTERMEDIATE ES",112,49I019112,"Elementary School",4,104,2,9,0,150,34,303
2014,MCINTOSH,49I019,CHECOTAH,"CHECOTAH MS",505,49I019505,"Middle School",7,122,1,16,0,161,21,328
2015,MCINTOSH,49I019,CHECOTAH,"CHECOTAH MS",505,49I019505,"Middle School",4,117,0,17,0,168,24,330
2016,MCINTOSH,49I019,CHECOTAH,"CHECOTAH MS",505,49I019505,"Middle School",6,108,0,14,0,180,31,339
2014,MCINTOSH,49I019,CHECOTAH,"MARSHALL ES",110,49I019110,"Elementary School",8,178,4,15,0,256,30,491
2015,MCINTOSH,49I019,CHECOTAH,"MARSHALL ES",110,49I019110,"Elementary School",7,169,10,15,0,234,38,473
2016,MCINTOSH,49I019,CHECOTAH,"MARSHALL ES",110,49I019110,"Elementary School",9,154,2,8,0,234,54,461
2014,ROGERS,66I003,CHELSEA,"ART GOAD ES",110,66I003110,"Elementary School",18,250,0,7,2,183,0,460
2015,ROGERS,66I003,CHELSEA,"ART GOAD ES",110,66I003110,"Elementary School",18,255,0,3,2,181,3,462
2016,ROGERS,66I003,CHELSEA,"ART GOAD ES",110,66I003110,"Elementary School",14,258,0,2,2,191,8,475
2014,ROGERS,66I003,CHELSEA,"CHELSEA HS",705,66I003705,"High School",11,158,0,3,1,92,18,283
2015,ROGERS,66I003,CHELSEA,"CHELSEA HS",705,66I003705,"High School",10,153,0,2,0,93,12,270
2016,ROGERS,66I003,CHELSEA,"CHELSEA HS",705,66I003705,"High School",9,143,0,2,0,110,15,279
2014,ROGERS,66I003,CHELSEA,"CHELSEA MS",510,66I003510,"Middle School",8,112,0,2,0,71,9,202
2015,ROGERS,66I003,CHELSEA,"CHELSEA MS",510,66I003510,"Middle School",7,102,0,2,0,69,6,186
2016,ROGERS,66I003,CHELSEA,"CHELSEA MS",510,66I003510,"Middle School",2,110,0,3,0,72,2,189
2014,ALFALFA,02I046,CHEROKEE,"CHEROKEE ES",105,02I046105,"Elementary School",14,6,0,2,0,170,4,196
2015,ALFALFA,02I046,CHEROKEE,"CHEROKEE ES",105,02I046105,"Elementary School",28,4,0,4,0,150,6,192
2016,ALFALFA,02I046,CHEROKEE,"CHEROKEE ES",105,02I046105,"Elementary School",33,5,0,2,0,174,14,228
2014,ALFALFA,02I046,CHEROKEE,"CHEROKEE HS",705,02I046705,"High School",7,1,0,0,1,92,5,106
2015,ALFALFA,02I046,CHEROKEE,"CHEROKEE HS",705,02I046705,"High School",7,3,0,0,1,84,3,98
2016,ALFALFA,02I046,CHEROKEE,"CHEROKEE HS",705,02I046705,"High School",8,3,0,2,1,87,4,105
2014,ALFALFA,02I046,CHEROKEE,"CHEROKEE MS",510,02I046510,"Middle School",5,6,0,0,0,53,2,66
2015,ALFALFA,02I046,CHEROKEE,"CHEROKEE MS",510,02I046510,"Middle School",5,3,0,0,0,69,2,79
2016,ALFALFA,02I046,CHEROKEE,"CHEROKEE MS",510,02I046510,"Middle School",7,4,0,1,0,75,2,89
2014,CHEROKEE,11T001,"CHEROKEE IMMERSION CHARTER SCH","CHEROKEE IMMERSION CHARTER SCH",971,11T001971,"Charter School",0,126,0,0,0,0,0,126
2015,CHEROKEE,11T001,"CHEROKEE IMMERSION CHARTER SCH","CHEROKEE IMMERSION CHARTER SCH",971,11T001971,"Charter School",2,107,0,0,0,0,0,109
2016,CHEROKEE,11T001,"CHEROKEE IMMERSION CHARTER SCH","CHEROKEE IMMERSION CHARTER SCH",971,11T001971,"Charter School",2,103,0,0,0,0,1,106
2014,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE ES",105,65I007105,"Elementary School",29,4,0,1,1,211,46,292
2015,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE ES",105,65I007105,"Elementary School",33,3,0,0,1,213,36,286
2016,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE ES",105,65I007105,"Elementary School",37,2,0,2,0,197,34,272
2014,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE HS",705,65I007705,"High School",5,0,0,0,0,76,3,84
2015,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE HS",705,65I007705,"High School",4,1,0,1,0,60,13,79
2016,"ROGER MILLS",65I007,CHEYENNE,"CHEYENNE HS",705,65I007705,"High School",5,2,0,1,1,55,19,83
2014,GRADY,26I001,CHICKASHA,"BILL WALLACE EC CTR",120,26I001120,"Elementary School",59,45,4,54,3,370,55,590
2015,GRADY,26I001,CHICKASHA,"BILL WALLACE EC CTR",120,26I001120,"Elementary School",58,47,3,56,3,357,65,589
2016,GRADY,26I001,CHICKASHA,"BILL WALLACE EC CTR",120,26I001120,"Elementary School",60,37,1,75,1,303,78,555
2014,GRADY,26I001,CHICKASHA,"CHICKASHA HS",705,26I001705,"High School",75,67,4,78,0,458,5,687
2015,GRADY,26I001,CHICKASHA,"CHICKASHA HS",705,26I001705,"High School",84,62,10,80,0,477,16,729
2016,GRADY,26I001,CHICKASHA,"CHICKASHA HS",705,26I001705,"High School",83,63,8,76,0,470,17,717
2014,GRADY,26I001,CHICKASHA,"CHICKASHA MS",510,26I001510,"Middle School",47,27,3,39,0,220,4,340
2015,GRADY,26I001,CHICKASHA,"CHICKASHA MS",510,26I001510,"Middle School",39,36,3,44,0,214,5,341
2016,GRADY,26I001,CHICKASHA,"CHICKASHA MS",510,26I001510,"Middle School",37,36,2,29,0,214,14,332
2014,GRADY,26I001,CHICKASHA,"GRAND AVENUE ES",105,26I001105,"Elementary School",72,48,6,54,0,305,36,521
2015,GRADY,26I001,CHICKASHA,"GRAND AVENUE ES",105,26I001105,"Elementary School",67,58,6,37,0,329,45,542
2016,GRADY,26I001,CHICKASHA,"GRAND AVENUE ES",105,26I001105,"Elementary School",70,39,6,33,3,342,43,536
2014,GRADY,26I001,CHICKASHA,"LINCOLN ES",115,26I001115,"Elementary School",37,31,3,30,0,225,11,337
2015,GRADY,26I001,CHICKASHA,"LINCOLN ES",115,26I001115,"Elementary School",43,35,5,31,0,188,19,321
2016,GRADY,26I001,CHICKASHA,"LINCOLN ES",115,26I001115,"Elementary School",44,38,4,34,0,177,26,323
2014,GARFIELD,24I042,CHISHOLM,"CHISHOLM ES",105,24I042105,"Elementary School",31,16,6,7,3,400,0,463
2015,GARFIELD,24I042,CHISHOLM,"CHISHOLM ES",105,24I042105,"Elementary School",29,14,6,6,4,444,0,503
2016,GARFIELD,24I042,CHISHOLM,"CHISHOLM ES",105,24I042105,"Elementary School",24,13,7,2,2,438,0,486
2014,GARFIELD,24I042,CHISHOLM,"CHISHOLM HS",705,24I042705,"High School",13,8,1,6,3,257,0,288
2015,GARFIELD,24I042,CHISHOLM,"CHISHOLM HS",705,24I042705,"High School",15,5,3,6,4,263,0,296
2016,GARFIELD,24I042,CHISHOLM,"CHISHOLM HS",705,24I042705,"High School",17,3,4,10,2,264,0,300
2014,GARFIELD,24I042,CHISHOLM,"CHISHOLM MS",505,24I042505,"Middle School",12,2,3,5,2,200,0,224
2015,GARFIELD,24I042,CHISHOLM,"CHISHOLM MS",505,24I042505,"Middle School",19,8,4,7,1,202,0,241
2016,GARFIELD,24I042,CHISHOLM,"CHISHOLM MS",505,24I042505,"Middle School",19,8,5,7,2,196,0,237
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW ES",105,55I004105,"Elementary School",23,37,0,12,0,320,27,419
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW ES",105,55I004105,"Elementary School",25,22,0,4,0,292,47,390
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW ES",105,55I004105,"Elementary School",29,22,0,4,0,283,40,378
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW HS",705,55I004705,"High School",82,198,14,72,2,1108,45,1521
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW HS",705,55I004705,"High School",92,191,11,85,2,1146,54,1581
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW HS",705,55I004705,"High School",97,184,10,94,1,1203,70,1659
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW MS",520,55I004520,"Middle School",43,73,2,19,1,470,45,653
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW MS",520,55I004520,"Middle School",40,57,1,11,0,485,70,664
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","CHOCTAW MS",520,55I004520,"Middle School",40,47,1,9,0,493,82,672
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","INDIAN MERIDIAN ES",103,55I004103,"Elementary School",39,36,3,3,1,420,65,567
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","INDIAN MERIDIAN ES",103,55I004103,"Elementary School",39,34,2,6,1,409,66,557
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","INDIAN MERIDIAN ES",103,55I004103,"Elementary School",36,26,2,12,2,401,64,543
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","JAMES GRIFFITH INTERMEDIATE ES",125,55I004125,"Elementary School",30,27,0,3,1,336,52,449
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","JAMES GRIFFITH INTERMEDIATE ES",125,55I004125,"Elementary School",38,25,1,6,3,357,58,488
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","JAMES GRIFFITH INTERMEDIATE ES",125,55I004125,"Elementary School",46,36,1,5,2,358,69,517
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","L. W. WESTFALL ES",126,55I004126,"Elementary School",30,29,4,20,0,342,66,491
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","L. W. WESTFALL ES",126,55I004126,"Elementary School",33,26,4,19,1,354,71,508
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","L. W. WESTFALL ES",126,55I004126,"Elementary School",39,22,4,21,0,328,73,487
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK ES",115,55I004115,"Elementary School",49,17,7,32,0,319,63,487
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK ES",115,55I004115,"Elementary School",40,20,7,40,0,318,79,504
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK ES",115,55I004115,"Elementary School",38,22,11,30,1,289,73,464
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK INTERMEDIATE ES",120,55I004120,"Elementary School",27,29,5,36,0,237,53,387
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK INTERMEDIATE ES",120,55I004120,"Elementary School",28,17,6,35,0,220,57,363
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK INTERMEDIATE ES",120,55I004120,"Elementary School",27,18,7,35,0,233,59,379
2014,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK MS",515,55I004515,"Middle School",32,45,2,33,1,395,44,552
2015,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK MS",515,55I004515,"Middle School",35,50,3,40,1,397,53,579
2016,OKLAHOMA,55I004,"CHOCTAW-NICOMA PARK","NICOMA PARK MS",515,55I004515,"Middle School",46,40,5,35,1,376,69,572
2014,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU ES",105,46I032105,"Elementary School",2,76,1,3,0,89,8,179
2015,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU ES",105,46I032105,"Elementary School",7,74,2,6,1,94,8,192
2016,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU ES",105,46I032105,"Elementary School",7,64,2,6,3,96,12,190
2014,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE EC CTR",115,46I032115,"Elementary School",11,73,0,3,1,143,34,265
2015,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE EC CTR",115,46I032115,"Elementary School",15,54,0,1,2,133,45,250
2016,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE EC CTR",115,46I032115,"Elementary School",13,48,0,0,1,116,47,225
2014,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE HS",705,46I032705,"High School",6,29,0,1,0,120,64,220
