Year,SchoolName,SchoolCode,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
2015,"THACKERVILLE HS",43I004705,"High School",0.0581,0.0698,0.0000,0.0116,0.0000,0.6860,0.1744,86
2016,"THACKERVILLE HS",43I004705,"High School",0.0632,0.0632,0.0000,0.0105,0.0000,0.6947,0.1684,95
2014,"THOMAS ES",20I007105,"Elementary School",0.0897,0.1621,0.0000,0.0172,0.0000,0.7241,0.0069,290
2015,"THOMAS ES",20I007105,"Elementary School",0.1140,0.1270,0.0000,0.0163,0.0000,0.7199,0.0228,307
2016,"THOMAS ES",20I007105,"Elementary School",0.1189,0.1259,0.0000,0.0105,0.0000,0.7238,0.0210,286
2014,"THOMAS-FAY-CUSTER UNIFIED HS",20I007715,"High School",0.0541,0.1351,0.0090,0.0090,0.0000,0.7838,0.0090,111
2015,"THOMAS-FAY-CUSTER UNIFIED HS",20I007715,"High School",0.0638,0.1064,0.0000,0.0106,0.0000,0.8085,0.0106,94
2016,"THOMAS-FAY-CUSTER UNIFIED HS",20I007715,"High School",0.0633,0.1139,0.0127,0.0253,0.0000,0.7848,0.0000,79
2014,"THOMAS-FAY-CUSTER UNIFIED JHS",20I007615,"Middle School",0.0694,0.1389,0.0000,0.0278,0.0000,0.7639,0.0000,72
2015,"THOMAS-FAY-CUSTER UNIFIED JHS",20I007615,"Middle School",0.1222,0.1556,0.0000,0.0333,0.0000,0.6889,0.0000,90
2016,"THOMAS-FAY-CUSTER UNIFIED JHS",20I007615,"Middle School",0.0762,0.1333,0.0000,0.0286,0.0000,0.7429,0.0190,105
2014,"TIMBERLAKE ES",02I093105,"Elementary School",0.0152,0.0457,0.0152,0.0152,0.0000,0.8782,0.0305,197
2015,"TIMBERLAKE ES",02I093105,"Elementary School",0.0245,0.0294,0.0147,0.0196,0.0000,0.8824,0.0294,204
2016,"TIMBERLAKE ES",02I093105,"Elementary School",0.0246,0.0493,0.0049,0.0000,0.0000,0.8768,0.0443,203
2014,"TIMBERLAKE HS",02I093705,"High School",0.0130,0.0649,0.0130,0.0000,0.0000,0.8442,0.0649,77
2015,"TIMBERLAKE HS",02I093705,"High School",0.0130,0.0260,0.0130,0.0130,0.0000,0.8701,0.0649,77
2016,"TIMBERLAKE HS",02I093705,"High School",0.0411,0.0411,0.0411,0.0411,0.0000,0.7945,0.0411,73
2014,"TIPTON ES",71I008115,"Elementary School",0.3160,0.0377,0.0000,0.0613,0.0000,0.4811,0.1038,212
2015,"TIPTON ES",71I008115,"Elementary School",0.3535,0.0404,0.0000,0.0606,0.0000,0.4343,0.1111,198
2016,"TIPTON ES",71I008115,"Elementary School",0.3526,0.0526,0.0000,0.0895,0.0000,0.4105,0.0947,190
2014,"TIPTON HS",71I008715,"High School",0.2424,0.0530,0.0000,0.2955,0.0000,0.3409,0.0682,132
2015,"TIPTON HS",71I008715,"High School",0.2773,0.0336,0.0000,0.2269,0.0000,0.4286,0.0336,119
2016,"TIPTON HS",71I008715,"High School",0.4079,0.0526,0.0000,0.0395,0.0000,0.4211,0.0789,76
2014,"TISHOMINGO ES",35I020105,"Elementary School",0.0517,0.2427,0.0022,0.0292,0.0022,0.5551,0.1169,445
2015,"TISHOMINGO ES",35I020105,"Elementary School",0.0636,0.2522,0.0044,0.0307,0.0044,0.5285,0.1162,456
2016,"TISHOMINGO ES",35I020105,"Elementary School",0.0528,0.2569,0.0046,0.0229,0.0046,0.5344,0.1239,436
2014,"TISHOMINGO HS",35I020705,"High School",0.0211,0.3088,0.0035,0.0421,0.0000,0.5684,0.0561,285
2015,"TISHOMINGO HS",35I020705,"High School",0.0332,0.3137,0.0000,0.0185,0.0000,0.5535,0.0812,271
2016,"TISHOMINGO HS",35I020705,"High School",0.0520,0.3400,0.0000,0.0160,0.0000,0.5240,0.0680,250
2014,"TISHOMINGO MS",35I020505,"Middle School",0.0625,0.2708,0.0042,0.0083,0.0000,0.5500,0.1042,240
2015,"TISHOMINGO MS",35I020505,"Middle School",0.0489,0.2857,0.0000,0.0188,0.0000,0.5639,0.0827,266
2016,"TISHOMINGO MS",35I020505,"Middle School",0.0732,0.2125,0.0000,0.0209,0.0000,0.4739,0.2195,287
2014,"TONKAWA ES",36I087105,"Elementary School",0.1188,0.2624,0.0000,0.0193,0.0000,0.5691,0.0304,362
2015,"TONKAWA ES",36I087105,"Elementary School",0.1172,0.2616,0.0000,0.0136,0.0027,0.5477,0.0572,367
2016,"TONKAWA ES",36I087105,"Elementary School",0.1141,0.2446,0.0000,0.0082,0.0000,0.5625,0.0707,368
2014,"TONKAWA HS",36I087715,"High School",0.1088,0.2332,0.0000,0.0104,0.0000,0.6373,0.0104,193
2015,"TONKAWA HS",36I087715,"High School",0.1050,0.2420,0.0000,0.0046,0.0000,0.6393,0.0091,219
2016,"TONKAWA HS",36I087715,"High School",0.1233,0.2237,0.0000,0.0046,0.0000,0.6347,0.0137,219
2014,"TONKAWA MS",36I087505,"Middle School",0.0710,0.2645,0.0000,0.0000,0.0000,0.6581,0.0065,155
2015,"TONKAWA MS",36I087505,"Middle School",0.0530,0.3113,0.0000,0.0132,0.0000,0.6159,0.0066,151
2016,"TONKAWA MS",36I087505,"Middle School",0.0845,0.3310,0.0000,0.0000,0.0000,0.5775,0.0070,142
2014,"ACADEMY CENTRAL ES",72I001103,"Elementary School",0.0337,0.0253,0.0000,0.8090,0.0056,0.0393,0.0871,356
2015,"ACADEMY CENTRAL ES",72I001103,"Elementary School",0.0343,0.0187,0.0000,0.8131,0.0062,0.0405,0.0872,321
2016,"ACADEMY CENTRAL ES",72I001103,"Elementary School",0.0399,0.0181,0.0036,0.7464,0.0145,0.0507,0.1268,276
2014,"ANDERSON ES",72I001111,"Elementary School",0.1209,0.0295,0.0000,0.6785,0.0059,0.0826,0.0826,339
2015,"ANDERSON ES",72I001111,"Elementary School",0.0950,0.0415,0.0000,0.6528,0.0148,0.0831,0.1128,337
2016,"ANDERSON ES",72I001111,"Elementary School",0.0845,0.0272,0.0000,0.6267,0.0109,0.0926,0.1580,367
2014,"BELL ES",72I001118,"Elementary School",0.2960,0.1054,0.0084,0.1522,0.0050,0.3344,0.0987,598
2015,"BELL ES",72I001118,"Elementary School",0.2846,0.0949,0.0064,0.1334,0.0048,0.3617,0.1141,622
2016,"BELL ES",72I001118,"Elementary School",0.3142,0.1042,0.0052,0.1354,0.0087,0.3038,0.1285,576
2014,"BOOKER T. WASHINGTON HS",72I001735,"High School",0.1297,0.0440,0.0288,0.3627,0.0008,0.3475,0.0865,1318
2015,"BOOKER T. WASHINGTON HS",72I001735,"High School",0.1369,0.0406,0.0278,0.3574,0.0008,0.3424,0.0941,1329
2016,"BOOKER T. WASHINGTON HS",72I001735,"High School",0.1351,0.0392,0.0317,0.3547,0.0008,0.3540,0.0845,1325
2014,"BURROUGHS ES",72I001135,"Elementary School",0.0567,0.0209,0.0000,0.7075,0.0239,0.0567,0.1343,335
2015,"BURROUGHS ES",72I001135,"Elementary School",0.0427,0.0274,0.0000,0.7165,0.0305,0.0823,0.1006,328
2016,"BURROUGHS ES",72I001135,"Elementary School",0.0751,0.0390,0.0000,0.7177,0.0450,0.0300,0.0931,333
2014,"CARNEGIE ES",72I001140,"Elementary School",0.1076,0.0561,0.0336,0.0919,0.0022,0.6614,0.0471,446
2015,"CARNEGIE ES",72I001140,"Elementary School",0.0915,0.0526,0.0526,0.0824,0.0023,0.6522,0.0664,437
2016,"CARNEGIE ES",72I001140,"Elementary School",0.1024,0.0585,0.0439,0.0683,0.0024,0.6463,0.0780,410
2014,"CARVER MS",72I001515,"Middle School",0.1730,0.0333,0.0206,0.3524,0.0000,0.3286,0.0921,630
2015,"CARVER MS",72I001515,"Middle School",0.1870,0.0293,0.0228,0.3268,0.0000,0.3301,0.1041,615
2016,"CARVER MS",72I001515,"Middle School",0.1997,0.0475,0.0245,0.2995,0.0000,0.3339,0.0949,611
2014,"CELIA CLINTON ES",72I001145,"Elementary School",0.6134,0.0408,0.0000,0.1827,0.0016,0.1158,0.0457,613
2015,"CELIA CLINTON ES",72I001145,"Elementary School",0.6158,0.0427,0.0000,0.1872,0.0016,0.1117,0.0411,609
2016,"CELIA CLINTON ES",72I001145,"Elementary School",0.6059,0.0402,0.0000,0.1994,0.0015,0.1159,0.0371,647
2014,"CENTRAL HS",72I001705,"High School",0.0757,0.0631,0.0000,0.6486,0.0036,0.1243,0.0847,555
2015,"CENTRAL HS",72I001705,"High School",0.0614,0.0456,0.0000,0.6439,0.0035,0.1456,0.1000,570
2016,"CENTRAL HS",72I001705,"High School",0.0701,0.0462,0.0017,0.6410,0.0085,0.1436,0.0889,585
2014,"CENTRAL JHS",72I001658,"Middle School",0.0617,0.0556,0.0000,0.5895,0.0062,0.2160,0.0710,324
2015,"CENTRAL JHS",72I001658,"Middle School",0.1044,0.0640,0.0000,0.5421,0.0135,0.1953,0.0808,297
2016,"CENTRAL JHS",72I001658,"Middle School",0.1079,0.0612,0.0072,0.5540,0.0252,0.1691,0.0755,278
2014,"CHOUTEAU ES",72I001155,"Elementary School",0.1522,0.1014,0.0024,0.2319,0.0048,0.3913,0.1159,414
2015,"CHOUTEAU ES",72I001155,"Elementary School",0.1796,0.0773,0.0025,0.2394,0.0000,0.3716,0.1297,401
2016,"CHOUTEAU ES",72I001155,"Elementary School",0.1816,0.0976,0.0027,0.2304,0.0000,0.3550,0.1328,369
2014,"CLINTON MS",72I001530,"Middle School",0.1647,0.1108,0.0030,0.2335,0.0030,0.3503,0.1347,334
2015,"CLINTON MS",72I001530,"Middle School",0.1468,0.1162,0.0061,0.2508,0.0061,0.3425,0.1315,327
2016,"CLINTON MS",72I001530,"Middle School",0.1435,0.1341,0.0047,0.2329,0.0071,0.3553,0.1224,425
2014,"COLUMBUS ES",72I001156,"Elementary School",0.3467,0.0453,0.0293,0.2933,0.0000,0.1680,0.1173,375
2015,"COLUMBUS ES",72I001156,"Elementary School",0.3810,0.0344,0.0212,0.3228,0.0000,0.1376,0.1032,378
2016,"COLUMBUS ES",72I001156,"Elementary School",0.4395,0.0395,0.0421,0.2500,0.0000,0.1289,0.1000,380
2014,"COOPER ES",72I001158,"Elementary School",0.4729,0.0459,0.0435,0.2176,0.0012,0.1553,0.0635,850
2015,"COOPER ES",72I001158,"Elementary School",0.4828,0.0368,0.0502,0.2304,0.0025,0.1324,0.0650,816
2016,"COOPER ES",72I001158,"Elementary School",0.4580,0.0341,0.0585,0.2144,0.0024,0.1498,0.0828,821
2014,"DANIEL WEBSTER HS",72I001740,"High School",0.1189,0.1315,0.0000,0.3279,0.0000,0.3514,0.0703,555
2015,"DANIEL WEBSTER HS",72I001740,"High School",0.1455,0.1333,0.0040,0.2869,0.0000,0.3576,0.0727,495
2016,"DANIEL WEBSTER HS",72I001740,"High School",0.1657,0.1243,0.0020,0.2781,0.0039,0.3235,0.1026,507
2014,"DISNEY ES",72I001447,"Elementary School",0.5604,0.0268,0.0213,0.1734,0.0022,0.1700,0.0459,894
2015,"DISNEY ES",72I001447,"Elementary School",0.5640,0.0209,0.0198,0.1721,0.0035,0.1616,0.0581,860
2016,"DISNEY ES",72I001447,"Elementary School",0.5702,0.0185,0.0209,0.1663,0.0086,0.1539,0.0616,812
2016,"DUAL LANGUAGE ACADEMY",72I001163,"Elementary School",0.5434,0.0183,0.0046,0.2831,0.0000,0.0959,0.0548,219
2014,"DUAL LANGUAGE IMMERSION PROG",72I001163,"Elementary School",0.5190,0.0253,0.0000,0.2342,0.0000,0.1582,0.0633,158
2015,"DUAL LANGUAGE IMMERSION PROG",72I001163,"Elementary School",0.5200,0.0286,0.0057,0.2629,0.0000,0.1257,0.0571,175
2014,"EAST CENTRAL HS",72I001710,"High School",0.4919,0.0618,0.0565,0.2204,0.0000,0.1443,0.0251,1116
2015,"EAST CENTRAL HS",72I001710,"High School",0.5082,0.0485,0.0531,0.2170,0.0027,0.1218,0.0485,1092
2016,"EAST CENTRAL HS",72I001710,"High School",0.4986,0.0445,0.0510,0.2178,0.0046,0.1307,0.0528,1079
2014,"EAST CENTRAL JHS",72I001659,"Middle School",0.5146,0.0614,0.0292,0.1623,0.0029,0.1477,0.0819,684
2015,"EAST CENTRAL JHS",72I001659,"Middle School",0.5306,0.0514,0.0236,0.2097,0.0028,0.1250,0.0569,720
2016,"EAST CENTRAL JHS",72I001659,"Middle School",0.5324,0.0351,0.0365,0.2243,0.0054,0.1162,0.0500,740
2014,"ECDC BUNCHE",72I001167,"Elementary School",0.3121,0.0355,0.0113,0.4397,0.0014,0.1532,0.0468,705
2015,"ECDC BUNCHE",72I001167,"Elementary School",0.3374,0.0296,0.0094,0.4126,0.0027,0.1465,0.0618,744
2016,"ECDC BUNCHE",72I001167,"Elementary School",0.3777,0.0311,0.0184,0.3621,0.0014,0.1287,0.0806,707
2014,"ECDC PORTER",72I001168,"Elementary School",0.0914,0.1257,0.0000,0.1657,0.0000,0.5886,0.0286,175
2015,"ECDC PORTER",72I001168,"Elementary School",0.0988,0.0756,0.0058,0.1860,0.0000,0.4651,0.1686,172
2016,"ECDC PORTER",72I001168,"Elementary School",0.1145,0.1298,0.0000,0.2137,0.0000,0.4122,0.1298,131
2014,"ECDC REED",72I001169,"Elementary School",0.5658,0.0197,0.0526,0.1118,0.0000,0.1645,0.0855,152
2015,"ECDC REED",72I001169,"Elementary School",0.4767,0.0465,0.0581,0.0814,0.0116,0.2558,0.0698,86
2016,"ECDC REED",72I001169,"Elementary School",0.5556,0.0333,0.0667,0.1444,0.0000,0.1222,0.0778,90
2014,"EDISON PREPARATORY MS",72I001537,"Middle School",0.1620,0.0762,0.0230,0.1560,0.0000,0.4946,0.0883,827
2015,"EDISON PREPARATORY MS",72I001537,"Middle School",0.1795,0.0684,0.0267,0.1410,0.0011,0.5021,0.0812,936
2016,"EDISON PREPARATORY MS",72I001537,"Middle School",0.2065,0.0713,0.0168,0.1279,0.0021,0.4769,0.0985,954
2014,"EISENHOWER INTERNATIONAL ES",72I001170,"Elementary School",0.0633,0.0551,0.0143,0.1286,0.0000,0.6163,0.1224,490
2015,"EISENHOWER INTERNATIONAL ES",72I001170,"Elementary School",0.1042,0.0587,0.0095,0.1250,0.0000,0.5871,0.1155,528
2016,"EISENHOWER INTERNATIONAL ES",72I001170,"Elementary School",0.1009,0.0649,0.0036,0.1297,0.0000,0.5802,0.1207,555
2014,"ELIOT ES",72I001175,"Elementary School",0.0477,0.0979,0.0167,0.0644,0.0000,0.7422,0.0310,419
2015,"ELIOT ES",72I001175,"Elementary School",0.0332,0.1020,0.0128,0.0689,0.0000,0.7245,0.0587,392
2016,"ELIOT ES",72I001175,"Elementary School",0.0460,0.0972,0.0051,0.0588,0.0000,0.7110,0.0818,391
2014,"EMERSON ES",72I001180,"Elementary School",0.0868,0.0193,0.0000,0.6945,0.0000,0.1093,0.0900,311
2015,"EMERSON ES",72I001180,"Elementary School",0.0900,0.0367,0.0000,0.6367,0.0133,0.1267,0.0967,300
2016,"EMERSON ES",72I001180,"Elementary School",0.0683,0.0410,0.0068,0.6758,0.0102,0.0785,0.1195,293
2014,"EUGENE FIELD ES",72I001185,"Elementary School",0.2089,0.0845,0.0141,0.3592,0.0000,0.2089,0.1244,426
2015,"EUGENE FIELD ES",72I001185,"Elementary School",0.2081,0.0964,0.0076,0.3756,0.0000,0.1599,0.1523,394
2016,"EUGENE FIELD ES",72I001185,"Elementary School",0.1801,0.0672,0.0108,0.3790,0.0027,0.2016,0.1586,372
2014,"GILCREASE ES",72I001198,"Elementary School",0.1224,0.0408,0.0026,0.5867,0.0000,0.1250,0.1224,392
2015,"GILCREASE ES",72I001198,"Elementary School",0.1196,0.0406,0.0023,0.5959,0.0000,0.1106,0.1309,443
2016,"GILCREASE ES",72I001198,"Elementary School",0.1399,0.0280,0.0023,0.5758,0.0000,0.1492,0.1049,429
2014,"GRIMES ES",72I001199,"Elementary School",0.1135,0.0496,0.0177,0.3475,0.0000,0.3865,0.0851,282
2015,"GRIMES ES",72I001199,"Elementary School",0.1170,0.0496,0.0177,0.3723,0.0000,0.3475,0.0957,282
2016,"GRIMES ES",72I001199,"Elementary School",0.1055,0.0582,0.0109,0.3527,0.0000,0.3709,0.1018,275
2014,"GRISSOM ES",72I001449,"Elementary School",0.1250,0.0556,0.0083,0.0889,0.0000,0.5944,0.1278,360
2015,"GRISSOM ES",72I001449,"Elementary School",0.1339,0.0765,0.0137,0.0765,0.0000,0.5656,0.1339,366
2016,"GRISSOM ES",72I001449,"Elementary School",0.1558,0.0567,0.0113,0.1161,0.0198,0.4844,0.1558,353
2014,"HALE JHS",72I001661,"Middle School",0.3257,0.0872,0.0107,0.2278,0.0031,0.2477,0.0979,654
2015,"HALE JHS",72I001661,"Middle School",0.3916,0.0557,0.0105,0.2214,0.0045,0.2244,0.0919,664
2016,"HALE JHS",72I001661,"Middle School",0.4103,0.0668,0.0083,0.2058,0.0000,0.2142,0.0946,719
2014,"HAMILTON ES",72I001204,"Elementary School",0.4496,0.0791,0.0000,0.1169,0.0036,0.2518,0.0989,556
2015,"HAMILTON ES",72I001204,"Elementary School",0.5346,0.0748,0.0019,0.1084,0.0019,0.1850,0.0935,535
2016,"HAMILTON ES",72I001204,"Elementary School",0.5545,0.0612,0.0019,0.1185,0.0019,0.1740,0.0880,523
2014,"HAWTHORNE ES",72I001200,"Elementary School",0.0026,0.0182,0.0104,0.8490,0.0052,0.0495,0.0651,384
2015,"HAWTHORNE ES",72I001200,"Elementary School",0.0336,0.0092,0.0122,0.7859,0.0000,0.0398,0.1193,327
2016,"HAWTHORNE ES",72I001200,"Elementary School",0.0523,0.0154,0.0000,0.7323,0.0031,0.0585,0.1385,325
2014,"HENRY ZARROW INTERNATIONAL SCH",72I001112,"Elementary School",0.2148,0.0469,0.0099,0.0790,0.0000,0.5210,0.1284,405
2015,"HENRY ZARROW INTERNATIONAL SCH",72I001112,"Elementary School",0.2500,0.0486,0.0093,0.0856,0.0000,0.5093,0.0972,432
2016,"HENRY ZARROW INTERNATIONAL SCH",72I001112,"Elementary School",0.2674,0.0543,0.0152,0.0804,0.0000,0.4935,0.0891,460
2014,"HOOVER ES",72I001215,"Elementary School",0.1196,0.0893,0.0080,0.1212,0.0032,0.5024,0.1563,627
2015,"HOOVER ES",72I001215,"Elementary School",0.1472,0.0816,0.0142,0.1259,0.0000,0.4947,0.1365,564
2016,"HOOVER ES",72I001215,"Elementary School",0.1575,0.0873,0.0114,0.1120,0.0000,0.4877,0.1442,527
2014,"JACKSON ES",72I001230,"Elementary School",0.2727,0.0341,0.0057,0.4233,0.0085,0.1591,0.0966,352
2015,"JACKSON ES",72I001230,"Elementary School",0.3333,0.0222,0.0000,0.4095,0.0095,0.1206,0.1048,315
2016,"JACKSON ES",72I001230,"Elementary School",0.3127,0.0279,0.0062,0.4056,0.0217,0.1393,0.0867,323
2014,"JONES ES",72I001245,"Elementary School",0.2906,0.0915,0.0069,0.1854,0.0000,0.3249,0.1007,437
2015,"JONES ES",72I001245,"Elementary School",0.3389,0.0644,0.0024,0.1862,0.0000,0.3103,0.0979,419
2016,"JONES ES",72I001245,"Elementary School",0.3388,0.0724,0.0047,0.1706,0.0047,0.2874,0.1215,428
2014,"KENDALL-WHITTIER ES",72I001251,"Elementary School",0.6433,0.0414,0.0051,0.0803,0.0017,0.1834,0.0448,1183
2015,"KENDALL-WHITTIER ES",72I001251,"Elementary School",0.6645,0.0470,0.0092,0.0673,0.0000,0.1733,0.0387,1085
2016,"KENDALL-WHITTIER ES",72I001251,"Elementary School",0.6566,0.0386,0.0063,0.0647,0.0000,0.1837,0.0501,958
2014,"KERR ES",72I001252,"Elementary School",0.5664,0.0542,0.0472,0.1049,0.0000,0.1783,0.0490,572
2015,"KERR ES",72I001252,"Elementary School",0.5951,0.0423,0.0546,0.0880,0.0035,0.1567,0.0599,568
2016,"KERR ES",72I001252,"Elementary School",0.6126,0.0384,0.0628,0.0925,0.0070,0.1326,0.0541,573
2014,"KEY ES",72I001255,"Elementary School",0.3510,0.0688,0.0300,0.2187,0.0000,0.2593,0.0723,567
2015,"KEY ES",72I001255,"Elementary School",0.3512,0.0614,0.0269,0.2322,0.0000,0.2361,0.0921,521
2016,"KEY ES",72I001255,"Elementary School",0.3234,0.0397,0.0218,0.2480,0.0000,0.2321,0.1349,504
2014,"LANIER ES",72I001260,"Elementary School",0.1406,0.0990,0.0032,0.1118,0.0000,0.5048,0.1406,313
2015,"LANIER ES",72I001260,"Elementary School",0.1246,0.0890,0.0000,0.1039,0.0000,0.5341,0.1484,337
2016,"LANIER ES",72I001260,"Elementary School",0.1138,0.0509,0.0060,0.0988,0.0000,0.5928,0.1377,334
2014,"LEE ES",72I001265,"Elementary School",0.0623,0.0449,0.0100,0.2693,0.0025,0.5062,0.1047,401
2015,"LEE ES",72I001265,"Elementary School",0.0426,0.0501,0.0075,0.2055,0.0000,0.5840,0.1103,399
2016,"LEE ES",72I001265,"Elementary School",0.0402,0.0503,0.0101,0.1910,0.0000,0.6030,0.1055,398
2014,"LEWIS AND CLARK ES",72I001269,"Elementary School",0.6496,0.0265,0.0442,0.0956,0.0124,0.1133,0.0584,565
2015,"LEWIS AND CLARK ES",72I001269,"Elementary School",0.6585,0.0245,0.0539,0.0915,0.0278,0.1029,0.0408,612
2016,"LEWIS AND CLARK ES",72I001269,"Elementary School",0.6057,0.0252,0.0520,0.1426,0.0017,0.1242,0.0487,596
2014,"LINDBERGH ES",72I001275,"Elementary School",0.4076,0.0693,0.0063,0.1702,0.0000,0.2185,0.1282,476
2015,"LINDBERGH ES",72I001275,"Elementary School",0.4672,0.0786,0.0022,0.1397,0.0000,0.2031,0.1092,458
2016,"LINDBERGH ES",72I001275,"Elementary School",0.4816,0.0691,0.0000,0.1231,0.0022,0.1944,0.1296,463
2014,"MACARTHUR ES",72I001305,"Elementary School",0.3055,0.0396,0.0110,0.2923,0.0000,0.2176,0.1341,455
2015,"MACARTHUR ES",72I001305,"Elementary School",0.3244,0.0380,0.0067,0.3378,0.0000,0.1991,0.0940,447
2016,"MACARTHUR ES",72I001305,"Elementary School",0.3325,0.0579,0.0101,0.3149,0.0025,0.1763,0.1058,397
2014,"MARK TWAIN ES",72I001425,"Elementary School",0.1167,0.1388,0.0000,0.1586,0.0066,0.4736,0.1057,454
2015,"MARK TWAIN ES",72I001425,"Elementary School",0.1398,0.1114,0.0000,0.1280,0.0047,0.4976,0.1185,422
2016,"MARK TWAIN ES",72I001425,"Elementary School",0.1619,0.1197,0.0000,0.1397,0.0022,0.4701,0.1064,451
2014,"MARSHALL ES",72I001310,"Elementary School",0.3540,0.0483,0.0092,0.2667,0.0092,0.2069,0.1057,435
2015,"MARSHALL ES",72I001310,"Elementary School",0.2992,0.0669,0.0063,0.2971,0.0042,0.2259,0.1004,478
2016,"MARSHALL ES",72I001310,"Elementary School",0.3183,0.0376,0.0201,0.3158,0.0025,0.2030,0.1028,399
2014,"MAYO DEMONSTRATION ES",72I001315,"Elementary School",0.1462,0.0556,0.0117,0.2047,0.0000,0.4561,0.1257,342
2015,"MAYO DEMONSTRATION ES",72I001315,"Elementary School",0.1404,0.0665,0.0074,0.2241,0.0000,0.4507,0.1108,406
2016,"MAYO DEMONSTRATION ES",72I001315,"Elementary School",0.1247,0.0612,0.0094,0.2282,0.0000,0.4518,0.1247,425
2014,"MCCLURE ES",72I001320,"Elementary School",0.1614,0.0594,0.0130,0.5121,0.0074,0.1558,0.0909,539
2015,"MCCLURE ES",72I001320,"Elementary School",0.1657,0.0533,0.0079,0.5661,0.0158,0.1124,0.0789,507
2016,"MCCLURE ES",72I001320,"Elementary School",0.1699,0.0469,0.0078,0.5137,0.0137,0.1426,0.1055,512
2014,"MCKINLEY ES",72I001325,"Elementary School",0.5492,0.0483,0.0000,0.1234,0.0000,0.1950,0.0841,559
2015,"MCKINLEY ES",72I001325,"Elementary School",0.5615,0.0459,0.0000,0.1431,0.0018,0.1615,0.0862,545
2016,"MCKINLEY ES",72I001325,"Elementary School",0.5664,0.0555,0.0000,0.1227,0.0017,0.1714,0.0824,595
2014,"MCLAIN HS FOR SCIENCE AND TECH",72I001720,"High School",0.1262,0.0482,0.0056,0.6939,0.0037,0.0761,0.0464,539
2015,"MCLAIN HS FOR SCIENCE AND TECH",72I001720,"High School",0.1502,0.0388,0.0000,0.6575,0.0032,0.0743,0.0759,619
2016,"MCLAIN HS FOR SCIENCE AND TECH",72I001720,"High School",0.1612,0.0461,0.0000,0.6349,0.0099,0.0789,0.0691,608
2014,"MCLAIN JHS",72I001662,"Middle School",0.1429,0.0632,0.0023,0.6347,0.0023,0.1030,0.0515,427
2015,"MCLAIN JHS",72I001662,"Middle School",0.2083,0.0548,0.0000,0.5724,0.0088,0.1031,0.0526,456
2016,"MCLAIN JHS",72I001662,"Middle School",0.2553,0.0479,0.0000,0.4920,0.0053,0.1197,0.0798,376
2014,"MEMORIAL HS",72I001725,"High School",0.2122,0.0698,0.0105,0.3423,0.0029,0.2925,0.0698,1046
2015,"MEMORIAL HS",72I001725,"High School",0.2328,0.0603,0.0144,0.3420,0.0038,0.2605,0.0862,1044
2016,"MEMORIAL HS",72I001725,"High School",0.2291,0.0587,0.0144,0.3648,0.0038,0.2377,0.0914,1039
2014,"MEMORIAL JHS",72I001663,"Middle School",0.2582,0.0873,0.0182,0.3418,0.0018,0.2036,0.0891,550
2015,"MEMORIAL JHS",72I001663,"Middle School",0.2574,0.0702,0.0213,0.3468,0.0000,0.2106,0.0936,470
2016,"MEMORIAL JHS",72I001663,"Middle School",0.2605,0.0618,0.0088,0.3488,0.0022,0.2141,0.1038,453
2014,"MITCHELL ES",72I001330,"Elementary School",0.5475,0.0456,0.0000,0.1160,0.0000,0.2053,0.0856,526
2015,"MITCHELL ES",72I001330,"Elementary School",0.5340,0.0585,0.0000,0.1283,0.0000,0.1830,0.0962,530
2016,"MITCHELL ES",72I001330,"Elementary School",0.5743,0.0477,0.0000,0.1394,0.0018,0.1596,0.0771,545
2014,"MONROE DEMONSTRATION MS",72I001563,"Middle School",0.1774,0.0484,0.0000,0.6075,0.0000,0.0591,0.1075,186
2015,"MONROE DEMONSTRATION MS",72I001563,"Middle School",0.2185,0.0294,0.0042,0.6387,0.0000,0.0378,0.0714,238
2016,"MONROE DEMONSTRATION MS",72I001563,"Middle School",0.1837,0.0408,0.0034,0.6633,0.0034,0.0476,0.0578,294
2014,"NATHAN HALE HS",72I001715,"High School",0.3813,0.0895,0.0126,0.2053,0.0010,0.2325,0.0778,1028
2015,"NATHAN HALE HS",72I001715,"High School",0.3704,0.0814,0.0123,0.2224,0.0018,0.2356,0.0762,1142
2016,"NATHAN HALE HS",72I001715,"High School",0.4083,0.0806,0.0168,0.2073,0.0035,0.2081,0.0753,1129
2014,"OWEN ES",72I001345,"Elementary School",0.4610,0.0724,0.0000,0.0971,0.0000,0.2762,0.0933,525
2015,"OWEN ES",72I001345,"Elementary School",0.4775,0.0524,0.0000,0.0712,0.0075,0.2940,0.0974,534
2016,"OWEN ES",72I001345,"Elementary School",0.5051,0.0552,0.0000,0.0900,0.0000,0.2556,0.0941,489
2014,"PARK ES",72I001350,"Elementary School",0.1231,0.1381,0.0000,0.1493,0.0000,0.4328,0.1567,268
2015,"PARK ES",72I001350,"Elementary School",0.1044,0.1205,0.0040,0.1526,0.0000,0.4618,0.1566,249
2016,"PARK ES",72I001350,"Elementary School",0.1029,0.1127,0.0000,0.1618,0.0000,0.4657,0.1569,204
2014,"PATRICK HENRY ES",72I001205,"Elementary School",0.1139,0.0994,0.0104,0.1201,0.0000,0.5362,0.1201,483
2015,"PATRICK HENRY ES",72I001205,"Elementary School",0.1086,0.0998,0.0089,0.1264,0.0044,0.5255,0.1264,451
