,Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LetterGrade,DistrictCode,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Geography_Advanced,7_Geography_Below_Satisfactory,7_Geography_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,8_Writing_Advanced,8_Writing_Below_Satisfactory,8_Writing_Satisfactory,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,ELA_ExamCounty,ELA_GrowthIndex,Math_ExamCounty,Math_GrowthIndex,Science_ExamCounty,Science_GrowthIndex,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,Writing_ExamCounty,Writing_GrowthIndex,Overall_ExamCounty,Overall_GrowthIndex,ELA_ExamCount_bq,ELA_GrowthIndex_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,OverallExamCount_bq,OverallGrowthIndex_bq,AttendenceRate,DropOutRate,DropOutRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,LetterGradeGroup
1476,2016,BECKHAM,ELK CITY,8TH AND 9TH GRADE CTR,05I006610,71.0,C-,05I006,70102.92,53130.32,0.04,0.13,0.41,0.555,0.18,0.65,0.17,431.0,26.5,43143.03,0.13699999999999998,14.5,3.9,1.87,2.6,3.0,Middle School,0.2367,0.0464,0.0116,0.0418,0.0,0.6241,0.0394,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.2516,0.26,0.4884,0.0531,0.41,0.5369,0.1106,0.21,0.6794,0.124,0.38,0.496,0.0714,0.49,0.4386,0.23,0.08,0.69,0.18,0.28,0.54,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,76.0,247.0,79.0,376.0,67.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,623.0,72.0,61.0,43.0,93.0,45.0,154.0,44.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1477,2016,GRADY,TUTTLE,TUTTLE MS,26I097505,94.0,A,26I097,81664.29,41140.66,0.03,0.07,0.19,0.284,0.18,0.74,0.08,451.0,22.42,44366.51,0.21899999999999997,18.75,3.0,1.0,0.84,2.0,Middle School,0.0621,0.1131,0.0044,0.0044,0.0111,0.7605,0.0443,0.06,0.5546,0.1104,0.08,0.8096,0.4214,0.14,0.4386,0.3008,0.06,0.6392,0.3465,0.01,0.6435,0.2117,0.27,0.5183,0.1725,0.25,0.5775,0.3168,0.01,0.6732,0.1558,0.18,0.6642,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,97.0,413.0,94.0,414.0,89.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,827.0,92.0,103.0,81.0,103.0,73.0,206.0,77.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1479,2016,OKLAHOMA,JONES,JONES MS,55I009505,76.0,C,55I009,73424.22,33602.01,0.06,0.12,0.27,0.5529999999999999,0.18,0.71,0.11,275.0,15.14,43257.08,0.293,12.2,2.0,1.0,0.0,1.0,Middle School,0.0873,0.0618,0.0,0.0655,0.0036,0.7709,0.0109,0.3,0.483,0.1027,0.21,0.6873,0.1612,0.38,0.4588,0.032,0.36,0.608,0.1672,0.12,0.7128,0.3108,0.26,0.4292,0.08,0.2,0.72,0.282,0.06,0.6579999999999999,0.1875,0.25,0.5625,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,84.0,253.0,83.0,253.0,73.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,506.0,78.0,62.0,53.0,62.0,40.0,124.0,47.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1480,2016,CRAIG,VINITA,EWING HALSELL MS,18I065510,72.0,C-,18I065,48292.11,32666.79,0.08,0.22,0.43,0.711,0.15,0.68,0.17,346.0,17.98,45210.24,0.222,14.78,4.15,1.0,1.67,2.0,Middle School,0.0289,0.3324,0.0058,0.0318,0.0,0.4509,0.1503,0.21,0.6083,0.037000000000000005,0.26,0.703,0.055999999999999994,0.65,0.294,0.0585,0.61,0.3315,0.1314,0.27,0.5986,0.231,0.3,0.469,0.16399999999999998,0.18,0.6559999999999999,0.1932,0.08,0.7268,0.1554,0.26,0.5846,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,69.0,311.0,78.0,311.0,66.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,622.0,72.0,77.0,61.0,77.0,51.0,154.0,56.0,0.94,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1481,2016,POTTAWATOMIE,MCLOUD,MCLOUD JHS,63I001610,69.0,D+,63I001,63550.65,25193.82,0.06,0.13,0.27,0.5429999999999999,0.13,0.69,0.17,282.0,18.7,39831.62,0.127,9.18,2.0,1.2,0.5,1.0,Middle School,0.0603,0.156,0.0,0.0142,0.0,0.6667,0.1028,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.2244,0.32,0.4556,0.066,0.34,0.594,0.225,0.1,0.675,0.0399,0.43,0.5301,0.0728,0.48,0.4472,0.2314,0.11,0.6586,0.0976,0.39,0.5124,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,71.0,244.0,83.0,251.0,58.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,495.0,71.0,60.0,55.0,62.0,40.0,122.0,48.0,0.94,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1482,2016,TULSA,TULSA,TULSA MET JHS,72I001667,39.0,F,72I001,58190.81,60320.18,0.08,0.23,0.5,1.028,0.26,0.59,0.15,36.0,6.38,49763.14,0.331,10.28,0.5,0.5,0.5,1.0,Middle School,0.5556,0.0833,0.0,0.0278,0.0,0.1944,0.1389,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.0,0.7,0.3,0.0,0.9,0.1,0.0,0.2,0.8,0.0,0.7,0.3,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,2.0,26.0,23.0,65.0,22.0,32.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,45.0,49.0,81.69311551925321,54.169194865810965,82.33835457705678,52.60834298957126,10.0,70.0,0.88,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
1483,2016,JOHNSTON,TISHOMINGO,TISHOMINGO MS,35I020505,68.0,D+,35I020,46330.95,30707.33,0.08,0.23,0.55,0.6729999999999999,0.15,0.68,0.17,287.0,18.91,44702.68,0.434,16.97,2.0,1.0,0.5,1.0,Middle School,0.0732,0.2125,0.0,0.0209,0.0,0.4739,0.2195,0.55,0.3915,0.0189,0.37,0.6111,0.0792,0.56,0.3608,0.1584,0.28,0.5616,0.1848,0.16,0.6552,0.0616,0.44,0.4984,0.1309,0.23,0.6391,0.1305,0.13,0.7395,0.0704,0.36,0.5696,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,67.0,257.0,76.0,257.0,65.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,514.0,71.0,63.0,57.0,63.0,46.0,126.0,52.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1484,2016,OKLAHOMA,BETHANY,BETHANY MS,55I088505,89.0,B+,55I088,44944.23,8499.92,0.05,0.22,0.3,0.423,0.28,0.58,0.14,385.0,17.55,43726.75,0.26,12.09,3.43,1.0,0.87,1.0,Middle School,0.1506,0.0286,0.0208,0.0234,0.0,0.6494,0.1273,0.09,0.5096,0.1674,0.07,0.7626,0.5162,0.11,0.3738,0.3783,0.03,0.5917,0.2511,0.07,0.6789,0.3071,0.17,0.5229,0.5022,0.07,0.4278,0.3572,0.06,0.5828,0.2916,0.19,0.5184,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,91.0,359.0,87.0,359.0,90.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,718.0,89.0,89.0,57.0,89.0,65.0,178.0,61.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1485,2016,SEQUOYAH,ROLAND,ROLAND JHS,68I005610,62.0,D-,68I005,49038.03,23483.94,0.11,0.29,0.5,0.768,0.1,0.75,0.15,267.0,14.15,43428.63,0.268,10.75,1.67,0.67,1.17,1.0,Middle School,0.0487,0.161,0.0,0.0562,0.0,0.5468,0.1873,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.0304,0.62,0.3496,0.0408,0.32,0.6392,0.0693,0.23,0.7007,0.165,0.34,0.495,0.13218842975206613,0.3693388429752066,0.4984727272727273,0.0726,0.34,0.5874,0.0585,0.55,0.3915,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,73.0,135.0,64.0,221.0,62.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,356.0,63.0,33.0,39.0,55.0,42.0,88.0,41.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1486,2016,OKLAHOMA,OKLAHOMA CITY,ROOSEVELT MS,55I089523,48.0,F,55I089,53956.08,50805.13,0.08,0.28,0.47,0.9259999999999999,0.22,0.55,0.23,769.0,44.71,49281.71,0.282,9.41,7.94,1.76,3.3,3.81,Middle School,0.8205,0.0494,0.0013,0.0507,0.0,0.0689,0.0091,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.0418,0.62,0.3382,0.0312,0.48,0.4888,0.0325,0.35,0.6175,0.0564,0.53,0.4136,0.066,0.4,0.534,0.0183,0.39,0.5917,0.0035,0.65,0.3465,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,4.0,54.0,627.0,57.0,636.0,60.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1263.0,58.0,156.0,46.0,158.0,44.0,314.0,45.0,0.91,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
1487,2016,JACKSON,NAVAJO,NAVAJO JHS,33I001610,86.0,B,33I001,77065.58,22591.41,0.03,0.11,0.15,0.43200000000000005,0.36,0.56,0.08,111.0,7.69,42526.09,0.34700000000000003,18.93,0.5,0.33,0.33,0.67,Middle School,0.1261,0.018,0.027,0.018,0.027,0.7748,0.009,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.3698,0.14,0.4902,0.1376,0.14,0.7224,0.1288,0.08,0.7912,0.0671,0.39,0.5429,0.03,0.5,0.47,0.1246,0.11,0.7654,0.1278,0.29,0.5822,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,70.0,63.0,90.0,93.0,80.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,156.0,84.0,15.0,67.0,23.0,70.0,38.0,68.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1488,2016,OKLAHOMA,EDMOND,CENTRAL MS,55I012525,85.0,B,55I012,101694.02,77419.43,0.03,0.08,0.22,0.5379999999999999,0.52,0.44,0.04,836.0,43.71,47446.93,0.325,13.18,8.0,3.0,5.75,3.0,Middle School,0.1902,0.0156,0.0299,0.1364,0.0072,0.5502,0.0706,0.15,0.47600000000000003,0.084,0.16,0.7559999999999999,0.603,0.1,0.297,0.369,0.1,0.531,0.2912,0.09,0.6188,0.376,0.2,0.424,0.2739,0.17,0.5561,0.2136,0.11,0.6764,0.2541,0.23,0.5159,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,84.0,732.0,84.0,732.0,86.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1464.0,85.0,182.0,58.0,182.0,64.0,364.0,61.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1489,2016,OKLAHOMA,EDMOND,CHEYENNE MS,55I012510,98.0,A+,55I012,101694.02,77419.43,0.03,0.08,0.22,0.195,0.52,0.44,0.04,986.0,47.29,48293.69,0.309,13.93,7.0,3.0,3.25,3.0,Middle School,0.0822,0.0203,0.0477,0.1004,0.002,0.6734,0.074,0.05,0.38,0.2002,0.09,0.7098,0.6696,0.07,0.2604,0.4418,0.06,0.4982,0.342,0.05,0.608,0.6392,0.06,0.3008,0.2759,0.11,0.6141,0.3104,0.03,0.6596,0.5022,0.07,0.4278,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,98.0,901.0,93.0,902.0,93.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1803.0,93.0,224.0,79.0,224.0,77.0,448.0,78.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1491,2016,CREEK,KIEFER,RONGEY MS,19I018505,78.0,C+,19I018,72051.62,57572.06,0.05,0.13,0.28,0.531,0.2,0.68,0.12,98.0,5.46,40649.56,0.052000000000000005,13.45,0.39,0.4,0.43,0.57,Middle School,0.0714,0.2041,0.0,0.0,0.0,0.6837,0.0408,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.2244,0.34,0.4356,0.1634,0.14,0.6966,0.1274,0.09,0.7826,0.3956,0.14,0.4644,0.425,0.15,0.425,0.0946,0.14,0.7654,0.1702,0.26,0.5698,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,84.0,87.0,82.0,86.0,85.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,173.0,83.0,21.0,52.0,21.0,52.0,42.0,52.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1492,2016,LINCOLN,WELLSTON,WELLSTON MS,41I004505,76.0,C,41I004,58001.15,26674.02,0.08,0.16,0.21,0.618,0.17,0.69,0.14,131.0,7.29,53944.84,0.294,23.66,0.43,0.43,0.29,0.5,Middle School,0.0229,0.1908,0.0,0.0076,0.0,0.7405,0.0382,0.14,0.7396,0.086,0.14,0.774,0.462,0.16,0.37799999999999995,0.1235,0.35,0.5265,0.1092,0.16,0.7308,0.451,0.18,0.369,0.1071,0.37,0.5229,0.0924,0.16,0.7476,0.1264,0.21,0.6636,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,77.0,112.0,84.0,111.0,70.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,223.0,77.0,28.0,61.0,27.0,33.0,55.0,47.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1493,2016,MAJOR,FAIRVIEW,CHAMBERLAIN MS,44I084510,80.0,B-,44I084,62612.53,50420.09,0.05,0.2,0.34,0.601,0.17,0.7,0.13,148.0,9.51,44662.01,0.212,15.1,1.0,0.36,0.01,1.0,Middle School,0.0676,0.0676,0.0,0.0,0.0,0.8581,0.0068,0.24,0.494,0.0474,0.21,0.7426,0.2079,0.37,0.4221,0.3515,0.05,0.5985,0.308,0.12,0.5720000000000001,0.1088,0.32,0.5712,0.14,0.3,0.56,0.1552,0.03,0.8148,0.0676,0.48,0.4524,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,87.0,132.0,83.0,133.0,80.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,265.0,82.0,33.0,58.0,33.0,52.0,66.0,55.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1495,2016,PAYNE,CUSHING,CUSHING MS,60I067505,78.0,C+,60I067,54593.49,154951.13,0.07,0.18,0.36,0.647,0.13,0.68,0.2,519.0,32.57,45099.2,0.307,14.57,1.0,1.0,3.0,3.0,Middle School,0.052,0.1888,0.0077,0.0135,0.0,0.6435,0.0944,0.23,0.6622,0.0154,0.23,0.7546,0.1134,0.46,0.4266,0.2992,0.12,0.5808,0.187,0.15,0.6629999999999999,0.16899999999999998,0.35,0.48100000000000004,0.261,0.13,0.609,0.2139,0.07,0.7161,0.3784,0.14,0.4816,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,80.0,466.0,78.0,466.0,80.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,932.0,79.0,116.0,59.0,116.0,61.0,232.0,60.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1496,2016,OKLAHOMA,CHOCTAW-NICOMA PARK,NICOMA PARK MS,55I004515,87.0,B+,55I004,83596.44,38045.6,0.04,0.06,0.22,0.413,0.27,0.64,0.09,572.0,35.99,43058.52,0.306,13.08,2.87,2.0,1.38,2.0,Middle School,0.0804,0.0699,0.0087,0.0612,0.0017,0.6573,0.1206,0.15,0.629,0.0602,0.14,0.7998,0.182,0.35,0.46799999999999997,0.3036,0.08,0.6164,0.2116,0.08,0.7084,0.1924,0.26,0.5476,0.249,0.17,0.581,0.2139,0.07,0.7161,0.1794,0.22,0.6006,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,85.0,509.0,88.0,517.0,85.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1026.0,87.0,126.0,66.0,128.0,65.0,254.0,65.0,0.94,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1497,2016,CRAIG,KETCHUM,KETCHUM MS,18I006505,62.0,D-,18I006,53585.06,101300.82,0.09,0.23,0.44,0.768,0.19,0.68,0.14,125.0,7.86,47938.18,0.596,16.58,0.75,0.32,0.5,1.0,Middle School,0.024,0.424,0.008,0.008,0.0,0.528,0.008,0.5,0.5,0.0,0.35,0.65,0.2993,0.27,0.4307,0.0455,0.09,0.8645,0.2185,0.05,0.7315,0.04,0.6,0.36,0.09,0.5,0.41,0.11900000000000001,0.3,0.581,0.166,0.17,0.664,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,61.0,109.0,65.0,109.0,60.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,218.0,62.0,27.0,37.0,27.0,44.0,54.0,41.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1498,2016,OKMULGEE,DEWAR,DEWAR MS,56I008515,64.0,D,56I008,49160.97,10069.47,0.11,0.18,0.32,0.795,0.13,0.73,0.15,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle School,0.0,0.5663,0.0,0.012,0.0,0.4096,0.012,0.68,0.2944,0.0,0.73,0.27,0.3096,0.14,0.5504,0.0252,0.64,0.3348,0.0852,0.29,0.6248,0.3408,0.29,0.3692,0.0672,0.58,0.3528,0.0405,0.19,0.7695,0.024,0.52,0.456,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,65.0,72.0,65.0,72.0,51.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,144.0,58.0,18.0,61.0,18.0,50.0,36.0,56.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1500,2016,STEPHENS,DUNCAN,DUNCAN MS,69I001505,66.0,D,69I001,55669.13,45480.87,0.07,0.18,0.35,0.586,0.19,0.66,0.15,817.0,36.39,44799.75,0.21899999999999997,14.02,5.28,2.0,1.6,3.0,Middle School,0.1873,0.06,0.0061,0.0563,0.0,0.6242,0.0661,0.3,0.5529999999999999,0.0272,0.32,0.6528,0.1155,0.45,0.4345,0.0819,0.37,0.5481,0.156,0.22,0.624,0.1625,0.35,0.4875,0.0583,0.47,0.4717,0.261,0.1,0.639,0.102,0.4,0.498,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,2.0,61.0,717.0,79.0,717.0,69.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1434.0,74.0,179.0,52.0,179.0,44.0,358.0,48.0,0.93,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1501,2016,CREEK,SAPULPA,SAPULPA JHS,19I033610,66.0,D,19I033,62074.99,44933.66,0.06,0.15,0.29,0.677,0.18,0.68,0.15,625.0,31.61,45837.43,0.179,18.09,2.0,2.24,1.84,2.75,Middle School,0.072,0.1744,0.0016,0.04,0.0016,0.5712,0.1392,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.1365,0.35,0.5135,0.122,0.39,0.488,0.1848,0.12,0.6952,0.1197,0.37,0.5103,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,2.0,67.0,223.0,83.0,447.0,75.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,670.0,77.0,55.0,55.0,111.0,45.0,166.0,48.0,0.92,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1507,2016,WAGONER,COWETA,COWETA JHS,73I017610,79.0,C+,73I017,71330.71,30031.81,0.06,0.1,0.3,0.406,0.22,0.67,0.11,493.0,28.41,41107.85,0.17800000000000002,10.46,4.0,1.2,2.69,2.0,Middle School,0.0406,0.2434,0.0101,0.0507,0.0,0.6552,0.0,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.4452,0.16,0.3948,0.2436,0.16,0.5964,0.1892,0.14,0.6708,0.1173,0.31,0.5727,0.1541,0.33,0.5159,0.1044,0.13,0.7656,0.06,0.4,0.54,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,79.0,428.0,83.0,444.0,77.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,872.0,80.0,106.0,56.0,110.0,56.0,216.0,56.0,0.94,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1508,2016,BRYAN,COLBERT,COLBERT MS,07I004505,78.0,C+,07I004,48570.16,24401.83,0.14,0.16,0.27,0.7190000000000001,0.12,0.68,0.21,114.0,9.0,40996.11,0.318,13.64,1.0,0.43,0.69,0.57,Middle School,0.0439,0.3509,0.0,0.0088,0.0,0.5351,0.0614,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.07,0.5,0.43,0.1162,0.17,0.7138,0.0624,0.22,0.7176,0.0624,0.61,0.3276,0.0935,0.15,0.7565,0.0522,0.13,0.8178,0.1159,0.39,0.4941,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,84.0,92.0,78.0,93.0,82.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,185.0,80.0,23.0,74.0,23.0,83.0,46.0,78.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1513,2016,OKLAHOMA,EDMOND,SUMMIT MS,55I012520,90.0,A-,55I012,101694.02,77419.43,0.03,0.08,0.22,0.301,0.52,0.44,0.04,1231.0,56.97,47027.37,0.228,13.14,9.5,3.0,4.05,4.0,Middle School,0.1056,0.0154,0.1015,0.1828,0.0081,0.4736,0.1129,0.15,0.5015,0.0747,0.17,0.7553,0.473,0.14,0.387,0.2904,0.12,0.5896,0.3069,0.07,0.6231,0.391,0.15,0.45899999999999996,0.4089,0.13,0.4611,0.3552,0.04,0.6048,0.2156,0.23,0.5544,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,87.0,1104.0,88.0,1110.0,87.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,2214.0,88.0,275.0,68.0,276.0,64.0,551.0,66.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1514,2016,POTTAWATOMIE,TECUMSEH,TECUMSEH MS,63I092505,78.0,C+,63I092,57287.55,15020.44,0.07,0.16,0.27,0.6509999999999999,0.15,0.75,0.1,467.0,27.72,41481.37,0.13699999999999998,11.38,3.38,1.29,1.13,2.19,Middle School,0.0857,0.2034,0.0021,0.015,0.0,0.606,0.0878,0.29,0.5893,0.035,0.3,0.665,0.1708,0.39,0.4392,0.114,0.24,0.6459999999999999,0.1892,0.14,0.6708,0.1426,0.38,0.4774,0.1296,0.28,0.5904,0.1672,0.12,0.7128,0.1608,0.33,0.5092,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,75.0,401.0,84.0,398.0,74.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,799.0,79.0,99.0,65.0,99.0,48.0,198.0,57.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
