,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
622,2016,09I034510,LESLIE F ROBLYER LEARNING CTR,73.0,C,60315.5,24895.16,0.07,0.14,0.37,0.79,0.12,0.73,0.15,328.0,15.57,44190.47,0.233,15.57,1.58,0.0,0.56,2.17,0.2226,0.1585,0.0,0.0244,0.003,0.4878,0.1037,328.0
696,2016,16I001530,CACHE 5TH AND 6TH GRADE MS,85.0,B,93637.81,61263.07,0.07,0.11,0.26,0.495,0.27,0.68,0.06,293.0,16.26,47028.78,0.341,12.96,4.23,0.01,0.59,1.06,0.1092,0.1672,0.0171,0.0887,0.0068,0.5529,0.057999999999999996,293.0
1032,2016,72I011515,OWASSO 6TH GRADE CTR,87.0,B,84896.09,52132.65,0.05,0.06,0.21,0.324,0.32,0.6,0.07,746.0,34.29,49534.53,0.3,15.58,4.46,2.0,2.5,2.0,0.0845,0.1421,0.0228,0.0603,0.0027,0.6099,0.0777,746.0
1231,2016,08I167505,FORT COBB-BROXTON MS,74.0,C,51494.01,25787.81,0.07,0.17,0.31,0.7120000000000001,0.22,0.66,0.13,73.0,4.1,46492.08,0.44299999999999995,24.0,0.28,0.37,1.07,0.51,0.0137,0.2329,0.0,0.0,0.0,0.6301,0.1233,73.0
1234,2016,09I022510,PIEDMONT MS,91.0,A,96974.43,43118.98,0.03,0.04,0.16,0.205,0.44,0.5,0.06,523.0,27.09,43513.92,0.153,11.46,3.0,1.3,1.5,2.0,0.0918,0.0956,0.0402,0.0478,0.0,0.7055,0.0191,523.0
1235,2016,09I027520,YUKON MS,83.0,B,77882.61,42555.68,0.04,0.06,0.28,0.439,0.29,0.65,0.07,1819.0,84.51,45260.43,0.17600000000000002,12.16,12.0,4.0,5.0,5.0,0.1171,0.0522,0.0286,0.039,0.0022,0.7301,0.0308,1819.0
1236,2016,12I002605,FORT TOWSON JHS,54.0,F,45733.17,38223.7,0.1,0.26,0.35,0.889,0.14,0.71,0.15,54.0,5.61,41712.2,0.14,9.95,0.0,0.14,0.14,0.5,0.0,0.1667,0.0,0.037000000000000005,0.0,0.6296,0.1667,54.0
1237,2016,14I002610,BRINK JHS,94.0,A,74645.48,45730.8,0.04,0.08,0.29,0.256,0.26,0.65,0.08,774.0,38.71,48063.26,0.45799999999999996,15.79,6.0,2.0,1.4,1.97,0.115,0.0439,0.1111,0.0439,0.0013,0.5155,0.1693,774.0
1238,2016,14I002685,CENTRAL JHS,79.0,C,74645.48,45730.8,0.04,0.08,0.29,0.573,0.26,0.65,0.08,611.0,29.3,46144.36,0.218,12.32,8.41,2.0,3.0,2.0,0.1538,0.0638,0.0131,0.0786,0.0082,0.4664,0.21600000000000003,611.0
1239,2016,14I002650,HIGHLAND EAST JHS,84.0,B,74645.48,45730.8,0.04,0.08,0.29,0.40399999999999997,0.26,0.65,0.08,671.0,37.19,47142.77,0.26899999999999996,14.7,7.43,2.0,1.5,2.0,0.1118,0.0387,0.0268,0.0909,0.003,0.5559,0.1729,671.0
1240,2016,14I002680,WEST JHS,79.0,C,74645.48,45730.8,0.04,0.08,0.29,0.5820000000000001,0.26,0.65,0.08,715.0,33.32,45328.48,0.19899999999999998,11.4,8.04,2.0,2.0,2.0,0.2182,0.0517,0.0671,0.0965,0.0028,0.4042,0.1594,715.0
1241,2016,16I004505,GERONIMO MS,86.0,B,57881.88,55082.85,0.06,0.09,0.42,0.7709999999999999,0.08,0.69,0.23,48.0,2.45,39068.71,0.297,7.06,0.0,0.5,0.33,0.0,0.0417,0.1458,0.0417,0.0208,0.0,0.5833,0.1667,48.0
1244,2016,18I020505,BLUEJACKET MS,58.0,F,51605.0,38207.27,0.02,0.12,0.26,0.6559999999999999,0.13,0.7,0.17,61.0,3.78,41406.66,0.285,14.06,0.36,0.1,0.14,0.67,0.0328,0.4426,0.0,0.0,0.0,0.3934,0.1311,61.0
1245,2016,20I099505,CLINTON MS,70.0,C,62330.6,32998.56,0.04,0.15,0.41,0.84,0.21,0.6,0.19,362.0,20.01,42836.56,0.28600000000000003,12.21,2.2,1.0,0.9,1.0,0.4972,0.0525,0.011000000000000001,0.0276,0.0028,0.337,0.0718,362.0
1246,2016,20I007615,THOMAS-FAY-CUSTER UNIFIED JHS,88.0,B,67156.76,99465.11,0.01,0.19,0.2,0.505,0.25,0.63,0.12,105.0,6.31,50590.96,0.218,16.99,0.0,0.14,0.14,1.0,0.0762,0.1333,0.0,0.0286,0.0,0.7429,0.019,105.0
1248,2016,25I072605,ELMORE CITY JHS,80.0,B,63596.6,59418.67,0.04,0.15,0.22,0.557,0.16,0.7,0.14,61.0,5.08,44051.73,0.23,21.32,0.5,0.5,0.08,0.5,0.08199999999999999,0.0656,0.0,0.0164,0.0,0.7049,0.1311,61.0
1250,2016,27I090505,POND CREEK-HUNTER MS,69.0,D,61026.49,184139.3,0.05,0.1,0.27,0.581,0.21,0.66,0.13,105.0,5.82,47293.16,0.684,13.91,1.2,0.3,0.33,1.0,0.0667,0.0286,0.0,0.0,0.0,0.8571,0.0476,105.0
1251,2016,33I018625,ALTUS JHS,76.0,C,52345.98,30131.43,0.09,0.18,0.36,0.623,0.18,0.62,0.2,493.0,28.15,46399.19,0.17300000000000001,16.74,4.5,2.0,2.0,2.0,0.3996,0.0101,0.0203,0.0832,0.0101,0.4118,0.0649,493.0
1252,2016,36I071515,PONCA CITY EAST MS,78.0,C,56366.7,54723.53,0.08,0.18,0.39,0.674,0.2,0.66,0.13,359.0,19.73,45903.55,0.252,13.48,2.45,1.0,1.5,1.5,0.0808,0.1894,0.0028,0.0529,0.0056,0.6156,0.0529,359.0
1253,2016,37I089505,CASHION MS,78.0,C,75044.54,123601.53,0.02,0.04,0.27,0.258,0.23,0.72,0.05,124.0,6.42,39415.33,0.156,8.96,1.0,0.25,0.25,0.5,0.0323,0.0645,0.0,0.0161,0.0,0.8548,0.0323,124.0
1254,2016,38I001505,HOBART MS,88.0,B,60297.99,34740.91,0.07,0.23,0.42,0.722,0.17,0.65,0.18,162.0,11.5,45070.37,0.162,16.72,0.43,0.86,0.43,1.0,0.2099,0.0123,0.0123,0.0741,0.0,0.5741,0.1173,162.0
1255,2016,39I001510,WILBURTON MS,98.0,A,54469.02,29782.52,0.08,0.19,0.43,0.6629999999999999,0.13,0.7,0.17,202.0,11.86,46105.25,0.27699999999999997,13.01,1.57,1.0,0.54,1.0,0.0396,0.3366,0.0,0.0149,0.0,0.5644,0.0446,202.0
1257,2016,46I016505,SALINA MS,88.0,B,43929.3,23450.25,0.07,0.26,0.41,0.807,0.13,0.69,0.18,166.0,8.66,42853.0,0.215,15.51,1.0,0.5,2.03,1.0,0.0181,0.6566,0.0,0.0,0.0,0.3072,0.0181,166.0
1258,2016,47I001505,NEWCASTLE MS,83.0,B,84294.47,47116.6,0.03,0.07,0.27,0.31,0.3,0.61,0.09,449.0,22.52,43680.11,0.193,15.53,3.0,1.5,1.34,2.0,0.1002,0.2138,0.0045,0.0045,0.0,0.5857,0.0913,449.0
1259,2016,47I010505,WAYNE MS,78.0,C,60704.56,40464.88,0.04,0.16,0.33,0.7809999999999999,0.2,0.65,0.15,105.0,6.0,40071.18,0.214,15.41,0.57,0.43,0.57,1.0,0.1429,0.1905,0.0,0.0,0.0,0.6286,0.0381,105.0
1261,2016,52I006510,MORRISON MS,78.0,C,74864.91,66729.26,0.07,0.1,0.17,0.45399999999999996,0.26,0.65,0.1,86.0,5.16,41839.41,0.305,15.18,0.29,0.35,0.15,0.35,0.0233,0.0233,0.0116,0.0,0.0,0.6047,0.3372,86.0
1262,2016,52I001605,PERRY JHS,75.0,C,62022.2,48552.24,0.06,0.13,0.19,0.552,0.26,0.63,0.12,183.0,10.44,42642.08,0.040999999999999995,13.87,1.0,0.5,1.14,1.0,0.08199999999999999,0.1148,0.0055,0.0383,0.0,0.7432,0.0164,183.0
1263,2016,55I006505,DEER CREEK MS,89.0,B,142656.63,66279.74,0.04,0.04,0.12,0.109,0.6,0.38,0.02,855.0,41.22,45988.23,0.39399999999999996,12.47,5.71,2.0,4.0,3.0,0.0643,0.0538,0.0608,0.0515,0.0035,0.7216,0.0444,855.0
1264,2016,55I052505,CARL ALBERT MS,85.0,B,56255.19,35589.64,0.07,0.16,0.45,0.48700000000000004,0.2,0.7,0.1,851.0,45.54,45621.23,0.242,13.73,7.0,2.0,1.0,4.0,0.0799,0.0752,0.0153,0.2315,0.0094,0.5511,0.0376,851.0
1265,2016,55I052525,MONRONEY MS,73.0,C,56255.19,35589.64,0.07,0.16,0.45,0.6990000000000001,0.2,0.7,0.1,568.0,32.58,45439.81,0.22399999999999998,13.67,9.0,2.0,2.0,3.0,0.1215,0.0511,0.0106,0.3891,0.0018,0.3486,0.0775,568.0
1266,2016,55I089508,CLASSEN MS OF ADVANCED STUDIES,90.0,A,53956.08,50805.13,0.08,0.28,0.47,0.376,0.22,0.55,0.23,420.0,19.88,52289.8,0.5770000000000001,14.19,0.5,1.0,1.0,1.5,0.18100000000000002,0.0333,0.1452,0.1571,0.0024,0.4381,0.0429,420.0
1267,2016,55I001530,HEFNER MS,78.0,C,63930.75,52049.84,0.06,0.16,0.43,0.6629999999999999,0.32,0.58,0.1,1024.0,61.8,48198.71,0.28300000000000003,12.47,8.5,3.0,4.37,4.0,0.0781,0.0303,0.0566,0.3438,0.0039,0.4111,0.0762,1024.0
1268,2016,55I001550,WESTERN OAKS MS,74.0,C,63930.75,52049.84,0.06,0.16,0.43,0.893,0.32,0.58,0.1,673.0,36.6,47113.99,0.249,9.43,9.9,2.0,5.1,2.0,0.2838,0.0371,0.0134,0.1872,0.0045,0.3774,0.0966,673.0
1269,2016,58I014510,QUAPAW MS,68.0,D,49413.22,34452.92,0.12,0.24,0.32,0.777,0.09,0.75,0.16,139.0,9.0,44620.26,0.27,20.16,1.92,0.0,0.29,1.0,0.0144,0.3885,0.0072,0.0,0.0,0.5827,0.0072,139.0
1270,2016,62I019610,ADA JHS,80.0,B,46836.28,38544.84,0.07,0.25,0.44,0.59,0.32,0.55,0.13,532.0,40.78,44088.94,0.565,12.25,6.0,3.0,1.31,2.0,0.1053,0.3346,0.0113,0.047,0.0,0.43799999999999994,0.0639,532.0
1275,2016,68I001510,TOMMIE SPEAR MS,77.0,C,43281.92,27559.91,0.09,0.26,0.38,0.778,0.13,0.69,0.17,401.0,23.65,44536.62,0.09300000000000001,15.05,3.45,1.0,1.0,2.0,0.0698,0.384,0.0224,0.015,0.0,0.4913,0.0175,401.0
1276,2016,71I158505,FREDERICK MS,64.0,D,47854.78,23808.22,0.07,0.25,0.42,0.8270000000000001,0.16,0.58,0.25,179.0,11.1,43815.05,0.258,14.26,1.0,0.5,0.64,1.0,0.4693,0.0168,0.0168,0.095,0.0,0.3911,0.0112,179.0
1277,2016,72I004505,BIXBY MS,91.0,A,100478.32,65795.62,0.04,0.06,0.19,0.20800000000000002,0.42,0.53,0.05,869.0,39.45,46578.94,0.426,14.65,6.0,1.96,3.5,3.33,0.0783,0.084,0.0138,0.0184,0.0,0.7307,0.0748,869.0
1278,2016,72I003505,CENTENNIAL MS,75.0,C,78767.8,44984.51,0.06,0.08,0.3,0.41600000000000004,0.29,0.64,0.06,1060.0,49.52,43672.64,0.242,12.5,6.95,3.0,3.07,3.03,0.1755,0.0783,0.0415,0.0557,0.0009,0.5821,0.066,1060.0
1279,2016,72I003520,CHILDERS MS,75.0,C,78767.8,44984.51,0.06,0.08,0.3,0.45899999999999996,0.29,0.64,0.06,775.0,39.47,42198.48,0.147,9.91,7.0,1.99,3.01,2.92,0.0826,0.0735,0.0194,0.0555,0.0,0.6774,0.0916,775.0
1280,2016,72I003525,OLIVER MS,73.0,C,78767.8,44984.51,0.06,0.08,0.3,0.51,0.29,0.64,0.06,817.0,38.61,43647.25,0.295,14.51,8.0,2.0,4.6,3.0,0.1016,0.0857,0.0147,0.0759,0.0012,0.6499,0.071,817.0
1281,2016,72I003530,ONETA RIDGE MS,74.0,C,78767.8,44984.51,0.06,0.08,0.3,0.418,0.29,0.64,0.06,814.0,40.13,43719.26,0.249,11.18,7.68,2.0,9.73,3.08,0.1106,0.086,0.0418,0.0356,0.0012,0.6437,0.0811,814.0
1282,2016,72I011510,OWASSO 7TH GRADE CTR,88.0,B,84896.09,52132.65,0.05,0.06,0.21,0.31,0.32,0.6,0.07,723.0,34.98,49615.16,0.16899999999999998,17.94,4.45,2.0,2.96,2.0,0.0871,0.1355,0.028999999999999998,0.0456,0.0,0.6556,0.047,723.0
1283,2016,72I011610,OWASSO 8TH GRADE CTR,82.0,B,84896.09,52132.65,0.05,0.06,0.21,0.284,0.32,0.6,0.07,743.0,33.47,47978.4,0.243,15.15,4.51,1.81,2.0,2.0,0.0929,0.1602,0.0215,0.0458,0.0013,0.6245,0.0538,743.0
1284,2016,72I001515,CARVER MS,94.0,A,58190.81,60320.18,0.08,0.23,0.5,0.555,0.26,0.59,0.15,611.0,31.74,50051.22,0.386,17.22,0.5,3.0,1.33,1.95,0.1997,0.0475,0.0245,0.2995,0.0,0.3339,0.0949,611.0
1285,2016,72I001563,MONROE DEMONSTRATION MS,51.0,F,58190.81,60320.18,0.08,0.23,0.5,1.034,0.26,0.59,0.15,294.0,14.5,40746.34,0.379,7.34,3.0,2.0,1.26,1.0,0.1837,0.0408,0.0034,0.6633,0.0034,0.0476,0.0578,294.0
1286,2016,72I001573,THOREAU DEMONSTRATION ACADEMY,82.0,B,58190.81,60320.18,0.08,0.23,0.5,0.46,0.26,0.59,0.15,654.0,26.55,43974.16,0.207,11.12,5.0,3.0,1.2,2.0,0.1575,0.081,0.0153,0.1376,0.0015,0.4969,0.1101,654.0
1287,2016,72I009510,UNION 6TH-7TH GRADE CTR,66.0,D,71735.71,50043.66,0.05,0.12,0.36,0.68,0.33,0.56,0.1,2322.0,102.77,44063.55,0.281,10.53,13.4,4.0,7.45,6.97,0.3114,0.0551,0.0724,0.1533,0.0004,0.3342,0.0732,2322.0
1288,2016,72I009620,UNION 8TH GRADE CTR,79.0,C,71735.71,50043.66,0.05,0.12,0.36,0.655,0.33,0.56,0.1,1173.0,54.32,46370.94,0.111,13.6,6.0,1.96,5.0,3.0,0.3086,0.0546,0.0648,0.1552,0.0009,0.34700000000000003,0.0691,1173.0
1289,2016,74I030505,CENTRAL MS,82.0,B,69233.34,47300.97,0.05,0.15,0.32,0.507,0.31,0.59,0.09,605.0,40.0,44229.1,0.3,11.16,5.47,2.0,2.33,2.0,0.1025,0.1207,0.0231,0.0545,0.0,0.6033,0.0959,605.0
1290,2016,74I030510,MADISON MS,84.0,B,69233.34,47300.97,0.05,0.15,0.32,0.44299999999999995,0.31,0.59,0.09,655.0,38.91,44629.08,0.257,13.03,4.53,2.0,2.5,2.0,0.1359,0.0809,0.0229,0.028999999999999998,0.0,0.5237,0.2076,655.0
1291,2016,76I001505,ALVA MS,75.0,C,69748.5,157499.5,0.03,0.17,0.25,0.524,0.3,0.58,0.11,206.0,17.0,42455.29,0.47100000000000003,12.3,2.0,1.0,1.06,1.0,0.1165,0.034,0.0,0.034,0.0,0.7621,0.0534,206.0
1294,2016,01I025505,STILWELL MS,65.0,D,38661.98,22851.38,0.09,0.31,0.38,0.868,0.13,0.66,0.2,257.0,18.79,44999.63,0.175,14.67,3.57,1.0,0.43,1.0,0.1362,0.607,0.0156,0.0039,0.0,0.2179,0.0195,257.0
1295,2016,10I019505,ARDMORE MS,62.0,D,52524.04,56464.17,0.07,0.2,0.45,0.89,0.17,0.65,0.18,661.0,34.33,44753.04,0.462,12.96,3.53,2.0,2.47,3.0,0.174,0.115,0.0076,0.1755,0.003,0.3661,0.1589,661.0
1296,2016,14I002655,HIGHLAND WEST JHS,79.0,C,74645.48,45730.8,0.04,0.08,0.29,0.637,0.26,0.65,0.08,626.0,27.5,44477.56,0.29100000000000004,11.02,9.63,2.0,4.0,2.0,0.1645,0.0671,0.0224,0.0639,0.0,0.516,0.1661,626.0
1298,2016,48I006510,HAWORTH MS,73.0,C,47857.61,13331.48,0.07,0.19,0.38,0.8270000000000001,0.1,0.69,0.21,127.0,9.62,42591.02,0.152,16.18,0.71,0.5,0.33,0.5,0.0315,0.2913,0.0157,0.1024,0.0,0.5354,0.0236,127.0
1299,2016,55I089521,NORTHEAST MS,50.0,F,53956.08,50805.13,0.08,0.28,0.47,0.9079999999999999,0.22,0.55,0.23,120.0,6.4,50346.2,0.45299999999999996,6.71,0.95,0.5,0.49,0.0,0.0417,0.0167,0.0083,0.8667,0.0,0.0167,0.05,120.0
1300,2016,63I093505,SHAWNEE MS,70.0,C,45005.59,30745.88,0.08,0.25,0.48,0.991,0.17,0.67,0.16,735.0,47.67,45274.98,0.325,9.48,7.48,3.0,2.0,3.0,0.1333,0.1347,0.0027,0.0558,0.0027,0.46799999999999997,0.2027,735.0
1301,2016,69I003505,MARLOW MS,82.0,B,64094.45,30628.77,0.03,0.14,0.27,0.451,0.18,0.69,0.13,319.0,17.55,43070.03,0.114,13.46,2.0,0.9,1.5,2.0,0.0596,0.1066,0.0125,0.0063,0.0,0.7774,0.0376,319.0
1302,2016,72I003510,SEQUOYAH MS,66.0,D,78767.8,44984.51,0.06,0.08,0.3,0.669,0.29,0.64,0.06,568.0,29.93,43189.62,0.223,10.83,8.0,2.0,3.7,1.97,0.1109,0.0986,0.0229,0.0687,0.006999999999999999,0.5775,0.1144,568.0
1303,2016,72I002615,CENTRAL 9TH GRADE CTR,94.0,A,63027.69,32375.25,0.06,0.11,0.29,0.54,0.17,0.7,0.13,480.0,19.62,43882.81,0.23,10.37,1.59,1.0,2.0,2.05,0.075,0.1813,0.0125,0.0479,0.0,0.6625,0.0208,480.0
1304,2016,72I002520,CLYDE BOYD MS,74.0,C,63027.69,32375.25,0.06,0.11,0.29,0.608,0.17,0.7,0.13,1147.0,56.78,44826.67,0.145,15.86,10.83,3.0,3.57,4.0,0.0645,0.1805,0.006999999999999999,0.0288,0.0009,0.6757,0.0427,1147.0
1305,2016,72I008505,SPERRY MS,70.0,C,62479.52,25344.96,0.08,0.09,0.19,0.584,0.15,0.74,0.11,257.0,15.81,43004.74,0.156,14.32,2.5,0.83,1.5,1.0,0.0467,0.3152,0.0117,0.0156,0.0,0.5681,0.0428,257.0
1306,2016,72I001537,EDISON PREPARATORY MS,75.0,C,58190.81,60320.18,0.08,0.23,0.5,0.648,0.26,0.59,0.15,954.0,43.7,47208.96,0.324,15.07,8.2,3.0,1.7,3.5,0.2065,0.0713,0.0168,0.1279,0.0021,0.4769,0.0985,954.0
1307,2016,14I040510,CURTIS INGE MS,73.0,C,61827.71,25888.76,0.07,0.14,0.42,0.64,0.16,0.71,0.13,619.0,35.71,49081.03,0.35200000000000004,17.5,5.0,2.0,1.5,2.97,0.0452,0.1502,0.0081,0.0258,0.0016,0.7609,0.0081,619.0
1308,2016,55I089525,TAFT MS,50.0,F,53956.08,50805.13,0.08,0.28,0.47,0.843,0.22,0.55,0.23,642.0,33.19,51237.62,0.207,11.33,9.96,2.0,5.11,4.0,0.5,0.0592,0.0405,0.1822,0.0031,0.1651,0.0498,642.0
1309,2016,14I002690,SOUTHRIDGE JHS,97.0,A,74645.48,45730.8,0.04,0.08,0.29,0.297,0.26,0.65,0.08,212.0,10.2,47419.51,0.21600000000000003,16.31,3.0,1.0,1.0,1.0,0.1179,0.0519,0.0755,0.0425,0.0,0.5519,0.1604,212.0
1311,2016,55I089518,JEFFERSON MS,52.0,F,53956.08,50805.13,0.08,0.28,0.47,0.93,0.22,0.55,0.23,883.0,52.41,51651.01,0.39899999999999997,12.46,11.0,4.03,5.1,4.0,0.7101,0.0453,0.0079,0.094,0.0023,0.1246,0.0159,883.0
1312,2016,55I089540,OKLAHOMA CENTENNIAL MS,35.0,F,53956.08,50805.13,0.08,0.28,0.47,1.0,0.22,0.55,0.23,209.0,15.2,51535.13,0.263,11.82,5.0,1.0,0.95,1.0,0.2488,0.0335,0.0383,0.5646,0.0,0.0861,0.0287,209.0
1313,2016,72I001659,EAST CENTRAL JHS,49.0,F,58190.81,60320.18,0.08,0.23,0.5,1.073,0.26,0.59,0.15,740.0,33.43,44106.25,0.314,9.44,7.0,4.0,1.34,2.43,0.5324,0.0351,0.0365,0.2243,0.0054,0.1162,0.05,740.0
1314,2016,55I089530,WEBSTER MS,45.0,F,53956.08,50805.13,0.08,0.28,0.47,0.92,0.22,0.55,0.23,972.0,58.5,50770.08,0.316,9.68,8.61,3.0,5.68,5.0,0.6584,0.0432,0.0031,0.1399,0.0021,0.1348,0.0185,972.0
1315,2016,72I001663,MEMORIAL JHS,49.0,F,58190.81,60320.18,0.08,0.23,0.5,0.945,0.26,0.59,0.15,453.0,25.0,45605.96,0.36,12.84,6.0,2.0,1.25,2.0,0.2605,0.0618,0.0088,0.3488,0.0022,0.2141,0.1038,453.0
1316,2016,72I001658,CENTRAL JHS,25.0,F,58190.81,60320.18,0.08,0.23,0.5,1.011,0.26,0.59,0.15,278.0,14.0,43206.36,0.536,7.64,5.0,2.0,1.1,3.5,0.1079,0.0612,0.0072,0.5539999999999999,0.0252,0.1691,0.0755,278.0
1317,2016,72I001662,MCLAIN JHS,36.0,F,58190.81,60320.18,0.08,0.23,0.5,1.0979999999999999,0.26,0.59,0.15,376.0,27.97,40758.12,0.156,5.54,6.0,2.0,2.19,3.4,0.2553,0.0479,0.0,0.49200000000000005,0.0053,0.1197,0.0798,376.0
1318,2016,66I004505,OOLOGAH-TALALA MS,87.0,B,79126.85,74705.02,0.06,0.07,0.21,0.45799999999999996,0.26,0.66,0.08,406.0,23.83,45395.64,0.245,15.75,2.25,1.0,0.75,2.0,0.0394,0.2611,0.0394,0.0025,0.0,0.601,0.0567,406.0
1319,2016,42I001610,GUTHRIE JHS,85.0,B,62800.21,39302.95,0.06,0.14,0.31,0.679,0.22,0.67,0.1,495.0,29.65,41896.56,0.34600000000000003,11.09,4.0,1.0,1.08,2.5,0.1434,0.0444,0.004,0.0747,0.0,0.6323,0.10099999999999999,495.0
1320,2016,49I019505,CHECOTAH MS,68.0,D,49833.75,36865.84,0.13,0.21,0.31,0.773,0.13,0.68,0.18,339.0,20.6,43175.83,0.307,13.94,2.47,1.0,0.29,1.0,0.0177,0.3186,0.0,0.0413,0.0,0.531,0.0914,339.0
1321,2016,41I001610,CHANDLER JHS,80.0,B,53307.82,32016.15,0.08,0.17,0.35,0.48700000000000004,0.15,0.73,0.12,185.0,14.93,43659.75,0.205,16.88,1.0,0.8,0.4,1.0,0.0108,0.1297,0.0,0.0108,0.0,0.4919,0.3568,185.0
1322,2016,55I052510,DEL CREST MS,61.0,D,56255.19,35589.64,0.07,0.16,0.45,0.878,0.2,0.7,0.1,548.0,32.49,44467.43,0.27699999999999997,11.82,7.0,2.0,2.5,3.0,0.1405,0.0383,0.0018,0.3431,0.0036,0.365,0.1077,548.0
1323,2016,60I016610,STILLWATER JHS,89.0,B,53670.52,61039.28,0.07,0.31,0.31,0.423,0.48,0.47,0.05,825.0,44.9,48450.21,0.326,13.1,6.98,3.0,1.0,4.0,0.0679,0.0461,0.0303,0.0521,0.0,0.6958,0.1079,825.0
1325,2016,12I001515,BOSWELL MS,74.0,C,36950.33,19855.82,0.09,0.27,0.42,0.604,0.11,0.68,0.2,53.0,4.15,42158.75,0.17300000000000001,13.62,0.33,0.33,0.0,0.33,0.1132,0.4151,0.0,0.0377,0.0,0.434,0.0,53.0
1326,2016,58I023505,WILL ROGERS MS,69.0,D,46083.79,25724.14,0.09,0.23,0.44,0.713,0.16,0.69,0.15,477.0,29.94,43656.01,0.317,10.52,4.0,1.5,3.0,2.0,0.0482,0.2369,0.0063,0.0126,0.0356,0.478,0.1824,477.0
1327,2016,10I055505,HEALDTON MS,68.0,D,48793.58,36404.88,0.03,0.16,0.36,0.748,0.13,0.72,0.15,103.0,6.69,46170.38,0.316,24.02,0.67,0.14,0.23,0.34,0.1456,0.165,0.0,0.0097,0.0,0.5437,0.1359,103.0
1332,2016,19I033505,SAPULPA MS,57.0,F,62074.99,44933.66,0.06,0.15,0.29,0.723,0.18,0.68,0.15,517.0,27.87,40596.18,0.27899999999999997,11.12,5.0,2.0,2.88,2.33,0.0368,0.1451,0.0019,0.0368,0.0019,0.6286,0.1489,517.0
1336,2016,34I023510,WAURIKA MS,65.0,D,49291.67,35780.83,0.05,0.21,0.52,0.75,0.12,0.74,0.14,88.0,6.36,45422.89,0.324,10.62,0.11,0.33,0.0,0.49,0.1818,0.0682,0.0,0.0114,0.0,0.7273,0.0114,88.0
1337,2016,56I001505,OKMULGEE MS,60.0,D,41844.83,36814.9,0.15,0.27,0.57,0.9179999999999999,0.17,0.7,0.13,318.0,16.05,43286.03,0.19,16.73,3.95,1.0,0.99,2.0,0.044000000000000004,0.3711,0.0063,0.1981,0.0063,0.3082,0.066,318.0
1339,2016,24I057510,LONGFELLOW MS,61.0,D,59926.04,36582.45,0.06,0.14,0.33,0.93,0.22,0.64,0.15,514.0,23.95,44143.27,0.369,10.49,4.0,1.75,3.11,2.0,0.3891,0.0195,0.0097,0.0545,0.1634,0.3074,0.0564,514.0
1340,2016,26I051510,NINNEKAH MS,57.0,F,69559.6,47098.07,0.04,0.17,0.39,0.675,0.13,0.72,0.15,123.0,6.86,42125.98,0.063,6.71,0.43,0.29,0.51,0.86,0.0488,0.0894,0.0,0.0244,0.0,0.7967,0.0407,123.0
1342,2016,12I039510,HUGO MS,54.0,F,43121.87,29351.9,0.1,0.35,0.59,0.968,0.14,0.65,0.21,220.0,13.86,42544.3,0.165,13.28,2.0,0.71,0.43,2.12,0.0545,0.2682,0.0045,0.3,0.0045,0.3273,0.0409,220.0
1343,2016,55I052520,KERR MS,57.0,F,56255.19,35589.64,0.07,0.16,0.45,0.831,0.2,0.7,0.1,585.0,35.39,41911.54,0.198,7.3,5.41,3.0,2.0,3.0,0.1009,0.0632,0.0393,0.4496,0.0051,0.2889,0.053,585.0
1344,2016,55I001510,JAMES L. CAPPS MS,76.0,C,63930.75,52049.84,0.06,0.16,0.43,0.855,0.32,0.58,0.1,912.0,55.9,48422.89,0.267,11.71,7.0,3.5,4.41,3.0,0.3586,0.0384,0.0351,0.193,0.0,0.2982,0.0768,912.0
1346,2016,08I161610,HINTON MS,75.0,C,61147.64,57905.48,0.06,0.17,0.36,0.73,0.11,0.7,0.19,148.0,7.8,40953.05,0.147,12.31,1.29,0.43,0.43,0.5,0.2027,0.0608,0.0,0.0203,0.0,0.6757,0.0405,148.0
1347,2016,49I001505,EUFAULA MS,72.0,C,45990.85,41923.67,0.09,0.21,0.4,0.778,0.15,0.7,0.15,270.0,15.52,43128.71,0.23,12.8,3.0,1.0,0.89,1.0,0.0185,0.4148,0.0037,0.0481,0.0,0.4926,0.0222,270.0
1348,2016,19I002505,BRISTOW MS,76.0,C,52274.21,25661.91,0.09,0.2,0.3,0.774,0.13,0.73,0.14,393.0,21.76,45191.21,0.313,18.77,2.27,1.0,1.43,2.0,0.0356,0.313,0.0025,0.0916,0.0,0.5573,0.0,393.0
1351,2016,26I001510,CHICKASHA MS,71.0,C,53210.11,35495.39,0.05,0.17,0.34,0.9009999999999999,0.19,0.64,0.16,332.0,17.99,44754.25,0.251,16.53,2.0,1.0,1.31,1.9,0.1114,0.1084,0.006,0.0873,0.0,0.6446,0.0422,332.0
