,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
2750,2015,33I001610,NAVAJO JHS,70.0,C,78275.24,23094.51,0.03,0.1,0.19,0.426,0.37,0.54,0.09,108.0,7.9,45230.13,0.316,15.64,0.5,0.33,0.33,0.67,0.0926,0.0278,0.0185,0.0185,0.0,0.8333,0.0093,108.0
2751,2015,48I005505,IDABEL MS,62.0,D,38164.04,19830.11,0.08,0.34,0.55,0.9259999999999999,0.21,0.62,0.17,244.0,16.84,44851.78,0.27899999999999997,18.22,2.29,1.0,0.71,1.71,0.1557,0.209,0.0082,0.2623,0.0123,0.2992,0.0533,244.0
2752,2015,56I008515,DEWAR MS,65.0,D,44719.52,9891.46,0.11,0.17,0.31,0.794,0.12,0.7,0.17,97.0,7.06,44802.38,0.43700000000000006,17.0,0.29,0.02,0.15,0.0,0.0103,0.6082,0.0,0.0309,0.0,0.3402,0.0103,97.0
2753,2014,72I001658,CENTRAL JHS,38.0,F,56448.0,56175.0,0.09,0.23,0.48,1.12,0.25,0.59,0.15,324.0,17.44,39984.8,0.294,4.99,5.0,2.0,1.05,3.91,0.0617,0.0556,0.0,0.5895,0.0062,0.21600000000000003,0.071,324.0
2754,2014,34I014610,RINGLING JHS,60.0,D,51090.0,28217.0,0.04,0.23,0.28,0.75,0.11,0.72,0.17,95.0,7.04,45208.07,0.237,15.32,0.5,0.33,0.53,0.41,0.0842,0.1895,0.0,0.0,0.0,0.7158,0.0105,95.0
2755,2014,35I020505,TISHOMINGO MS,69.0,D,49315.0,26099.0,0.12,0.27,0.53,0.7,0.2,0.63,0.16,240.0,19.05,41451.08,0.396,12.4,1.0,1.0,1.0,1.0,0.0625,0.2708,0.0042,0.0083,0.0,0.55,0.1042,240.0
2757,2015,69I003505,MARLOW MS,83.0,B,63190.54,29320.11,0.06,0.14,0.27,0.48700000000000004,0.17,0.7,0.12,302.0,16.55,42602.9,0.0,11.49,2.0,0.9,1.5,2.0,0.0563,0.1192,0.0099,0.0099,0.0,0.8013,0.0033,302.0
2758,2014,68I003510,MULDROW MS,81.0,B,49004.0,18024.0,0.1,0.21,0.38,0.67,0.15,0.66,0.19,468.0,27.28,46626.12,0.24100000000000002,13.56,6.0,1.0,2.79,2.0,0.0833,0.3953,0.0043,0.0321,0.0021,0.4573,0.0256,468.0
2759,2015,72I007505,NEWMAN MS,73.0,C,63069.81,32414.49,0.06,0.16,0.36,0.494,0.16,0.7,0.14,526.0,30.77,41968.15,0.381,10.37,3.79,1.0,2.46,2.58,0.0266,0.3327,0.0,0.0095,0.0,0.6141,0.0171,526.0
2760,2015,05I006610,8TH AND 9TH GRADE CTR,76.0,C,70729.71,47634.49,0.03,0.13,0.42,0.64,0.17,0.67,0.16,464.0,28.81,42105.73,0.091,13.36,3.4,2.0,1.0,3.0,0.222,0.0625,0.0086,0.0431,0.0,0.6185,0.0453,464.0
2762,2015,55I041515,WESTERN HEIGHTS MS,46.0,F,44586.8,93065.43,0.09,0.22,0.46,0.9620000000000001,0.11,0.7,0.19,572.0,32.43,41822.61,0.257,9.12,3.36,1.2,1.71,2.0,0.3881,0.0577,0.035,0.1766,0.0052,0.2762,0.0612,572.0
2763,2015,26I097505,TUTTLE MS,97.0,A,76942.34,37335.22,0.04,0.09,0.21,0.243,0.18,0.72,0.1,411.0,22.04,43925.27,0.23399999999999999,17.08,2.41,1.0,0.75,2.0,0.0535,0.0998,0.0024,0.0024,0.0073,0.7932,0.0414,411.0
2764,2014,55I089521,NORTHEAST MS,66.0,D,51403.0,48041.0,0.09,0.27,0.47,0.83,0.21,0.56,0.23,131.0,6.54,49566.31,0.47,10.19,1.0,0.5,1.25,0.0,0.0992,0.0076,0.0229,0.8015,0.0,0.0534,0.0153,131.0
2765,2014,55I089523,ROOSEVELT MS,59.0,F,51403.0,48041.0,0.09,0.27,0.47,0.97,0.21,0.56,0.23,634.0,40.29,44549.18,0.19699999999999998,7.63,5.5,2.79,7.78,3.75,0.7965,0.0457,0.0047,0.0442,0.0,0.0883,0.0205,634.0
2766,2015,46I001610,PRYOR JHS,72.0,C,55289.49,122460.22,0.08,0.2,0.3,0.531,0.22,0.66,0.12,608.0,36.05,48920.13,0.268,14.42,2.35,1.6,1.5,2.24,0.0477,0.375,0.0066,0.0066,0.0033,0.47200000000000003,0.0888,608.0
2767,2014,26I097505,TUTTLE MS,92.0,A,75131.0,35009.0,0.03,0.11,0.25,0.23,0.16,0.74,0.09,385.0,21.93,43590.1,0.228,16.08,2.0,1.0,0.82,2.0,0.0545,0.1221,0.0104,0.0026,0.0052,0.7636,0.0416,385.0
2768,2015,55I089518,JEFFERSON MS,60.0,D,53011.22,49735.22,0.08,0.27,0.47,0.89,0.22,0.55,0.22,858.0,52.17,50295.13,0.299,10.77,11.09,3.46,5.66,4.0,0.6946,0.0431,0.0093,0.1037,0.0012,0.1422,0.0058,858.0
2769,2014,55I001540,MAYFIELD MS,69.0,D,62910.0,48980.0,0.06,0.16,0.42,1.04,0.32,0.57,0.11,670.0,40.04,45784.95,0.41200000000000003,8.44,6.95,2.0,3.9,3.0,0.5015,0.0388,0.0104,0.2104,0.0,0.1866,0.0522,670.0
2770,2015,72I001661,HALE JHS,35.0,F,57115.75,57723.51,0.09,0.23,0.49,1.1159999999999999,0.26,0.59,0.15,664.0,35.02,43884.91,0.214,10.35,7.93,3.0,1.45,2.0,0.3916,0.0557,0.0105,0.2214,0.0045,0.2244,0.0919,664.0
2772,2015,27I090505,POND CREEK-HUNTER MS,67.0,D,58660.28,201970.82,0.03,0.11,0.28,0.515,0.21,0.67,0.12,99.0,5.41,50935.86,0.701,12.87,1.5,0.3,0.33,1.0,0.1111,0.0505,0.0,0.0,0.0,0.7979999999999999,0.0404,99.0
2776,2014,09I034610,ETTA DALE JHS,72.0,C,56232.0,24091.0,0.08,0.14,0.37,0.7,0.09,0.75,0.16,187.0,13.38,44119.96,0.376,15.32,1.76,0.5,0.51,3.09,0.2567,0.1604,0.0,0.0428,0.0,0.4492,0.0909,187.0
2777,2014,16I016505,ELGIN MS,89.0,B,76354.0,31098.0,0.07,0.07,0.15,0.39,0.29,0.66,0.05,642.0,30.97,42122.66,0.276,12.16,3.86,1.1,0.96,1.9,0.0903,0.1106,0.0093,0.0405,0.0047,0.6604,0.0841,642.0
2779,2015,21I002505,GROVE MS,86.0,B,57377.31,79227.47,0.09,0.18,0.4,0.584,0.21,0.66,0.12,377.0,22.86,47737.28,0.325,16.07,3.29,1.14,1.57,1.45,0.0637,0.3342,0.0133,0.0159,0.0027,0.557,0.0133,377.0
2780,2014,55I089530,WEBSTER MS,59.0,F,51403.0,48041.0,0.09,0.27,0.47,0.93,0.21,0.56,0.23,757.0,39.75,50438.76,0.396,14.25,8.98,2.04,5.35,3.5,0.531,0.0476,0.0119,0.2166,0.0,0.18100000000000002,0.0119,757.0
2781,2014,19I033610,SAPULPA JHS,71.0,C,60659.0,39995.0,0.1,0.15,0.38,0.66,0.2,0.66,0.15,614.0,29.56,46637.19,0.23800000000000002,16.22,4.96,1.74,1.74,2.91,0.0456,0.1808,0.0049,0.0521,0.0033,0.6173,0.0961,614.0
2782,2015,22I008615,SEILING JR-SR HS (JR),69.0,D,68110.44,214472.76,0.04,0.13,0.33,0.47,0.2,0.67,0.13,100.0,6.5,47157.98,0.242,17.7,1.72,0.29,0.54,0.5,0.04,0.1,0.0,0.0,0.0,0.81,0.05,100.0
2783,2014,33I001610,NAVAJO JHS,80.0,B,74727.0,23729.0,0.03,0.09,0.19,0.39,0.36,0.57,0.07,113.0,7.75,41967.22,0.26899999999999996,12.28,0.5,0.33,0.2,0.5,0.1062,0.0354,0.0177,0.0177,0.0,0.8142,0.0088,113.0
2784,2015,40I052610,TALIHINA JHS,59.0,F,39893.25,10992.54,0.16,0.32,0.46,0.75,0.13,0.64,0.22,96.0,9.43,43206.11,0.152,12.88,0.0,0.43,0.72,0.43,0.0521,0.5938,0.0,0.0,0.0,0.3333,0.0208,96.0
2786,2014,40I029505,PANSY KIDD MS,78.0,C,55805.0,24941.0,0.09,0.16,0.26,0.61,0.22,0.63,0.15,503.0,29.95,46396.28,0.491,12.85,3.52,1.0,1.22,2.0,0.1173,0.3062,0.006,0.0179,0.002,0.5408,0.0099,503.0
2787,2015,55I089530,WEBSTER MS,56.0,F,53011.22,49735.22,0.08,0.27,0.47,0.91,0.22,0.55,0.22,968.0,55.32,51790.09,0.266,9.84,8.64,2.94,5.99,4.46,0.6581,0.0444,0.0041,0.1384,0.0,0.1364,0.0186,968.0
2788,2015,15I001505,WALLACE BYRD MS,70.0,C,50593.38,102000.06,0.09,0.23,0.45,0.794,0.13,0.72,0.16,102.0,8.63,46201.02,0.457,18.17,1.1,0.5,1.83,2.0,0.0294,0.3824,0.0,0.0098,0.0,0.5392,0.0392,102.0
2790,2014,20I007615,THOMAS-FAY-CUSTER UNIFIED JHS,92.0,A,56898.0,91734.0,0.02,0.17,0.16,0.6,0.23,0.64,0.13,72.0,5.34,52919.49,0.294,11.6,0.0,0.43,0.14,0.0,0.0694,0.1389,0.0,0.0278,0.0,0.7639,0.0,72.0
2792,2015,16I008540,TOMLINSON MS,71.0,C,55193.79,29845.71,0.1,0.2,0.47,0.7859999999999999,0.2,0.69,0.11,682.0,37.48,45699.13,0.293,14.83,16.0,3.0,1.33,4.0,0.1877,0.0572,0.0191,0.3152,0.0029,0.3724,0.0455,682.0
2793,2015,55I001540,MAYFIELD MS,72.0,C,63282.81,50214.98,0.06,0.17,0.4,1.012,0.32,0.58,0.11,684.0,42.5,44939.01,0.38799999999999996,7.29,7.0,2.0,4.0,3.0,0.5058,0.0336,0.0205,0.2295,0.0015,0.1579,0.0512,684.0
2794,2014,22I008615,SEILING JR-SR HS (JR),70.0,C,68317.0,119882.0,0.05,0.13,0.41,0.48,0.18,0.68,0.14,99.0,6.65,48050.87,0.312,17.47,1.43,0.29,0.38,0.43,0.0606,0.0808,0.0,0.0,0.0,0.7879,0.0707,99.0
2795,2015,40I091605,ARKOMA JHS,74.0,C,34733.61,15185.73,0.15,0.34,0.27,0.69,0.09,0.65,0.26,58.0,3.0,41118.37,0.47700000000000004,11.24,0.14,0.0,0.14,0.5,0.0172,0.0172,0.0,0.0,0.0,0.7069,0.2586,58.0
2796,2015,72I001659,EAST CENTRAL JHS,48.0,F,57115.75,57723.51,0.09,0.23,0.49,1.085,0.26,0.59,0.15,720.0,32.17,43464.28,0.36700000000000005,9.68,6.7,2.88,1.2,2.0,0.5306,0.0514,0.0236,0.2097,0.0028,0.125,0.0569,720.0
2797,2014,36I045505,BLACKWELL MS,82.0,B,47112.0,28990.0,0.08,0.22,0.52,0.74,0.15,0.67,0.18,319.0,19.87,42347.52,0.222,12.53,3.5,1.0,0.0,2.0,0.1223,0.2571,0.0031,0.0063,0.0,0.6113,0.0,319.0
2799,2015,40I029505,PANSY KIDD MS,78.0,C,55813.95,25790.26,0.1,0.21,0.34,0.58,0.21,0.63,0.16,491.0,27.24,47033.73,0.547,13.19,3.35,1.0,1.45,2.0,0.1548,0.2627,0.0061,0.0102,0.0,0.5479,0.0183,491.0
2800,2014,55I012505,CIMARRON MS,86.0,B,98360.0,71296.0,0.04,0.08,0.2,0.31,0.51,0.45,0.04,756.0,42.57,47265.7,0.43200000000000005,11.88,6.0,3.0,2.19,2.97,0.0741,0.0304,0.0291,0.078,0.0013,0.7183,0.0688,756.0
2801,2015,36I071505,PONCA CITY WEST MS,86.0,B,55886.5,52816.0,0.08,0.19,0.4,0.7040000000000001,0.22,0.66,0.13,697.0,38.73,45149.63,0.23199999999999998,12.62,5.32,2.0,2.04,3.0,0.0631,0.2023,0.0057,0.0646,0.0029,0.6499,0.0115,697.0
2802,2014,55I003505,LUTHER MS,72.0,C,67315.0,87759.0,0.03,0.13,0.13,0.66,0.2,0.68,0.12,270.0,14.27,45243.33,0.08,9.49,3.07,0.5,0.43,1.0,0.0852,0.1,0.0037,0.0778,0.0,0.6889,0.0444,270.0
2803,2014,55I041515,WESTERN HEIGHTS MS,50.0,F,42246.0,87051.0,0.08,0.24,0.45,0.93,0.1,0.71,0.19,522.0,31.25,41422.44,0.268,8.99,3.43,1.14,2.1,2.0,0.341,0.0747,0.0326,0.1571,0.0115,0.3391,0.0441,522.0
2804,2015,55I041610,WESTERN HEIGHTS 9TH GRADE CTR,71.0,C,44586.8,93065.43,0.09,0.22,0.46,0.883,0.11,0.7,0.19,257.0,13.08,43221.47,0.462,10.87,1.69,0.8,0.51,1.0,0.3502,0.0661,0.0195,0.1634,0.0195,0.3463,0.035,257.0
2805,2014,55I089512,DOUGLASS MS,43.0,F,51403.0,48041.0,0.09,0.27,0.47,0.99,0.21,0.56,0.23,270.0,13.83,42945.12,0.35,3.8,3.34,0.58,2.75,1.51,0.0593,0.0222,0.0,0.8444,0.0037,0.0556,0.0148,270.0
2807,2014,10I019505,ARDMORE MS,67.0,D,50492.0,70909.0,0.08,0.23,0.48,0.83,0.17,0.67,0.17,643.0,34.93,43730.41,0.42200000000000004,11.47,3.38,1.93,2.41,3.0,0.1306,0.1291,0.0171,0.168,0.0047,0.4075,0.1431,643.0
2808,2015,20I026510,WEATHERFORD MS,83.0,B,59017.72,43701.96,0.05,0.2,0.3,0.506,0.36,0.55,0.09,480.0,25.97,44694.43,0.40399999999999997,16.77,2.0,1.0,0.5,2.0,0.1729,0.0708,0.0104,0.0208,0.0,0.6458,0.0792,480.0
2809,2015,26I095505,BRIDGE CREEK MS,93.0,A,69838.53,25161.56,0.06,0.11,0.31,0.524,0.12,0.77,0.1,315.0,16.07,43565.28,0.04,14.53,1.22,1.0,0.5,1.33,0.0984,0.0603,0.0063,0.0063,0.0,0.7683,0.0603,315.0
2810,2014,55I012515,SEQUOYAH MS,99.0,A,98360.0,71296.0,0.04,0.08,0.2,0.17,0.51,0.45,0.04,1295.0,61.18,46426.46,0.295,9.84,7.0,3.0,4.0,4.0,0.068,0.0232,0.0409,0.0293,0.0,0.773,0.0656,1295.0
2811,2015,07I072500,DURANT MS,78.0,C,49851.13,33775.47,0.1,0.23,0.42,0.632,0.23,0.59,0.18,522.0,28.71,49431.02,0.8109999999999999,13.12,4.0,1.6,1.0,2.0,0.0747,0.3238,0.0096,0.0268,0.0038,0.5096,0.0517,522.0
2812,2014,46I001610,PRYOR JHS,78.0,C,54557.0,70736.0,0.09,0.19,0.28,0.53,0.2,0.67,0.14,607.0,36.5,47581.1,0.20600000000000002,13.77,1.76,2.0,1.0,2.2,0.0445,0.3526,0.0066,0.0115,0.0033,0.5041,0.0774,607.0
2814,2014,16I001505,CACHE MS,86.0,B,85252.0,63664.0,0.09,0.19,0.31,0.42,0.27,0.68,0.05,244.0,14.52,45824.98,0.337,13.63,2.47,0.47,1.44,1.0,0.0943,0.1189,0.0205,0.0902,0.0082,0.6352,0.0328,244.0
2815,2015,16I016505,ELGIN MS,82.0,B,88296.02,31207.41,0.06,0.07,0.19,0.34,0.28,0.66,0.06,656.0,31.08,41436.72,0.28800000000000003,11.57,3.86,1.1,2.21,1.9,0.1037,0.0869,0.0091,0.0366,0.0046,0.6738,0.0854,656.0
2816,2014,26I095505,BRIDGE CREEK MS,91.0,A,69002.0,24413.0,0.03,0.12,0.29,0.5,0.13,0.77,0.11,321.0,16.43,44028.85,0.122,16.2,2.0,1.0,0.5,1.33,0.0872,0.0623,0.0031,0.0062,0.0,0.7882,0.053,321.0
2818,2014,57I002610,PAWHUSKA JHS,73.0,C,44024.0,30509.0,0.1,0.2,0.45,0.77,0.12,0.77,0.12,103.0,7.71,39770.29,0.29600000000000004,16.15,1.97,0.29,2.13,0.71,0.0097,0.5243,0.0,0.0485,0.0,0.3883,0.0291,103.0
2819,2014,73I019505,WAGONER MS,75.0,C,49230.0,27449.0,0.12,0.2,0.49,0.7,0.16,0.7,0.15,508.0,31.17,41903.37,0.115,13.89,5.4,2.0,1.3,2.2,0.0453,0.3484,0.0059,0.065,0.0,0.3839,0.1516,508.0
2821,2014,15I001505,WALLACE BYRD MS,75.0,C,45486.0,104491.0,0.09,0.22,0.47,0.8,0.13,0.69,0.19,104.0,8.89,44960.05,0.42700000000000005,17.77,1.0,0.5,2.39,2.0,0.0385,0.3558,0.0,0.0096,0.0,0.5577,0.0385,104.0
2822,2015,16I008545,EISENHOWER MS,74.0,C,55193.79,29845.71,0.1,0.2,0.47,0.647,0.2,0.69,0.11,878.0,46.03,47085.66,0.4,17.92,15.0,3.0,2.35,4.0,0.1481,0.0706,0.0273,0.3326,0.0034,0.3633,0.0547,878.0
2823,2014,39I001510,WILBURTON MS,91.0,A,59447.0,29642.0,0.11,0.19,0.4,0.67,0.13,0.73,0.14,198.0,13.43,45518.84,0.223,11.16,1.57,1.0,1.0,1.0,0.0505,0.3081,0.0051,0.0101,0.0,0.6162,0.0101,198.0
2830,2014,21I001505,JAY MS,60.0,D,45315.0,27201.0,0.12,0.28,0.35,0.78,0.14,0.64,0.22,242.0,16.07,46136.94,0.07400000000000001,12.01,3.41,0.5,2.64,2.0,0.0992,0.3802,0.0413,0.0,0.0,0.2975,0.1818,242.0
2832,2015,09I069510,MUSTANG NORTH MS,89.0,B,80770.95,41908.13,0.05,0.06,0.25,0.304,0.25,0.68,0.07,797.0,45.21,45422.22,0.251,12.1,4.83,2.0,1.62,2.94,0.1142,0.0514,0.0891,0.0615,0.0025,0.6186,0.0627,797.0
2834,2015,26I001510,CHICKASHA MS,65.0,D,52458.69,33845.36,0.06,0.18,0.33,0.736,0.2,0.63,0.17,341.0,18.98,43208.86,0.23,12.81,1.9,0.5,1.37,2.0,0.1144,0.1056,0.0088,0.129,0.0,0.6276,0.0147,341.0
2835,2014,61I080510,PUTERBAUGH MS,67.0,D,49424.0,28067.0,0.06,0.22,0.43,0.69,0.15,0.67,0.18,384.0,22.43,47834.75,0.452,14.52,4.57,1.0,1.0,1.89,0.0885,0.2109,0.0078,0.0521,0.0104,0.5078,0.1224,384.0
2836,2015,55I088505,BETHANY MS,91.0,A,46863.8,8282.11,0.05,0.21,0.18,0.45399999999999996,0.32,0.57,0.12,368.0,17.78,44079.41,0.35100000000000003,11.79,3.42,1.0,0.92,1.0,0.1549,0.0353,0.0217,0.0245,0.0,0.6495,0.1141,368.0
2837,2014,55I012510,CHEYENNE MS,97.0,A,98360.0,71296.0,0.04,0.08,0.2,0.19,0.51,0.45,0.04,963.0,48.6,48286.7,0.287,13.47,7.0,3.0,3.24,3.0,0.0737,0.0228,0.0384,0.0893,0.001,0.7103,0.0644,963.0
2838,2014,60I067505,CUSHING MS,82.0,B,52884.0,142546.0,0.09,0.17,0.39,0.64,0.13,0.65,0.22,392.0,22.5,45539.47,0.4,15.02,3.0,1.0,3.0,2.0,0.0561,0.1811,0.0051,0.0281,0.0,0.6122,0.1173,392.0
2840,2014,26I001510,CHICKASHA MS,68.0,D,50432.0,33324.0,0.06,0.17,0.35,0.73,0.2,0.64,0.16,340.0,20.12,43715.34,0.324,13.98,2.0,0.5,1.2,2.0,0.1382,0.0794,0.0088,0.1147,0.0,0.6471,0.0118,340.0
2843,2015,38I001505,HOBART MS,74.0,C,59577.26,31898.65,0.07,0.28,0.44,0.6920000000000001,0.16,0.65,0.19,172.0,11.13,44702.73,0.193,14.31,0.43,1.0,0.43,1.0,0.1628,0.0174,0.0116,0.064,0.0,0.6744,0.0698,172.0
2846,2015,61I080510,PUTERBAUGH MS,71.0,C,50113.92,28208.07,0.06,0.24,0.45,0.7020000000000001,0.16,0.67,0.17,403.0,24.36,46129.6,0.44299999999999995,12.16,4.14,1.0,1.0,1.29,0.0968,0.2233,0.0174,0.0347,0.0074,0.4045,0.2159,403.0
2847,2015,18I017515,WELCH MS,82.0,B,52897.92,40120.34,0.05,0.15,0.26,0.456,0.13,0.75,0.12,68.0,6.94,43366.87,0.122,14.78,0.71,0.14,0.14,0.33,0.0441,0.5441,0.0,0.0147,0.0,0.3971,0.0,68.0
2850,2014,55I004515,NICOMA PARK MS,89.0,B,78997.0,34826.0,0.05,0.09,0.27,0.41,0.25,0.66,0.09,552.0,36.51,42550.58,0.13699999999999998,11.11,2.0,1.5,1.63,2.0,0.057999999999999996,0.0815,0.0036,0.0598,0.0018,0.7156,0.0797,552.0
2851,2015,72I001662,MCLAIN JHS,35.0,F,57115.75,57723.51,0.09,0.23,0.49,1.228,0.26,0.59,0.15,456.0,22.45,39792.94,0.141,4.08,6.85,2.23,2.22,4.45,0.2083,0.0548,0.0,0.5724,0.0088,0.1031,0.0526,456.0
2853,2015,14I029504,WHITTIER MS,89.0,B,70620.91,56850.76,0.06,0.18,0.32,0.311,0.44,0.5,0.07,1130.0,51.66,45686.59,0.259,12.0,8.2,3.0,2.5,4.0,0.1053,0.046,0.0442,0.0372,0.0027,0.6593,0.1053,1130.0
2855,2014,56I001505,OKMULGEE MS,60.0,D,41398.0,36701.0,0.18,0.22,0.56,0.84,0.15,0.7,0.15,321.0,18.23,42626.9,0.168,16.94,4.67,1.0,1.0,2.0,0.0343,0.3894,0.0062,0.2773,0.0031,0.2773,0.0125,321.0
2857,2014,69I015505,VELMA-ALMA MS,75.0,C,55841.0,90095.0,0.03,0.11,0.24,0.32,0.17,0.66,0.18,84.0,7.13,45182.16,0.18,13.48,0.43,0.29,0.29,0.43,0.0238,0.0833,0.0,0.0,0.0,0.7143,0.1786,84.0
2858,2015,19I003500,MANNFORD MS,78.0,C,60463.32,25339.09,0.05,0.13,0.39,0.618,0.12,0.74,0.13,340.0,19.38,40814.32,0.035,12.83,3.0,0.75,0.5,2.0,0.0441,0.1353,0.0088,0.0059,0.0,0.7294,0.0765,340.0
2860,2015,55I004515,NICOMA PARK MS,85.0,B,81424.97,36431.86,0.05,0.08,0.26,0.332,0.26,0.65,0.09,579.0,35.79,43210.0,0.196,11.52,4.0,2.0,1.37,2.0,0.0604,0.0864,0.0052,0.0691,0.0017,0.6857,0.0915,579.0
2861,2015,72I013505,GLENPOOL MS,75.0,C,69957.57,28958.62,0.08,0.1,0.34,0.563,0.22,0.69,0.09,551.0,30.76,45668.06,0.184,13.59,5.0,1.99,2.68,2.0,0.0835,0.0889,0.02,0.0218,0.0,0.5281,0.2577,551.0
2862,2015,12I001515,BOSWELL MS,63.0,D,40278.97,19435.0,0.1,0.22,0.35,0.628,0.14,0.65,0.21,51.0,3.29,41787.89,0.044000000000000004,13.65,0.33,0.33,0.0,0.33,0.0196,0.3529,0.0,0.098,0.0,0.5294,0.0,51.0
2863,2014,21I002505,GROVE MS,90.0,A,55568.0,75626.0,0.08,0.18,0.36,0.62,0.2,0.68,0.12,366.0,22.57,47217.71,0.266,15.06,3.0,1.0,1.57,1.45,0.040999999999999995,0.377,0.0109,0.0055,0.0027,0.5519,0.0109,366.0
2864,2014,60I016610,STILLWATER JHS,89.0,B,51532.0,58101.0,0.06,0.31,0.31,0.45,0.48,0.46,0.06,782.0,38.53,45056.04,0.353,10.9,7.0,2.1,2.0,3.0,0.0678,0.0384,0.0486,0.0358,0.0,0.6841,0.1253,782.0
2865,2015,09I069505,MUSTANG MS,86.0,B,80770.95,41908.13,0.05,0.06,0.25,0.309,0.25,0.68,0.07,706.0,38.59,45049.06,0.308,10.93,5.92,2.0,1.75,3.0,0.1048,0.085,0.0241,0.0198,0.0014,0.7054,0.0595,706.0
2867,2015,34I014610,RINGLING JHS,61.0,D,47734.96,30743.76,0.06,0.24,0.29,0.742,0.11,0.74,0.16,93.0,5.8,45543.51,0.242,17.51,0.33,0.33,0.86,0.18,0.0753,0.3011,0.0,0.0108,0.0108,0.6022,0.0,93.0
2868,2015,08I161610,HINTON MS,84.0,B,59445.03,55052.78,0.05,0.2,0.39,0.539,0.1,0.72,0.18,141.0,5.0,45246.15,0.2,16.43,1.0,0.43,0.72,0.5,0.22699999999999998,0.0496,0.0,0.0142,0.0,0.6596,0.0496,141.0
2869,2015,21I001505,JAY MS,59.0,F,44368.63,29388.64,0.13,0.3,0.38,0.794,0.13,0.66,0.21,359.0,19.15,44812.36,0.0,11.27,3.5,0.5,2.14,1.0,0.1058,0.4067,0.0474,0.0,0.0,0.2368,0.2033,359.0
2871,2015,16I008535,CENTRAL MS,69.0,D,55193.79,29845.71,0.1,0.2,0.47,0.764,0.2,0.69,0.11,839.0,47.75,45107.31,0.28300000000000003,12.21,17.59,3.0,2.54,5.9,0.174,0.0679,0.0179,0.3027,0.0083,0.3766,0.0524,839.0
2874,2014,75I078610,CORDELL JHS,83.0,B,64320.0,50369.0,0.04,0.13,0.28,0.58,0.23,0.65,0.12,167.0,10.63,43169.66,0.268,13.02,0.44,0.5,0.68,1.0,0.0898,0.0778,0.0,0.018000000000000002,0.0,0.8144,0.0,167.0
2876,2015,41I004505,WELLSTON MS,77.0,C,57346.07,25340.5,0.06,0.16,0.22,0.537,0.17,0.67,0.16,134.0,9.29,46753.88,0.308,18.43,0.86,0.43,0.29,0.5,0.0224,0.209,0.0,0.0149,0.0,0.7239,0.0299,134.0
2879,2015,72I006500,COLLINSVILLE MS,81.0,B,71578.51,28322.17,0.07,0.08,0.21,0.401,0.26,0.66,0.09,591.0,31.91,42165.55,0.175,13.76,3.09,2.0,1.92,2.0,0.0457,0.2572,0.0389,0.0034,0.0017,0.5161,0.1371,591.0
2880,2014,72I007505,NEWMAN MS,82.0,B,62488.0,31248.0,0.06,0.15,0.36,0.47,0.17,0.71,0.12,551.0,30.78,41626.67,0.375,9.81,3.6,1.0,1.96,2.58,0.0345,0.3376,0.0018,0.0163,0.0,0.6062,0.0036,551.0
2881,2014,55I089522,ROGERS MS,45.0,F,51403.0,48041.0,0.09,0.27,0.47,0.93,0.21,0.56,0.23,334.0,22.83,47884.21,0.41600000000000004,11.49,6.91,1.04,3.11,3.0,0.0629,0.0359,0.009000000000000001,0.7425,0.0,0.1257,0.024,334.0
2882,2014,14I029504,WHITTIER MS,89.0,B,69395.0,55637.0,0.06,0.18,0.32,0.3,0.44,0.49,0.07,1118.0,51.48,44863.01,0.201,11.27,8.2,3.0,2.5,4.08,0.1154,0.0394,0.0492,0.034,0.0054,0.6261,0.1306,1118.0
2885,2015,71I158505,FREDERICK MS,75.0,C,44269.42,23471.64,0.11,0.27,0.39,0.8,0.14,0.59,0.27,155.0,12.26,44373.23,0.256,15.12,1.0,0.43,0.5,1.0,0.4581,0.0258,0.0129,0.071,0.0,0.4323,0.0,155.0
2886,2015,76I001505,ALVA MS,75.0,C,64496.9,148432.62,0.04,0.17,0.27,0.555,0.29,0.61,0.11,211.0,15.9,43287.29,0.47,12.1,2.0,1.0,1.06,1.0,0.128,0.0427,0.0237,0.0332,0.0,0.7346,0.0379,211.0
2887,2014,09I034510,LESLIE F.ROBLYER MS,77.0,C,56232.0,24091.0,0.08,0.14,0.37,0.79,0.09,0.75,0.16,295.0,24.24,41955.12,0.331,12.92,2.45,1.0,1.44,2.17,0.2271,0.0915,0.0034,0.0407,0.0,0.522,0.1153,295.0
2888,2015,72I001574,TRAICE MS,35.0,F,57115.75,57723.51,0.09,0.23,0.49,0.377,0.26,0.59,0.15,154.0,16.24,45641.52,0.354,10.4,7.35,1.33,0.25,0.5,0.1104,0.1169,0.0,0.1948,0.0,0.4481,0.1299,154.0
