,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory
2732,2014,55I052525,MONRONEY MS,68,56232.0,34558.0,0.07,0.14,0.45,0.72,0.19,0.7,0.11,602,31.43,46581.75,0.191,12.77,8.84,2.0,2.4,3.0,0.0914,0.0299,0.0083,0.3688,0.0,0.4003,0.1013,602.0,0.1748,0.24,0.5852,0.0897,0.31,0.6003,0.0522,0.42,0.5278,0.0972,0.19,0.7128,0.324,0.28,0.396,0.0322,0.54,0.4278,0.07200000000000001,0.28,0.648,0.051,0.49,0.45899999999999996,0.86,0.0,0.14
2736,2015,55I052515,JARMAN MS,64,55940.19,34534.37,0.08,0.16,0.46,0.797,0.2,0.69,0.11,567,37.42,44932.47,0.374,9.38,0.77,3.0,2.8,3.0,0.1111,0.0864,0.0141,0.2981,0.0053,0.44799999999999995,0.037000000000000005,567.0,0.0819,0.37,0.5481,0.026000000000000002,0.35,0.624,0.099,0.45,0.451,0.0876,0.27,0.6424,0.36,0.25,0.39,0.0132,0.67,0.3168,0.069,0.31,0.621,0.0884,0.48,0.4316,0.376,0.06,0.564
2737,2015,55I004520,CHOCTAW MS,72,81424.97,36431.86,0.05,0.08,0.26,0.363,0.26,0.65,0.09,664,35.0,41962.37,0.14300000000000002,10.6,6.66,2.0,3.66,2.0,0.0602,0.0858,0.0015,0.0166,0.0,0.7304,0.1054,664.0,0.1064,0.24,0.6536,0.0252,0.16,0.8148,0.324,0.1,0.5760000000000001,0.207,0.1,0.693,0.3237,0.17,0.5063,0.0147,0.51,0.4753,0.184,0.08,0.736,0.1463,0.23,0.6237,0.2328,0.03,0.7372
2738,2014,72I001661,HALE JHS,34,56448.0,56175.0,0.09,0.23,0.48,1.07,0.25,0.59,0.15,654,33.35,43299.18,0.145,9.66,10.0,2.0,1.4,4.0,0.3257,0.0872,0.0107,0.2278,0.0031,0.2477,0.0979,654.0,,,,,,,0.0028,0.72,0.2772,0.0086,0.57,0.4214,0.14,0.5,0.36,0.0013,0.87,0.1287,0.0096,0.52,0.4704,0.0217,0.69,0.2883,0.2448,0.32,0.4352
2739,2015,20I007615,THOMAS-FAY-CUSTER UNIFIED JHS,75,62842.23,91757.24,0.03,0.2,0.2,0.589,0.26,0.62,0.13,90,5.14,47197.94,0.23600000000000002,17.28,0.0,0.14,0.14,1.0,0.1222,0.1556,0.0,0.0333,0.0,0.6889,0.0,90.0,,,,,,,0.247,0.05,0.703,0.2375,0.05,0.7125,0.1218,0.42,0.4582,0.2923,0.21,0.4977,0.1125,0.25,0.6375,0.1638,0.37,0.4662,0.4992,0.04,0.4608
2741,2015,55I001510,JAMES L. CAPPS MS,72,63282.81,50214.98,0.06,0.17,0.4,0.912,0.32,0.58,0.11,901,56.59,48515.85,0.247,11.34,6.0,3.0,4.75,3.0,0.3319,0.0377,0.04,0.2031,0.0,0.3163,0.071,901.0,0.15,0.25,0.6,0.0207,0.31,0.6693,0.0962,0.26,0.6438,0.0825,0.25,0.6675,0.3572,0.24,0.4028,0.0612,0.32,0.6188,0.1328,0.17,0.6972,0.1121,0.41,0.4779,0.7,0.0,0.3
2742,2014,55I052515,JARMAN MS,60,56232.0,34558.0,0.07,0.14,0.45,0.81,0.19,0.7,0.11,561,30.74,44608.7,0.40700000000000003,9.28,6.51,2.0,3.14,2.97,0.1034,0.0695,0.016,0.2995,0.0107,0.4403,0.0606,561.0,0.066,0.45,0.484,0.0282,0.53,0.4418,0.1054,0.38,0.5146,0.10400000000000001,0.35,0.546,0.3096,0.28,0.4104,0.0784,0.51,0.4116,0.049,0.3,0.6509999999999999,0.0344,0.57,0.3956,0.39,0.0,0.61
2743,2014,72I001659,EAST CENTRAL JHS,49,56448.0,56175.0,0.09,0.23,0.48,1.03,0.25,0.59,0.15,684,33.21,43799.52,0.392,9.89,6.0,3.0,1.25,2.0,0.5146,0.0614,0.0292,0.1623,0.0029,0.1477,0.0819,684.0,,,,,,,0.0385,0.45,0.5115,0.0531,0.41,0.5369,0.1922,0.38,0.4278,0.006,0.7,0.294,0.0536,0.33,0.6164,0.0076,0.62,0.3724,0.1824,0.24,0.5776
2744,2015,10I027505,PLAINVIEW MS,88,81595.83,56470.11,0.06,0.09,0.25,0.301,0.33,0.59,0.08,336,19.67,42948.95,0.408,15.18,2.67,1.0,0.5,1.67,0.0714,0.1012,0.0268,0.0208,0.0,0.625,0.1548,336.0,0.20800000000000002,0.2,0.5920000000000001,0.1044,0.13,0.7656,0.221,0.15,0.629,0.3038,0.02,0.6762,0.6052,0.11,0.2848,0.27899999999999997,0.1,0.621,0.3648,0.04,0.5952,0.3864,0.16,0.4536,0.95,0.0,0.05
2745,2015,55I052510,DEL CREST MS,67,55940.19,34534.37,0.08,0.16,0.46,0.8859999999999999,0.2,0.69,0.11,524,34.18,46153.06,0.371,12.32,2.0,2.0,4.0,3.0,0.1489,0.042,0.0019,0.33399999999999996,0.0038,0.3588,0.1107,524.0,0.0594,0.46,0.4806,0.0124,0.38,0.6076,0.1065,0.29,0.6035,0.1092,0.22,0.6708,0.1265,0.45,0.4235,0.0376,0.53,0.4324,0.1176,0.16,0.7224,0.0828,0.54,0.3772,0.64,0.0,0.36
2746,2014,10I027505,PLAINVIEW MS,92,79456.0,54680.0,0.06,0.1,0.25,0.34,0.31,0.58,0.11,344,17.28,42757.32,0.35100000000000003,13.3,2.85,1.0,0.03,1.67,0.0552,0.0988,0.0262,0.0174,0.0,0.6308,0.1715,344.0,0.1458,0.19,0.6642,0.1615,0.15,0.6885,0.3534,0.07,0.5766,0.3441,0.07,0.5859,0.8536,0.03,0.1164,0.441,0.1,0.45899999999999996,0.4136,0.06,0.5264,0.3784,0.12,0.5016,1.0,0.0,0.0
2748,2014,55I001510,JAMES L.CAPPS MS,72,62910.0,48980.0,0.06,0.16,0.42,0.88,0.32,0.57,0.11,883,57.2,47906.64,0.28,11.18,6.0,3.0,4.33,3.0,0.3046,0.0419,0.0385,0.2005,0.0,0.3465,0.068,883.0,0.1035,0.31,0.5865,0.055999999999999994,0.3,0.644,0.0594,0.34,0.6006,0.1444,0.24,0.6156,0.451,0.18,0.369,0.0768,0.36,0.5632,0.08199999999999999,0.18,0.738,0.10800000000000001,0.4,0.49200000000000005,0.5643,0.01,0.4257
2750,2015,33I001610,NAVAJO JHS,70,78275.24,23094.51,0.03,0.1,0.19,0.426,0.37,0.54,0.09,108,7.9,45230.13,0.316,15.64,0.5,0.33,0.33,0.67,0.0926,0.0278,0.0185,0.0185,0.0,0.8333,0.0093,108.0,,,,,,,0.084,0.44,0.47600000000000003,0.0623,0.11,0.8277,0.2176,0.32,0.4624,0.0,0.64,0.36,0.2016,0.04,0.7584,0.0672,0.44,0.4928,0.16,0.2,0.64
2751,2015,48I005505,IDABEL MS,62,38164.04,19830.11,0.08,0.34,0.55,0.9259999999999999,0.21,0.62,0.17,244,16.84,44851.78,0.27899999999999997,18.22,2.29,1.0,0.71,1.71,0.1557,0.209,0.0082,0.2623,0.0123,0.2992,0.0533,244.0,0.0495,0.55,0.4005,0.012,0.4,0.588,0.0638,0.42,0.5162,0.1065,0.29,0.6035,0.1368,0.43,0.4332,0.0472,0.41,0.5428,0.1596,0.24,0.6004,0.0184,0.54,0.4416,0.65,0.0,0.35
2752,2015,56I008515,DEWAR MS,65,44719.52,9891.46,0.11,0.17,0.31,0.794,0.12,0.7,0.17,97,7.06,44802.38,0.43700000000000006,17.0,0.29,0.02,0.15,0.0,0.0103,0.6082,0.0,0.0309,0.0,0.3402,0.0103,97.0,0.0368,0.54,0.4232,0.0,0.46,0.54,0.045,0.55,0.405,0.0364,0.48,0.4836,0.4636,0.24,0.2964,0.0,0.72,0.28,0.0192,0.36,0.6208,0.0403,0.69,0.2697,0.5544,0.12,0.3256
2753,2014,72I001658,CENTRAL JHS,38,56448.0,56175.0,0.09,0.23,0.48,1.12,0.25,0.59,0.15,324,17.44,39984.8,0.294,4.99,5.0,2.0,1.05,3.91,0.0617,0.0556,0.0,0.5895,0.0062,0.21600000000000003,0.071,324.0,,,,,,,0.005,0.75,0.245,0.0086,0.57,0.4214,0.0051,0.83,0.1649,0.0008,0.92,0.0792,0.0,0.66,0.34,0.0,0.87,0.13,0.0,0.9,0.1
2754,2014,34I014610,RINGLING JHS,60,51090.0,28217.0,0.04,0.23,0.28,0.75,0.11,0.72,0.17,95,7.04,45208.07,0.237,15.32,0.5,0.33,0.53,0.41,0.0842,0.1895,0.0,0.0,0.0,0.7158,0.0105,95.0,,,,,,,0.134,0.33,0.536,0.042,0.4,0.5579999999999999,0.2905,0.17,0.5395,0.0549,0.39,0.5551,0.0,0.26,0.74,0.1037,0.39,0.5063,0.0135,0.55,0.4365
2755,2014,35I020505,TISHOMINGO MS,69,49315.0,26099.0,0.12,0.27,0.53,0.7,0.2,0.63,0.16,240,19.05,41451.08,0.396,12.4,1.0,1.0,1.0,1.0,0.0625,0.2708,0.0042,0.0083,0.0,0.55,0.1042,240.0,0.0365,0.27,0.6935,0.054000000000000006,0.4,0.546,0.1776,0.26,0.5624,0.1411,0.17,0.6889,0.2992,0.32,0.3808,0.08,0.6,0.32,0.1104,0.08,0.8096,0.096,0.4,0.504,0.8,0.0,0.2
2757,2015,69I003505,MARLOW MS,83,63190.54,29320.11,0.06,0.14,0.27,0.48700000000000004,0.17,0.7,0.12,302,16.55,42602.9,0.0,11.49,2.0,0.9,1.5,2.0,0.0563,0.1192,0.0099,0.0099,0.0,0.8013,0.0033,302.0,0.1577,0.17,0.6723,0.0468,0.22,0.7332,0.1458,0.19,0.6642,0.032,0.2,0.768,0.4895,0.11,0.4005,0.2158,0.17,0.6142,0.1513,0.11,0.7387,0.2002,0.23,0.5698,,,
2758,2014,68I003510,MULDROW MS,81,49004.0,18024.0,0.1,0.21,0.38,0.67,0.15,0.66,0.19,468,27.28,46626.12,0.24100000000000002,13.56,6.0,1.0,2.79,2.0,0.0833,0.3953,0.0043,0.0321,0.0021,0.4573,0.0256,468.0,0.1694,0.23,0.6006,0.1032,0.14,0.7568,0.2492,0.11,0.6408,0.22,0.12,0.66,0.5762,0.14,0.2838,0.1328,0.17,0.6972,0.1504,0.06,0.7896,0.11699999999999999,0.35,0.5329999999999999,0.27,0.0,0.73
2759,2015,72I007505,NEWMAN MS,73,63069.81,32414.49,0.06,0.16,0.36,0.494,0.16,0.7,0.14,526,30.77,41968.15,0.381,10.37,3.79,1.0,2.46,2.58,0.0266,0.3327,0.0,0.0095,0.0,0.6141,0.0171,526.0,0.1558,0.18,0.6642,0.04,0.2,0.76,0.2025,0.19,0.6075,0.136,0.2,0.664,0.213,0.29,0.49700000000000005,0.0345,0.31,0.6555,0.12300000000000001,0.18,0.6970000000000001,0.1024,0.36,0.5376,0.4704,0.04,0.4896
2760,2015,05I006610,8TH AND 9TH GRADE CTR,76,70729.71,47634.49,0.03,0.13,0.42,0.64,0.17,0.67,0.16,464,28.81,42105.73,0.091,13.36,3.4,2.0,1.0,3.0,0.222,0.0625,0.0086,0.0431,0.0,0.6185,0.0453,464.0,,,,,,,0.0552,0.31,0.6348,0.22,0.12,0.66,0.3969,0.19,0.4131,0.1332,0.26,0.6068,0.207,0.1,0.693,0.134,0.33,0.536,0.2958,0.13,0.5742
2762,2015,55I041515,WESTERN HEIGHTS MS,46,44586.8,93065.43,0.09,0.22,0.46,0.9620000000000001,0.11,0.7,0.19,572,32.43,41822.61,0.257,9.12,3.36,1.2,1.71,2.0,0.3881,0.0577,0.035,0.1766,0.0052,0.2762,0.0612,572.0,,,,,,,0.0329,0.53,0.4371,0.0228,0.43,0.5472,0.1176,0.51,0.3724,0.0012,0.88,0.1188,0.0378,0.46,0.5022,0.040999999999999995,0.59,0.369,0.2232,0.07,0.7068
2763,2015,26I097505,TUTTLE MS,97,76942.34,37335.22,0.04,0.09,0.21,0.243,0.18,0.72,0.1,411,22.04,43925.27,0.23399999999999999,17.08,2.41,1.0,0.75,2.0,0.0535,0.0998,0.0024,0.0024,0.0073,0.7932,0.0414,411.0,0.3162,0.07,0.6138,0.2328,0.03,0.7372,0.3626,0.02,0.6174,0.2304,0.04,0.7296,0.5187,0.09,0.3913,0.1215,0.19,0.6885,0.196,0.02,0.784,0.1463,0.23,0.6237,0.46,0.0,0.54
2764,2014,55I089521,NORTHEAST MS,66,51403.0,48041.0,0.09,0.27,0.47,0.83,0.21,0.56,0.23,131,6.54,49566.31,0.47,10.19,1.0,0.5,1.25,0.0,0.0992,0.0076,0.0229,0.8015,0.0,0.0534,0.0153,131.0,0.0,0.65,0.35,0.0,0.39,0.61,0.02,0.5,0.48,0.0252,0.37,0.6048,0.0064,0.68,0.3136,0.0282,0.53,0.4418,0.0256,0.36,0.6144,0.0112,0.72,0.2688,0.25,0.0,0.75
2765,2014,55I089523,ROOSEVELT MS,59,51403.0,48041.0,0.09,0.27,0.47,0.97,0.21,0.56,0.23,634,40.29,44549.18,0.19699999999999998,7.63,5.5,2.79,7.78,3.75,0.7965,0.0457,0.0047,0.0442,0.0,0.0883,0.0205,634.0,,,,,,,0.054000000000000006,0.4,0.546,0.0858,0.34,0.5742,0.2553,0.31,0.4347,0.10400000000000001,0.35,0.546,0.07200000000000001,0.2,0.728,0.0215,0.57,0.4085,0.46,0.0,0.54
2766,2015,46I001610,PRYOR JHS,72,55289.49,122460.22,0.08,0.2,0.3,0.531,0.22,0.66,0.12,608,36.05,48920.13,0.268,14.42,2.35,1.6,1.5,2.24,0.0477,0.375,0.0066,0.0066,0.0033,0.47200000000000003,0.0888,608.0,,,,,,,0.1536,0.36,0.4864,0.195,0.22,0.585,0.2415,0.31,0.4485,0.1024,0.36,0.5376,0.1584,0.12,0.7216,0.114,0.4,0.486,0.2233,0.23,0.5467
2767,2014,26I097505,TUTTLE MS,92,75131.0,35009.0,0.03,0.11,0.25,0.23,0.16,0.74,0.09,385,21.93,43590.1,0.228,16.08,2.0,1.0,0.82,2.0,0.0545,0.1221,0.0104,0.0026,0.0052,0.7636,0.0416,385.0,0.23,0.08,0.69,0.1805,0.05,0.7695,0.1001,0.23,0.6699,0.18,0.1,0.72,0.6208,0.03,0.3492,0.3444,0.18,0.4756,0.3234,0.02,0.6566,0.2132,0.18,0.6068,,,
2768,2015,55I089518,JEFFERSON MS,60,53011.22,49735.22,0.08,0.27,0.47,0.89,0.22,0.55,0.22,858,52.17,50295.13,0.299,10.77,11.09,3.46,5.66,4.0,0.6946,0.0431,0.0093,0.1037,0.0012,0.1422,0.0058,858.0,,,,,,,0.1404,0.22,0.6396,0.0657,0.27,0.6643,0.0615,0.59,0.3485,0.0156,0.48,0.5044,0.0264,0.34,0.6336,0.0312,0.61,0.3588,0.2976,0.04,0.6624
2769,2014,55I001540,MAYFIELD MS,69,62910.0,48980.0,0.06,0.16,0.42,1.04,0.32,0.57,0.11,670,40.04,45784.95,0.41200000000000003,8.44,6.95,2.0,3.9,3.0,0.5015,0.0388,0.0104,0.2104,0.0,0.1866,0.0522,670.0,0.10800000000000001,0.28,0.612,0.036000000000000004,0.4,0.564,0.0132,0.56,0.4268,0.054000000000000006,0.4,0.546,0.39,0.22,0.39,0.1725,0.25,0.5775,0.0438,0.27,0.6862,0.0672,0.44,0.4928,0.2697,0.13,0.6003
2770,2015,72I001661,HALE JHS,35,57115.75,57723.51,0.09,0.23,0.49,1.1159999999999999,0.26,0.59,0.15,664,35.02,43884.91,0.214,10.35,7.93,3.0,1.45,2.0,0.3916,0.0557,0.0105,0.2214,0.0045,0.2244,0.0919,664.0,,,,,,,0.0032,0.68,0.3168,0.0228,0.43,0.5472,0.0245,0.65,0.3255,0.0026,0.74,0.2574,0.01,0.5,0.49,0.0064,0.68,0.3136,0.06,0.25,0.69
2772,2015,27I090505,POND CREEK-HUNTER MS,67,58660.28,201970.82,0.03,0.11,0.28,0.515,0.21,0.67,0.12,99,5.41,50935.86,0.701,12.87,1.5,0.3,0.33,1.0,0.1111,0.0505,0.0,0.0,0.0,0.7979999999999999,0.0404,99.0,0.0664,0.17,0.7636,0.1476,0.18,0.6724,0.1924,0.26,0.5476,0.1869,0.11,0.7031,0.1152,0.36,0.5248,0.099,0.45,0.451,0.0576,0.36,0.5824,0.0405,0.55,0.4095,,,
2776,2014,09I034610,ETTA DALE JHS,72,56232.0,24091.0,0.08,0.14,0.37,0.7,0.09,0.75,0.16,187,13.38,44119.96,0.376,15.32,1.76,0.5,0.51,3.09,0.2567,0.1604,0.0,0.0428,0.0,0.4492,0.0909,187.0,,,,,,,,,,,,,0.2484,0.31,0.4416,0.0744,0.38,0.5456,0.0414,0.31,0.6486,0.036000000000000004,0.6,0.364,0.57,0.0,0.43
2777,2014,16I016505,ELGIN MS,89,76354.0,31098.0,0.07,0.07,0.15,0.39,0.29,0.66,0.05,642,30.97,42122.66,0.276,12.16,3.86,1.1,0.96,1.9,0.0903,0.1106,0.0093,0.0405,0.0047,0.6604,0.0841,642.0,0.2552,0.12,0.6248,0.2046,0.07,0.7254,0.3348,0.07,0.5952,0.2403,0.11,0.6497,0.4488,0.12,0.4312,0.2574,0.22,0.5226,0.171,0.05,0.779,0.1533,0.27,0.5767,,,
2779,2015,21I002505,GROVE MS,86,57377.31,79227.47,0.09,0.18,0.4,0.584,0.21,0.66,0.12,377,22.86,47737.28,0.325,16.07,3.29,1.14,1.57,1.45,0.0637,0.3342,0.0133,0.0159,0.0027,0.557,0.0133,377.0,,,,,,,0.2262,0.13,0.6438,0.1504,0.06,0.7896,0.35100000000000003,0.22,0.429,0.1817,0.21,0.6083,0.18600000000000003,0.07,0.7440000000000001,0.217,0.3,0.483,0.85,0.0,0.15
2780,2014,55I089530,WEBSTER MS,59,51403.0,48041.0,0.09,0.27,0.47,0.93,0.21,0.56,0.23,757,39.75,50438.76,0.396,14.25,8.98,2.04,5.35,3.5,0.531,0.0476,0.0119,0.2166,0.0,0.18100000000000002,0.0119,757.0,0.0441,0.37,0.5859,0.0,0.38,0.62,0.0513,0.43,0.5187,0.028999999999999998,0.42,0.551,0.18899999999999997,0.37,0.441,0.018000000000000002,0.55,0.43200000000000005,0.0612,0.32,0.6188,0.0517,0.53,0.4183,0.067,0.33,0.603
2781,2014,19I033610,SAPULPA JHS,71,60659.0,39995.0,0.1,0.15,0.38,0.66,0.2,0.66,0.15,614,29.56,46637.19,0.23800000000000002,16.22,4.96,1.74,1.74,2.91,0.0456,0.1808,0.0049,0.0521,0.0033,0.6173,0.0961,614.0,,,,,,,,,,,,,0.2244,0.32,0.4556,0.102,0.32,0.578,0.0996,0.17,0.7304,0.046,0.54,0.414,0.264,0.2,0.536
2782,2015,22I008615,SEILING JR-SR HS (JR),69,68110.44,214472.76,0.04,0.13,0.33,0.47,0.2,0.67,0.13,100,6.5,47157.98,0.242,17.7,1.72,0.29,0.54,0.5,0.04,0.1,0.0,0.0,0.0,0.81,0.05,100.0,,,,,,,0.0975,0.25,0.6525,0.03,0.25,0.72,0.1136,0.29,0.5964,0.0928,0.42,0.4872,0.1092,0.16,0.7308,0.048,0.52,0.43200000000000005,0.342,0.05,0.608
2783,2014,33I001610,NAVAJO JHS,80,74727.0,23729.0,0.03,0.09,0.19,0.39,0.36,0.57,0.07,113,7.75,41967.22,0.26899999999999996,12.28,0.5,0.33,0.2,0.5,0.1062,0.0354,0.0177,0.0177,0.0,0.8142,0.0088,113.0,,,,,,,0.1275,0.15,0.7225,0.1056,0.12,0.7744,0.161,0.3,0.539,0.1241,0.27,0.6059,0.0249,0.17,0.8051,0.06,0.4,0.54,0.348,0.13,0.522
2784,2015,40I052610,TALIHINA JHS,59,39893.25,10992.54,0.16,0.32,0.46,0.75,0.13,0.64,0.22,96,9.43,43206.11,0.152,12.88,0.0,0.43,0.72,0.43,0.0521,0.5938,0.0,0.0,0.0,0.3333,0.0208,96.0,,,,,,,0.0528,0.56,0.3872,0.0852,0.29,0.6248,0.0615,0.59,0.3485,0.0,0.68,0.32,0.0204,0.32,0.6596,0.045,0.5,0.455,0.3,0.0,0.7
2786,2014,40I029505,PANSY KIDD MS,78,55805.0,24941.0,0.09,0.16,0.26,0.61,0.22,0.63,0.15,503,29.95,46396.28,0.491,12.85,3.52,1.0,1.22,2.0,0.1173,0.3062,0.006,0.0179,0.002,0.5408,0.0099,503.0,0.1148,0.18,0.7052,0.207,0.1,0.693,0.0936,0.28,0.6264,0.1394,0.18,0.6806,0.2911,0.29,0.4189,0.05,0.5,0.45,0.08800000000000001,0.2,0.7120000000000001,0.0513,0.43,0.5187,0.4606,0.02,0.5194
2787,2015,55I089530,WEBSTER MS,56,53011.22,49735.22,0.08,0.27,0.47,0.91,0.22,0.55,0.22,968,55.32,51790.09,0.266,9.84,8.64,2.94,5.99,4.46,0.6581,0.0444,0.0041,0.1384,0.0,0.1364,0.0186,968.0,,,,,,,0.07,0.3,0.63,0.0441,0.37,0.5859,0.0688,0.57,0.3612,0.0156,0.48,0.5044,0.0434,0.38,0.5766,0.0333,0.63,0.3367,0.43,0.0,0.57
2788,2015,15I001505,WALLACE BYRD MS,70,50593.38,102000.06,0.09,0.23,0.45,0.794,0.13,0.72,0.16,102,8.63,46201.02,0.457,18.17,1.1,0.5,1.83,2.0,0.0294,0.3824,0.0,0.0098,0.0,0.5392,0.0392,102.0,,,,,,,0.2604,0.16,0.5796,0.2821,0.09,0.6279,0.3198,0.22,0.4602,0.0,0.61,0.39,0.2992,0.12,0.5808,0.0318,0.47,0.4982,0.86,0.0,0.14
2790,2014,20I007615,THOMAS-FAY-CUSTER UNIFIED JHS,92,56898.0,91734.0,0.02,0.17,0.16,0.6,0.23,0.64,0.13,72,5.34,52919.49,0.294,11.6,0.0,0.43,0.14,0.0,0.0694,0.1389,0.0,0.0278,0.0,0.7639,0.0,72.0,,,,,,,0.0949,0.27,0.6351,0.2349,0.13,0.6351,0.4902,0.14,0.3698,0.4128,0.14,0.4472,0.2755,0.05,0.6745,0.1944,0.19,0.6156,0.6789,0.07,0.2511
2792,2015,16I008540,TOMLINSON MS,71,55193.79,29845.71,0.1,0.2,0.47,0.7859999999999999,0.2,0.69,0.11,682,37.48,45699.13,0.293,14.83,16.0,3.0,1.33,4.0,0.1877,0.0572,0.0191,0.3152,0.0029,0.3724,0.0455,682.0,0.1394,0.18,0.6806,0.0138,0.31,0.6762,0.0636,0.47,0.4664,0.1078,0.23,0.6622,0.1104,0.54,0.3496,0.1064,0.24,0.6536,0.1032,0.14,0.7568,0.0598,0.54,0.4002,0.83,0.0,0.17
2793,2015,55I001540,MAYFIELD MS,72,63282.81,50214.98,0.06,0.17,0.4,1.012,0.32,0.58,0.11,684,42.5,44939.01,0.38799999999999996,7.29,7.0,2.0,4.0,3.0,0.5058,0.0336,0.0205,0.2295,0.0015,0.1579,0.0512,684.0,0.0858,0.34,0.5742,0.0114,0.43,0.5586,0.1185,0.21,0.6715,0.1106,0.21,0.6794,0.122,0.39,0.488,0.078,0.35,0.5720000000000001,0.09,0.25,0.66,0.0663,0.49,0.4437,0.56,0.0,0.44
2794,2014,22I008615,SEILING JR-SR HS (JR),70,68317.0,119882.0,0.05,0.13,0.41,0.48,0.18,0.68,0.14,99,6.65,48050.87,0.312,17.47,1.43,0.29,0.38,0.43,0.0606,0.0808,0.0,0.0,0.0,0.7879,0.0707,99.0,,,,,,,0.2291,0.21,0.5609,0.0268,0.33,0.6432,0.3648,0.24,0.3952,0.0728,0.48,0.4472,0.126,0.1,0.774,0.0868,0.38,0.5332,0.46,0.0,0.54
2795,2015,40I091605,ARKOMA JHS,74,34733.61,15185.73,0.15,0.34,0.27,0.69,0.09,0.65,0.26,58,3.0,41118.37,0.47700000000000004,11.24,0.14,0.0,0.14,0.5,0.0172,0.0172,0.0,0.0,0.0,0.7069,0.2586,58.0,,,,,,,0.0912,0.24,0.6688,0.1584,0.12,0.7216,0.57,0.0,0.43,0.1896,0.21,0.6004,0.09,0.1,0.81,0.2241,0.17,0.6059,,,
2796,2015,72I001659,EAST CENTRAL JHS,48,57115.75,57723.51,0.09,0.23,0.49,1.085,0.26,0.59,0.15,720,32.17,43464.28,0.36700000000000005,9.68,6.7,2.88,1.2,2.0,0.5306,0.0514,0.0236,0.2097,0.0028,0.125,0.0569,720.0,,,,,,,0.0594,0.46,0.4806,0.0325,0.35,0.6175,0.0748,0.56,0.3652,0.0088,0.56,0.4312,0.0504,0.28,0.6696,0.021,0.65,0.32899999999999996,0.225,0.1,0.675
2797,2014,36I045505,BLACKWELL MS,82,47112.0,28990.0,0.08,0.22,0.52,0.74,0.15,0.67,0.18,319,19.87,42347.52,0.222,12.53,3.5,1.0,0.0,2.0,0.1223,0.2571,0.0031,0.0063,0.0,0.6113,0.0,319.0,0.261,0.13,0.609,0.0462,0.34,0.6138,0.3255,0.07,0.6045,0.0852,0.29,0.6248,0.20800000000000002,0.35,0.442,0.2988,0.17,0.5312,0.1365,0.09,0.7735,0.0693,0.37,0.5607,0.82,0.0,0.18
2799,2015,40I029505,PANSY KIDD MS,78,55813.95,25790.26,0.1,0.21,0.34,0.58,0.21,0.63,0.16,491,27.24,47033.73,0.547,13.19,3.35,1.0,1.45,2.0,0.1548,0.2627,0.0061,0.0102,0.0,0.5479,0.0183,491.0,0.152,0.2,0.648,0.0328,0.18,0.7872,0.261,0.13,0.609,0.272,0.15,0.578,0.2145,0.35,0.4355,0.0567,0.37,0.5733,0.2068,0.06,0.7332,0.0855,0.43,0.4845,0.4,0.0,0.6
2800,2014,55I012505,CIMARRON MS,86,98360.0,71296.0,0.04,0.08,0.2,0.31,0.51,0.45,0.04,756,42.57,47265.7,0.43200000000000005,11.88,6.0,3.0,2.19,2.97,0.0741,0.0304,0.0291,0.078,0.0013,0.7183,0.0688,756.0,0.21600000000000003,0.2,0.584,0.22,0.12,0.66,0.2805,0.15,0.5695,0.3008,0.06,0.6392,0.5525,0.15,0.2975,0.0385,0.45,0.5115,0.172,0.14,0.688,0.23800000000000002,0.3,0.462,0.7722,0.01,0.2178
2801,2015,36I071505,PONCA CITY WEST MS,86,55886.5,52816.0,0.08,0.19,0.4,0.7040000000000001,0.22,0.66,0.13,697,38.73,45149.63,0.23199999999999998,12.62,5.32,2.0,2.04,3.0,0.0631,0.2023,0.0057,0.0646,0.0029,0.6499,0.0115,697.0,0.2816,0.12,0.5984,0.036000000000000004,0.1,0.8640000000000001,0.3325,0.05,0.6175,0.18600000000000003,0.07,0.7440000000000001,,,,,,,,,,,,,,,
