Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LowGrade,HighGrade,ReportCardType,TotalBonusPoints,OverallSchoolGrade,ELA_ExamCount,ELA_GrowthIndex,Math_ExamCount,Math_GrowthIndex,Science_ExamCount,Science_GrowthIndex,SocialStudies_ExamCount,SocialStudies_GrowthIndex,Overall_ExamCount,Overall_GrowthIndex,ELA_ExamCount_bq,ELA_GrowthIndex_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,OverallExamCount_bq,OverallGrowthIndex_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus
2016,KAY,PONCA CITY,PONCA CITY HS,36I071705,63,9,12,High School,1,70,307,75,258,75,,,,,565,75,76,39,64,45,140,42,,0,0,0.64,0.95,1,0.8,,0.6,0,,0.63,0,0.51,0,3,1
2016,LOGAN,GUTHRIE,GUTHRIE HS,42I001705,66,9,12,High School,1,71,209,77,237,78,,,,,446,78,51,47,58,41,109,44,,0,0,0.6,0.95,1,0.8,,0.63,0,,0.46,0,0.68,0,2,0
2016,CLEVELAND,NOBLE,NOBLE HS,14I040705,72,9,12,High School,2,78,184,88,185,75,,,,,369,81,46,74,46,61,92,67,,0,0,0.59,0.95,1,0.8,,0.69,0,,0.52,0,0.63,0,2,0
2014,WAGONER,OKAY,OKAY HS,73I001715,79,9,12,High School,1,82,45,64,65,74,26,42,26,62,162,64,,,,,10,90,,,,0.57,0.95,1,0.8,,0.74,0,,0.42,0,0.54,0,2,0
2015,POTTAWATOMIE,MCLOUD,MCLOUD HS,63I001705,79,9,12,High School,1,79,243,80,304,79,134,50,103,60,784,72,30,77,29,79,59,78,,0,0,0.56,0.95,1,0.8,,0.73,0,,0.58,0,0.62,0,1,0
2016,CRAIG,WELCH,WELCH HS,18I017715,75,9,12,High School,9,80,23,83,18,72,,,,,41,78,,,,,,,,0,0,0.51,0.95,1,0.8,,0.7,0,,0.31,0,0.75,0,3,1
2015,OKFUSKEE,MASON,MASON HS,54I002705,84,9,12,High School,4,84,41,85,64,81,16,44,28,57,149,74,,,,,,,,0,0,0.4,0.95,1,0.8,,0,1,0.76,0.38,1,0.75,0,3,1
2014,COMANCHE,GERONIMO,GERONIMO HS,16I004705,75,9,12,High School,8,86,37,76,46,67,22,27,16,44,121,60,,,,,,,,,,0.28,0.95,1,0.8,,0.86,1,,0.18,0,0.75,0,2,0
2016,LE FLORE,PANAMA,PANAMA HS,40I020705,73,9,12,High School,3,89,36,78,36,89,,,,,72,83,,,,,18,67,,0,0,0.23,0.95,1,0.8,,0.79,0,0.76,0.35,1,0.56,0,2,0
2014,PUSHMATAHA,CLAYTON,CLAYTON HS,64I010705,65,9,12,High School,2,68,64,58,86,45,28,39,27,56,205,50,,,,,,,,,,0.23,0.95,1,0.8,,0.79,0,0.78,0.44,1,0.56,0,3,1
2016,MCINTOSH,EUFAULA,EUFAULA HS,49I001710,66,9,12,High School,1,80,68,81,80,75,,,,,148,78,16,56,19,53,35,54,,0,0,0.13,0.95,1,0.8,,0.72,0,,0.52,0,0.51,0,4,1
2015,MCCURTAIN,IDABEL,IDABEL HS,48I005710,64,9,12,High School,2,64,149,82,213,53,69,46,73,55,504,61,14,71,23,52,37,59,,0,0,0.95,0.94,1,0.8,,0.54,0,0.76,0.33,1,0.54,0,2,0
2014,GARVIN,WYNNEWOOD,WYNNEWOOD HS,25I038705,85,9,12,High School,2,82,59,88,103,85,31,48,34,82,227,81,,,,,16,81,,,,0.24,0.94,1,0.8,,0.67,0,,0.39,0,0.7,0,1,0
2015,MUSKOGEE,WARNER,WARNER HS,51I074715,98,9,12,High School,3,98,118,97,156,96,53,77,66,83,393,92,12,92,10,100,22,95,,0,0,0.66,0.93,1,0.8,,0.83,0,,0.58,0,0.8,1,3,1
2014,POTTAWATOMIE,WANETTE,WANETTE HS,63I115705,55,9,12,High School,3,93,24,50,37,46,14,7,11,45,86,41,,,,,,,,,,0.3,0.88,0,0.8,,0.88,1,,0.4,0,0.25,0,3,1
2014,CARTER,SPRINGER,SPRINGER HS,10I021705,77,9,12,High School,1,76,25,96,24,79,13,23,14,79,76,75,,,,,,,,,,0.58,0.86,0,0.8,,0.75,0,,0.05,0,0.5,0,2,0
2014,GRADY,BRIDGE CREEK,BRIDGE CREEK HS,26I095705,79,9,12,High School,2,80,174,95,234,68,93,54,76,86,577,76,18,100,14,29,32,69,,,,0.82,0.66,1,0.8,,0.68,0,,0.62,0,0.61,0,2,0
2014,TULSA,TULSA,THOMAS EDISON PREPARATORY HS,72I001712,82,9,12,High School,3,88,486,89,607,80,269,53,245,84,1607,79,60,78,31,55,91,70,,,,0.95,0.53,1,0.8,,0.66,0,0.95,0.58,1,0.68,0,3,1
2014,JACKSON,ALTUS,ALTUS HS,33I018705,74,9,12,High School,3,77,418,87,527,73,212,44,185,82,1342,74,49,71,32,47,81,62,,,,0.95,0.52,1,0.8,,0.62,0,,0.59,0,0.66,0,4,1
2014,MCCURTAIN,IDABEL,IDABEL HS,48I005710,74,9,12,High School,2,64,140,82,177,67,73,56,66,67,456,70,15,53,13,77,28,64,,,,0.95,0.45,1,0.8,,0.66,0,0.95,0.36,1,0.63,0,2,0
2014,ROGERS,CATOOSA,CATOOSA HS,66I002705,75,9,12,High School,3,78,264,82,374,55,145,46,117,80,900,65,30,73,24,92,54,81,,,,0.37,0.39,0,0.8,,0.79,0,,0.57,0,0.42,0,2,0
2014,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089765,80,9,12,High School,3,80,435,74,622,69,211,38,199,78,1467,67,41,93,33,91,74,92,,,,0.24,0.26,0,0.8,,0.85,1,,0.21,0,0.25,0,4,1
2014,NOBLE,BILLINGS,BILLINGS HS,52I002705,69,9,12,High School,7,79,,,,,,,,,24,67,,,,,,,,,,0.05,,0,0.8,,0.95,1,,0.05,0,0.5,0,3,1
2016,MUSKOGEE,WARNER,WARNER HS,51I074715,93,9,12,High School,3,98,33,94,46,98,,,,,79,96,,,,,19,89,,0,0,0.95,0.95,1,0.79,,0.79,0,0.95,0.48,1,0.74,0,2,0
2016,PITTSBURG,MCALESTER,MCALESTER HS,61I080705,76,9,12,High School,2,77,177,84,173,87,,,,,350,86,44,59,43,67,87,63,,0,0,0.95,0.95,1,0.79,,0.59,0,,0.51,0,0.72,0,2,0
2015,CLEVELAND,NORMAN,NORMAN HS,14I029705,87,9,12,High School,4,87,852,88,1035,87,373,49,386,87,2646,82,100,71,101,79,201,75,,0,0,0.95,0.95,1,0.79,,0.6,0,0.88,0.74,1,0.85,1,3,1
2015,OKMULGEE,HENRYETTA,HENRYETTA HS,56I002705,70,9,12,High School,3,70,121,78,168,61,86,45,47,55,422,62,13,69,16,63,29,66,,0,0,0.95,0.95,1,0.79,,0.74,0,0.85,0.37,1,0.67,0,3,1
2015,OKMULGEE,MORRIS,MORRIS HS,56I003705,85,9,12,High School,2,85,146,92,214,75,86,38,70,79,516,74,15,93,15,87,30,90,,0,0,0.95,0.95,1,0.79,,0.72,0,,0.49,0,0.75,0,3,1
2015,PONTOTOC,ADA,ADA HS,62I019705,75,10,12,High School,2,75,291,83,260,68,120,29,132,67,803,67,36,69,,,36,69,,0,0,0.95,0.95,1,0.79,,0.66,0,0.76,0.51,1,0.71,0,2,0
2015,WOODS,ALVA,ALVA HS,76I001705,90,9,12,High School,4,90,111,87,131,92,41,56,57,58,340,80,,,,,21,90,,0,0,0.95,0.95,1,0.79,,0.9,1,0.79,0.62,1,0.64,0,3,1
2016,CLEVELAND,MOORE,MOORE HS,14I002705,80,9,12,High School,1,87,536,90,585,89,,,,,1121,89,133,71,146,71,279,71,,0,0,0.92,0.95,1,0.79,,0.69,0,,0.62,0,0.72,0,2,0
2016,SEMINOLE,NEW LIMA,NEW LIMA HS,67I006705,71,9,12,High School,9,93,15,80,12,75,,,,,27,78,,,,,,,,0,0,0.81,0.95,1,0.79,,0.75,0,,0.45,0,0.64,0,2,0
2016,SEMINOLE,SEMINOLE,SEMINOLE HS,67I001715,80,9,12,High School,1,83,85,79,67,97,,,,,152,87,21,48,16,100,37,70,,0,0,0.81,0.95,1,0.79,,0.74,0,,0.43,0,0.53,0,4,1
2016,OKFUSKEE,PADEN,PADEN HS,54I014705,70,9,12,High School,3,90,15,67,16,81,,,,,31,74,,,,,,,,0,0,0.79,0.95,1,0.79,,0.79,0,,0.55,0,0.32,0,2,0
2016,LATIMER,WILBURTON,WILBURTON HS,39I001705,81,9,12,High School,7,87,57,95,50,76,,,,,107,86,14,93,12,67,26,81,,0,0,0.74,0.95,1,0.79,,0.71,0,,0.57,0,0.56,0,2,0
2015,JEFFERSON,RINGLING,RINGLING HS,34I014705,56,10,12,High School,2,56,62,63,51,22,35,29,35,77,183,48,,,,,,,,0,0,0.73,0.95,1,0.79,,0.73,0,,0.22,0,0.52,0,3,1
2015,CREEK,BRISTOW,BRISTOW HS,19I002705,69,9,12,High School,1,69,188,87,267,67,99,28,89,63,643,66,22,68,22,45,44,57,,0,0,0.71,0.95,1,0.79,,0.74,0,,0.47,0,0.63,0,2,0
2015,COMANCHE,LAWTON,LAWTON HS,16I008710,77,9,12,High School,1,77,680,82,811,76,280,53,325,70,2096,74,69,80,72,61,141,70,,0,0,0.7,0.95,1,0.79,,0.64,0,,0.54,0,0.61,0,1,0
2016,CREEK,KELLYVILLE,KELLYVILLE HS,19I031705,63,9,12,High School,1,80,76,87,91,54,,,,,167,69,18,78,22,41,40,57,,0,0,0.66,0.95,1,0.79,,0.72,0,,0.5,0,0.54,0,2,0
2016,ALFALFA,CHEROKEE,CHEROKEE HS,02I046705,82,9,12,High School,4,77,19,74,16,100,,,,,35,86,,,,,,,,0,0,0.59,0.95,1,0.79,,0,1,0.82,0.52,1,0.73,0,4,1
2015,PUSHMATAHA,CLAYTON,CLAYTON HS,64I010705,68,9,12,High School,2,68,46,78,68,47,20,40,25,52,159,56,,,,,,,,0,0,0.52,0.95,1,0.79,,0.8,0,0.95,0.2,1,0.58,0,2,0
2015,MAYES,LOCUST GROVE,LOCUST GROVE HS,46I017705,76,9,12,High School,2,76,215,81,270,74,102,64,101,81,688,76,22,68,24,50,46,59,,0,0,0.51,0.95,1,0.79,,0.58,0,,0.48,0,0.74,0,3,1
2016,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089765,70,9,12,High School,3,80,206,80,252,73,,,,,458,76,51,69,62,65,113,66,,0,0,0.5,0.95,1,0.79,,0.78,0,0.95,0.2,1,0.69,0,5,1
2015,POTTAWATOMIE,MAUD,MAUD HS,63I117705,72,9,12,High School,2,72,32,78,48,58,15,47,19,53,114,61,,,,,,,,0,0,0.46,0.95,1,0.79,,0.8,0,0.78,0.24,1,0.27,0,2,0
2014,CREEK,DEPEW,DEPEW HS,19I021705,79,9,12,High School,0,77,70,74,76,84,32,41,23,52,201,70,,,,,12,75,,,,0.45,0.95,1,0.79,,0.79,0,,0.48,0,0.45,0,3,1
2015,PAYNE,YALE,YALE HS,60I103715,81,9,12,High School,1,81,84,87,111,71,33,21,49,84,277,72,,,,,19,89,,0,0,0.41,0.95,1,0.79,,0.82,0,,0.37,0,0.52,0,2,0
2016,CHOCTAW,HUGO,HUGO HS,12I039705,64,9,12,High School,1,59,43,67,63,75,,,,,106,72,10,80,15,80,25,80,,0,0,0.38,0.95,1,0.79,,0.73,0,,0.26,0,0.4,0,2,0
2016,PITTSBURG,CROWDER,CROWDER HS,61I028705,61,9,12,High School,1,79,25,80,35,63,,,,,60,70,,,,,14,36,,0,0,0.34,0.95,1,0.79,,0.73,0,,0.5,0,0.52,0,4,1
2015,BECKHAM,ERICK,ERICK HS,05I051715,83,9,12,High School,1,83,26,85,30,90,15,20,13,62,84,71,,,,,,,,0,0,0.33,0.95,1,0.79,,0.6,0,,0.5,0,0.43,0,2,0
2014,MARSHALL,KINGSTON,KINGSTON HS,45I003705,91,9,12,High School,3,81,136,85,194,86,78,62,54,87,462,82,16,94,14,86,30,90,,,,0.33,0.95,1,0.79,,0.87,1,,0.6,0,0.74,0,4,1
2014,JOHNSTON,WAPANUCKA,WAPANUCKA HS,35I037705,79,9,12,High School,8,79,27,78,42,62,15,27,11,64,95,61,,,,,,,,,,0.26,0.95,1,0.79,,0.83,0,,0.4,0,0.6,0,2,0
2015,CADDO,LOOKEBA SICKLES,LOOKEBA-SICKLES HS,08I012705,71,9,12,High School,1,71,49,71,60,63,26,27,22,73,157,61,,,,,,,,0,0,0.25,0.95,1,0.79,,0.57,0,,0.4,0,0.45,0,2,0
2016,HUGHES,WETUMKA,WETUMKA HS,32I005705,47,9,12,High School,3,60,38,79,35,49,,,,,73,64,,,,,17,29,,0,0,0.23,0.95,1,0.79,,0.75,0,,0.25,0,0.39,0,2,0
2016,GARVIN,PAOLI,PAOLI HS,25I005705,69,9,12,High School,7,87,14,79,15,80,,,,,29,79,,,,,,,,0,0,0.19,0.95,1,0.79,,0.8,0,,0.4,0,0.26,0,2,0
2016,NOBLE,FRONTIER,FRONTIER HS,52I004705,78,9,12,High School,3,74,18,83,26,88,,,,,44,86,,,,,10,60,,0,0,0.17,0.95,1,0.79,,0.6,0,,0.31,0,0.68,0,2,0
2015,BLAINE,WATONGA,WATONGA HS,06I042705,88,9,12,High School,3,88,82,93,129,88,49,55,28,75,288,82,11,82,12,83,23,83,,0,0,0.67,0.94,1,0.79,,0.71,0,,0.35,0,0.8,1,4,1
2016,GARVIN,WYNNEWOOD,WYNNEWOOD HS,25I038705,79,9,12,High School,2,82,31,81,34,91,,,,,65,86,,,,,15,67,,0,0,0.31,0.88,0,0.79,,0.64,0,0.86,0.42,1,0.58,0,1,0
2014,CARTER,FOX,FOX HS,10I074705,77,9,12,High School,3,87,36,86,42,79,36,39,21,62,135,67,,,,,,,,,,0.24,0.83,0,0.79,,0.75,0,,0.36,0,0.55,0,1,0
2014,JOHNSTON,MILBURN,MILBURN HS,35I029705,82,9,12,High School,3,82,25,96,39,64,15,53,12,92,91,75,,,,,,,,,,0.17,0.75,0,0.79,,0.64,0,,0.25,0,0.8,1,2,0
2015,LE FLORE,LE FLORE,LEFLORE HS,40I016705,68,9,12,High School,2,68,32,84,48,52,17,18,13,46,110,55,,,,,,,,0,0,0.24,0.71,0,0.79,,0,1,,0.6,0,0.45,0,3,1
2014,HARMON,HOLLIS,HOLLIS HS,29I066705,68,9,12,High School,4,78,57,67,95,58,37,32,22,64,211,56,,,,,14,71,,,,0.23,0.71,0,0.79,,0.79,0,0.8,0.43,1,0.57,0,2,0
2016,LOGAN,MULHALL-ORLANDO,MULHALL-ORLANDO HS,42I003705,102,9,12,High School,10,107,14,100,16,100,,,,,30,100,,,,,,,,0,0,0.95,0.95,1,0.78,,0.33,0,0.79,0.67,1,0.86,1,4,1
2016,OTTAWA,MIAMI,MIAMI HS,58I023705,75,9,12,High School,1,69,117,85,134,83,,,,,251,84,29,69,33,61,62,65,,0,0,0.95,0.95,1,0.78,,0.79,0,,0.61,0,0.65,0,3,1
2015,BECKHAM,ELK CITY,ELK CITY HS,05I006705,85,10,12,High School,3,85,256,84,198,90,148,47,151,69,753,75,29,86,,,29,86,,0,0,0.9,0.95,1,0.78,,0.67,0,0.95,0.53,1,0.79,0,3,1
2016,CUSTER,CLINTON,CLINTON HS,20I099705,57,9,12,High School,2,74,139,71,132,62,,,,,271,67,34,26,32,44,66,35,,0,0,0.73,0.95,1,0.78,,0.52,0,,0.31,0,0.5,0,2,0
2016,LINCOLN,CARNEY,CARNEY HS,41I105705,81,9,12,High School,8,89,20,90,13,92,,,,,33,91,,,,,,,,0,0,0.61,0.95,1,0.78,,0.56,0,,0.5,0,0.57,0,2,0
2015,LOGAN,GUTHRIE,GUTHRIE HS,42I001705,71,9,12,High School,1,71,468,81,635,70,203,30,230,60,1536,67,52,65,55,55,107,60,,0,0,0.53,0.95,1,0.78,,0.67,0,,0.55,0,0.73,0,2,0
2014,SEMINOLE,KONAWA,KONAWA HS,67I004705,83,9,12,High School,2,74,87,92,102,75,41,76,27,81,257,81,,,,,15,80,,,,0.49,0.95,1,0.78,,0.77,0,,0.55,0,0.69,0,2,0
2015,SEQUOYAH,GANS,GANS HS,68I004715,71,9,12,High School,1,71,64,72,71,76,27,37,38,82,200,71,,,,,10,60,,0,0,0.34,0.95,1,0.78,,0.73,0,,0.57,0,0.33,0,2,0
2014,SEMINOLE,NEW LIMA,NEW LIMA HS,67I006705,81,9,12,High School,9,93,29,79,55,75,,,,,109,72,,,,,,,,,,0.2,0.95,1,0.78,,0.82,0,0.86,0.53,1,0.57,0,2,0
2015,POTTAWATOMIE,TECUMSEH,TECUMSEH HS,63I092710,79,9,12,High School,2,79,332,84,392,81,156,46,169,79,1049,76,36,64,38,71,74,68,,0,0,0.19,0.95,1,0.78,,0.58,0,0.76,0.37,1,0.76,0,2,0
2016,TULSA,TULSA,WILL ROGERS COLLEGE HS,72I001730,76,9,12,High School,3,71,156,85,213,89,,,,,369,87,39,74,53,83,92,79,,0,0,0.18,0.95,1,0.78,,0.75,0,0.94,0.31,1,0.62,0,2,0
2016,HASKELL,KEOTA,KEOTA HS,31I043705,74,9,12,High School,1,75,25,72,30,90,,,,,55,82,,,,,13,77,,0,0,0.11,0.95,1,0.78,,0.76,0,0.95,0.23,1,0.34,0,2,0
2016,OKMULGEE,DEWAR,DEWAR HS,56I008715,71,9,12,High School,8,87,17,76,32,78,,,,,49,78,,,,,12,67,,0,0,0.92,0.93,1,0.78,,0.83,0,0.75,0.3,1,0.5,0,2,0
2014,GRADY,RUSH SPRINGS,RUSH SPRINGS HS,26I068705,84,9,12,High School,2,92,76,76,87,85,33,30,38,79,234,74,,,,,12,92,,,,0.51,0.9,1,0.78,,0.58,0,,0.56,0,0.59,0,2,0
2014,CARTER,WILSON,WILSON HS,10I043705,68,9,12,High School,3,71,64,72,82,76,29,21,30,50,205,63,,,,,14,64,,,,0.28,0.88,0,0.78,,0.86,1,,0.35,0,0.38,0,3,1
2014,POTTAWATOMIE,SHAWNEE,SHAWNEE HS,63I093705,83,9,12,High School,2,76,542,85,669,80,246,54,259,84,1716,78,64,80,40,78,104,79,,,,0.89,0.61,1,0.78,,0.66,0,,0.58,0,0.74,0,3,1
2014,SEMINOLE,SASAKWA,SASAKWA HS,67I010705,84,9,12,High School,1,82,19,89,31,81,,,,,68,78,,,,,,,,,,0.5,0.54,0,0.78,,0.71,0,,0.25,0,0.29,0,3,1
2014,CUSTER,WEATHERFORD,WEATHERFORD HS,20I026705,91,9,12,High School,4,88,214,93,304,89,101,57,113,81,732,85,22,91,20,80,42,86,,,,0.45,0.43,0,0.78,,0.71,0,0.81,0.74,1,0.94,1,5,1
2014,OKMULGEE,HENRYETTA,HENRYETTA HS,56I002705,78,9,12,High School,3,70,110,85,175,59,49,47,54,80,388,68,11,73,15,93,26,85,,,,0.95,0.95,1,0.77,,0.62,0,,0.59,0,0.7,0,1,0
2016,OKLAHOMA,JONES,JONES HS,55I009705,67,9,12,High School,7,85,72,82,88,78,,,,,160,80,17,53,21,29,38,39,,0,0,0.91,0.95,1,0.77,,0.69,0,,0.57,0,0.76,0,2,0
2016,LE FLORE,POCOLA,POCOLA HS,40I007705,71,9,12,High School,2,83,42,90,45,71,,,,,87,80,10,80,11,36,21,57,,0,0,0.89,0.95,1,0.77,,0.77,0,0.78,0.44,1,0.48,0,2,0
2016,JEFFERSON,RINGLING,RINGLING HS,34I014705,73,10,12,High School,2,56,24,83,,,,,,,24,83,,,,,,,,0,0,0.82,0.95,1,0.77,,0.67,0,,0.62,0,0.27,0,2,0
2015,SEQUOYAH,SALLISAW,SALLISAW HS,68I001705,80,9,12,High School,1,80,255,83,239,89,115,44,134,78,743,78,25,56,24,83,49,69,,0,0,0.82,0.95,1,0.77,,0.67,0,,0.66,0,0.64,0,2,0
2016,MCCURTAIN,EAGLETOWN,EAGLETOWN HS,48I013705,58,9,12,High School,2,64,,,,,,,,,19,63,,,,,,,,0,0,0.71,0.95,1,0.77,,0.92,1,0.83,0.27,1,0.24,0,3,1
2016,PAYNE,CUSHING,CUSHING HS,60I067705,79,9,12,High School,2,85,131,82,125,94,,,,,256,88,32,63,30,83,62,73,,0,0,0.63,0.95,1,0.77,,0.61,0,,0.54,0,0.68,0,2,0
2016,OKLAHOMA,OKLAHOMA CITY,U. S. GRANT HS,55I089712,73,9,12,High School,1,80,353,82,410,86,,,,,763,84,88,82,102,84,190,83,,0,0,0.57,0.95,1,0.77,,0.8,0,,0.2,0,0.61,0,4,1
2016,ATOKA,ATOKA,ATOKA HS,03I015705,68,9,12,High School,1,72,70,69,82,70,,,,,152,69,16,56,20,40,36,47,,0,0,0.56,0.95,1,0.77,,0.76,0,,0.25,0,0.55,0,3,1
2016,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55I089750,71,9,12,High School,3,66,72,83,80,89,,,,,152,86,18,78,19,89,37,84,,0,0,0.54,0.95,1,0.77,,0.83,0,0.8,0.1,1,0.39,0,4,1
2016,SEMINOLE,BOWLEGS,BOWLEGS HS,67I003705,62,9,12,High School,8,73,18,72,22,64,,,,,40,68,,,,,,,,0,0,0.54,0.95,1,0.77,,0.69,0,,0.29,0,0.29,0,2,0
2016,ROGERS,FOYIL,FOYIL HS,66I007705,72,10,12,High School,3,88,32,78,16,69,,,,,48,75,,,,,11,73,,0,0,0.43,0.95,1,0.77,,0.75,0,,0.55,0,0.55,0,2,0
2015,GARVIN,MAYSVILLE,MAYSVILLE HS,25I007715,69,9,12,High School,3,69,50,78,79,63,29,31,33,42,191,59,,,,,11,64,,0,0,0.38,0.95,1,0.77,,0.84,0,0.81,0.33,1,0.5,0,4,1
2016,OKLAHOMA,CROOKED OAK,CROOKED OAK HS,55I053705,57,9,12,High School,4,73,72,81,83,55,,,,,155,67,17,65,20,45,37,54,,0,0,0.24,0.95,1,0.77,,0.84,0,,0.18,0,0.4,0,3,1
2015,POTTAWATOMIE,MACOMB,MACOMB HS,63I004705,66,9,12,High School,2,66,51,75,71,51,23,35,44,52,189,56,,,,,,,,0,0,0.18,0.95,1,0.77,,0.73,0,,0.3,0,0.67,0,4,1
2015,HUGHES,HOLDENVILLE,HOLDENVILLE HS,32I035705,77,9,12,High School,2,77,119,72,179,65,18,67,54,61,370,67,13,69,16,94,29,83,,0,0,0.09,0.95,1,0.77,,0.73,0,0.95,0.25,1,0.64,0,2,0
2015,OKMULGEE,WILSON,WILSON HS,56I007705,55,9,12,High School,1,55,32,75,46,35,0,0,0,0,100,42,,,,,,,,0,0,0.86,0.92,1,0.77,,0.43,0,,0.27,0,0.47,0,1,0
2016,CARTER,WILSON,WILSON HS,10I043705,72,9,12,High School,3,71,37,76,36,94,,,,,73,85,,,,,18,72,,0,0,0.24,0.9,1,0.77,,0.83,0,,0.42,0,0.42,0,2,0
2016,POTTAWATOMIE,EARLSBORO,EARLSBORO HS,63I005705,71,9,12,High School,2,67,16,69,19,84,,,,,35,77,,,,,,,,0,0,0.2,0.86,0,0.77,,0.75,0,,0,0,0.4,0,1,0
2015,MCINTOSH,EUFAULA,EUFAULA HS,49I001710,80,9,12,High School,1,80,150,89,213,69,60,40,80,70,503,72,16,88,17,76,33,82,,0,0,0.95,0.81,1,0.77,,0.52,0,,0.46,0,0.65,0,2,0
2015,TULSA,TULSA,CENTRAL HS,72I001705,59,9,12,High School,1,59,238,61,231,49,227,11,103,36,799,40,22,59,17,94,39,74,,0,0,0.65,0.8,0,0.77,,0.74,0,,0.08,0,0.38,0,4,1
2014,MAYES,PRYOR,PRYOR HS,46I001705,81,10,12,High School,1,88,317,86,201,88,119,52,135,79,772,80,41,73,,,41,73,,,,0.49,0.73,0,0.77,,0.67,0,,0.6,0,0.67,0,2,0
2014,MARSHALL,MADILL,MADILL HS,45I002705,83,9,12,High School,3,73,204,90,246,69,95,55,97,91,642,77,20,75,15,100,35,86,,,,0.45,0.54,0,0.77,,0.61,0,,0.45,0,0.74,0,2,0
2014,CREEK,DRUMRIGHT,DRUMRIGHT HS,19I039705,80,9,12,High School,2,79,81,81,129,71,46,43,27,78,283,70,,,,,17,82,,,,0.95,0.37,1,0.77,,0.64,0,,0.36,0,0.43,0,2,0
2014,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL HS,55I089726,67,9,12,High School,3,75,151,73,265,33,88,28,75,69,579,47,14,79,12,92,26,85,,,,0.13,0.3,0,0.77,,0.71,0,,0.07,0,0.18,0,1,0
2014,WAGONER,WAGONER,WAGONER HS,73I019710,65,9,12,High School,2,71,261,78,361,59,143,30,160,62,925,60,28,61,24,54,52,58,,,,0.51,0.19,0,0.77,,0.66,0,0.95,0.37,1,0.68,0,3,1
2016,OSAGE,HOMINY,HOMINY HS,57I038705,67,9,12,High School,9,74,31,84,30,77,,,,,61,80,,,,,14,71,,0,0,0.95,0.95,1,0.76,,0.67,0,,0.29,0,0.61,0,3,1
2015,TULSA,SPERRY,SPERRY HS,72I008705,75,9,12,High School,1,75,171,81,237,77,89,45,101,74,598,73,16,88,17,47,33,67,,0,0,0.95,0.95,1,0.76,,0.63,0,,0.57,0,0.69,0,2,0
2016,OSAGE,PAWHUSKA,PAWHUSKA HS,57I002705,64,9,12,High School,1,70,48,79,51,71,,,,,99,75,12,75,12,75,24,75,,0,0,0.85,0.95,1,0.76,,0.63,0,,0.43,0,0.43,0,2,0
2014,CANADIAN,CALUMET,CALUMET HS,09I076705,88,9,12,High School,8,89,52,92,60,87,32,38,20,75,164,77,,,,,,,,,,0.74,0.95,1,0.76,,0.71,0,,0.53,0,0.81,1,2,0
2015,CADDO,CARNEGIE,CARNEGIE HS,08I033705,72,9,12,High School,3,72,67,85,97,63,38,32,29,66,231,65,,,,,14,64,,0,0,0.67,0.95,1,0.76,,0.71,0,0.75,0.25,1,0.72,0,3,1
2016,POTTAWATOMIE,MCLOUD,MCLOUD HS,63I001705,77,9,12,High School,1,79,92,83,101,85,,,,,193,84,22,68,24,67,46,67,,0,0,0.64,0.95,1,0.76,,0.8,0,0.9,0.31,1,0.54,0,3,1
2015,GRADY,CHICKASHA,CHICKASHA HS,26I001705,71,9,12,High School,1,71,317,87,391,73,169,61,156,83,1033,77,34,62,43,42,77,51,,0,0,0.64,0.95,1,0.76,,0.69,0,,0.63,0,0.73,0,2,0
2016,OKLAHOMA,PUTNAM CITY,PUTNAM CITY WEST HS,55I001710,67,9,12,High School,2,72,324,82,373,72,,,,,697,77,80,65,93,45,173,54,,0,0,0.55,0.95,1,0.76,,0.75,0,0.79,0.26,1,0.55,0,4,1
2015,CARTER,ARDMORE,ARDMORE HS,10I019705,68,9,12,High School,2,68,320,79,456,60,175,49,150,67,1101,65,37,73,42,43,79,57,,0,0,0.49,0.95,1,0.76,,0.61,0,0.95,0.27,1,0.65,0,2,0
2016,DELAWARE,COLCORD,COLCORD HS,21I004715,70,9,12,High School,3,71,50,84,19,89,,,,,69,86,,,,,16,63,,0,0,0.46,0.95,1,0.76,,0.65,0,,0.24,0,0.55,0,3,1
2016,MCCURTAIN,BATTIEST,BATTIEST HS,48I071715,84,9,12,High School,9,93,18,89,17,94,,,,,35,91,,,,,,,,0,0,0.36,0.95,1,0.76,,0.33,0,,0.33,0,0.75,0,2,0
2014,OKLAHOMA,MILLWOOD,MILLWOOD HS,55I037705,69,9,12,High School,1,62,105,72,177,54,52,13,17,29,351,52,12,75,11,82,23,78,,,,0.48,0.94,1,0.76,,0.7,0,0.83,0.18,1,0.47,0,2,0
