,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory,EOI_AlgebraII_Advanced,EOI_AlgebraII_Below_Satisfactory,EOI_AlgebraII_Satisfactory,EOI_Biology_Advanced,EOI_Biology_Below_Satisfactory,EOI_Biology_Satisfactory,EOI_EnglishII_Advanced,EOI_EnglishII_Below_Satisfactory,EOI_EnglishII_Satisfactory,EOI_EnglishIII_Advanced,EOI_EnglishIII_Below_Satisfactory,EOI_EnglishIII_Satisfactory,EOI_Geometry_Advanced,EOI_Geometry_Below_Satisfactory,EOI_Geometry_Satisfactory,EOI_USHistory_Advanced,EOI_USHistory_Below_Satisfactory,EOI_USHistory_Satisfactory
2201,2015,58I001715,WYANDOTTE HS,83,50974.74,22317.16,0.1,0.21,0.23,0.528,0.14,0.68,0.18,248,16.57,43158.91,0.345,9.03,1.29,0.33,1.34,1.0,0.0363,0.4556,0.0081,0.0081,0.0,0.4556,0.0363,248.0,0.0765,0.15,0.7735,0.336,0.04,0.624,0.0022,0.89,0.1078,0.1245,0.17,0.7055,0.1372,0.02,0.8428,0.2652,0.22,0.5148,0.2816,0.12,0.5984
2202,2016,11I016715,HULBERT JR-SR HS (SR),77,47744.82,21549.12,0.07,0.13,0.33,0.628,0.17,0.68,0.14,204,14.5,43020.21,0.31,12.76,0.11,0.4,0.33,0.5,0.0686,0.6618,0.0,0.0,0.0,0.2402,0.0294,204.0,0.136,0.2,0.664,0.17800000000000002,0.11,0.7120000000000001,0.134,0.33,0.536,0.0,0.19,0.81,0.0979,0.11,0.7921,0.0576,0.52,0.4224,0.1518,0.31,0.5382
2203,2015,63I093705,SHAWNEE HS,76,43547.55,28777.33,0.08,0.27,0.49,0.574,0.18,0.66,0.15,1320,62.63,48613.29,0.35100000000000003,13.96,7.0,5.0,2.0,6.0,0.0803,0.1515,0.0053,0.0462,0.0015,0.5439,0.1712,1320.0,0.152,0.24,0.608,0.0567,0.37,0.5733,0.0234,0.61,0.3666,0.2016,0.16,0.6384,0.196,0.02,0.784,0.4371,0.07,0.4929,0.21,0.25,0.54
2204,2016,05I006705,ELK CITY HS,82,70102.92,53130.32,0.04,0.13,0.41,0.467,0.18,0.65,0.17,418,24.49,45524.28,0.23,15.47,3.0,2.13,1.63,3.25,0.1866,0.0766,0.0024,0.0526,0.0,0.6603,0.0215,418.0,,,,0.1976,0.24,0.5624,0.17,0.32,0.51,0.2604,0.07,0.6696,0.0534,0.11,0.8366,0.2914,0.06,0.6486,0.2624,0.18,0.5576
2205,2016,40I002705,SPIRO HS,68,49606.18,32962.73,0.07,0.23,0.32,0.7020000000000001,0.11,0.65,0.24,302,23.36,46746.63,0.542,15.79,1.99,2.0,2.9,1.0,0.0464,0.3079,0.0099,0.0894,0.0033,0.5429999999999999,0.0,302.0,0.0949,0.27,0.6351,0.0112,0.44,0.5488,0.0495,0.55,0.4005,0.1246,0.11,0.7654,0.1027,0.21,0.6873,0.2816,0.12,0.5984,0.0392,0.51,0.4508
2206,2016,37I002705,DOVER HS,55,65278.86,65846.88,0.08,0.08,0.41,0.765,0.18,0.66,0.16,51,4.95,42867.47,0.10099999999999999,8.02,0.47,0.25,0.5,0.4,0.3922,0.0392,0.0,0.0196,0.0,0.5098,0.0392,51.0,0.0,0.56,0.44,0.0,0.6,0.4,0.065,0.5,0.435,0.0,0.22,0.78,0.0,0.17,0.83,0.0,0.67,0.33,0.0616,0.44,0.4984
2207,2015,75I001705,BLANCHE THOMAS HS,86,55144.06,100034.12,0.04,0.13,0.19,0.48200000000000004,0.15,0.67,0.18,83,8.5,43380.35,0.11800000000000001,8.51,0.5,0.5,0.33,1.0,0.2289,0.0241,0.0,0.0,0.0,0.747,0.0,83.0,0.21,0.0,0.79,0.1204,0.14,0.7396,0.1064,0.44,0.4536,0.1692,0.06,0.7708,0.0,0.0,1.0,0.3036,0.08,0.6164,0.1272,0.47,0.4028
2208,2016,45I002705,MADILL HS,74,52391.55,35843.18,0.06,0.14,0.3,0.619,0.14,0.63,0.23,499,32.32,45820.0,0.244,14.88,2.0,1.13,1.0,2.75,0.4028,0.1703,0.0,0.018000000000000002,0.002,0.3527,0.0541,499.0,0.0069,0.31,0.6831,0.1998,0.26,0.5402,0.0192,0.68,0.3008,0.0836,0.24,0.6764,0.19,0.0,0.81,0.061,0.39,0.5489999999999999,0.1105,0.35,0.5395
2209,2016,08I033705,CARNEGIE HS,78,43842.23,29746.02,0.09,0.23,0.33,0.7809999999999999,0.13,0.68,0.18,146,9.63,46940.5,0.34,13.28,0.5,0.5,1.5,0.57,0.1438,0.3699,0.0,0.0068,0.0,0.4315,0.0479,146.0,0.0803,0.27,0.6497,0.0,0.74,0.26,0.005,0.9,0.095,0.1581,0.07,0.7719,0.25,0.0,0.75,0.152,0.24,0.608,0.1083,0.43,0.4617
2210,2015,08I020705,ANADARKO HS,82,45655.25,17904.84,0.15,0.3,0.47,0.7070000000000001,0.17,0.67,0.16,499,30.86,46765.31,0.505,15.15,3.0,2.0,1.7,2.34,0.2004,0.5671,0.0,0.0421,0.0,0.1904,0.0,499.0,0.1185,0.21,0.6715,0.2573,0.17,0.5727,0.2294,0.26,0.5106,0.1134,0.19,0.6966,0.1358,0.03,0.8342,0.1886,0.18,0.6314,0.2212,0.21,0.5688
2211,2016,22I005705,VICI HS,76,59549.66,57622.49,0.04,0.16,0.27,0.461,0.24,0.65,0.1,89,9.0,45004.78,0.369,18.83,0.5,0.5,0.75,2.0,0.1124,0.0112,0.0,0.0,0.0,0.8202,0.0562,89.0,0.0848,0.47,0.4452,,,,0.0848,0.47,0.4452,0.0475,0.05,0.9025,0.0528,0.12,0.8272,0.0651,0.07,0.8649,0.0728,0.44,0.4872
2212,2015,43I016705,MARIETTA HS,72,51749.93,27913.87,0.05,0.17,0.31,0.627,0.15,0.64,0.21,292,16.36,43501.13,0.114,16.06,1.0,1.0,0.33,1.0,0.3596,0.0616,0.0,0.024,0.0,0.4966,0.0582,292.0,0.0,0.3,0.7,0.3348,0.07,0.5952,0.0306,0.49,0.4794,0.1472,0.08,0.7728,0.2511,0.07,0.6789,0.0354,0.41,0.5546,0.2001,0.31,0.4899
2213,2016,58I014705,QUAPAW HS,66,49413.22,34452.92,0.12,0.24,0.32,0.637,0.09,0.75,0.16,182,12.14,47352.0,0.141,18.11,1.0,0.57,0.29,1.0,0.0165,0.3626,0.0055,0.0,0.011000000000000001,0.5989,0.0055,182.0,0.136,0.32,0.544,0.0612,0.32,0.6188,0.0,0.72,0.28,0.076,0.24,0.684,0.1462,0.14,0.7138,0.0994,0.29,0.6106,0.146,0.27,0.584
2214,2015,51I002715,HASKELL HS,81,51596.7,27988.4,0.12,0.22,0.26,0.626,0.12,0.68,0.2,243,13.58,45551.29,0.32799999999999996,13.82,1.09,0.5,0.62,1.0,0.0494,0.2593,0.0,0.1111,0.0,0.5679,0.0123,243.0,0.171,0.05,0.779,0.228,0.05,0.722,0.0,0.74,0.26,0.1204,0.14,0.7396,0.2156,0.02,0.7644,0.1134,0.19,0.6966,0.1449,0.31,0.5451
2215,2015,21I002705,GROVE HS,81,57377.31,79227.47,0.09,0.18,0.4,0.523,0.21,0.66,0.12,677,39.79,48687.18,0.336,14.11,6.86,3.21,2.02,4.86,0.0473,0.325,0.0059,0.0118,0.0015,0.6027,0.0059,677.0,0.2275,0.09,0.6825,0.1344,0.36,0.5056,0.1408,0.36,0.4992,0.282,0.06,0.6579999999999999,0.285,0.05,0.665,0.4278,0.07,0.5022,0.3403,0.17,0.4897
2216,2015,47I029705,BLANCHARD HS,87,70686.2,26985.36,0.06,0.12,0.2,0.451,0.23,0.69,0.08,539,27.92,43361.19,0.161,15.47,4.0,1.47,1.36,1.83,0.0779,0.1058,0.0,0.0148,0.0,0.7755,0.026000000000000002,539.0,0.3813,0.07,0.5487,0.1863,0.19,0.6237,0.1675,0.33,0.5025,0.3007,0.03,0.6693,0.4,0.0,0.6,0.61,0.0,0.39,0.3132,0.13,0.5568
2217,2016,22I008715,SEILING JR-SR HS (SR),80,71952.99,221673.59,0.03,0.14,0.36,0.344,0.18,0.69,0.13,90,9.36,44784.31,0.275,19.61,0.57,0.43,0.57,0.5,0.0556,0.0889,0.0,0.0,0.0,0.7667,0.0889,90.0,,,,0.2158,0.17,0.6142,,,,0.228,0.05,0.722,0.3325,0.05,0.6175,0.4128,0.14,0.4472,0.1125,0.25,0.6375
2218,2015,03I015705,ATOKA HS,72,43916.23,30627.22,0.14,0.33,0.55,0.752,0.12,0.69,0.19,294,17.01,44116.75,0.265,13.38,2.0,1.0,0.6,1.0,0.0646,0.3401,0.0034,0.0646,0.0,0.4796,0.0476,294.0,0.0,0.7,0.3,0.075,0.25,0.675,0.11800000000000001,0.41,0.47200000000000003,0.2068,0.06,0.7332,0.2184,0.09,0.6916,0.376,0.06,0.564,0.1476,0.18,0.6724
2219,2016,40I052705,TALIHINA HS,74,39943.82,11537.52,0.14,0.3,0.41,0.753,0.16,0.64,0.2,202,18.49,44080.2,0.262,14.57,0.0,0.71,1.29,1.0,0.0396,0.495,0.0,0.0396,0.0,0.4109,0.0149,202.0,0.0426,0.29,0.6674,0.067,0.33,0.603,0.0231,0.67,0.3069,0.1106,0.21,0.6794,0.1911,0.09,0.7189,0.1376,0.14,0.7224,0.0341,0.69,0.2759
2220,2016,66I005715,INOLA HS,71,70677.48,29687.26,0.05,0.09,0.3,0.426,0.17,0.73,0.1,418,24.2,44838.86,0.366,16.29,3.31,0.87,0.5,2.0,0.0502,0.3493,0.0239,0.0215,0.0024,0.5383,0.0144,418.0,0.136,0.15,0.7140000000000001,0.0896,0.36,0.5504,0.1062,0.41,0.4838,0.17,0.15,0.68,0.2184,0.09,0.6916,0.475,0.05,0.475,0.14,0.3,0.56
2221,2016,41I134705,AGRA HS,72,75720.85,22471.39,0.06,0.17,0.21,0.755,0.1,0.73,0.16,94,9.57,42967.2,0.478,16.07,0.0,0.71,0.0,1.0,0.0532,0.38299999999999995,0.0,0.0319,0.0,0.5319,0.0,94.0,0.4984,0.11,0.3916,0.0366,0.39,0.5734,0.0,0.7,0.3,0.0,0.11,0.89,0.18,0.0,0.82,,,,0.0561,0.67,0.2739
2222,2016,08I020705,ANADARKO HS,78,53555.52,17880.33,0.14,0.31,0.44,0.669,0.18,0.68,0.14,471,31.34,46441.45,0.34600000000000003,15.2,3.0,2.0,1.7,2.34,0.18899999999999997,0.586,0.0021,0.034,0.0,0.1868,0.0021,471.0,0.204,0.15,0.6459999999999999,0.5035,0.05,0.4465,0.0896,0.36,0.5504,0.0902,0.18,0.7298,0.1869,0.11,0.7031,0.3608,0.12,0.5192,0.1584,0.28,0.5616
2223,2015,58I018705,COMMERCE HS,62,38758.16,27586.58,0.14,0.25,0.46,0.7490000000000001,0.09,0.68,0.23,235,15.11,44558.36,0.46,12.14,2.5,1.0,0.5,1.0,0.2511,0.2936,0.0,0.0043,0.0,0.3447,0.1064,235.0,0.0176,0.56,0.4224,0.0324,0.19,0.7776,0.03,0.5,0.47,0.1176,0.16,0.7224,0.1539,0.19,0.6561,0.2464,0.12,0.6336,0.11699999999999999,0.35,0.5329999999999999
2224,2016,58I018705,COMMERCE HS,59,38429.82,25304.12,0.13,0.27,0.43,0.823,0.1,0.67,0.23,226,14.67,45074.79,0.523,14.97,2.5,1.0,0.5,1.0,0.2566,0.2345,0.0,0.0044,0.0,0.3761,0.1283,226.0,0.0,0.42,0.58,0.0141,0.53,0.4559,0.0155,0.69,0.2945,0.0198,0.34,0.6402,0.1425,0.05,0.8075,0.1632,0.32,0.5168,0.0868,0.38,0.5332
2225,2015,63I005705,EARLSBORO HS,67,56034.62,28047.47,0.04,0.22,0.29,0.6890000000000001,0.12,0.7,0.18,61,5.05,45318.73,0.496,10.13,0.5,0.57,0.0,0.25,0.0,0.2131,0.0164,0.08199999999999999,0.0,0.5738,0.1148,61.0,0.0994,0.29,0.6106,0.0,0.67,0.33,0.0,0.75,0.25,0.0,0.33,0.67,0.0,0.29,0.71,0.2948,0.33,0.3752,0.0405,0.55,0.4095
2226,2016,53I051705,SOUTH COFFEYVILLE HS,74,57263.26,30036.84,0.06,0.13,0.26,0.57,0.17,0.74,0.09,100,5.29,42592.24,0.10800000000000001,9.86,1.0,0.43,0.29,0.5,0.01,0.34,0.0,0.01,0.0,0.64,0.0,100.0,0.0792,0.28,0.6408,0.1809,0.33,0.4891,0.0231,0.79,0.1869,0.0871,0.33,0.5829,0.1564,0.08,0.7636,0.2574,0.22,0.5226,0.085,0.5,0.415
2227,2016,63I092710,TECUMSEH HS,68,57287.55,15020.44,0.07,0.16,0.27,0.509,0.15,0.75,0.1,704,36.8,45629.28,0.303,17.7,3.5,1.59,1.88,4.7,0.0455,0.3011,0.0057,0.0185,0.0043,0.6009,0.0241,704.0,0.0392,0.51,0.4508,0.405,0.1,0.495,0.0588,0.51,0.4312,0.132,0.12,0.748,0.215,0.14,0.645,0.3034,0.18,0.5166,0.4128,0.14,0.4472
2228,2015,61I080705,MCALESTER HS,77,50113.92,28208.07,0.06,0.24,0.45,0.58,0.16,0.67,0.17,892,44.21,47439.55,0.385,15.0,7.43,3.0,1.0,4.86,0.0729,0.2074,0.0123,0.0561,0.0045,0.565,0.0818,892.0,0.1078,0.23,0.6622,0.2156,0.23,0.5544,0.084,0.44,0.47600000000000003,0.198,0.1,0.7020000000000001,0.1598,0.06,0.7802,0.2752,0.14,0.5848,0.3402,0.19,0.4698
2229,2016,46I032705,CHOUTEAU-MAZIE HS,75,51163.07,57785.67,0.06,0.27,0.32,0.768,0.16,0.68,0.16,237,16.43,42258.26,0.191,12.1,2.0,1.0,0.5,1.0,0.0295,0.0886,0.0042,0.0042,0.0,0.5527,0.3207,237.0,0.3069,0.07,0.6231,0.1782,0.19,0.6318,0.0273,0.61,0.3627,0.016,0.2,0.784,0.038,0.24,0.722,0.35,0.0,0.65,0.048,0.52,0.43200000000000005
2230,2015,66I003705,CHELSEA HS,58,53975.53,27533.07,0.09,0.18,0.34,0.633,0.15,0.67,0.18,270,15.64,42268.98,0.21600000000000003,11.71,2.02,1.0,0.57,0.84,0.037000000000000005,0.5667,0.0,0.0074,0.0,0.3444,0.0444,270.0,0.0378,0.37,0.5922,0.0,0.77,0.23,0.0546,0.61,0.3354,0.0876,0.27,0.6424,0.0465,0.07,0.8835,0.0126,0.37,0.6174,0.2,0.2,0.6
2231,2016,55I089726,JOHN MARSHALL HS,74,53956.08,50805.13,0.08,0.28,0.47,0.784,0.22,0.55,0.23,425,32.13,54318.33,0.508,9.91,10.1,1.0,1.1,3.0,0.1082,0.0235,0.0118,0.7153,0.0047,0.1059,0.0306,425.0,0.0814,0.26,0.6586,0.042,0.4,0.5579999999999999,0.0308,0.56,0.4092,0.0736,0.08,0.8464,0.0166,0.17,0.8134,0.0272,0.32,0.6528,0.0549,0.39,0.5551
2232,2014,51I046705,BRAGGS HS,89,52228.0,28985.0,0.04,0.13,0.33,0.76,0.16,0.71,0.13,55,5.0,36552.13,0.057,3.54,0.15,0.0,0.0,1.38,0.0182,0.5273,0.0,0.0,0.0,0.4364,0.0182,55.0,0.63,0.0,0.37,0.3036,0.08,0.6164,0.0,0.67,0.33,0.0979,0.11,0.7921,,,,,,,0.0737,0.33,0.5963
2233,2016,70I053705,TYRONE HS,91,66190.54,31535.39,0.04,0.2,0.38,0.585,0.15,0.64,0.21,82,5.23,45743.35,0.195,8.78,0.0,0.25,0.1,0.43,0.3902,0.0,0.0,0.0122,0.0,0.5488,0.0488,82.0,0.46,0.0,0.54,0.0553,0.21,0.7347,0.15,0.5,0.35,0.1564,0.08,0.7636,0.14,0.0,0.86,0.27,0.1,0.63,0.0448,0.36,0.5952
2234,2015,55I089780,STAR SPENCER HS,63,53011.22,49735.22,0.08,0.27,0.47,0.878,0.22,0.55,0.22,385,27.54,60370.81,0.379,12.5,6.76,1.43,1.83,2.83,0.0545,0.013000000000000001,0.0,0.7974,0.0,0.1039,0.0312,385.0,0.032,0.36,0.608,0.0,0.67,0.33,0.012,0.7,0.28800000000000003,0.0584,0.27,0.6716,0.0156,0.22,0.7644,0.0156,0.61,0.3744,0.1178,0.38,0.5022
2235,2015,31I043705,KEOTA HS,75,47975.24,16741.84,0.02,0.18,0.25,0.721,0.07,0.7,0.23,122,11.57,45589.96,0.086,20.21,1.0,0.5,0.5,1.0,0.0164,0.3689,0.0164,0.0,0.0,0.5984,0.0,122.0,0.078,0.4,0.522,0.0819,0.37,0.5481,0.0,0.85,0.15,0.1162,0.17,0.7138,0.06,0.0,0.94,0.1953,0.07,0.7347,0.0616,0.44,0.4984
2236,2015,28I001705,MANGUM HS,73,51610.96,23947.94,0.05,0.16,0.3,0.718,0.15,0.65,0.2,181,14.86,42659.51,0.19,15.24,0.72,1.0,0.86,1.08,0.2873,0.0,0.0,0.0497,0.0,0.6243,0.0387,181.0,0.2975,0.15,0.5525,0.1836,0.32,0.4964,0.0819,0.37,0.5481,0.2726,0.06,0.6674,0.1953,0.07,0.7347,0.6016,0.06,0.3384,0.2324,0.17,0.5976
2237,2014,66I003705,CHELSEA HS,64,53549.0,26282.0,0.11,0.19,0.35,0.57,0.15,0.66,0.19,283,17.47,41079.23,0.225,10.93,2.15,1.0,0.47,1.29,0.0389,0.5583,0.0,0.0106,0.0035,0.3251,0.0636,283.0,0.052000000000000005,0.35,0.598,0.0128,0.68,0.3072,0.026000000000000002,0.48,0.494,0.0249,0.17,0.8051,0.2064,0.14,0.6536,0.0441,0.37,0.5859,0.4224,0.12,0.4576
2238,2015,48I013705,EAGLETOWN HS,64,37540.51,32990.11,0.15,0.23,0.24,0.8079999999999999,0.08,0.72,0.2,73,7.0,44168.6,0.36700000000000005,12.61,0.43,0.5,0.5,0.4,0.0,0.4521,0.0274,0.0274,0.0,0.4932,0.0,73.0,0.1,0.5,0.4,0.0,0.64,0.36,0.0,0.89,0.11,0.18,0.1,0.72,0.0492,0.18,0.7708,0.3698,0.14,0.4902,0.0,0.37,0.63
2239,2014,55I053705,CROOKED OAK HS,75,29681.0,50195.0,0.12,0.4,0.71,0.92,0.05,0.66,0.3,259,16.77,47618.25,0.41600000000000004,9.81,1.17,1.0,0.53,1.7,0.5985,0.0695,0.0077,0.1429,0.0,0.1699,0.0116,259.0,0.0168,0.44,0.5432,0.0624,0.22,0.7176,0.0132,0.67,0.3168,0.0188,0.06,0.9212,0.1504,0.06,0.7896,0.096,0.2,0.7040000000000001,0.1463,0.23,0.6237
2240,2016,73I365720,PORTER CONSOLIDATED HS,81,53204.39,33024.36,0.1,0.14,0.21,0.546,0.12,0.73,0.15,163,11.28,42608.81,0.544,11.43,1.0,0.57,0.43,0.71,0.0552,0.2025,0.0,0.0859,0.0,0.5092,0.1472,163.0,0.2314,0.11,0.6586,0.01,0.5,0.49,0.0123,0.59,0.3977,0.084,0.16,0.7559999999999999,0.18899999999999997,0.1,0.711,0.5184,0.04,0.4416,0.024,0.4,0.5760000000000001
2241,2016,54I002705,MASON HS,58,59675.14,18586.38,0.1,0.11,0.16,0.7979999999999999,0.15,0.69,0.16,94,7.63,43656.0,0.131,11.9,0.5,0.25,0.0,1.0,0.0638,0.3511,0.0,0.0,0.0,0.3723,0.2128,94.0,0.021,0.65,0.32899999999999996,0.075,0.25,0.675,0.0858,0.22,0.6942,0.06,0.0,0.94,0.1155,0.23,0.6545,0.0,0.54,0.46,0.0,0.54,0.46
2242,2014,67I001715,SEMINOLE HS,65,45440.0,27789.0,0.11,0.25,0.46,0.44,0.17,0.65,0.18,480,27.49,45177.86,0.165,13.54,2.85,1.57,2.06,2.0,0.0604,0.2188,0.0042,0.0354,0.0021,0.5021,0.1771,480.0,0.0252,0.58,0.3948,0.0648,0.28,0.6552,0.012,0.6,0.38799999999999996,0.12300000000000001,0.18,0.6970000000000001,0.135,0.1,0.765,0.154,0.23,0.616,0.2296,0.18,0.5904
2243,2014,47I029705,BLANCHARD HS,89,72847.0,26071.0,0.07,0.12,0.2,0.4,0.23,0.7,0.07,516,26.08,42695.22,0.16,14.85,4.0,2.0,1.2,1.75,0.0698,0.0833,0.0019,0.0155,0.0,0.7907,0.0388,516.0,0.3549,0.09,0.5551,0.0962,0.26,0.6438,0.10800000000000001,0.4,0.49200000000000005,0.2288,0.12,0.6512,0.4656,0.03,0.5044,0.5432,0.03,0.4268,0.4823,0.09,0.4277
2244,2014,14I002715,SOUTHMOORE HS,93,72627.0,41624.0,0.05,0.09,0.26,0.4,0.26,0.65,0.09,2078,98.44,45302.0,0.34299999999999997,12.06,20.0,6.5,3.05,6.0,0.1492,0.0852,0.0385,0.0794,0.001,0.5168,0.1299,2078.0,0.3128,0.08,0.6072,0.3094,0.09,0.6006,0.2025,0.25,0.5475,0.247,0.05,0.703,0.1157,0.11,0.7743,0.4186,0.09,0.4914,0.5369,0.09,0.3731
2245,2014,55I052710,DEL CITY HS,75,56232.0,34558.0,0.07,0.14,0.45,0.75,0.19,0.7,0.11,1363,69.49,46026.21,0.252,11.59,9.44,4.0,5.4,7.0,0.0866,0.0462,0.0249,0.4035,0.0022,0.361,0.0756,1363.0,0.1925,0.23,0.5775,0.07200000000000001,0.28,0.648,0.0663,0.49,0.4437,0.08,0.2,0.72,0.1032,0.14,0.7568,0.2106,0.22,0.5694,0.34,0.15,0.51
2246,2014,55I001705,PUTNAM CITY HS,75,62910.0,48980.0,0.06,0.16,0.42,0.73,0.32,0.57,0.11,1782,94.41,47680.13,0.32299999999999995,10.31,13.5,3.96,6.35,9.31,0.2284,0.0281,0.0527,0.257,0.0039,0.3692,0.0606,1782.0,0.065,0.35,0.585,0.289,0.15,0.561,0.046,0.54,0.414,0.1958,0.11,0.6942,0.1001,0.09,0.8099,0.2268,0.16,0.6132,0.4539,0.11,0.4361
2247,2014,68I001705,SALLISAW HS,75,44010.0,25727.0,0.08,0.21,0.31,0.63,0.12,0.7,0.17,620,39.08,45216.73,0.207,13.64,4.92,2.0,1.0,2.42,0.0597,0.4742,0.0145,0.028999999999999998,0.0,0.4177,0.0048,620.0,0.0306,0.49,0.4794,0.1539,0.19,0.6561,0.0992,0.38,0.5208,0.1376,0.14,0.7224,0.3572,0.06,0.5828,0.5795,0.05,0.3705,0.3612,0.16,0.4788
2248,2014,72I008705,SPERRY HS,84,70081.0,23718.0,0.07,0.07,0.13,0.61,0.16,0.73,0.11,352,20.17,43438.92,0.207,15.38,2.0,1.0,1.0,0.83,0.1023,0.3381,0.0227,0.0028,0.0,0.5142,0.0199,352.0,0.21,0.16,0.63,0.2047,0.11,0.6853,0.019,0.62,0.361,0.1395,0.07,0.7905,0.14400000000000002,0.04,0.816,0.3813,0.07,0.5487,0.3872,0.12,0.4928
2249,2014,46I032705,CHOUTEAU-MAZIE HS,75,53154.0,47279.0,0.08,0.22,0.33,0.68,0.15,0.66,0.18,220,15.86,43329.17,0.23399999999999999,11.05,2.43,1.0,1.25,2.0,0.0273,0.1318,0.0,0.0045,0.0,0.5455,0.2909,220.0,0.29,0.0,0.71,0.153,0.1,0.747,0.0192,0.52,0.4608,0.1602,0.11,0.7298,0.0425,0.15,0.8075,0.3977,0.03,0.5723,0.2015,0.35,0.4485
2250,2014,35I020705,TISHOMINGO HS,73,49315.0,26099.0,0.12,0.27,0.53,0.47,0.2,0.63,0.16,285,23.87,42414.92,0.595,11.42,1.0,1.0,2.77,1.0,0.0211,0.3088,0.0035,0.0421,0.0,0.5684,0.0561,285.0,0.2079,0.23,0.5621,0.0847,0.23,0.6853,0.0288,0.52,0.4512,0.2112,0.12,0.6688,0.32899999999999996,0.06,0.611,0.6,0.0,0.4,0.4183,0.11,0.4717
2251,2016,08I167705,FORT COBB-BROXTON HS,66,51494.01,25787.81,0.07,0.17,0.31,0.735,0.22,0.66,0.13,102,6.85,49168.27,0.353,22.21,0.25,0.35,0.66,0.41,0.0784,0.2255,0.0,0.0,0.0,0.5784,0.1176,102.0,0.0496,0.38,0.5704,0.0,0.7,0.3,0.0,0.78,0.22,0.1598,0.06,0.7802,0.0468,0.22,0.7332,0.0689,0.47,0.4611,0.03,0.7,0.27
2252,2015,35I020705,TISHOMINGO HS,85,45968.24,27520.51,0.08,0.23,0.55,0.583,0.19,0.64,0.18,271,23.78,43288.26,0.5379999999999999,11.54,1.0,1.0,2.71,1.0,0.0332,0.3137,0.0,0.0185,0.0,0.5535,0.0812,271.0,0.285,0.05,0.665,0.1302,0.07,0.7998,0.0248,0.69,0.2852,0.209,0.05,0.741,0.2813,0.03,0.6887,0.4488,0.12,0.4312,0.1368,0.24,0.6232
2253,2016,14I029705,NORMAN HS,80,71495.25,60163.65,0.05,0.18,0.32,0.49,0.42,0.51,0.07,2001,87.56,47697.22,0.413,12.43,18.77,5.0,6.45,7.75,0.1184,0.0635,0.0235,0.084,0.001,0.5917,0.1179,2001.0,0.2064,0.14,0.6536,0.4092,0.07,0.5208,0.0612,0.49,0.4488,0.264,0.12,0.616,0.092,0.08,0.828,0.35100000000000003,0.1,0.5489999999999999,0.34,0.15,0.51
2254,2016,55I001705,PUTNAM CITY HS,77,63930.75,52049.84,0.06,0.16,0.43,0.735,0.32,0.58,0.1,1793,93.38,50217.33,0.39299999999999996,12.42,13.27,5.0,5.83,8.33,0.2605,0.0296,0.0535,0.2415,0.0028,0.3402,0.0719,1793.0,0.1501,0.21,0.6399,0.423,0.06,0.517,0.0663,0.49,0.4437,0.1892,0.14,0.6708,0.2914,0.06,0.6486,0.2204,0.24,0.5396,0.2262,0.22,0.5538
2255,2016,14I029710,NORMAN NORTH HS,83,71495.25,60163.65,0.05,0.18,0.32,0.337,0.42,0.51,0.07,2378,101.44,48880.97,0.526,15.07,20.39,5.99,8.0,7.75,0.1034,0.0492,0.0421,0.0374,0.0004,0.6434,0.1241,2378.0,0.2697,0.13,0.6003,0.2604,0.07,0.6696,0.1998,0.26,0.5402,0.2275,0.09,0.6825,0.094,0.06,0.846,0.4092,0.07,0.5208,0.3652,0.17,0.4648
2256,2016,73I019710,WAGONER HS,66,49278.0,28480.69,0.09,0.19,0.41,0.569,0.15,0.69,0.16,668,36.18,42034.91,0.17,12.61,4.17,2.0,2.37,3.2,0.0524,0.3713,0.0,0.0689,0.0015,0.3907,0.1153,668.0,0.0948,0.21,0.6952,0.0603,0.33,0.6097,0.0364,0.48,0.4836,0.0996,0.17,0.7304,0.0492,0.18,0.7708,0.2739,0.17,0.5561,0.1098,0.39,0.5002
2257,2015,69I001705,DUNCAN HS,74,54498.02,43919.29,0.08,0.17,0.36,0.374,0.19,0.66,0.15,1065,54.93,44665.09,0.308,12.61,5.52,4.88,1.92,5.5,0.1474,0.062,0.0085,0.0592,0.0019,0.6751,0.046,1065.0,0.0496,0.38,0.5704,0.2132,0.18,0.6068,0.0864,0.52,0.3936,0.3094,0.09,0.6006,0.2755,0.05,0.6745,0.22399999999999998,0.2,0.5760000000000001,0.255,0.25,0.495
2258,2016,36I071705,PONCA CITY HS,63,56366.7,54723.53,0.08,0.18,0.39,0.536,0.2,0.66,0.13,1476,70.25,47093.17,0.373,14.44,13.8,4.0,5.4,7.0,0.1043,0.1375,0.0102,0.0346,0.0081,0.6436,0.0617,1476.0,0.0603,0.33,0.6097,0.1352,0.48,0.3848,0.0369,0.59,0.3731,0.1176,0.16,0.7224,0.1246,0.11,0.7654,0.3344,0.12,0.5456,0.1037,0.39,0.5063
